bin,sex,location,date,count
5,M,Kujawsko-Pomorskie,2021-04-17,3.0
6,M,Kujawsko-Pomorskie,2021-04-17,7.0
7,M,Kujawsko-Pomorskie,2021-04-17,7.0
8,M,Kujawsko-Pomorskie,2021-04-17,9.0
8,b.d.,Kujawsko-Pomorskie,2021-04-17,1.0
6,K,Lubelskie,2021-04-17,3.0
7,K,Lubelskie,2021-04-17,3.0
8,K,Lubelskie,2021-04-17,1.0
2,M,Lubelskie,2021-04-17,1.0
4,M,Lubelskie,2021-04-17,1.0
5,M,Lubelskie,2021-04-17,3.0
6,M,Lubelskie,2021-04-17,7.0
7,M,Lubelskie,2021-04-17,3.0
8,M,Lubelskie,2021-04-17,4.0
6,K,Lubuskie,2021-04-17,2.0
7,K,Lubuskie,2021-04-17,4.0
8,K,Lubuskie,2021-04-17,3.0
6,M,Lubuskie,2021-04-17,1.0
7,M,Lubuskie,2021-04-17,3.0
8,M,Lubuskie,2021-04-17,4.0
5,K,Mazowieckie,2021-04-17,1.0
6,K,Mazowieckie,2021-04-17,4.0
7,K,Mazowieckie,2021-04-17,7.0
8,K,Mazowieckie,2021-04-17,11.0
5,M,Mazowieckie,2021-04-17,6.0
6,M,Mazowieckie,2021-04-17,15.0
7,M,Mazowieckie,2021-04-17,17.0
8,M,Mazowieckie,2021-04-17,12.0
5,K,Małopolskie,2021-04-17,2.0
6,K,Małopolskie,2021-04-17,5.0
7,K,Małopolskie,2021-04-17,8.0
8,K,Małopolskie,2021-04-17,7.0
4,M,Małopolskie,2021-04-17,1.0
5,M,Małopolskie,2021-04-17,3.0
6,M,Małopolskie,2021-04-17,11.0
7,M,Małopolskie,2021-04-17,20.0
8,M,Małopolskie,2021-04-17,12.0
7,K,Opolskie,2021-04-17,4.0
8,K,Opolskie,2021-04-17,1.0
4,M,Opolskie,2021-04-17,1.0
6,M,Opolskie,2021-04-17,1.0
7,M,Opolskie,2021-04-17,1.0
5,b.d.,Opolskie,2021-04-17,1.0
4,K,Podkarpackie,2021-04-17,1.0
5,K,Podkarpackie,2021-04-17,1.0
6,K,Podkarpackie,2021-04-17,3.0
7,K,Podkarpackie,2021-04-17,7.0
8,K,Podkarpackie,2021-04-17,11.0
3,M,Podkarpackie,2021-04-17,1.0
5,M,Podkarpackie,2021-04-17,1.0
6,M,Podkarpackie,2021-04-17,7.0
7,M,Podkarpackie,2021-04-17,4.0
8,M,Podkarpackie,2021-04-17,9.0
6,b.d.,Podkarpackie,2021-04-17,1.0
5,K,Podlaskie,2021-04-17,1.0
6,K,Podlaskie,2021-04-17,1.0
7,K,Podlaskie,2021-04-17,2.0
8,K,Podlaskie,2021-04-17,1.0
5,M,Podlaskie,2021-04-17,1.0
6,M,Podlaskie,2021-04-17,3.0
8,M,Podlaskie,2021-04-17,1.0
5,K,Pomorskie,2021-04-17,1.0
6,K,Pomorskie,2021-04-17,4.0
7,K,Pomorskie,2021-04-17,6.0
8,K,Pomorskie,2021-04-17,10.0
3,M,Pomorskie,2021-04-17,1.0
4,M,Pomorskie,2021-04-17,1.0
6,M,Pomorskie,2021-04-17,4.0
7,M,Pomorskie,2021-04-17,8.0
8,M,Pomorskie,2021-04-17,11.0
6,K,Warmińsko-Mazurskie,2021-04-17,2.0
7,K,Warmińsko-Mazurskie,2021-04-17,3.0
8,K,Warmińsko-Mazurskie,2021-04-17,9.0
6,M,Warmińsko-Mazurskie,2021-04-17,2.0
7,M,Warmińsko-Mazurskie,2021-04-17,2.0
8,M,Warmińsko-Mazurskie,2021-04-17,6.0
5,K,Wielkopolskie,2021-04-17,1.0
6,K,Wielkopolskie,2021-04-17,1.0
7,K,Wielkopolskie,2021-04-17,9.0
8,K,Wielkopolskie,2021-04-17,9.0
5,M,Wielkopolskie,2021-04-17,1.0
6,M,Wielkopolskie,2021-04-17,9.0
7,M,Wielkopolskie,2021-04-17,10.0
8,M,Wielkopolskie,2021-04-17,4.0
6,K,Zachodniopomorskie,2021-04-17,3.0
7,K,Zachodniopomorskie,2021-04-17,1.0
8,K,Zachodniopomorskie,2021-04-17,2.0
6,M,Zachodniopomorskie,2021-04-17,2.0
7,M,Zachodniopomorskie,2021-04-17,2.0
8,M,Zachodniopomorskie,2021-04-17,3.0
6,K,Łódzkie,2021-04-17,4.0
7,K,Łódzkie,2021-04-17,7.0
8,K,Łódzkie,2021-04-17,9.0
2,M,Łódzkie,2021-04-17,1.0
6,M,Łódzkie,2021-04-17,3.0
7,M,Łódzkie,2021-04-17,6.0
8,M,Łódzkie,2021-04-17,2.0
5,K,Śląskie,2021-04-17,2.0
6,K,Śląskie,2021-04-17,8.0
7,K,Śląskie,2021-04-17,21.0
8,K,Śląskie,2021-04-17,16.0
4,M,Śląskie,2021-04-17,1.0
5,M,Śląskie,2021-04-17,3.0
6,M,Śląskie,2021-04-17,26.0
7,M,Śląskie,2021-04-17,15.0
8,M,Śląskie,2021-04-17,14.0
6,K,Świętokrzyskie,2021-04-17,2.0
7,K,Świętokrzyskie,2021-04-17,2.0
8,K,Świętokrzyskie,2021-04-17,1.0
6,M,Świętokrzyskie,2021-04-17,2.0
7,M,Świętokrzyskie,2021-04-17,3.0
8,M,Świętokrzyskie,2021-04-17,3.0
6,K,Dolnośląskie,2021-04-18,1.0
7,K,Dolnośląskie,2021-04-18,1.0
8,K,Dolnośląskie,2021-04-18,1.0
6,M,Dolnośląskie,2021-04-18,1.0
7,M,Dolnośląskie,2021-04-18,1.0
8,M,Dolnośląskie,2021-04-18,2.0
5,M,Kujawsko-Pomorskie,2021-04-18,1.0
7,M,Kujawsko-Pomorskie,2021-04-18,5.0
7,K,Lubelskie,2021-04-18,2.0
8,K,Lubelskie,2021-04-18,6.0
3,M,Lubelskie,2021-04-18,1.0
6,M,Lubelskie,2021-04-18,3.0
7,M,Lubelskie,2021-04-18,4.0
8,M,Lubelskie,2021-04-18,2.0
6,K,Lubuskie,2021-04-18,1.0
7,K,Lubuskie,2021-04-18,1.0
8,K,Lubuskie,2021-04-18,1.0
6,M,Lubuskie,2021-04-18,1.0
7,M,Lubuskie,2021-04-18,1.0
8,M,Lubuskie,2021-04-18,1.0
5,K,Mazowieckie,2021-04-18,2.0
6,K,Mazowieckie,2021-04-18,3.0
7,K,Mazowieckie,2021-04-18,7.0
8,K,Mazowieckie,2021-04-18,12.0
4,M,Mazowieckie,2021-04-18,1.0
5,M,Mazowieckie,2021-04-18,4.0
6,M,Mazowieckie,2021-04-18,8.0
7,M,Mazowieckie,2021-04-18,7.0
8,M,Mazowieckie,2021-04-18,1.0
7,K,Małopolskie,2021-04-18,2.0
6,M,Małopolskie,2021-04-18,2.0
7,M,Małopolskie,2021-04-18,4.0
4,K,Opolskie,2021-04-18,1.0
5,M,Opolskie,2021-04-18,1.0
6,M,Opolskie,2021-04-18,1.0
6,K,Podkarpackie,2021-04-18,1.0
7,K,Podkarpackie,2021-04-18,4.0
8,K,Podkarpackie,2021-04-18,7.0
4,M,Podkarpackie,2021-04-18,1.0
6,M,Podkarpackie,2021-04-18,1.0
7,M,Podkarpackie,2021-04-18,1.0
8,M,Podkarpackie,2021-04-18,4.0
7,K,Podlaskie,2021-04-18,1.0
8,K,Podlaskie,2021-04-18,2.0
8,M,Podlaskie,2021-04-18,3.0
7,K,Pomorskie,2021-04-18,1.0
7,M,Pomorskie,2021-04-18,1.0
6,K,Wielkopolskie,2021-04-18,2.0
7,K,Wielkopolskie,2021-04-18,3.0
8,K,Wielkopolskie,2021-04-18,12.0
2,M,Wielkopolskie,2021-04-18,1.0
5,M,Wielkopolskie,2021-04-18,1.0
6,M,Wielkopolskie,2021-04-18,6.0
7,M,Wielkopolskie,2021-04-18,7.0
8,M,Wielkopolskie,2021-04-18,6.0
7,K,Zachodniopomorskie,2021-04-18,2.0
8,K,Zachodniopomorskie,2021-04-18,2.0
6,M,Zachodniopomorskie,2021-04-18,2.0
7,M,Zachodniopomorskie,2021-04-18,3.0
8,M,Zachodniopomorskie,2021-04-18,1.0
7,K,Łódzkie,2021-04-18,1.0
6,M,Łódzkie,2021-04-18,2.0
7,M,Łódzkie,2021-04-18,1.0
8,M,Łódzkie,2021-04-18,1.0
6,K,Śląskie,2021-04-18,1.0
7,K,Śląskie,2021-04-18,1.0
8,K,Śląskie,2021-04-18,5.0
6,M,Śląskie,2021-04-18,6.0
7,M,Śląskie,2021-04-18,2.0
8,M,Śląskie,2021-04-18,7.0
6,K,Świętokrzyskie,2021-04-18,3.0
7,K,Świętokrzyskie,2021-04-18,3.0
8,K,Świętokrzyskie,2021-04-18,3.0
5,M,Świętokrzyskie,2021-04-18,1.0
6,M,Świętokrzyskie,2021-04-18,1.0
7,M,Świętokrzyskie,2021-04-18,1.0
5,M,Dolnośląskie,2021-04-19,1.0
4,K,Kujawsko-Pomorskie,2021-04-19,1.0
8,K,Kujawsko-Pomorskie,2021-04-19,2.0
6,M,Kujawsko-Pomorskie,2021-04-19,1.0
7,M,Kujawsko-Pomorskie,2021-04-19,1.0
3,K,Lubuskie,2021-04-19,1.0
6,K,Lubuskie,2021-04-19,2.0
7,K,Lubuskie,2021-04-19,2.0
8,K,Lubuskie,2021-04-19,1.0
5,M,Lubuskie,2021-04-19,2.0
6,M,Lubuskie,2021-04-19,1.0
7,M,Lubuskie,2021-04-19,4.0
8,M,Lubuskie,2021-04-19,1.0
8,K,Mazowieckie,2021-04-19,1.0
6,M,Mazowieckie,2021-04-19,1.0
7,M,Mazowieckie,2021-04-19,1.0
6,K,Małopolskie,2021-04-19,1.0
8,K,Małopolskie,2021-04-19,1.0
5,M,Małopolskie,2021-04-19,1.0
7,M,Małopolskie,2021-04-19,3.0
5,K,Opolskie,2021-04-19,1.0
8,K,Podkarpackie,2021-04-19,1.0
7,M,Podkarpackie,2021-04-19,1.0
7,K,Podlaskie,2021-04-19,1.0
8,M,Podlaskie,2021-04-19,1.0
7,K,Warmińsko-Mazurskie,2021-04-19,1.0
6,M,Warmińsko-Mazurskie,2021-04-19,1.0
2,K,Wielkopolskie,2021-04-19,1.0
4,K,Wielkopolskie,2021-04-19,1.0
5,K,Wielkopolskie,2021-04-19,1.0
6,K,Wielkopolskie,2021-04-19,3.0
7,K,Wielkopolskie,2021-04-19,6.0
8,K,Wielkopolskie,2021-04-19,10.0
5,M,Wielkopolskie,2021-04-19,3.0
6,M,Wielkopolskie,2021-04-19,4.0
7,M,Wielkopolskie,2021-04-19,7.0
8,M,Wielkopolskie,2021-04-19,7.0
8,K,Zachodniopomorskie,2021-04-19,2.0
6,M,Zachodniopomorskie,2021-04-19,2.0
8,M,Łódzkie,2021-04-19,1.0
5,K,Śląskie,2021-04-19,1.0
6,K,Śląskie,2021-04-19,2.0
7,K,Śląskie,2021-04-19,2.0
8,K,Śląskie,2021-04-19,3.0
6,M,Śląskie,2021-04-19,5.0
8,M,Śląskie,2021-04-19,1.0
7,K,Świętokrzyskie,2021-04-19,1.0
8,K,Świętokrzyskie,2021-04-19,1.0
6,M,Świętokrzyskie,2021-04-19,1.0
5,K,Dolnośląskie,2021-04-20,2.0
6,K,Dolnośląskie,2021-04-20,3.0
7,K,Dolnośląskie,2021-04-20,3.0
8,K,Dolnośląskie,2021-04-20,8.0
4,M,Dolnośląskie,2021-04-20,1.0
5,M,Dolnośląskie,2021-04-20,2.0
6,M,Dolnośląskie,2021-04-20,10.0
7,M,Dolnośląskie,2021-04-20,2.0
8,M,Dolnośląskie,2021-04-20,8.0
5,K,Kujawsko-Pomorskie,2021-04-20,1.0
6,K,Kujawsko-Pomorskie,2021-04-20,4.0
7,K,Kujawsko-Pomorskie,2021-04-20,5.0
8,K,Kujawsko-Pomorskie,2021-04-20,10.0
4,M,Kujawsko-Pomorskie,2021-04-20,1.0
5,M,Kujawsko-Pomorskie,2021-04-20,2.0
6,M,Kujawsko-Pomorskie,2021-04-20,7.0
7,M,Kujawsko-Pomorskie,2021-04-20,16.0
8,M,Kujawsko-Pomorskie,2021-04-20,10.0
3,K,Lubelskie,2021-04-20,1.0
4,K,Lubelskie,2021-04-20,1.0
6,K,Lubelskie,2021-04-20,5.0
7,K,Lubelskie,2021-04-20,4.0
8,K,Lubelskie,2021-04-20,3.0
2,M,Lubelskie,2021-04-20,1.0
4,M,Lubelskie,2021-04-20,3.0
6,M,Lubelskie,2021-04-20,7.0
7,M,Lubelskie,2021-04-20,7.0
8,M,Lubelskie,2021-04-20,9.0
6,K,Lubuskie,2021-04-20,3.0
7,K,Lubuskie,2021-04-20,1.0
8,K,Lubuskie,2021-04-20,4.0
6,M,Lubuskie,2021-04-20,1.0
7,M,Lubuskie,2021-04-20,2.0
8,M,Lubuskie,2021-04-20,1.0
6,K,Mazowieckie,2021-04-20,5.0
7,K,Mazowieckie,2021-04-20,9.0
8,K,Mazowieckie,2021-04-20,8.0
4,M,Mazowieckie,2021-04-20,2.0
5,M,Mazowieckie,2021-04-20,3.0
6,M,Mazowieckie,2021-04-20,8.0
7,M,Mazowieckie,2021-04-20,10.0
8,M,Mazowieckie,2021-04-20,7.0
6,K,Małopolskie,2021-04-20,4.0
7,K,Małopolskie,2021-04-20,4.0
8,K,Małopolskie,2021-04-20,12.0
3,M,Małopolskie,2021-04-20,1.0
4,M,Małopolskie,2021-04-20,2.0
5,M,Małopolskie,2021-04-20,3.0
6,M,Małopolskie,2021-04-20,8.0
7,M,Małopolskie,2021-04-20,15.0
8,M,Małopolskie,2021-04-20,13.0
6,K,Opolskie,2021-04-20,2.0
7,K,Opolskie,2021-04-20,3.0
8,K,Opolskie,2021-04-20,1.0
4,M,Opolskie,2021-04-20,2.0
6,M,Opolskie,2021-04-20,2.0
7,M,Opolskie,2021-04-20,5.0
8,M,Opolskie,2021-04-20,1.0
5,K,Podkarpackie,2021-04-20,5.0
6,K,Podkarpackie,2021-04-20,1.0
7,K,Podkarpackie,2021-04-20,9.0
8,K,Podkarpackie,2021-04-20,4.0
4,M,Podkarpackie,2021-04-20,1.0
5,M,Podkarpackie,2021-04-20,1.0
6,M,Podkarpackie,2021-04-20,5.0
7,M,Podkarpackie,2021-04-20,5.0
8,M,Podkarpackie,2021-04-20,6.0
8,K,Podlaskie,2021-04-20,1.0
3,M,Podlaskie,2021-04-20,1.0
5,M,Podlaskie,2021-04-20,1.0
6,M,Podlaskie,2021-04-20,2.0
7,M,Podlaskie,2021-04-20,2.0
8,M,Podlaskie,2021-04-20,1.0
6,K,Pomorskie,2021-04-20,5.0
7,K,Pomorskie,2021-04-20,4.0
8,K,Pomorskie,2021-04-20,5.0
3,M,Pomorskie,2021-04-20,1.0
5,M,Pomorskie,2021-04-20,2.0
6,M,Pomorskie,2021-04-20,7.0
7,M,Pomorskie,2021-04-20,8.0
8,M,Pomorskie,2021-04-20,2.0
6,K,Warmińsko-Mazurskie,2021-04-20,1.0
7,K,Warmińsko-Mazurskie,2021-04-20,3.0
8,K,Warmińsko-Mazurskie,2021-04-20,4.0
3,M,Warmińsko-Mazurskie,2021-04-20,1.0
4,M,Warmińsko-Mazurskie,2021-04-20,1.0
6,M,Warmińsko-Mazurskie,2021-04-20,5.0
7,M,Warmińsko-Mazurskie,2021-04-20,7.0
7,b.d.,Warmińsko-Mazurskie,2021-04-20,2.0
3,K,Wielkopolskie,2021-04-20,1.0
6,K,Wielkopolskie,2021-04-20,3.0
7,K,Wielkopolskie,2021-04-20,2.0
8,K,Wielkopolskie,2021-04-20,2.0
5,M,Wielkopolskie,2021-04-20,2.0
6,M,Wielkopolskie,2021-04-20,8.0
7,M,Wielkopolskie,2021-04-20,7.0
8,M,Wielkopolskie,2021-04-20,4.0
6,M,Zachodniopomorskie,2021-04-20,1.0
7,M,Zachodniopomorskie,2021-04-20,5.0
8,M,Zachodniopomorskie,2021-04-20,1.0
4,K,Łódzkie,2021-04-20,1.0
5,K,Łódzkie,2021-04-20,1.0
6,K,Łódzkie,2021-04-20,8.0
7,K,Łódzkie,2021-04-20,3.0
8,K,Łódzkie,2021-04-20,5.0
4,M,Łódzkie,2021-04-20,1.0
5,M,Łódzkie,2021-04-20,1.0
6,M,Łódzkie,2021-04-20,4.0
7,M,Łódzkie,2021-04-20,6.0
8,M,Łódzkie,2021-04-20,7.0
7,b.d.,Łódzkie,2021-04-20,1.0
3,K,Śląskie,2021-04-20,2.0
4,K,Śląskie,2021-04-20,2.0
5,K,Śląskie,2021-04-20,3.0
6,K,Śląskie,2021-04-20,10.0
7,K,Śląskie,2021-04-20,19.0
8,K,Śląskie,2021-04-20,15.0
4,M,Śląskie,2021-04-20,3.0
5,M,Śląskie,2021-04-20,5.0
6,M,Śląskie,2021-04-20,30.0
7,M,Śląskie,2021-04-20,22.0
8,M,Śląskie,2021-04-20,15.0
5,b.d.,Śląskie,2021-04-20,1.0
7,K,Świętokrzyskie,2021-04-20,6.0
8,K,Świętokrzyskie,2021-04-20,3.0
4,M,Świętokrzyskie,2021-04-20,1.0
5,M,Świętokrzyskie,2021-04-20,1.0
6,M,Świętokrzyskie,2021-04-20,3.0
7,M,Świętokrzyskie,2021-04-20,1.0
8,M,Świętokrzyskie,2021-04-20,3.0
5,K,Dolnośląskie,2021-04-21,1.0
6,K,Dolnośląskie,2021-04-21,5.0
7,K,Dolnośląskie,2021-04-21,7.0
8,K,Dolnośląskie,2021-04-21,5.0
3,M,Dolnośląskie,2021-04-21,1.0
4,M,Dolnośląskie,2021-04-21,2.0
6,M,Dolnośląskie,2021-04-21,18.0
7,M,Dolnośląskie,2021-04-21,14.0
8,M,Dolnośląskie,2021-04-21,5.0
4,K,Kujawsko-Pomorskie,2021-04-21,2.0
5,K,Kujawsko-Pomorskie,2021-04-21,2.0
6,K,Kujawsko-Pomorskie,2021-04-21,6.0
7,K,Kujawsko-Pomorskie,2021-04-21,6.0
8,K,Kujawsko-Pomorskie,2021-04-21,6.0
2,M,Kujawsko-Pomorskie,2021-04-21,1.0
4,M,Kujawsko-Pomorskie,2021-04-21,1.0
5,M,Kujawsko-Pomorskie,2021-04-21,1.0
6,M,Kujawsko-Pomorskie,2021-04-21,3.0
7,M,Kujawsko-Pomorskie,2021-04-21,8.0
8,M,Kujawsko-Pomorskie,2021-04-21,3.0
6,K,Lubelskie,2021-04-21,3.0
7,K,Lubelskie,2021-04-21,8.0
8,K,Lubelskie,2021-04-21,7.0
5,M,Lubelskie,2021-04-21,1.0
6,M,Lubelskie,2021-04-21,5.0
7,M,Lubelskie,2021-04-21,4.0
8,M,Lubelskie,2021-04-21,4.0
4,K,Lubuskie,2021-04-21,1.0
5,K,Lubuskie,2021-04-21,1.0
6,K,Lubuskie,2021-04-21,1.0
7,K,Lubuskie,2021-04-21,2.0
8,K,Lubuskie,2021-04-21,1.0
3,M,Lubuskie,2021-04-21,1.0
6,M,Lubuskie,2021-04-21,7.0
8,M,Lubuskie,2021-04-21,1.0
3,K,Mazowieckie,2021-04-21,2.0
4,K,Mazowieckie,2021-04-21,1.0
5,K,Mazowieckie,2021-04-21,3.0
6,K,Mazowieckie,2021-04-21,12.0
7,K,Mazowieckie,2021-04-21,12.0
8,K,Mazowieckie,2021-04-21,17.0
3,M,Mazowieckie,2021-04-21,1.0
4,M,Mazowieckie,2021-04-21,2.0
5,M,Mazowieckie,2021-04-21,4.0
6,M,Mazowieckie,2021-04-21,17.0
7,M,Mazowieckie,2021-04-21,11.0
8,M,Mazowieckie,2021-04-21,15.0
8,b.d.,Mazowieckie,2021-04-21,1.0
5,K,Małopolskie,2021-04-21,1.0
6,K,Małopolskie,2021-04-21,6.0
7,K,Małopolskie,2021-04-21,7.0
8,K,Małopolskie,2021-04-21,7.0
4,M,Małopolskie,2021-04-21,1.0
5,M,Małopolskie,2021-04-21,2.0
6,M,Małopolskie,2021-04-21,6.0
7,M,Małopolskie,2021-04-21,7.0
8,M,Małopolskie,2021-04-21,6.0
5,K,Opolskie,2021-04-21,2.0
6,K,Opolskie,2021-04-21,6.0
7,K,Opolskie,2021-04-21,2.0
8,K,Opolskie,2021-04-21,6.0
4,M,Opolskie,2021-04-21,1.0
6,M,Opolskie,2021-04-21,4.0
7,M,Opolskie,2021-04-21,2.0
8,M,Opolskie,2021-04-21,1.0
6,K,Podkarpackie,2021-04-21,3.0
7,K,Podkarpackie,2021-04-21,6.0
8,K,Podkarpackie,2021-04-21,11.0
4,M,Podkarpackie,2021-04-21,2.0
5,M,Podkarpackie,2021-04-21,1.0
6,M,Podkarpackie,2021-04-21,7.0
7,M,Podkarpackie,2021-04-21,7.0
8,M,Podkarpackie,2021-04-21,15.0
5,K,Podlaskie,2021-04-21,1.0
6,K,Podlaskie,2021-04-21,3.0
7,K,Podlaskie,2021-04-21,1.0
8,K,Podlaskie,2021-04-21,1.0
4,M,Podlaskie,2021-04-21,2.0
6,M,Podlaskie,2021-04-21,1.0
8,M,Podlaskie,2021-04-21,6.0
6,K,Pomorskie,2021-04-21,2.0
7,K,Pomorskie,2021-04-21,7.0
3,M,Pomorskie,2021-04-21,1.0
5,M,Pomorskie,2021-04-21,3.0
6,M,Pomorskie,2021-04-21,6.0
7,M,Pomorskie,2021-04-21,12.0
8,M,Pomorskie,2021-04-21,6.0
7,K,Warmińsko-Mazurskie,2021-04-21,2.0
8,K,Warmińsko-Mazurskie,2021-04-21,2.0
6,M,Warmińsko-Mazurskie,2021-04-21,2.0
7,M,Warmińsko-Mazurskie,2021-04-21,1.0
8,M,Warmińsko-Mazurskie,2021-04-21,2.0
5,K,Wielkopolskie,2021-04-21,1.0
6,K,Wielkopolskie,2021-04-21,8.0
7,K,Wielkopolskie,2021-04-21,19.0
8,K,Wielkopolskie,2021-04-21,12.0
4,M,Wielkopolskie,2021-04-21,3.0
5,M,Wielkopolskie,2021-04-21,1.0
6,M,Wielkopolskie,2021-04-21,20.0
7,M,Wielkopolskie,2021-04-21,18.0
8,M,Wielkopolskie,2021-04-21,11.0
6,K,Zachodniopomorskie,2021-04-21,3.0
7,K,Zachodniopomorskie,2021-04-21,5.0
8,K,Zachodniopomorskie,2021-04-21,2.0
5,M,Zachodniopomorskie,2021-04-21,2.0
6,M,Zachodniopomorskie,2021-04-21,4.0
7,M,Zachodniopomorskie,2021-04-21,5.0
8,M,Zachodniopomorskie,2021-04-21,2.0
3,K,Łódzkie,2021-04-21,1.0
5,K,Łódzkie,2021-04-21,1.0
6,K,Łódzkie,2021-04-21,8.0
7,K,Łódzkie,2021-04-21,7.0
8,K,Łódzkie,2021-04-21,15.0
4,M,Łódzkie,2021-04-21,1.0
5,M,Łódzkie,2021-04-21,2.0
6,M,Łódzkie,2021-04-21,6.0
7,M,Łódzkie,2021-04-21,13.0
8,M,Łódzkie,2021-04-21,7.0
3,K,Śląskie,2021-04-21,1.0
4,K,Śląskie,2021-04-21,1.0
5,K,Śląskie,2021-04-21,4.0
6,K,Śląskie,2021-04-21,13.0
7,K,Śląskie,2021-04-21,16.0
8,K,Śląskie,2021-04-21,14.0
2,M,Śląskie,2021-04-21,2.0
3,M,Śląskie,2021-04-21,2.0
4,M,Śląskie,2021-04-21,2.0
5,M,Śląskie,2021-04-21,3.0
6,M,Śląskie,2021-04-21,20.0
7,M,Śląskie,2021-04-21,30.0
8,M,Śląskie,2021-04-21,17.0
6,K,Świętokrzyskie,2021-04-21,3.0
7,K,Świętokrzyskie,2021-04-21,3.0
8,K,Świętokrzyskie,2021-04-21,2.0
4,M,Świętokrzyskie,2021-04-21,2.0
5,M,Świętokrzyskie,2021-04-21,1.0
6,M,Świętokrzyskie,2021-04-21,2.0
8,M,Świętokrzyskie,2021-04-21,3.0
5,K,Dolnośląskie,2021-04-22,1.0
6,K,Dolnośląskie,2021-04-22,4.0
7,K,Dolnośląskie,2021-04-22,6.0
8,K,Dolnośląskie,2021-04-22,9.0
3,M,Dolnośląskie,2021-04-22,1.0
5,M,Dolnośląskie,2021-04-22,4.0
6,M,Dolnośląskie,2021-04-22,15.0
7,M,Dolnośląskie,2021-04-22,7.0
8,M,Dolnośląskie,2021-04-22,7.0
4,K,Kujawsko-Pomorskie,2021-04-22,1.0
6,K,Kujawsko-Pomorskie,2021-04-22,2.0
7,K,Kujawsko-Pomorskie,2021-04-22,4.0
8,K,Kujawsko-Pomorskie,2021-04-22,4.0
4,M,Kujawsko-Pomorskie,2021-04-22,1.0
6,M,Kujawsko-Pomorskie,2021-04-22,5.0
7,M,Kujawsko-Pomorskie,2021-04-22,7.0
8,M,Kujawsko-Pomorskie,2021-04-22,4.0
4,K,Lubelskie,2021-04-22,1.0
6,K,Lubelskie,2021-04-22,1.0
7,K,Lubelskie,2021-04-22,2.0
8,K,Lubelskie,2021-04-22,5.0
4,M,Lubelskie,2021-04-22,1.0
5,M,Lubelskie,2021-04-22,2.0
6,M,Lubelskie,2021-04-22,4.0
7,M,Lubelskie,2021-04-22,4.0
8,M,Lubelskie,2021-04-22,2.0
6,K,Lubuskie,2021-04-22,1.0
7,K,Lubuskie,2021-04-22,5.0
8,K,Lubuskie,2021-04-22,6.0
5,M,Lubuskie,2021-04-22,2.0
6,M,Lubuskie,2021-04-22,5.0
7,M,Lubuskie,2021-04-22,8.0
6,K,Mazowieckie,2021-04-22,14.0
7,K,Mazowieckie,2021-04-22,5.0
8,K,Mazowieckie,2021-04-22,17.0
3,M,Mazowieckie,2021-04-22,1.0
4,M,Mazowieckie,2021-04-22,4.0
5,M,Mazowieckie,2021-04-22,2.0
6,M,Mazowieckie,2021-04-22,8.0
7,M,Mazowieckie,2021-04-22,8.0
8,M,Mazowieckie,2021-04-22,12.0
6,K,Małopolskie,2021-04-22,2.0
7,K,Małopolskie,2021-04-22,3.0
8,K,Małopolskie,2021-04-22,8.0
4,M,Małopolskie,2021-04-22,1.0
6,M,Małopolskie,2021-04-22,4.0
7,M,Małopolskie,2021-04-22,12.0
8,M,Małopolskie,2021-04-22,10.0
8,K,Opolskie,2021-04-22,2.0
5,M,Opolskie,2021-04-22,2.0
6,M,Opolskie,2021-04-22,3.0
7,M,Opolskie,2021-04-22,2.0
8,M,Opolskie,2021-04-22,2.0
5,K,Podkarpackie,2021-04-22,4.0
6,K,Podkarpackie,2021-04-22,4.0
7,K,Podkarpackie,2021-04-22,5.0
8,K,Podkarpackie,2021-04-22,12.0
4,M,Podkarpackie,2021-04-22,3.0
5,M,Podkarpackie,2021-04-22,1.0
6,M,Podkarpackie,2021-04-22,8.0
7,M,Podkarpackie,2021-04-22,7.0
8,M,Podkarpackie,2021-04-22,12.0
6,b.d.,Podkarpackie,2021-04-22,1.0
5,K,Podlaskie,2021-04-22,2.0
6,K,Podlaskie,2021-04-22,2.0
7,K,Podlaskie,2021-04-22,2.0
8,K,Podlaskie,2021-04-22,8.0
6,M,Podlaskie,2021-04-22,5.0
7,M,Podlaskie,2021-04-22,2.0
8,M,Podlaskie,2021-04-22,9.0
6,K,Pomorskie,2021-04-22,5.0
7,K,Pomorskie,2021-04-22,5.0
8,K,Pomorskie,2021-04-22,8.0
3,M,Pomorskie,2021-04-22,2.0
5,M,Pomorskie,2021-04-22,3.0
6,M,Pomorskie,2021-04-22,7.0
7,M,Pomorskie,2021-04-22,8.0
8,M,Pomorskie,2021-04-22,2.0
7,K,Warmińsko-Mazurskie,2021-04-22,1.0
8,K,Warmińsko-Mazurskie,2021-04-22,5.0
5,M,Warmińsko-Mazurskie,2021-04-22,1.0
6,M,Warmińsko-Mazurskie,2021-04-22,1.0
7,M,Warmińsko-Mazurskie,2021-04-22,1.0
5,K,Wielkopolskie,2021-04-22,1.0
6,K,Wielkopolskie,2021-04-22,6.0
7,K,Wielkopolskie,2021-04-22,12.0
8,K,Wielkopolskie,2021-04-22,10.0
4,M,Wielkopolskie,2021-04-22,2.0
5,M,Wielkopolskie,2021-04-22,3.0
6,M,Wielkopolskie,2021-04-22,21.0
7,M,Wielkopolskie,2021-04-22,23.0
8,M,Wielkopolskie,2021-04-22,10.0
