bin,sex,location,date,count
6,K,Dolnośląskie,2020-12-31,2.0
7,K,Dolnośląskie,2020-12-31,1.0
8,K,Dolnośląskie,2020-12-31,2.0
5,M,Dolnośląskie,2020-12-31,1.0
6,M,Dolnośląskie,2020-12-31,2.0
7,M,Dolnośląskie,2020-12-31,3.0
8,M,Dolnośląskie,2020-12-31,12.0
4,K,Kujawsko-Pomorskie,2020-12-31,1.0
5,K,Kujawsko-Pomorskie,2020-12-31,1.0
6,K,Kujawsko-Pomorskie,2020-12-31,2.0
7,K,Kujawsko-Pomorskie,2020-12-31,3.0
8,K,Kujawsko-Pomorskie,2020-12-31,10.0
3,M,Kujawsko-Pomorskie,2020-12-31,1.0
5,M,Kujawsko-Pomorskie,2020-12-31,1.0
6,M,Kujawsko-Pomorskie,2020-12-31,9.0
7,M,Kujawsko-Pomorskie,2020-12-31,8.0
8,M,Kujawsko-Pomorskie,2020-12-31,11.0
5,K,Lubelskie,2020-12-31,1.0
6,K,Lubelskie,2020-12-31,1.0
7,K,Lubelskie,2020-12-31,1.0
8,K,Lubelskie,2020-12-31,7.0
5,M,Lubelskie,2020-12-31,1.0
6,M,Lubelskie,2020-12-31,6.0
7,M,Lubelskie,2020-12-31,4.0
8,M,Lubelskie,2020-12-31,9.0
5,K,Lubuskie,2020-12-31,1.0
6,K,Lubuskie,2020-12-31,2.0
7,K,Lubuskie,2020-12-31,2.0
8,K,Lubuskie,2020-12-31,3.0
4,M,Lubuskie,2020-12-31,2.0
5,M,Lubuskie,2020-12-31,1.0
6,M,Lubuskie,2020-12-31,1.0
8,M,Lubuskie,2020-12-31,3.0
5,K,Mazowieckie,2020-12-31,2.0
6,K,Mazowieckie,2020-12-31,5.0
7,K,Mazowieckie,2020-12-31,6.0
8,K,Mazowieckie,2020-12-31,13.0
3,M,Mazowieckie,2020-12-31,1.0
5,M,Mazowieckie,2020-12-31,4.0
6,M,Mazowieckie,2020-12-31,6.0
7,M,Mazowieckie,2020-12-31,12.0
8,M,Mazowieckie,2020-12-31,19.0
6,K,Małopolskie,2020-12-31,2.0
8,K,Małopolskie,2020-12-31,5.0
5,M,Małopolskie,2020-12-31,1.0
6,M,Małopolskie,2020-12-31,2.0
7,M,Małopolskie,2020-12-31,2.0
8,M,Małopolskie,2020-12-31,6.0
6,K,Opolskie,2020-12-31,3.0
7,K,Opolskie,2020-12-31,6.0
8,K,Opolskie,2020-12-31,2.0
5,M,Opolskie,2020-12-31,2.0
6,M,Opolskie,2020-12-31,2.0
7,M,Opolskie,2020-12-31,2.0
8,M,Opolskie,2020-12-31,2.0
7,K,Podkarpackie,2020-12-31,2.0
8,K,Podkarpackie,2020-12-31,5.0
5,M,Podkarpackie,2020-12-31,1.0
6,M,Podkarpackie,2020-12-31,3.0
7,M,Podkarpackie,2020-12-31,3.0
8,M,Podkarpackie,2020-12-31,3.0
5,K,Podlaskie,2020-12-31,1.0
6,K,Podlaskie,2020-12-31,4.0
7,K,Podlaskie,2020-12-31,3.0
8,K,Podlaskie,2020-12-31,5.0
6,M,Podlaskie,2020-12-31,5.0
7,M,Podlaskie,2020-12-31,3.0
8,M,Podlaskie,2020-12-31,7.0
4,K,Pomorskie,2020-12-31,1.0
5,K,Pomorskie,2020-12-31,1.0
6,K,Pomorskie,2020-12-31,4.0
7,K,Pomorskie,2020-12-31,6.0
8,K,Pomorskie,2020-12-31,8.0
6,M,Pomorskie,2020-12-31,9.0
7,M,Pomorskie,2020-12-31,9.0
8,M,Pomorskie,2020-12-31,3.0
8,b.d.,Pomorskie,2020-12-31,1.0
2,K,Warmińsko-Mazurskie,2020-12-31,1.0
6,K,Warmińsko-Mazurskie,2020-12-31,2.0
7,K,Warmińsko-Mazurskie,2020-12-31,2.0
8,K,Warmińsko-Mazurskie,2020-12-31,14.0
4,M,Warmińsko-Mazurskie,2020-12-31,1.0
5,M,Warmińsko-Mazurskie,2020-12-31,3.0
6,M,Warmińsko-Mazurskie,2020-12-31,5.0
7,M,Warmińsko-Mazurskie,2020-12-31,7.0
8,M,Warmińsko-Mazurskie,2020-12-31,18.0
6,K,Wielkopolskie,2020-12-31,6.0
7,K,Wielkopolskie,2020-12-31,4.0
8,K,Wielkopolskie,2020-12-31,15.0
2,M,Wielkopolskie,2020-12-31,1.0
3,M,Wielkopolskie,2020-12-31,1.0
5,M,Wielkopolskie,2020-12-31,3.0
6,M,Wielkopolskie,2020-12-31,7.0
7,M,Wielkopolskie,2020-12-31,11.0
8,M,Wielkopolskie,2020-12-31,10.0
6,K,Zachodniopomorskie,2020-12-31,2.0
7,K,Zachodniopomorskie,2020-12-31,5.0
8,K,Zachodniopomorskie,2020-12-31,10.0
6,M,Zachodniopomorskie,2020-12-31,3.0
7,M,Zachodniopomorskie,2020-12-31,9.0
8,M,Zachodniopomorskie,2020-12-31,4.0
4,K,Łódzkie,2020-12-31,1.0
5,K,Łódzkie,2020-12-31,1.0
6,K,Łódzkie,2020-12-31,1.0
7,K,Łódzkie,2020-12-31,3.0
8,K,Łódzkie,2020-12-31,7.0
6,M,Łódzkie,2020-12-31,6.0
7,M,Łódzkie,2020-12-31,1.0
8,M,Łódzkie,2020-12-31,4.0
6,K,Śląskie,2020-12-31,3.0
7,K,Śląskie,2020-12-31,5.0
8,K,Śląskie,2020-12-31,13.0
3,M,Śląskie,2020-12-31,1.0
6,M,Śląskie,2020-12-31,2.0
7,M,Śląskie,2020-12-31,14.0
8,M,Śląskie,2020-12-31,8.0
6,K,Świętokrzyskie,2020-12-31,1.0
8,K,Świętokrzyskie,2020-12-31,1.0
6,M,Świętokrzyskie,2020-12-31,3.0
7,M,Świętokrzyskie,2020-12-31,3.0
8,M,Świętokrzyskie,2020-12-31,2.0
6,K,Dolnośląskie,2021-01-01,3.0
7,K,Dolnośląskie,2021-01-01,5.0
8,K,Dolnośląskie,2021-01-01,10.0
5,M,Dolnośląskie,2021-01-01,3.0
6,M,Dolnośląskie,2021-01-01,3.0
7,M,Dolnośląskie,2021-01-01,4.0
8,M,Dolnośląskie,2021-01-01,8.0
5,K,Kujawsko-Pomorskie,2021-01-01,1.0
6,K,Kujawsko-Pomorskie,2021-01-01,3.0
8,K,Kujawsko-Pomorskie,2021-01-01,10.0
5,M,Kujawsko-Pomorskie,2021-01-01,1.0
6,M,Kujawsko-Pomorskie,2021-01-01,2.0
7,M,Kujawsko-Pomorskie,2021-01-01,4.0
8,M,Kujawsko-Pomorskie,2021-01-01,6.0
6,K,Lubelskie,2021-01-01,1.0
7,K,Lubelskie,2021-01-01,1.0
8,K,Lubelskie,2021-01-01,7.0
4,M,Lubelskie,2021-01-01,1.0
5,M,Lubelskie,2021-01-01,2.0
6,M,Lubelskie,2021-01-01,1.0
7,M,Lubelskie,2021-01-01,5.0
8,M,Lubelskie,2021-01-01,3.0
7,K,Lubuskie,2021-01-01,3.0
8,K,Lubuskie,2021-01-01,7.0
5,M,Lubuskie,2021-01-01,1.0
6,M,Lubuskie,2021-01-01,1.0
7,M,Lubuskie,2021-01-01,3.0
8,M,Lubuskie,2021-01-01,3.0
5,K,Mazowieckie,2021-01-01,1.0
6,K,Mazowieckie,2021-01-01,6.0
7,K,Mazowieckie,2021-01-01,6.0
8,K,Mazowieckie,2021-01-01,12.0
4,M,Mazowieckie,2021-01-01,1.0
5,M,Mazowieckie,2021-01-01,3.0
6,M,Mazowieckie,2021-01-01,9.0
7,M,Mazowieckie,2021-01-01,11.0
8,M,Mazowieckie,2021-01-01,3.0
5,K,Małopolskie,2021-01-01,2.0
6,K,Małopolskie,2021-01-01,1.0
7,K,Małopolskie,2021-01-01,3.0
8,K,Małopolskie,2021-01-01,4.0
5,M,Małopolskie,2021-01-01,1.0
6,M,Małopolskie,2021-01-01,1.0
7,M,Małopolskie,2021-01-01,5.0
8,M,Małopolskie,2021-01-01,5.0
6,K,Opolskie,2021-01-01,1.0
8,K,Opolskie,2021-01-01,2.0
6,M,Opolskie,2021-01-01,8.0
7,M,Opolskie,2021-01-01,1.0
8,M,Opolskie,2021-01-01,3.0
7,K,Podkarpackie,2021-01-01,3.0
8,K,Podkarpackie,2021-01-01,8.0
6,M,Podkarpackie,2021-01-01,7.0
7,M,Podkarpackie,2021-01-01,9.0
8,M,Podkarpackie,2021-01-01,9.0
6,K,Podlaskie,2021-01-01,1.0
7,K,Podlaskie,2021-01-01,2.0
8,K,Podlaskie,2021-01-01,1.0
5,M,Podlaskie,2021-01-01,2.0
6,M,Podlaskie,2021-01-01,1.0
7,M,Podlaskie,2021-01-01,1.0
8,M,Podlaskie,2021-01-01,2.0
6,K,Pomorskie,2021-01-01,2.0
7,K,Pomorskie,2021-01-01,2.0
8,K,Pomorskie,2021-01-01,6.0
6,M,Pomorskie,2021-01-01,8.0
7,M,Pomorskie,2021-01-01,3.0
8,M,Pomorskie,2021-01-01,3.0
3,K,Warmińsko-Mazurskie,2021-01-01,1.0
6,K,Warmińsko-Mazurskie,2021-01-01,1.0
7,K,Warmińsko-Mazurskie,2021-01-01,1.0
8,K,Warmińsko-Mazurskie,2021-01-01,4.0
5,M,Warmińsko-Mazurskie,2021-01-01,1.0
8,M,Warmińsko-Mazurskie,2021-01-01,3.0
5,K,Wielkopolskie,2021-01-01,1.0
6,K,Wielkopolskie,2021-01-01,4.0
7,K,Wielkopolskie,2021-01-01,4.0
8,K,Wielkopolskie,2021-01-01,13.0
4,M,Wielkopolskie,2021-01-01,1.0
6,M,Wielkopolskie,2021-01-01,6.0
7,M,Wielkopolskie,2021-01-01,10.0
8,M,Wielkopolskie,2021-01-01,9.0
6,K,Zachodniopomorskie,2021-01-01,2.0
7,K,Zachodniopomorskie,2021-01-01,1.0
8,K,Zachodniopomorskie,2021-01-01,2.0
6,M,Zachodniopomorskie,2021-01-01,7.0
7,M,Zachodniopomorskie,2021-01-01,3.0
8,M,Zachodniopomorskie,2021-01-01,3.0
4,K,Łódzkie,2021-01-01,1.0
5,K,Łódzkie,2021-01-01,1.0
6,K,Łódzkie,2021-01-01,1.0
7,K,Łódzkie,2021-01-01,2.0
8,K,Łódzkie,2021-01-01,9.0
6,M,Łódzkie,2021-01-01,3.0
7,M,Łódzkie,2021-01-01,3.0
8,M,Łódzkie,2021-01-01,5.0
4,K,Śląskie,2021-01-01,1.0
6,K,Śląskie,2021-01-01,3.0
7,K,Śląskie,2021-01-01,3.0
8,K,Śląskie,2021-01-01,4.0
4,M,Śląskie,2021-01-01,1.0
5,M,Śląskie,2021-01-01,2.0
6,M,Śląskie,2021-01-01,4.0
7,M,Śląskie,2021-01-01,6.0
8,M,Śląskie,2021-01-01,6.0
5,K,Świętokrzyskie,2021-01-01,1.0
8,K,Świętokrzyskie,2021-01-01,2.0
5,M,Świętokrzyskie,2021-01-01,2.0
6,M,Świętokrzyskie,2021-01-01,1.0
8,M,Świętokrzyskie,2021-01-01,2.0
7,K,Dolnośląskie,2021-01-02,1.0
8,K,Dolnośląskie,2021-01-02,6.0
6,M,Dolnośląskie,2021-01-02,1.0
7,M,Dolnośląskie,2021-01-02,2.0
2,K,Kujawsko-Pomorskie,2021-01-02,1.0
7,K,Kujawsko-Pomorskie,2021-01-02,4.0
8,K,Kujawsko-Pomorskie,2021-01-02,6.0
5,M,Kujawsko-Pomorskie,2021-01-02,2.0
6,M,Kujawsko-Pomorskie,2021-01-02,1.0
8,M,Kujawsko-Pomorskie,2021-01-02,3.0
8,K,Lubelskie,2021-01-02,2.0
6,M,Lubelskie,2021-01-02,1.0
7,M,Lubelskie,2021-01-02,1.0
8,K,Lubuskie,2021-01-02,1.0
8,M,Lubuskie,2021-01-02,2.0
5,K,Mazowieckie,2021-01-02,1.0
7,K,Mazowieckie,2021-01-02,2.0
8,K,Mazowieckie,2021-01-02,3.0
7,M,Mazowieckie,2021-01-02,4.0
8,M,Mazowieckie,2021-01-02,5.0
7,M,Opolskie,2021-01-02,1.0
8,M,Opolskie,2021-01-02,1.0
8,M,Podkarpackie,2021-01-02,2.0
4,K,Podlaskie,2021-01-02,1.0
6,K,Podlaskie,2021-01-02,1.0
7,K,Podlaskie,2021-01-02,1.0
8,K,Podlaskie,2021-01-02,2.0
6,M,Podlaskie,2021-01-02,3.0
7,M,Podlaskie,2021-01-02,2.0
8,M,Podlaskie,2021-01-02,1.0
7,K,Wielkopolskie,2021-01-02,6.0
8,K,Wielkopolskie,2021-01-02,2.0
5,M,Wielkopolskie,2021-01-02,1.0
6,M,Wielkopolskie,2021-01-02,5.0
7,M,Wielkopolskie,2021-01-02,6.0
8,M,Wielkopolskie,2021-01-02,4.0
5,K,Zachodniopomorskie,2021-01-02,1.0
8,K,Zachodniopomorskie,2021-01-02,1.0
7,M,Zachodniopomorskie,2021-01-02,1.0
5,M,Łódzkie,2021-01-02,1.0
7,M,Łódzkie,2021-01-02,2.0
8,M,Łódzkie,2021-01-02,1.0
7,K,Śląskie,2021-01-02,3.0
8,K,Śląskie,2021-01-02,2.0
6,M,Śląskie,2021-01-02,2.0
6,K,Kujawsko-Pomorskie,2021-01-03,1.0
7,K,Kujawsko-Pomorskie,2021-01-03,1.0
8,K,Kujawsko-Pomorskie,2021-01-03,1.0
6,M,Kujawsko-Pomorskie,2021-01-03,2.0
7,M,Kujawsko-Pomorskie,2021-01-03,4.0
6,M,Lubelskie,2021-01-03,1.0
8,M,Lubelskie,2021-01-03,1.0
8,K,Mazowieckie,2021-01-03,1.0
7,M,Mazowieckie,2021-01-03,1.0
6,M,Małopolskie,2021-01-03,1.0
8,M,Małopolskie,2021-01-03,1.0
8,K,Podkarpackie,2021-01-03,1.0
6,M,Podkarpackie,2021-01-03,1.0
7,M,Podkarpackie,2021-01-03,2.0
8,M,Podkarpackie,2021-01-03,2.0
8,K,Pomorskie,2021-01-03,1.0
7,M,Pomorskie,2021-01-03,1.0
8,M,Pomorskie,2021-01-03,2.0
6,K,Warmińsko-Mazurskie,2021-01-03,2.0
7,K,Warmińsko-Mazurskie,2021-01-03,1.0
7,M,Warmińsko-Mazurskie,2021-01-03,1.0
8,M,Warmińsko-Mazurskie,2021-01-03,1.0
6,K,Wielkopolskie,2021-01-03,2.0
7,K,Wielkopolskie,2021-01-03,2.0
8,K,Wielkopolskie,2021-01-03,5.0
5,M,Wielkopolskie,2021-01-03,2.0
6,M,Wielkopolskie,2021-01-03,3.0
7,M,Wielkopolskie,2021-01-03,3.0
8,M,Wielkopolskie,2021-01-03,3.0
7,b.d.,Wielkopolskie,2021-01-03,1.0
6,K,Zachodniopomorskie,2021-01-03,1.0
8,K,Zachodniopomorskie,2021-01-03,1.0
6,M,Zachodniopomorskie,2021-01-03,1.0
8,M,Zachodniopomorskie,2021-01-03,1.0
8,K,Śląskie,2021-01-03,2.0
6,M,Śląskie,2021-01-03,1.0
7,M,Śląskie,2021-01-03,2.0
8,M,Śląskie,2021-01-03,1.0
6,M,Kujawsko-Pomorskie,2021-01-04,1.0
8,M,Kujawsko-Pomorskie,2021-01-04,1.0
8,K,Lubelskie,2021-01-04,1.0
7,M,Lubuskie,2021-01-04,1.0
8,K,Mazowieckie,2021-01-04,1.0
8,K,Podkarpackie,2021-01-04,1.0
8,M,Podkarpackie,2021-01-04,1.0
7,K,Podlaskie,2021-01-04,1.0
7,M,Podlaskie,2021-01-04,2.0
5,K,Pomorskie,2021-01-04,1.0
8,K,Pomorskie,2021-01-04,1.0
7,K,Warmińsko-Mazurskie,2021-01-04,2.0
8,K,Warmińsko-Mazurskie,2021-01-04,3.0
6,M,Warmińsko-Mazurskie,2021-01-04,1.0
7,M,Warmińsko-Mazurskie,2021-01-04,1.0
8,M,Warmińsko-Mazurskie,2021-01-04,1.0
6,K,Wielkopolskie,2021-01-04,1.0
7,K,Wielkopolskie,2021-01-04,1.0
8,K,Wielkopolskie,2021-01-04,1.0
5,M,Wielkopolskie,2021-01-04,1.0
6,M,Wielkopolskie,2021-01-04,5.0
7,M,Wielkopolskie,2021-01-04,3.0
8,M,Wielkopolskie,2021-01-04,5.0
8,K,Zachodniopomorskie,2021-01-04,2.0
8,M,Zachodniopomorskie,2021-01-04,1.0
7,M,Śląskie,2021-01-04,1.0
7,M,Świętokrzyskie,2021-01-04,1.0
6,K,Dolnośląskie,2021-01-05,1.0
7,K,Dolnośląskie,2021-01-05,3.0
8,K,Dolnośląskie,2021-01-05,5.0
5,M,Dolnośląskie,2021-01-05,2.0
6,M,Dolnośląskie,2021-01-05,5.0
7,M,Dolnośląskie,2021-01-05,3.0
8,M,Dolnośląskie,2021-01-05,5.0
6,K,Kujawsko-Pomorskie,2021-01-05,1.0
7,K,Kujawsko-Pomorskie,2021-01-05,4.0
8,K,Kujawsko-Pomorskie,2021-01-05,9.0
6,M,Kujawsko-Pomorskie,2021-01-05,5.0
7,M,Kujawsko-Pomorskie,2021-01-05,3.0
8,M,Kujawsko-Pomorskie,2021-01-05,6.0
4,K,Lubelskie,2021-01-05,1.0
5,K,Lubelskie,2021-01-05,1.0
7,K,Lubelskie,2021-01-05,3.0
8,K,Lubelskie,2021-01-05,8.0
6,M,Lubelskie,2021-01-05,9.0
7,M,Lubelskie,2021-01-05,6.0
8,M,Lubelskie,2021-01-05,14.0
5,K,Lubuskie,2021-01-05,1.0
6,K,Lubuskie,2021-01-05,1.0
7,K,Lubuskie,2021-01-05,3.0
8,K,Lubuskie,2021-01-05,2.0
5,M,Lubuskie,2021-01-05,1.0
6,M,Lubuskie,2021-01-05,2.0
7,M,Lubuskie,2021-01-05,1.0
8,M,Lubuskie,2021-01-05,2.0
5,K,Mazowieckie,2021-01-05,1.0
6,K,Mazowieckie,2021-01-05,1.0
7,K,Mazowieckie,2021-01-05,3.0
8,K,Mazowieckie,2021-01-05,7.0
5,M,Mazowieckie,2021-01-05,2.0
6,M,Mazowieckie,2021-01-05,3.0
7,M,Mazowieckie,2021-01-05,4.0
8,M,Mazowieckie,2021-01-05,6.0
6,K,Małopolskie,2021-01-05,1.0
7,K,Małopolskie,2021-01-05,3.0
8,K,Małopolskie,2021-01-05,5.0
2,M,Małopolskie,2021-01-05,1.0
6,M,Małopolskie,2021-01-05,4.0
7,M,Małopolskie,2021-01-05,3.0
8,M,Małopolskie,2021-01-05,6.0
6,K,Opolskie,2021-01-05,1.0
7,K,Opolskie,2021-01-05,5.0
8,K,Opolskie,2021-01-05,2.0
5,M,Opolskie,2021-01-05,1.0
6,M,Opolskie,2021-01-05,1.0
7,M,Opolskie,2021-01-05,2.0
6,K,Podkarpackie,2021-01-05,2.0
7,K,Podkarpackie,2021-01-05,1.0
8,K,Podkarpackie,2021-01-05,4.0
5,M,Podkarpackie,2021-01-05,1.0
7,M,Podkarpackie,2021-01-05,4.0
8,M,Podkarpackie,2021-01-05,6.0
7,K,Podlaskie,2021-01-05,2.0
8,K,Podlaskie,2021-01-05,2.0
6,M,Podlaskie,2021-01-05,1.0
7,M,Podlaskie,2021-01-05,1.0
8,M,Podlaskie,2021-01-05,1.0
5,K,Pomorskie,2021-01-05,1.0
6,K,Pomorskie,2021-01-05,2.0
7,K,Pomorskie,2021-01-05,2.0
8,K,Pomorskie,2021-01-05,9.0
2,M,Pomorskie,2021-01-05,1.0
5,M,Pomorskie,2021-01-05,2.0
6,M,Pomorskie,2021-01-05,6.0
7,M,Pomorskie,2021-01-05,6.0
8,M,Pomorskie,2021-01-05,10.0
5,K,Warmińsko-Mazurskie,2021-01-05,1.0
6,K,Warmińsko-Mazurskie,2021-01-05,2.0
7,K,Warmińsko-Mazurskie,2021-01-05,5.0
8,K,Warmińsko-Mazurskie,2021-01-05,4.0
5,M,Warmińsko-Mazurskie,2021-01-05,2.0
6,M,Warmińsko-Mazurskie,2021-01-05,5.0
7,M,Warmińsko-Mazurskie,2021-01-05,7.0
8,M,Warmińsko-Mazurskie,2021-01-05,4.0
5,K,Wielkopolskie,2021-01-05,1.0
6,K,Wielkopolskie,2021-01-05,1.0
7,K,Wielkopolskie,2021-01-05,1.0
8,K,Wielkopolskie,2021-01-05,1.0
6,M,Wielkopolskie,2021-01-05,6.0
7,M,Wielkopolskie,2021-01-05,5.0
8,M,Wielkopolskie,2021-01-05,3.0
7,K,Zachodniopomorskie,2021-01-05,1.0
8,K,Zachodniopomorskie,2021-01-05,3.0
6,M,Zachodniopomorskie,2021-01-05,1.0
7,M,Zachodniopomorskie,2021-01-05,2.0
8,M,Zachodniopomorskie,2021-01-05,1.0
7,K,Łódzkie,2021-01-05,4.0
8,K,Łódzkie,2021-01-05,6.0
5,M,Łódzkie,2021-01-05,1.0
6,M,Łódzkie,2021-01-05,3.0
7,M,Łódzkie,2021-01-05,6.0
8,M,Łódzkie,2021-01-05,2.0
3,K,Śląskie,2021-01-05,1.0
5,K,Śląskie,2021-01-05,1.0
6,K,Śląskie,2021-01-05,3.0
7,K,Śląskie,2021-01-05,1.0
8,K,Śląskie,2021-01-05,6.0
6,M,Śląskie,2021-01-05,1.0
7,M,Śląskie,2021-01-05,6.0
8,M,Śląskie,2021-01-05,8.0
8,K,Świętokrzyskie,2021-01-05,3.0
4,K,Dolnośląskie,2021-01-06,2.0
6,K,Dolnośląskie,2021-01-06,3.0
7,K,Dolnośląskie,2021-01-06,1.0
8,K,Dolnośląskie,2021-01-06,8.0
5,M,Dolnośląskie,2021-01-06,1.0
6,M,Dolnośląskie,2021-01-06,5.0
7,M,Dolnośląskie,2021-01-06,10.0
8,M,Dolnośląskie,2021-01-06,14.0
6,K,Kujawsko-Pomorskie,2021-01-06,3.0
7,K,Kujawsko-Pomorskie,2021-01-06,6.0
8,K,Kujawsko-Pomorskie,2021-01-06,6.0
3,M,Kujawsko-Pomorskie,2021-01-06,1.0
6,M,Kujawsko-Pomorskie,2021-01-06,6.0
7,M,Kujawsko-Pomorskie,2021-01-06,15.0
8,M,Kujawsko-Pomorskie,2021-01-06,5.0
6,K,Lubelskie,2021-01-06,2.0
7,K,Lubelskie,2021-01-06,2.0
8,K,Lubelskie,2021-01-06,8.0
3,M,Lubelskie,2021-01-06,1.0
5,M,Lubelskie,2021-01-06,1.0
6,M,Lubelskie,2021-01-06,1.0
7,M,Lubelskie,2021-01-06,6.0
8,M,Lubelskie,2021-01-06,6.0
4,b.d.,Lubelskie,2021-01-06,1.0
8,K,Lubuskie,2021-01-06,3.0
5,M,Lubuskie,2021-01-06,2.0
6,M,Lubuskie,2021-01-06,1.0
7,M,Lubuskie,2021-01-06,4.0
8,M,Lubuskie,2021-01-06,1.0
4,K,Mazowieckie,2021-01-06,1.0
6,K,Mazowieckie,2021-01-06,2.0
7,K,Mazowieckie,2021-01-06,3.0
8,K,Mazowieckie,2021-01-06,13.0
4,M,Mazowieckie,2021-01-06,2.0
5,M,Mazowieckie,2021-01-06,1.0
6,M,Mazowieckie,2021-01-06,4.0
7,M,Mazowieckie,2021-01-06,6.0
8,M,Mazowieckie,2021-01-06,7.0
5,K,Małopolskie,2021-01-06,2.0
7,K,Małopolskie,2021-01-06,2.0
8,K,Małopolskie,2021-01-06,7.0
3,M,Małopolskie,2021-01-06,1.0
5,M,Małopolskie,2021-01-06,1.0
6,M,Małopolskie,2021-01-06,3.0
7,M,Małopolskie,2021-01-06,3.0
8,M,Małopolskie,2021-01-06,4.0
6,K,Opolskie,2021-01-06,2.0
7,K,Opolskie,2021-01-06,1.0
8,K,Opolskie,2021-01-06,5.0
6,M,Opolskie,2021-01-06,5.0
7,M,Opolskie,2021-01-06,2.0
6,K,Podkarpackie,2021-01-06,1.0
7,K,Podkarpackie,2021-01-06,5.0
8,K,Podkarpackie,2021-01-06,4.0
6,M,Podkarpackie,2021-01-06,3.0
7,M,Podkarpackie,2021-01-06,5.0
8,M,Podkarpackie,2021-01-06,6.0
7,K,Podlaskie,2021-01-06,2.0
8,K,Podlaskie,2021-01-06,7.0
5,M,Podlaskie,2021-01-06,3.0
7,M,Podlaskie,2021-01-06,1.0
8,M,Podlaskie,2021-01-06,2.0
4,K,Pomorskie,2021-01-06,1.0
6,K,Pomorskie,2021-01-06,3.0
7,K,Pomorskie,2021-01-06,3.0
8,K,Pomorskie,2021-01-06,10.0
4,M,Pomorskie,2021-01-06,1.0
5,M,Pomorskie,2021-01-06,1.0
6,M,Pomorskie,2021-01-06,4.0
7,M,Pomorskie,2021-01-06,5.0
8,M,Pomorskie,2021-01-06,4.0
7,K,Warmińsko-Mazurskie,2021-01-06,2.0
8,K,Warmińsko-Mazurskie,2021-01-06,3.0
5,M,Warmińsko-Mazurskie,2021-01-06,1.0
6,M,Warmińsko-Mazurskie,2021-01-06,2.0
7,M,Warmińsko-Mazurskie,2021-01-06,5.0
8,M,Warmińsko-Mazurskie,2021-01-06,2.0
3,K,Wielkopolskie,2021-01-06,1.0
5,K,Wielkopolskie,2021-01-06,2.0
6,K,Wielkopolskie,2021-01-06,2.0
7,K,Wielkopolskie,2021-01-06,2.0
8,K,Wielkopolskie,2021-01-06,14.0
2,M,Wielkopolskie,2021-01-06,1.0
5,M,Wielkopolskie,2021-01-06,2.0
6,M,Wielkopolskie,2021-01-06,7.0
7,M,Wielkopolskie,2021-01-06,7.0
8,M,Wielkopolskie,2021-01-06,7.0
4,K,Zachodniopomorskie,2021-01-06,1.0
6,K,Zachodniopomorskie,2021-01-06,1.0
7,K,Zachodniopomorskie,2021-01-06,1.0
8,K,Zachodniopomorskie,2021-01-06,5.0
4,M,Zachodniopomorskie,2021-01-06,1.0
5,M,Zachodniopomorskie,2021-01-06,3.0
6,M,Zachodniopomorskie,2021-01-06,6.0
7,M,Zachodniopomorskie,2021-01-06,7.0
8,M,Zachodniopomorskie,2021-01-06,5.0
5,K,Łódzkie,2021-01-06,1.0
6,K,Łódzkie,2021-01-06,12.0
7,K,Łódzkie,2021-01-06,17.0
8,K,Łódzkie,2021-01-06,26.0
4,M,Łódzkie,2021-01-06,1.0
5,M,Łódzkie,2021-01-06,3.0
6,M,Łódzkie,2021-01-06,18.0
7,M,Łódzkie,2021-01-06,21.0
8,M,Łódzkie,2021-01-06,26.0
4,K,Śląskie,2021-01-06,1.0
5,K,Śląskie,2021-01-06,2.0
6,K,Śląskie,2021-01-06,4.0
7,K,Śląskie,2021-01-06,9.0
8,K,Śląskie,2021-01-06,9.0
4,M,Śląskie,2021-01-06,1.0
5,M,Śląskie,2021-01-06,1.0
6,M,Śląskie,2021-01-06,5.0
7,M,Śląskie,2021-01-06,12.0
8,M,Śląskie,2021-01-06,10.0
6,K,Świętokrzyskie,2021-01-06,2.0
7,K,Świętokrzyskie,2021-01-06,2.0
8,K,Świętokrzyskie,2021-01-06,3.0
7,M,Świętokrzyskie,2021-01-06,3.0
8,M,Świętokrzyskie,2021-01-06,2.0
7,K,Dolnośląskie,2021-01-07,2.0
5,M,Dolnośląskie,2021-01-07,1.0
8,M,Dolnośląskie,2021-01-07,1.0
7,K,Kujawsko-Pomorskie,2021-01-07,1.0
8,K,Kujawsko-Pomorskie,2021-01-07,4.0
3,M,Kujawsko-Pomorskie,2021-01-07,1.0
4,M,Kujawsko-Pomorskie,2021-01-07,1.0
6,M,Kujawsko-Pomorskie,2021-01-07,3.0
7,M,Kujawsko-Pomorskie,2021-01-07,5.0
8,M,Kujawsko-Pomorskie,2021-01-07,3.0
7,K,Lubelskie,2021-01-07,1.0
4,M,Lubelskie,2021-01-07,1.0
6,M,Lubelskie,2021-01-07,1.0
8,M,Lubelskie,2021-01-07,1.0
7,K,Lubuskie,2021-01-07,1.0
8,K,Lubuskie,2021-01-07,1.0
7,M,Lubuskie,2021-01-07,2.0
6,K,Mazowieckie,2021-01-07,3.0
7,K,Mazowieckie,2021-01-07,4.0
8,K,Mazowieckie,2021-01-07,2.0
5,M,Mazowieckie,2021-01-07,1.0
6,M,Mazowieckie,2021-01-07,4.0
7,M,Mazowieckie,2021-01-07,4.0
8,M,Mazowieckie,2021-01-07,6.0
