date,location,hosp_patients,total_beds,icu_patients,total_resp,used_beds,used_resp
2020-12-16,opolskie,555.39,1210,29,65,45.9,44.6
2020-12-16,podkarpackie,830.4580000000001,1982,89,173,41.9,51.4
2020-12-16,podlaskie,667.368,1612,64,115,41.4,55.7
2020-12-16,polska,18712.700999999997,36477,1726,3090,51.3,55.9
2020-12-16,pomorskie,1080.105,1885,74,130,57.3,56.9
2020-12-16,warmińsko-mazurskie,766.535,1267,68,120,60.5,56.7
2020-12-16,wielkopolskie,1743.154,2798,128,259,62.3,49.4
2020-12-16,zachodniopomorskie,974.896,1417,86,112,68.8,76.8
2020-12-16,łódzkie,1483.463,3097,119,277,47.9,43.0
2020-12-16,śląskie,1758.744,3758,177,308,46.8,57.5
2020-12-16,świętokrzyskie,691.36,1490,58,122,46.4,47.5
2020-12-17,dolnośląskie,1340.8470000000002,2811,139,202,47.7,68.8
2020-12-17,kujawsko-pomorskie,1284.0479999999998,1928,125,176,66.6,71.0
2020-12-17,lubelskie,1298.557,2323,137,218,55.9,62.8
2020-12-17,lubuskie,592.02,1170,44,87,50.6,50.6
2020-12-17,mazowieckie,2653.67,5045,288,442,52.6,65.2
2020-12-17,małopolskie,1034.0199999999998,2665,110,277,38.8,39.7
2020-12-17,opolskie,556.6,1210,32,65,46.0,49.2
2020-12-17,podkarpackie,798.8639999999999,1958,92,173,40.8,53.2
2020-12-17,podlaskie,688.7510000000001,1613,65,116,42.7,56.0
2020-12-17,polska,18526.77,36327,1731,3095,51.0,55.9
2020-12-17,pomorskie,1064.77,1855,76,131,57.4,58.0
2020-12-17,warmińsko-mazurskie,771.082,1262,63,120,61.1,52.5
2020-12-17,wielkopolskie,1645.224,2798,137,259,58.8,52.9
2020-12-17,zachodniopomorskie,974.896,1417,86,112,68.8,76.8
2020-12-17,łódzkie,1499.4730000000002,3079,117,287,48.7,40.8
2020-12-17,śląskie,1699.18,3710,172,308,45.8,55.8
2020-12-17,świętokrzyskie,639.173,1483,48,122,43.1,39.3
2020-12-18,dolnośląskie,1381.1630000000002,2779,136,201,49.7,67.7
2020-12-18,kujawsko-pomorskie,1258.4,1936,116,178,65.0,65.2
2020-12-18,lubelskie,1305.526,2323,141,218,56.2,64.7
2020-12-18,lubuskie,597.69,1145,47,87,52.2,54.0
2020-12-18,mazowieckie,2618.72,5036,273,452,52.0,60.4
2020-12-18,małopolskie,1022.3799999999999,2635,109,269,38.8,40.5
2020-12-18,opolskie,566.28,1210,31,65,46.8,47.7
2020-12-18,podkarpackie,769.0880000000001,1952,88,174,39.4,50.6
2020-12-18,podlaskie,648.818,1618,65,117,40.1,55.6
2020-12-18,polska,18352.62,36270,1695,3103,50.6,54.6
2020-12-18,pomorskie,1075.9,1855,76,131,58.0,58.0
2020-12-18,warmińsko-mazurskie,767.38,1258,73,120,61.0,60.8
2020-12-18,wielkopolskie,1596.16,2752,131,257,58.0,51.0
2020-12-18,zachodniopomorskie,982.41,1430,81,112,68.7,72.3
2020-12-18,łódzkie,1466.694,3114,112,292,47.1,38.4
2020-12-18,śląskie,1684.485,3735,170,308,45.1,55.2
2020-12-18,świętokrzyskie,602.7679999999999,1492,46,122,40.4,37.7
2020-12-19,dolnośląskie,1386.1380000000001,2734,136,202,50.7,67.3
2020-12-19,kujawsko-pomorskie,1280.4,1940,128,178,66.0,71.9
2020-12-19,lubelskie,1291.983,2303,138,217,56.1,63.6
2020-12-19,lubuskie,600.75,1125,46,78,53.4,59.0
2020-12-19,mazowieckie,2592.384,5024,271,461,51.6,58.8
2020-12-19,małopolskie,967.7790000000001,2637,115,269,36.7,42.8
2020-12-19,opolskie,566.28,1210,31,65,46.8,47.7
2020-12-19,podkarpackie,759.72,1948,90,174,39.0,51.7
2020-12-19,podlaskie,614.2499999999999,1625,60,119,37.8,50.4
2020-12-19,polska,18258.536,35942,1720,3098,50.8,55.5
2020-12-19,pomorskie,1075.9,1855,76,131,58.0,58.0
2020-12-19,warmińsko-mazurskie,765.45,1215,71,120,63.0,59.2
2020-12-19,wielkopolskie,1670.464,2752,130,257,60.7,50.6
2020-12-19,zachodniopomorskie,964.048,1424,89,112,67.7,79.5
2020-12-19,łódzkie,1426.348,2947,125,285,48.4,43.9
2020-12-19,śląskie,1684.485,3735,170,308,45.1,55.2
2020-12-19,świętokrzyskie,596.008,1468,44,122,40.6,36.1
2020-12-20,dolnośląskie,1399.8080000000002,2734,132,202,51.2,65.3
2020-12-20,kujawsko-pomorskie,1336.66,1940,127,178,68.9,71.3
2020-12-20,lubelskie,1312.71,2303,137,217,57.0,63.1
2020-12-20,lubuskie,606.375,1125,48,78,53.9,61.5
2020-12-20,mazowieckie,2586.546,5042,272,461,51.3,59.0
2020-12-20,małopolskie,1009.2049999999998,2635,125,269,38.3,46.5
2020-12-20,opolskie,526.35,1210,29,66,43.5,43.9
2020-12-20,podkarpackie,770.9259999999999,1937,90,172,39.8,52.3
2020-12-20,podlaskie,646.7499999999999,1625,63,119,39.8,52.9
2020-12-20,polska,18370.45,35950,1714,3085,51.1,55.6
2020-12-20,pomorskie,1114.855,1855,79,134,60.1,59.0
2020-12-20,warmińsko-mazurskie,773.955,1215,66,120,63.7,55.0
2020-12-20,wielkopolskie,1618.1760000000002,2752,132,257,58.8,51.4
2020-12-20,zachodniopomorskie,941.2639999999999,1424,89,112,66.1,79.5
2020-12-20,łódzkie,1448.408,2932,118,278,49.4,42.4
2020-12-20,śląskie,1707.615,3753,163,300,45.5,54.3
2020-12-20,świętokrzyskie,596.008,1468,44,122,40.6,36.1
2020-12-21,dolnośląskie,1375.2019999999998,2734,126,201,50.3,62.7
2020-12-21,kujawsko-pomorskie,1317.26,1940,120,178,67.9,67.4
2020-12-21,lubelskie,1312.71,2303,137,217,57.0,63.1
2020-12-21,lubuskie,612.0,1125,49,78,54.4,62.8
2020-12-21,mazowieckie,2647.008,4848,267,458,54.6,58.3
2020-12-21,małopolskie,988.125,2635,110,269,37.5,40.9
2020-12-21,opolskie,523.856,1129,26,63,46.4,41.3
2020-12-21,podkarpackie,781.086,1943,73,171,40.2,42.7
2020-12-21,podlaskie,648.758,1594,60,117,40.7,51.3
2020-12-21,polska,18568.44,35640,1668,3080,52.1,54.2
2020-12-21,pomorskie,1137.115,1855,80,135,61.3,59.3
2020-12-21,warmińsko-mazurskie,785.66,1205,64,118,65.2,54.2
2020-12-21,wielkopolskie,1621.97,2726,144,259,59.5,55.6
2020-12-21,zachodniopomorskie,999.648,1424,86,112,70.2,76.8
2020-12-21,łódzkie,1471.0919999999999,2954,118,282,49.8,41.8
2020-12-21,śląskie,1738.1740000000002,3722,167,300,46.7,55.7
2020-12-21,świętokrzyskie,611.721,1503,41,122,40.7,33.6
2020-12-22,dolnośląskie,1350.596,2734,122,201,49.4,60.7
2020-12-22,kujawsko-pomorskie,1307.5600000000002,1940,128,178,67.4,71.9
2020-12-22,lubelskie,1245.78,2307,140,218,54.0,64.2
2020-12-22,lubuskie,591.75,1125,54,78,52.6,69.2
2020-12-22,mazowieckie,2546.676,4796,245,443,53.1,55.3
2020-12-22,małopolskie,916.61,2582,100,264,35.5,37.9
2020-12-22,opolskie,523.856,1129,26,63,46.4,41.3
2020-12-22,podkarpackie,728.784,1928,83,171,37.8,48.5
2020-12-22,podlaskie,620.8439999999999,1596,66,121,38.9,54.5
2020-12-22,polska,17858.735999999997,35434,1639,3066,50.4,53.5
2020-12-22,pomorskie,1129.695,1855,81,135,60.9,60.0
2020-12-22,warmińsko-mazurskie,757.215,1185,65,117,63.9,55.6
2020-12-22,wielkopolskie,1528.92,2740,124,259,55.8,47.9
2020-12-22,zachodniopomorskie,948.6,1395,84,111,68.0,75.7
2020-12-22,łódzkie,1399.134,2958,117,286,47.3,40.9
2020-12-22,śląskie,1705.644,3716,159,300,45.9,53.0
2020-12-22,świętokrzyskie,564.72,1448,45,121,39.0,37.2
2020-12-23,dolnośląskie,1276.778,2734,124,203,46.7,61.1
2020-12-23,kujawsko-pomorskie,1307.5600000000002,1940,128,178,67.4,71.9
2020-12-23,lubelskie,1192.436,2302,139,222,51.8,62.6
2020-12-23,lubuskie,583.875,1125,55,78,51.9,70.5
2020-12-23,mazowieckie,2474.736,4796,242,443,51.6,54.6
2020-12-23,małopolskie,885.6259999999999,2582,98,264,34.3,37.1
2020-12-23,opolskie,457.245,1129,26,63,40.5,41.3
2020-12-23,podkarpackie,672.725,1895,83,171,35.5,48.5
2020-12-23,podlaskie,593.34,1595,64,120,37.2,53.3
2020-12-23,polska,17353.35,35415,1618,3083,49.0,52.5
2020-12-23,pomorskie,1129.695,1855,81,135,60.9,60.0
2020-12-23,warmińsko-mazurskie,756.03,1185,67,117,63.8,57.3
2020-12-23,wielkopolskie,1523.44,2740,121,259,55.6,46.7
2020-12-23,zachodniopomorskie,939.423,1461,79,121,64.3,65.3
2020-12-23,łódzkie,1397.45,2942,110,288,47.5,38.2
2020-12-23,śląskie,1626.24,3696,157,300,44.0,52.3
2020-12-23,świętokrzyskie,530.622,1438,44,121,36.9,36.4
2020-12-24,dolnośląskie,1254.906,2734,126,203,45.9,62.1
2020-12-24,kujawsko-pomorskie,1251.9360000000001,1944,115,178,64.4,64.6
2020-12-24,lubelskie,1206.561,2307,137,217,52.3,63.1
2020-12-24,lubuskie,547.875,1125,53,78,48.7,67.9
2020-12-24,mazowieckie,2398.0,4796,246,443,50.0,55.5
2020-12-24,małopolskie,836.568,2582,94,264,32.4,35.6
2020-12-24,opolskie,421.11699999999996,1129,25,63,37.3,39.7
2020-12-24,podkarpackie,628.1440000000001,1892,81,171,33.2,47.4
2020-12-24,podlaskie,575.434,1594,62,118,36.1,52.5
2020-12-24,polska,16884.369000000002,35397,1597,3065,47.7,52.1
2020-12-24,pomorskie,1073.475,1835,80,130,58.5,61.5
2020-12-24,warmińsko-mazurskie,769.485,1193,73,117,64.5,62.4
2020-12-24,wielkopolskie,1523.44,2740,121,259,55.6,46.7
2020-12-24,zachodniopomorskie,937.962,1461,81,121,64.2,66.9
2020-12-24,łódzkie,1338.816,2936,108,282,45.6,38.3
2020-12-24,śląskie,1626.24,3696,157,300,44.0,52.3
2020-12-24,świętokrzyskie,495.81800000000004,1433,38,121,34.6,31.4
2020-12-25,dolnośląskie,1246.7040000000002,2734,119,202,45.6,58.9
2020-12-25,kujawsko-pomorskie,1240.272,1944,116,178,63.8,65.2
2020-12-25,lubelskie,1160.624,2312,143,220,50.2,65.0
2020-12-25,lubuskie,571.5,1125,61,78,50.8,78.2
2020-12-25,mazowieckie,2388.408,4796,240,443,49.8,54.2
2020-12-25,małopolskie,784.928,2582,88,264,30.4,33.3
2020-12-25,opolskie,421.11699999999996,1129,25,63,37.3,39.7
2020-12-25,podkarpackie,635.3760000000001,1891,83,171,33.6,48.5
2020-12-25,podlaskie,535.5840000000001,1594,59,118,33.6,50.0
2020-12-25,polska,16574.929,35341,1600,3069,46.9,52.1
2020-12-25,pomorskie,1029.435,1835,76,130,56.1,58.5
2020-12-25,warmińsko-mazurskie,769.485,1193,73,117,64.5,62.4
2020-12-25,wielkopolskie,1420.848,2691,131,259,52.8,50.6
2020-12-25,zachodniopomorskie,912.285,1455,84,121,62.7,69.4
2020-12-25,łódzkie,1327.743,2931,107,284,45.3,37.7
2020-12-25,śląskie,1626.24,3696,157,300,44.0,52.3
2020-12-25,świętokrzyskie,498.68399999999997,1433,38,121,34.8,31.4
2020-12-26,dolnośląskie,1227.5659999999998,2734,116,202,44.9,57.4
2020-12-26,kujawsko-pomorskie,1240.272,1944,116,178,63.8,65.2
2020-12-26,lubelskie,1162.936,2312,141,220,50.3,64.1
2020-12-26,lubuskie,550.125,1125,56,78,48.9,71.8
2020-12-26,mazowieckie,2383.612,4796,244,443,49.7,55.1
2020-12-26,małopolskie,782.346,2582,96,264,30.3,36.4
2020-12-26,opolskie,383.736,1084,27,63,35.4,42.9
2020-12-26,podkarpackie,528.705,1895,77,171,27.9,45.0
2020-12-26,podlaskie,570.6519999999999,1594,57,117,35.8,48.7
2020-12-26,polska,16486.968,35304,1598,3066,46.7,52.1
2020-12-26,pomorskie,1069.805,1835,74,130,58.3,56.9
2020-12-26,warmińsko-mazurskie,769.485,1193,73,117,64.5,62.4
2020-12-26,wielkopolskie,1420.848,2691,131,259,52.8,50.6
2020-12-26,zachodniopomorskie,941.385,1455,83,121,64.7,68.6
2020-12-26,łódzkie,1348.542,2938,112,282,45.9,39.7
2020-12-26,śląskie,1570.8,3696,152,300,42.5,50.7
2020-12-26,świętokrzyskie,526.2399999999999,1430,43,121,36.8,35.5
2020-12-27,dolnośląskie,1235.768,2734,118,202,45.2,58.4
2020-12-27,kujawsko-pomorskie,1329.484,1924,124,174,69.1,71.3
2020-12-27,lubelskie,1184.2559999999999,2304,140,227,51.4,61.7
2020-12-27,lubuskie,596.25,1125,59,78,53.0,75.6
2020-12-27,mazowieckie,2436.368,4796,246,443,50.8,55.5
2020-12-27,małopolskie,800.42,2582,97,264,31.0,36.7
2020-12-27,opolskie,396.744,1084,31,63,36.6,49.2
2020-12-27,podkarpackie,674.0160000000001,1888,75,171,35.7,43.9
2020-12-27,podlaskie,567.464,1594,52,117,35.6,44.4
2020-12-27,polska,16968.718,35278,1602,3066,48.1,52.3
2020-12-27,pomorskie,1095.495,1835,78,135,59.7,57.8
2020-12-27,warmińsko-mazurskie,769.485,1193,73,117,64.5,62.4
2020-12-27,wielkopolskie,1420.848,2691,131,259,52.8,50.6
2020-12-27,zachodniopomorskie,960.3,1455,83,121,66.0,68.6
2020-12-27,łódzkie,1396.404,2946,100,274,47.4,36.5
2020-12-27,śląskie,1592.976,3696,153,300,43.1,51.0
2020-12-27,świętokrzyskie,516.591,1431,42,121,36.1,34.7
2020-12-28,dolnośląskie,1222.098,2734,111,202,44.7,55.0
2020-12-28,kujawsko-pomorskie,1286.643,1929,118,175,66.7,67.4
2020-12-28,lubelskie,1196.58,2310,131,220,51.8,59.5
2020-12-28,lubuskie,546.75,1125,57,78,48.6,73.1
2020-12-28,mazowieckie,2489.48,4760,253,443,52.3,57.1
2020-12-28,małopolskie,833.328,2572,98,264,32.4,37.1
2020-12-28,opolskie,396.744,1084,31,63,36.6,49.2
2020-12-28,podkarpackie,678.51,1890,79,171,35.9,46.2
2020-12-28,podlaskie,639.194,1594,53,117,40.1,45.3
2020-12-28,polska,17295.966,35226,1605,3067,49.1,52.3
2020-12-28,pomorskie,1093.66,1835,73,135,59.6,54.1
2020-12-28,warmińsko-mazurskie,786.4290000000001,1197,82,117,65.7,70.1
2020-12-28,wielkopolskie,1515.033,2691,125,259,56.3,48.3
2020-12-28,zachodniopomorskie,1024.3200000000002,1455,85,121,70.4,70.2
2020-12-28,łódzkie,1414.2479999999998,2922,104,282,48.4,36.9
2020-12-28,śląskie,1648.4160000000002,3696,164,300,44.6,54.7
2020-12-28,świętokrzyskie,521.2479999999999,1432,41,120,36.4,34.2
2020-12-29,dolnośląskie,1200.2259999999999,2734,114,203,43.9,56.2
2020-12-29,kujawsko-pomorskie,1269.282,1929,111,175,65.8,63.4
2020-12-29,lubelskie,1269.489,2271,111,175,55.9,63.4
2020-12-29,lubuskie,542.25,1125,53,77,48.2,68.8
2020-12-29,mazowieckie,2543.442,4763,259,443,53.4,58.5
2020-12-29,małopolskie,828.75,2550,107,260,32.5,41.2
2020-12-29,opolskie,409.952,1114,32,73,36.8,43.8
2020-12-29,podkarpackie,638.1439999999999,1888,69,171,33.8,40.4
2020-12-29,podlaskie,568.701,1593,48,112,35.7,42.9
2020-12-29,polska,17291.34,35145,1585,3019,49.2,52.5
2020-12-29,pomorskie,1108.34,1835,71,128,60.4,55.5
2020-12-29,warmińsko-mazurskie,760.095,1197,82,117,63.5,70.1
2020-12-29,wielkopolskie,1533.87,2691,135,259,57.0,52.1
2020-12-29,zachodniopomorskie,1031.5950000000003,1455,79,121,70.9,65.3
2020-12-29,łódzkie,1429.635,2865,110,285,49.9,38.6
2020-12-29,śląskie,1648.4160000000002,3696,164,300,44.6,54.7
2020-12-29,świętokrzyskie,516.601,1439,40,120,35.9,33.3
2020-12-30,dolnośląskie,1183.209,2647,107,198,44.7,54.0
2020-12-30,kujawsko-pomorskie,1251.921,1929,117,185,64.9,63.2
2020-12-30,lubelskie,1190.004,2271,112,222,52.4,50.5
2020-12-30,lubuskie,500.625,1125,55,77,44.5,71.4
2020-12-30,mazowieckie,2476.76,4763,258,443,52.0,58.2
2020-12-30,małopolskie,826.2,2550,112,260,32.4,43.1
2020-12-30,opolskie,414.408,1114,29,73,37.2,39.7
2020-12-30,podkarpackie,642.405,1895,80,171,33.9,46.8
2020-12-30,podlaskie,561.0880000000001,1594,53,117,35.2,45.3
2020-12-30,polska,16964.2,35050,1607,3078,48.4,52.2
2020-12-30,pomorskie,1110.175,1835,72,128,60.5,56.3
2020-12-30,warmińsko-mazurskie,756.7560000000001,1188,84,117,63.7,71.8
2020-12-30,wielkopolskie,1526.931,2693,128,259,56.7,49.4
2020-12-30,zachodniopomorskie,1081.065,1455,86,121,74.3,71.1
2020-12-30,łódzkie,1304.7350000000001,2855,108,287,45.7,37.6
2020-12-30,śląskie,1644.72,3696,160,300,44.5,53.3
2020-12-30,świętokrzyskie,496.8,1440,46,120,34.5,38.3
2020-12-31,dolnośląskie,1137.906,2463,107,185,46.2,57.8
2020-12-31,kujawsko-pomorskie,1251.921,1929,117,185,64.9,63.2
2020-12-31,lubelskie,1192.275,2271,111,222,52.5,50.0
2020-12-31,lubuskie,488.25,1125,54,82,43.4,65.9
2020-12-31,mazowieckie,2433.893,4763,274,443,51.1,61.9
2020-12-31,małopolskie,795.6,2550,101,260,31.2,38.8
2020-12-31,opolskie,414.408,1114,29,73,37.2,39.7
2020-12-31,podkarpackie,603.48,1880,83,171,32.1,48.5
2020-12-31,podlaskie,577.028,1594,50,117,36.2,42.7
2020-12-31,polska,16711.864,34744,1604,3046,48.1,52.7
2020-12-31,pomorskie,1104.67,1835,71,128,60.2,55.5
2020-12-31,warmińsko-mazurskie,738.942,1151,85,113,64.2,75.2
2020-12-31,wielkopolskie,1488.84,2612,128,250,57.0,51.2
2020-12-31,zachodniopomorskie,1038.9599999999998,1560,89,121,66.6,73.6
2020-12-31,łódzkie,1377.999,2853,104,286,48.3,36.4
2020-12-31,śląskie,1601.5079999999998,3607,158,290,44.4,54.5
2020-12-31,świętokrzyskie,478.52099999999996,1437,43,120,33.3,35.8
2021-01-01,dolnośląskie,1142.957,2501,101,185,45.7,54.6
2021-01-01,kujawsko-pomorskie,1290.501,1929,121,175,66.9,69.1
2021-01-01,lubelskie,1142.3129999999999,2271,106,222,50.3,47.7
2021-01-01,lubuskie,471.79600000000005,1118,57,81,42.2,70.4
2021-01-01,mazowieckie,2434.29,4593,270,438,53.0,61.6
2021-01-01,małopolskie,795.87,2390,92,254,33.3,36.2
2021-01-01,opolskie,393.68,1064,23,72,37.0,31.9
2021-01-01,podkarpackie,608.1659999999999,1794,89,171,33.9,52.0
2021-01-01,podlaskie,547.191,1467,56,122,37.3,45.9
2021-01-01,polska,16624.23,33927,1590,3002,49.0,53.0
2021-01-01,pomorskie,1102.835,1835,80,131,60.1,61.1
2021-01-01,warmińsko-mazurskie,766.428,1156,85,107,66.3,79.4
2021-01-01,wielkopolskie,1507.545,2577,118,240,58.5,49.2
2021-01-01,zachodniopomorskie,1022.2920000000001,1556,87,121,65.7,71.9
2021-01-01,łódzkie,1313.004,2842,105,283,46.2,37.1
2021-01-01,śląskie,1597.4579999999999,3606,151,290,44.3,52.1
2021-01-01,świętokrzyskie,494.88399999999996,1228,49,110,40.3,44.5
2021-01-02,dolnośląskie,1251.432,2483,119,185,50.4,64.3
2021-01-02,kujawsko-pomorskie,1290.501,1929,121,175,66.9,69.1
2021-01-02,lubelskie,1104.516,2268,104,222,48.7,46.8
2021-01-02,lubuskie,489.375,1125,59,82,43.5,72.0
2021-01-02,mazowieckie,2448.069,4593,270,438,53.3,61.6
2021-01-02,małopolskie,810.332,2342,98,236,34.6,41.5
2021-01-02,opolskie,384.10400000000004,1064,27,72,36.1,37.5
2021-01-02,podkarpackie,640.8199999999999,1790,85,171,35.8,49.7
2021-01-02,podlaskie,567.256,1462,52,117,38.8,44.4
2021-01-02,polska,16838.36,33880,1608,2976,49.7,54.0
2021-01-02,pomorskie,1102.835,1835,80,131,60.1,61.1
2021-01-02,warmińsko-mazurskie,750.893,1157,91,107,64.9,85.0
2021-01-02,wielkopolskie,1507.545,2577,118,240,58.5,49.2
2021-01-02,zachodniopomorskie,1052.526,1578,86,121,66.7,71.1
2021-01-02,łódzkie,1341.85,2855,105,279,47.0,37.6
2021-01-02,śląskie,1591.6989999999998,3593,152,290,44.3,52.4
2021-01-02,świętokrzyskie,503.89,1229,41,110,41.0,37.3
2021-01-03,dolnośląskie,1271.296,2483,119,185,51.2,64.3
2021-01-03,kujawsko-pomorskie,1315.5780000000002,1929,132,168,68.2,78.6
2021-01-03,lubelskie,1144.33,2266,117,216,50.5,54.2
2021-01-03,lubuskie,479.25,1125,60,82,42.6,73.2
2021-01-03,mazowieckie,2460.123,4633,271,440,53.1,61.6
2021-01-03,małopolskie,810.332,2342,95,236,34.6,40.3
2021-01-03,opolskie,384.10400000000004,1064,27,72,36.1,37.5
2021-01-03,podkarpackie,671.9119999999999,1787,90,171,37.6,52.6
2021-01-03,podlaskie,574.566,1462,50,117,39.3,42.7
2021-01-03,polska,17117.985,33897,1642,2970,50.5,55.3
2021-01-03,pomorskie,1104.67,1835,86,132,60.2,65.2
2021-01-03,warmińsko-mazurskie,804.346,1159,84,107,69.4,78.5
2021-01-03,wielkopolskie,1574.547,2577,114,240,61.1,47.5
2021-01-03,zachodniopomorskie,1077.774,1578,91,121,68.3,75.2
2021-01-03,łódzkie,1370.4,2855,105,285,48.0,36.8
2021-01-03,śląskie,1579.266,3573,155,288,44.2,53.8
2021-01-03,świętokrzyskie,510.035,1229,46,110,41.5,41.8
2021-01-04,dolnośląskie,1205.94,2388,113,183,50.5,61.7
2021-01-04,kujawsko-pomorskie,1315.5780000000002,1929,132,168,68.2,78.6
2021-01-04,lubelskie,1186.014,2221,110,218,53.4,50.5
2021-01-04,lubuskie,483.0,1150,60,82,42.0,73.2
2021-01-04,mazowieckie,2548.131,4447,254,430,57.3,59.1
2021-01-04,małopolskie,805.143,2307,97,236,34.9,41.1
2021-01-04,opolskie,391.55199999999996,1064,27,72,36.8,37.5
2021-01-04,podkarpackie,670.5,1788,85,171,37.5,49.7
2021-01-04,podlaskie,593.723,1417,57,115,41.9,49.6
2021-01-04,polska,17197.91,33394,1629,2957,51.5,55.1
2021-01-04,pomorskie,1081.404,1836,90,133,58.9,67.7
2021-01-04,warmińsko-mazurskie,784.8960000000001,1168,80,107,67.2,74.8
2021-01-04,wielkopolskie,1574.547,2577,114,240,61.1,47.5
2021-01-04,zachodniopomorskie,1015.72,1516,95,121,67.0,78.5
2021-01-04,łódzkie,1408.198,2783,111,281,50.6,39.5
2021-01-04,śląskie,1625.715,3573,163,288,45.5,56.6
2021-01-04,świętokrzyskie,510.45,1230,41,112,41.5,36.6
2021-01-05,dolnośląskie,1131.416,2392,113,186,47.3,60.8
2021-01-05,kujawsko-pomorskie,1281.892,1919,133,168,66.8,79.2
2021-01-05,lubelskie,1189.305,2223,110,218,53.5,50.5
2021-01-05,lubuskie,496.8,1150,61,82,43.2,74.4
2021-01-05,mazowieckie,2522.2960000000003,4319,265,430,58.4,61.6
2021-01-05,małopolskie,836.2,2260,92,231,37.0,39.8
2021-01-05,opolskie,379.848,1064,27,73,35.7,37.0
2021-01-05,podkarpackie,662.7239999999999,1796,69,171,36.9,40.4
2021-01-05,podlaskie,576.719,1417,60,115,40.7,52.2
2021-01-05,polska,17061.716,33194,1606,2967,51.4,54.1
2021-01-05,pomorskie,1134.648,1836,92,131,61.8,70.2
2021-01-05,warmińsko-mazurskie,774.692,1172,72,116,66.1,62.1
2021-01-05,wielkopolskie,1518.0120000000002,2547,111,240,59.6,46.3
2021-01-05,zachodniopomorskie,1014.2040000000001,1516,99,121,66.9,81.8
2021-01-05,łódzkie,1366.4530000000002,2783,106,281,49.1,37.7
2021-01-05,śląskie,1650.726,3573,161,294,46.2,54.8
2021-01-05,świętokrzyskie,516.567,1227,35,110,42.1,31.8
2021-01-06,dolnośląskie,1103.054,2362,110,186,46.7,59.1
2021-01-06,kujawsko-pomorskie,1251.188,1919,122,168,65.2,72.6
2021-01-06,lubelskie,1184.96,2240,115,227,52.9,50.7
2021-01-06,lubuskie,494.5,1150,52,82,43.0,63.4
2021-01-06,mazowieckie,2407.0460000000003,4283,262,423,56.2,61.9
2021-01-06,małopolskie,834.72,2256,102,231,37.0,44.2
2021-01-06,opolskie,379.848,1064,27,73,35.7,37.0
2021-01-06,podkarpackie,676.14,1770,68,171,38.2,39.8
2021-01-06,podlaskie,551.213,1417,57,125,38.9,45.6
2021-01-06,polska,16756.19,33115,1594,2980,50.6,53.5
2021-01-06,pomorskie,1125.4679999999998,1836,91,131,61.3,69.5
2021-01-06,warmińsko-mazurskie,760.628,1172,74,119,64.9,62.2
2021-01-06,wielkopolskie,1533.2939999999999,2547,116,240,60.2,48.3
2021-01-06,zachodniopomorskie,991.464,1516,99,121,65.4,81.8
2021-01-06,łódzkie,1316.359,2783,109,279,47.3,39.1
2021-01-06,śląskie,1622.1419999999998,3573,155,294,45.4,52.7
2021-01-06,świętokrzyskie,516.567,1227,35,110,42.1,31.8
2021-01-07,dolnośląskie,1145.57,2362,113,186,48.5,60.8
2021-01-07,kujawsko-pomorskie,1247.35,1919,116,168,65.0,69.0
2021-01-07,lubelskie,1147.068,2322,110,237,49.4,46.4
2021-01-07,lubuskie,532.45,1150,62,82,46.3,75.6
2021-01-07,mazowieckie,2415.66,4238,262,421,57.0,62.2
2021-01-07,małopolskie,846.0,2256,111,231,37.5,48.1
2021-01-07,opolskie,379.848,1064,27,73,35.7,37.0
2021-01-07,podkarpackie,686.538,1774,73,172,38.7,42.4
2021-01-07,podlaskie,554.047,1417,56,123,39.1,45.5
2021-01-07,polska,16796.403000000002,33129,1615,2984,50.7,54.1
2021-01-07,pomorskie,1149.962,1837,91,131,62.6,69.5
2021-01-07,warmińsko-mazurskie,759.4559999999999,1172,74,119,64.8,62.2
2021-01-07,wielkopolskie,1510.371,2547,109,240,59.3,45.4
2021-01-07,zachodniopomorskie,982.368,1516,98,121,64.8,81.0
2021-01-07,łódzkie,1321.925,2783,107,274,47.5,39.1
2021-01-07,śląskie,1602.34,3545,165,296,45.2,55.7
2021-01-07,świętokrzyskie,505.524,1227,41,110,41.2,37.3
2021-01-08,dolnośląskie,1106.84,2345,115,186,47.2,61.8
2021-01-08,kujawsko-pomorskie,1235.836,1919,114,168,64.4,67.9
2021-01-08,lubelskie,1105.44,2256,111,227,49.0,48.9
2021-01-08,lubuskie,551.0,1102,59,82,50.0,72.0
2021-01-08,mazowieckie,2386.209,4179,268,420,57.1,63.8
2021-01-08,małopolskie,855.0239999999999,2256,110,231,37.9,47.6
2021-01-08,opolskie,364.971,1011,29,73,36.1,39.7
2021-01-08,podkarpackie,657.12,1776,73,170,37.0,42.9
2021-01-08,podlaskie,603.642,1417,56,125,42.6,44.8
2021-01-08,polska,16578.58,32635,1601,2967,50.8,54.0
2021-01-08,pomorskie,1149.962,1837,91,131,62.6,69.5
2021-01-08,warmińsko-mazurskie,766.488,1172,69,119,65.4,58.0
2021-01-08,wielkopolskie,1429.178,2378,110,230,60.1,47.8
2021-01-08,zachodniopomorskie,959.628,1516,94,121,63.3,77.7
2021-01-08,łódzkie,1320.522,2734,106,278,48.3,38.1
2021-01-08,śląskie,1597.05,3510,161,296,45.5,54.4
2021-01-08,świętokrzyskie,498.16200000000003,1227,35,110,40.6,31.8
