date,location,hosp_patients,total_beds,icu_patients,total_resp,used_beds,used_resp
2021-05-14,pomorskie,494.279,1759,65,160,28.1,40.6
2021-05-14,warmińsko-mazurskie,402.80400000000003,1002,46,103,40.2,44.7
2021-05-14,wielkopolskie,967.8870000000002,2501,87,254,38.7,34.3
2021-05-14,zachodniopomorskie,533.463,1337,66,133,39.9,49.6
2021-05-14,łódzkie,1291.212,3204,141,353,40.3,39.9
2021-05-14,śląskie,1769.728,3568,211,366,49.6,57.7
2021-05-14,świętokrzyskie,511.36,1504,65,152,34.0,42.8
2021-05-15,dolnośląskie,1067.66,2110,160,229,50.6,69.9
2021-05-15,kujawsko-pomorskie,584.415,1443,71,161,40.5,44.1
2021-05-15,lubelskie,651.48,1830,88,208,35.6,42.3
2021-05-15,lubuskie,287.28,1140,49,154,25.2,31.8
2021-05-15,mazowieckie,1455.9,4220,262,497,34.5,52.7
2021-05-15,małopolskie,971.1659999999999,2434,155,270,39.9,57.4
2021-05-15,opolskie,303.875,935,25,90,32.5,27.8
2021-05-15,podkarpackie,489.39,1483,75,160,33.0,46.9
2021-05-15,podlaskie,270.738,1157,37,101,23.4,36.6
2021-05-15,polska,11784.216,31341,1594,3358,37.6,47.5
2021-05-15,pomorskie,455.235,1705,61,148,26.7,41.2
2021-05-15,warmińsko-mazurskie,369.369,1001,41,103,36.9,39.8
2021-05-15,wielkopolskie,920.832,2398,90,234,38.4,38.5
2021-05-15,zachodniopomorskie,491.77799999999996,1301,67,132,37.8,50.8
2021-05-15,łódzkie,1181.2640000000001,3184,150,363,37.1,41.3
2021-05-15,śląskie,1769.728,3568,211,366,49.6,57.7
2021-05-15,świętokrzyskie,501.2,1432,52,142,35.0,36.6
2021-05-16,dolnośląskie,1055.0,2110,159,230,50.0,69.1
2021-05-16,kujawsko-pomorskie,592.62,1428,71,161,41.5,44.1
2021-05-16,lubelskie,640.5,1830,86,208,35.0,41.3
2021-05-16,lubuskie,280.44,1140,49,154,24.6,31.8
2021-05-16,mazowieckie,1514.621,4219,261,498,35.9,52.4
2021-05-16,małopolskie,939.138,2433,151,270,38.6,55.9
2021-05-16,opolskie,288.414,882,23,80,32.7,28.8
2021-05-16,podkarpackie,479.05500000000006,1465,70,159,32.7,44.0
2021-05-16,podlaskie,268.424,1157,36,102,23.2,35.3
2021-05-16,polska,11615.22,31140,1572,3333,37.3,47.2
2021-05-16,pomorskie,451.825,1705,60,148,26.5,40.5
2021-05-16,warmińsko-mazurskie,359.35900000000004,1001,40,103,35.9,38.8
2021-05-16,wielkopolskie,923.933,2363,90,226,39.1,39.8
2021-05-16,zachodniopomorskie,487.875,1301,65,132,37.5,49.2
2021-05-16,łódzkie,1193.625,3183,164,376,37.5,43.6
2021-05-16,śląskie,1635.1919999999998,3494,194,344,46.8,56.4
2021-05-16,świętokrzyskie,494.434,1429,53,142,34.6,37.3
2021-05-17,dolnośląskie,978.64,1882,147,219,52.0,67.1
2021-05-17,kujawsko-pomorskie,587.547,1389,67,155,42.3,43.2
2021-05-17,lubelskie,595.441,1463,71,165,40.7,43.0
2021-05-17,lubuskie,288.42,1140,41,154,25.3,26.6
2021-05-17,mazowieckie,1358.28,3773,222,465,36.0,47.7
2021-05-17,małopolskie,929.2,2300,137,247,40.4,55.5
2021-05-17,opolskie,290.178,882,25,80,32.9,31.3
2021-05-17,podkarpackie,459.69,1194,67,123,38.5,54.5
2021-05-17,podlaskie,278.16,1140,35,99,24.4,35.4
2021-05-17,polska,11140.763,28493,1418,3105,39.1,45.7
2021-05-17,pomorskie,460.92199999999997,1606,49,133,28.7,36.8
2021-05-17,warmińsko-mazurskie,373.626,999,42,103,37.4,40.8
2021-05-17,wielkopolskie,895.985,2159,77,218,41.5,35.3
2021-05-17,zachodniopomorskie,504.45200000000006,1157,64,116,43.6,55.2
2021-05-17,łódzkie,1086.2640000000001,2889,132,365,37.6,36.2
2021-05-17,śląskie,1611.894,3459,187,347,46.6,53.9
2021-05-17,świętokrzyskie,440.315,1061,55,116,41.5,47.4
2021-05-18,dolnośląskie,924.664,1768,134,205,52.3,65.4
2021-05-18,kujawsko-pomorskie,543.7040000000001,1387,63,155,39.2,40.6
2021-05-18,lubelskie,550.4200000000001,1460,72,168,37.7,42.9
2021-05-18,lubuskie,257.18800000000005,1138,43,152,22.6,28.3
2021-05-18,mazowieckie,1238.427,3719,215,435,33.3,49.4
2021-05-18,małopolskie,854.6520000000002,2126,128,227,40.2,56.4
2021-05-18,opolskie,278.712,882,30,80,31.6,37.5
2021-05-18,podkarpackie,413.82599999999996,1169,60,118,35.4,50.8
2021-05-18,podlaskie,276.25,1105,31,99,25.0,31.3
2021-05-18,polska,10426.469,27953,1377,2992,37.3,46.0
2021-05-18,pomorskie,440.89099999999996,1639,54,127,26.9,42.5
2021-05-18,warmińsko-mazurskie,366.2660000000001,998,42,103,36.7,40.8
2021-05-18,wielkopolskie,818.261,2159,76,218,37.9,34.9
2021-05-18,zachodniopomorskie,569.359,1141,65,116,49.9,56.0
2021-05-18,łódzkie,1014.4680000000001,2787,130,334,36.4,38.9
2021-05-18,śląskie,1485.6570000000002,3447,181,339,43.1,53.4
2021-05-18,świętokrzyskie,401.94800000000004,1028,53,116,39.1,45.7
2021-05-19,dolnośląskie,874.0,1748,137,203,50.0,67.5
2021-05-19,kujawsko-pomorskie,513.19,1387,63,155,37.0,40.6
2021-05-19,lubelskie,530.348,1457,70,159,36.4,44.0
2021-05-19,lubuskie,242.394,1138,34,152,21.3,22.4
2021-05-19,mazowieckie,1155.96,3705,212,431,31.2,49.2
2021-05-19,małopolskie,779.471,2101,122,222,37.1,55.0
2021-05-19,opolskie,255.91,785,28,74,32.6,37.8
2021-05-19,podkarpackie,387.26,1139,52,117,34.0,44.4
2021-05-19,podlaskie,274.04,1105,23,99,24.8,23.2
2021-05-19,polska,9717.415,27373,1309,2908,35.5,45.0
2021-05-19,pomorskie,412.485,1605,50,124,25.7,40.3
2021-05-19,warmińsko-mazurskie,343.6,859,39,88,40.0,44.3
2021-05-19,wielkopolskie,749.4140000000001,2042,81,213,36.7,38.0
2021-05-19,zachodniopomorskie,432.01599999999996,1072,57,112,40.3,50.9
2021-05-19,łódzkie,1025.616,2787,125,313,36.8,39.9
2021-05-19,śląskie,1350.505,3419,165,340,39.5,48.5
2021-05-19,świętokrzyskie,384.0,1024,51,106,37.5,48.1
2021-05-20,dolnośląskie,832.288,1678,131,206,49.6,63.6
2021-05-20,kujawsko-pomorskie,468.806,1387,59,155,33.8,38.1
2021-05-20,lubelskie,516.5790000000001,1447,69,159,35.7,43.4
2021-05-20,lubuskie,220.77199999999996,1138,28,152,19.4,18.4
2021-05-20,mazowieckie,1115.588,3694,200,420,30.2,47.6
2021-05-20,małopolskie,718.91,1943,110,200,37.0,55.0
2021-05-20,opolskie,240.995,785,26,74,30.7,35.1
2021-05-20,podkarpackie,355.62299999999993,1101,46,110,32.3,41.8
2021-05-20,podlaskie,245.271,993,24,92,24.7,26.1
2021-05-20,polska,9188.583999999999,26711,1239,2852,34.4,43.4
2021-05-20,pomorskie,381.465,1557,48,124,24.5,38.7
2021-05-20,warmińsko-mazurskie,333.84,856,39,87,39.0,44.8
2021-05-20,wielkopolskie,735.4169999999999,1993,74,213,36.9,34.7
2021-05-20,zachodniopomorskie,404.15600000000006,1058,49,110,38.2,44.5
2021-05-20,łódzkie,983.2719999999999,2762,123,313,35.6,39.3
2021-05-20,śląskie,1275.5520000000001,3296,158,331,38.7,47.7
2021-05-20,świętokrzyskie,373.395,1023,55,106,36.5,51.9
2021-05-21,dolnośląskie,793.694,1678,127,204,47.3,62.3
2021-05-21,kujawsko-pomorskie,459.25,1375,55,152,33.4,36.2
2021-05-21,lubelskie,496.32099999999997,1447,67,160,34.3,41.9
2021-05-21,lubuskie,203.70199999999997,1138,24,152,17.9,15.8
2021-05-21,mazowieckie,1031.152,3568,186,411,28.9,45.3
2021-05-21,małopolskie,703.3660000000001,1943,107,199,36.2,53.8
2021-05-21,opolskie,227.65,785,28,74,29.0,37.8
2021-05-21,podkarpackie,331.401,1101,46,112,30.1,41.1
2021-05-21,podlaskie,245.94899999999998,957,21,89,25.7,23.6
2021-05-21,polska,8584.558,26333,1183,2803,32.6,42.2
2021-05-21,pomorskie,367.173,1511,48,121,24.3,39.7
2021-05-21,warmińsko-mazurskie,327.952,824,42,83,39.8,50.6
2021-05-21,wielkopolskie,681.4720000000001,1936,67,198,35.2,33.8
2021-05-21,zachodniopomorskie,359.56,1010,47,104,35.6,45.2
2021-05-21,łódzkie,917.5319999999999,2772,120,313,33.1,38.3
2021-05-21,śląskie,1074.8429999999998,3267,145,325,32.9,44.6
2021-05-21,świętokrzyskie,370.62299999999993,1021,53,106,36.3,50.0
2021-05-22,dolnośląskie,736.6329999999999,1591,120,185,46.3,64.9
2021-05-22,kujawsko-pomorskie,407.0,1375,55,148,29.6,37.2
2021-05-22,lubelskie,471.72200000000004,1447,70,160,32.6,43.8
2021-05-22,lubuskie,192.32199999999997,1138,20,152,16.9,13.2
2021-05-22,mazowieckie,946.016,3478,170,402,27.2,42.3
2021-05-22,małopolskie,637.44,1920,94,195,33.2,48.2
2021-05-22,opolskie,227.65,785,28,74,29.0,37.8
2021-05-22,podkarpackie,317.125,1075,46,112,29.5,41.1
2021-05-22,podlaskie,214.368,957,22,89,22.4,24.7
2021-05-22,polska,8097.818,26038,1151,2778,31.1,41.4
2021-05-22,pomorskie,329.398,1511,55,127,21.8,43.3
2021-05-22,warmińsko-mazurskie,327.952,824,42,83,39.8,50.6
2021-05-22,wielkopolskie,681.4720000000001,1936,67,198,35.2,33.8
2021-05-22,zachodniopomorskie,341.6,976,49,103,35.0,47.6
2021-05-22,łódzkie,900.9,2772,117,313,32.5,37.4
2021-05-22,śląskie,1011.6160000000001,3232,145,323,31.3,44.9
2021-05-22,świętokrzyskie,346.119,1021,51,114,33.9,44.7
2021-05-23,dolnośląskie,752.5429999999999,1591,119,185,47.3,64.3
2021-05-23,kujawsko-pomorskie,419.375,1375,53,148,30.5,35.8
2021-05-23,lubelskie,461.59299999999996,1447,55,160,31.9,34.4
2021-05-23,lubuskie,193.46,1138,20,152,17.0,13.2
2021-05-23,mazowieckie,925.148,3478,174,402,26.6,43.3
2021-05-23,małopolskie,642.195,1917,94,192,33.5,49.0
2021-05-23,opolskie,227.65,785,28,74,29.0,37.8
2021-05-23,podkarpackie,320.35,1075,38,110,29.8,34.5
2021-05-23,podlaskie,201.92700000000002,957,15,89,21.1,16.9
2021-05-23,polska,8008.0,26000,1101,2754,30.8,40.0
2021-05-23,pomorskie,335.44199999999995,1511,60,127,22.2,47.2
2021-05-23,warmińsko-mazurskie,264.73499999999996,795,36,77,33.3,46.8
2021-05-23,wielkopolskie,681.4720000000001,1936,67,198,35.2,33.8
2021-05-23,zachodniopomorskie,331.84,976,47,103,34.0,45.6
2021-05-23,łódzkie,911.0009999999999,2769,117,315,32.9,37.1
2021-05-23,śląskie,1004.841,3231,133,320,31.1,41.6
2021-05-23,świętokrzyskie,344.42199999999997,1019,45,102,33.8,44.1
2021-05-24,dolnośląskie,691.441,1513,95,173,45.7,54.9
2021-05-24,kujawsko-pomorskie,362.768,1264,41,138,28.7,29.7
2021-05-24,lubelskie,448.514,1406,62,154,31.9,40.3
2021-05-24,lubuskie,188.90800000000002,1138,19,152,16.6,12.5
2021-05-24,mazowieckie,863.72,3322,159,384,26.0,41.4
2021-05-24,małopolskie,648.442,1858,87,183,34.9,47.5
2021-05-24,opolskie,227.65,785,28,74,29.0,37.8
2021-05-24,podkarpackie,300.73,1037,39,104,29.0,37.5
2021-05-24,podlaskie,220.428,942,16,89,23.4,18.0
2021-05-24,polska,7570.152000000001,24984,1012,2652,30.3,38.2
2021-05-24,pomorskie,326.57000000000005,1445,47,127,22.6,37.0
2021-05-24,warmińsko-mazurskie,277.008,796,33,77,34.8,42.9
2021-05-24,wielkopolskie,571.7099999999999,1770,61,183,32.3,33.3
2021-05-24,zachodniopomorskie,342.228,948,47,101,36.1,46.5
2021-05-24,łódzkie,821.94,2660,101,303,30.9,33.3
2021-05-24,śląskie,944.28,3096,133,306,30.5,43.5
2021-05-24,świętokrzyskie,335.336,1004,44,104,33.4,42.3
2021-05-25,dolnośląskie,615.307,1441,90,173,42.7,52.0
2021-05-25,kujawsko-pomorskie,339.29200000000003,1252,43,138,27.1,31.2
2021-05-25,lubelskie,403.522,1406,61,154,28.7,39.6
2021-05-25,lubuskie,182.08,1138,20,152,16.0,13.2
2021-05-25,mazowieckie,814.5060000000001,3311,141,373,24.6,37.8
2021-05-25,małopolskie,602.91,1827,86,181,33.0,47.5
2021-05-25,opolskie,178.98,785,19,74,22.8,25.7
2021-05-25,podkarpackie,270.908,1034,39,119,26.2,32.8
2021-05-25,podlaskie,205.35600000000002,942,14,88,21.8,15.9
2021-05-25,polska,6886.835999999999,24684,925,2624,27.9,35.3
2021-05-25,pomorskie,284.665,1445,45,120,19.7,37.5
2021-05-25,warmińsko-mazurskie,251.22,795,31,77,31.6,40.3
2021-05-25,wielkopolskie,518.61,1770,53,183,29.3,29.0
2021-05-25,zachodniopomorskie,311.1,915,43,101,34.0,42.6
2021-05-25,łódzkie,785.073,2591,91,284,30.3,32.0
2021-05-25,śląskie,841.7840000000001,3028,106,303,27.8,35.0
2021-05-25,świętokrzyskie,292.164,1004,43,104,29.1,41.3
2021-05-26,dolnośląskie,615.307,1441,90,173,42.7,52.0
2021-05-26,kujawsko-pomorskie,316.54,1190,45,131,26.6,34.4
2021-05-26,lubelskie,377.024,1376,57,152,27.4,37.5
2021-05-26,lubuskie,199.15,1138,17,152,17.5,11.2
2021-05-26,mazowieckie,727.946,3221,124,361,22.6,34.3
2021-05-26,małopolskie,566.272,1792,82,178,31.6,46.1
2021-05-26,opolskie,178.98,785,19,74,22.8,25.7
2021-05-26,podkarpackie,251.505,1035,37,119,24.3,31.1
2021-05-26,podlaskie,198.12900000000002,939,15,89,21.1,16.9
2021-05-26,polska,6452.362000000001,24257,878,2554,26.6,34.4
2021-05-26,pomorskie,274.55,1445,42,120,19.0,35.0
2021-05-26,warmińsko-mazurskie,251.22,795,31,77,31.6,40.3
2021-05-26,wielkopolskie,481.44,1770,52,183,27.2,28.4
2021-05-26,zachodniopomorskie,306.6,840,47,101,36.5,46.5
2021-05-26,łódzkie,668.362,2551,88,284,26.2,31.0
2021-05-26,śląskie,763.1,2935,91,256,26.0,35.5
2021-05-26,świętokrzyskie,269.072,1004,41,104,26.8,39.4
2021-05-27,dolnośląskie,513.4,1208,77,153,42.5,50.3
2021-05-27,kujawsko-pomorskie,310.59,1190,48,131,26.1,36.6
2021-05-27,lubelskie,360.51199999999994,1376,52,151,26.2,34.4
2021-05-27,lubuskie,155.90599999999998,1138,16,152,13.7,10.5
2021-05-27,mazowieckie,663.938,3223,119,361,20.6,33.0
2021-05-27,małopolskie,513.81,1730,79,169,29.7,46.7
2021-05-27,opolskie,135.981,521,18,60,26.1,30.0
2021-05-27,podkarpackie,208.89,990,35,112,21.1,31.3
2021-05-27,podlaskie,194.828,919,14,89,21.2,15.7
2021-05-27,polska,5928.047999999999,23524,815,2495,25.2,32.7
2021-05-27,pomorskie,247.09500000000003,1445,39,120,17.1,32.5
2021-05-27,warmińsko-mazurskie,251.22,795,31,77,31.6,40.3
2021-05-27,wielkopolskie,450.116,1718,46,177,26.2,26.0
2021-05-27,zachodniopomorskie,275.329,817,31,101,33.7,30.7
2021-05-27,łódzkie,698.9739999999999,2551,87,284,27.4,30.6
2021-05-27,śląskie,710.255,2899,87,254,24.5,34.3
2021-05-27,świętokrzyskie,247.988,1004,36,104,24.7,34.6
2021-05-28,dolnośląskie,455.814,1101,69,135,41.4,51.1
2021-05-28,kujawsko-pomorskie,296.8,1060,37,101,28.0,36.6
2021-05-28,lubelskie,327.488,1376,47,146,23.8,32.2
2021-05-28,lubuskie,144.52599999999998,1138,14,152,12.7,9.2
2021-05-28,mazowieckie,602.154,3186,108,358,18.9,30.2
2021-05-28,małopolskie,475.548,1723,72,168,27.6,42.9
2021-05-28,opolskie,135.981,521,18,60,26.1,30.0
2021-05-28,podkarpackie,202.125,875,25,101,23.1,24.8
2021-05-28,podlaskie,192.058,881,13,89,21.8,14.6
2021-05-28,polska,5512.295999999999,23064,731,2420,23.9,30.2
2021-05-28,pomorskie,232.64500000000004,1445,39,120,16.1,32.5
2021-05-28,warmińsko-mazurskie,251.22,795,31,77,31.6,40.3
2021-05-28,wielkopolskie,396.858,1718,41,177,23.1,23.2
2021-05-28,zachodniopomorskie,254.082,799,29,101,31.8,28.7
2021-05-28,łódzkie,670.913,2551,80,284,26.3,28.2
2021-05-28,śląskie,638.9110000000001,2891,74,247,22.1,30.0
2021-05-28,świętokrzyskie,226.90400000000002,1004,34,104,22.6,32.7
2021-05-29,dolnośląskie,435.08200000000005,1031,66,124,42.2,53.2
2021-05-29,kujawsko-pomorskie,278.78,1060,33,101,26.3,32.7
2021-05-29,lubelskie,295.84,1376,40,144,21.5,27.8
2021-05-29,lubuskie,129.732,1138,14,152,11.4,9.2
2021-05-29,mazowieckie,581.6220000000001,3127,99,356,18.6,27.8
2021-05-29,małopolskie,424.702,1621,64,166,26.2,38.6
2021-05-29,opolskie,135.981,521,18,60,26.1,30.0
2021-05-29,podkarpackie,186.375,875,21,100,21.3,21.0
2021-05-29,podlaskie,183.248,881,12,89,20.8,13.5
2021-05-29,polska,5163.06,22645,708,2383,22.8,29.7
2021-05-29,pomorskie,202.3,1445,47,120,14.0,39.2
2021-05-29,warmińsko-mazurskie,203.68,670,26,65,30.4,40.0
2021-05-29,wielkopolskie,366.296,1688,39,173,21.7,22.5
2021-05-29,zachodniopomorskie,237.705,795,30,101,29.9,29.7
2021-05-29,łódzkie,660.709,2551,91,284,25.9,32.0
2021-05-29,śląskie,586.71,2862,73,244,20.5,29.9
2021-05-29,świętokrzyskie,245.98,1004,35,104,24.5,33.7
2021-05-30,dolnośląskie,442.29900000000004,1031,64,124,42.9,51.6
2021-05-30,kujawsko-pomorskie,276.66,1060,32,101,26.1,31.7
2021-05-30,lubelskie,282.08,1376,42,144,20.5,29.2
2021-05-30,lubuskie,129.732,1138,14,152,11.4,9.2
2021-05-30,mazowieckie,572.2410000000001,3127,98,356,18.3,27.5
2021-05-30,małopolskie,416.07899999999995,1671,59,166,24.9,35.5
2021-05-30,opolskie,103.15800000000002,521,16,60,19.8,26.7
2021-05-30,podkarpackie,175.0,875,18,99,20.0,18.2
2021-05-30,podlaskie,182.36700000000002,881,13,89,20.7,14.6
2021-05-30,polska,5081.215999999999,22684,681,2382,22.4,28.6
2021-05-30,pomorskie,212.415,1445,42,120,14.7,35.0
2021-05-30,warmińsko-mazurskie,194.845,665,25,65,29.3,38.5
2021-05-30,wielkopolskie,371.36,1688,39,173,22.0,22.5
2021-05-30,zachodniopomorskie,231.345,795,25,101,29.1,24.8
2021-05-30,łódzkie,653.056,2551,91,284,25.6,32.0
2021-05-30,śląskie,576.9119999999999,2856,72,244,20.2,29.5
2021-05-30,świętokrzyskie,249.99599999999998,1004,31,104,24.9,29.8
2021-05-31,dolnośląskie,353.63599999999997,844,50,100,41.9,50.0
2021-05-31,kujawsko-pomorskie,270.948,1011,32,96,26.8,33.3
2021-05-31,lubelskie,280.70399999999995,1376,41,144,20.4,28.5
2021-05-31,lubuskie,134.28400000000002,1138,15,152,11.8,9.9
2021-05-31,mazowieckie,529.072,3076,93,352,17.2,26.4
2021-05-31,małopolskie,404.38199999999995,1671,58,166,24.2,34.9
2021-05-31,opolskie,96.899,383,15,50,25.3,30.0
2021-05-31,podkarpackie,165.034,817,19,87,20.2,21.8
2021-05-31,podlaskie,136.219,761,14,79,17.9,17.7
2021-05-31,polska,4705.06,21884,662,2311,21.5,28.6
2021-05-31,pomorskie,188.195,1415,30,120,13.3,25.0
2021-05-31,warmińsko-mazurskie,194.845,665,25,65,29.3,38.5
2021-05-31,wielkopolskie,364.32,1656,42,171,22.0,24.6
2021-05-31,zachodniopomorskie,217.775,775,28,97,28.1,28.9
2021-05-31,łódzkie,589.2810000000001,2551,90,284,23.1,31.7
2021-05-31,śląskie,572.8689999999999,2741,71,244,20.9,29.1
2021-05-31,świętokrzyskie,195.78,1004,39,104,19.5,37.5
2021-06-01,dolnośląskie,292.3,790,39,83,37.0,47.0
2021-06-01,kujawsko-pomorskie,259.291,677,29,61,38.3,47.5
2021-06-01,lubelskie,215.42399999999998,1122,38,120,19.2,31.7
2021-06-01,lubuskie,107.3,725,13,120,14.8,10.8
2021-06-01,mazowieckie,417.52,1535,82,162,27.2,50.6
2021-06-01,małopolskie,349.909,1351,43,120,25.9,35.8
2021-06-01,opolskie,96.899,383,15,50,25.3,30.0
2021-06-01,podkarpackie,136.981,533,16,66,25.7,24.2
2021-06-01,podlaskie,163.93200000000002,719,11,74,22.8,14.9
2021-06-01,polska,3987.6919999999996,16343,548,1752,24.4,31.3
2021-06-01,pomorskie,143.988,852,22,90,16.9,24.4
2021-06-01,warmińsko-mazurskie,170.94,660,24,60,25.9,40.0
2021-06-01,wielkopolskie,313.725,1335,39,154,23.5,25.3
2021-06-01,zachodniopomorskie,187.72600000000003,742,24,92,25.3,26.1
2021-06-01,łódzkie,459.836,1924,64,245,23.9,26.1
2021-06-01,śląskie,508.95200000000006,2252,63,195,22.6,32.3
2021-06-01,świętokrzyskie,167.918,743,26,60,22.6,43.3
2021-06-02,dolnośląskie,265.708,724,41,71,36.7,57.7
2021-06-02,kujawsko-pomorskie,241.68900000000002,677,33,61,35.7,54.1
2021-06-02,lubelskie,222.143,1151,37,120,19.3,30.8
2021-06-02,lubuskie,92.8,725,13,120,12.8,10.8
2021-06-02,mazowieckie,387.4,1490,71,158,26.0,44.9
2021-06-02,małopolskie,309.73400000000004,1234,42,104,25.1,40.4
2021-06-02,opolskie,96.899,383,15,50,25.3,30.0
2021-06-02,podkarpackie,136.981,533,16,66,25.7,24.2
2021-06-02,podlaskie,168.965,719,11,74,23.5,14.9
2021-06-02,polska,3769.011,15903,533,1706,23.7,31.2
2021-06-02,pomorskie,133.856,712,19,90,18.8,21.1
2021-06-02,warmińsko-mazurskie,162.016,664,25,60,24.4,41.7
2021-06-02,wielkopolskie,296.628,1301,37,149,22.8,24.8
2021-06-02,zachodniopomorskie,186.32,680,22,71,27.4,31.0
2021-06-02,łódzkie,446.36799999999994,1924,65,258,23.2,25.2
2021-06-02,śląskie,471.03,2243,60,194,21.0,30.9
2021-06-02,świętokrzyskie,156.03,743,26,60,21.0,43.3
2021-06-03,dolnośląskie,277.292,724,38,68,38.3,55.9
2021-06-03,kujawsko-pomorskie,241.012,677,33,61,35.6,54.1
2021-06-03,lubelskie,217.539,1151,34,120,18.9,28.3
2021-06-03,lubuskie,89.175,725,14,120,12.3,11.7
2021-06-03,mazowieckie,362.59299999999996,1309,63,141,27.7,44.7
2021-06-03,małopolskie,292.45799999999997,1234,41,104,23.7,39.4
2021-06-03,opolskie,80.813,383,11,50,21.1,22.0
2021-06-03,podkarpackie,102.204,501,11,62,20.4,17.7
2021-06-03,podlaskie,161.05599999999998,719,11,74,22.4,14.9
2021-06-03,polska,3599.04,15648,508,1687,23.0,30.1
2021-06-03,pomorskie,132.24,696,18,88,19.0,20.5
2021-06-03,warmińsko-mazurskie,162.016,664,25,60,24.4,41.7
2021-06-03,wielkopolskie,262.802,1301,30,149,20.2,20.1
2021-06-03,zachodniopomorskie,167.692,742,22,92,22.6,23.9
2021-06-03,łódzkie,444.444,1924,74,255,23.1,29.0
2021-06-03,śląskie,439.901,2167,56,183,20.3,30.6
2021-06-03,świętokrzyskie,165.20600000000002,731,27,60,22.6,45.0
2021-06-04,dolnośląskie,246.11399999999998,726,36,71,33.9,50.7
2021-06-04,kujawsko-pomorskie,241.68900000000002,677,31,61,35.7,50.8
2021-06-04,lubelskie,209.482,1151,36,120,18.2,30.0
2021-06-04,lubuskie,84.1,725,9,120,11.6,7.5
2021-06-04,mazowieckie,355.44599999999997,1302,62,143,27.3,43.4
2021-06-04,małopolskie,281.464,1208,42,104,23.3,40.4
2021-06-04,opolskie,85.02600000000001,383,13,50,22.2,26.0
2021-06-04,podkarpackie,101.20199999999998,501,9,62,20.2,14.5
2021-06-04,podlaskie,156.023,719,11,74,21.7,14.9
2021-06-04,polska,3491.7119999999995,15588,483,1655,22.4,29.2
2021-06-04,pomorskie,135.8,776,19,82,17.5,23.2
2021-06-04,warmińsko-mazurskie,162.016,664,25,60,24.4,41.7
2021-06-04,wielkopolskie,318.745,1301,28,149,24.5,18.8
2021-06-04,zachodniopomorskie,176.22,660,28,71,26.7,39.4
2021-06-04,łódzkie,409.81200000000007,1924,67,255,21.3,26.3
2021-06-04,śląskie,383.06,2140,41,173,17.9,23.7
2021-06-04,świętokrzyskie,152.779,731,26,60,20.9,43.3
2021-06-05,dolnośląskie,278.058,726,36,70,38.3,51.4
2021-06-05,kujawsko-pomorskie,238.304,677,33,61,35.2,54.1
2021-06-05,lubelskie,206.02899999999997,1151,34,120,17.9,28.3
2021-06-05,lubuskie,74.05199999999999,726,9,120,10.2,7.5
2021-06-05,mazowieckie,361.95599999999996,1302,65,144,27.8,45.1
2021-06-05,małopolskie,253.68,1208,43,104,21.0,41.3
2021-06-05,opolskie,68.94,383,11,50,18.0,22.0
2021-06-05,podkarpackie,92.184,501,9,62,18.4,14.5
2021-06-05,podlaskie,133.015,719,11,74,18.5,14.9
2021-06-05,polska,3330.565,15491,487,1657,21.5,29.4
2021-06-05,pomorskie,125.976,696,19,88,18.1,21.6
2021-06-05,warmińsko-mazurskie,162.016,664,25,60,24.4,41.7
2021-06-05,wielkopolskie,300.531,1301,32,149,23.1,21.5
2021-06-05,zachodniopomorskie,163.68,660,27,71,24.8,38.0
2021-06-05,łódzkie,369.40799999999996,1924,67,257,19.2,26.1
2021-06-05,śląskie,363.033,2123,40,167,17.1,24.0
2021-06-05,świętokrzyskie,132.13000000000002,730,26,60,18.1,43.3
2021-06-06,dolnośląskie,272.25,726,37,70,37.5,52.9
2021-06-06,kujawsko-pomorskie,240.335,677,33,61,35.5,54.1
2021-06-06,lubelskie,194.51899999999998,1151,34,120,16.9,28.3
2021-06-06,lubuskie,68.97,726,8,120,9.5,6.7
2021-06-06,mazowieckie,335.658,1301,62,143,25.8,43.4
2021-06-06,małopolskie,252.47199999999998,1208,42,104,20.9,40.4
2021-06-06,opolskie,70.855,383,10,50,18.5,20.0
2021-06-06,podkarpackie,92.184,501,9,62,18.4,14.5
2021-06-06,podlaskie,130.858,719,12,74,18.2,16.2
2021-06-06,polska,3201.034,15539,462,1659,20.6,27.8
2021-06-06,pomorskie,109.27199999999999,696,17,88,15.7,19.3
2021-06-06,warmińsko-mazurskie,162.016,664,25,60,24.4,41.7
2021-06-06,wielkopolskie,260.2,1301,30,149,20.0,20.1
2021-06-06,zachodniopomorskie,166.98,660,18,71,25.3,25.4
2021-06-06,łódzkie,357.86400000000003,1924,60,255,18.6,23.5
2021-06-06,śląskie,363.033,2123,41,166,17.1,24.7
2021-06-06,świętokrzyskie,129.31400000000002,779,24,66,16.6,36.4
2021-06-07,dolnośląskie,198.92399999999998,726,32,69,27.4,46.4
2021-06-07,kujawsko-pomorskie,240.30599999999998,662,33,59,36.3,55.9
2021-06-07,lubelskie,183.375,815,22,77,22.5,28.6
2021-06-07,lubuskie,63.84799999999999,694,8,119,9.2,6.7
2021-06-07,mazowieckie,322.25,1289,56,136,25.0,41.2
2021-06-07,małopolskie,247.52,1190,34,104,20.8,32.7
2021-06-07,opolskie,73.153,383,12,50,19.1,24.0
2021-06-07,podkarpackie,93.12,480,7,59,19.4,11.9
2021-06-07,podlaskie,105.9,706,11,73,15.0,15.1
