date,year,total,age,short,location,typ,country
2020-11-02,2020,6.0,Y20-39,AL,Albania,C,Albania
2020-11-02,2020,979.0,TOTAL,DK,Dania,C,Denmark
2020-11-02,2020,184.0,Y40-59,PT,Portugalia,C,Portugal
2020-11-02,2020,1365.0,Y40-59,PL,Polska,C,Poland
2020-11-02,2020,69.0,Y40-59,NO,Norwegia,C,Norway
2020-11-02,2020,200.0,Y40-59,NL,Holandia,C,Netherlands
2020-11-02,2020,8.0,Y40-59,MT,Malta,C,Malta
2020-11-02,2020,24.0,Y40-59,ME,Montegegro,C,Montegegro
2020-11-02,2020,57.0,Y40-59,LV,Łotwa,C,Latvia
2020-11-02,2020,7.0,Y40-59,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,104.0,Y40-59,LT,Litwa,C,Lithuania
2020-11-02,2020,1.0,Y40-59,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,836.0,Y40-59,IT,Włochy,C,Italy
2020-11-02,2020,3.0,Y40-59,IS,Islandia,C,Iceland
2020-11-02,2020,308.0,Y40-59,HU,Węgry,C,Hungary
2020-11-02,2020,74.0,Y40-59,HR,Chorwacja,C,Croatia
2020-11-02,2020,971.0,Y40-59,FR,Francja,C,France
2020-11-02,2020,83.0,Y40-59,FI,Finlandia,C,Finland
2020-11-02,2020,667.0,Y40-59,ES,Hiszpania,C,Spain
2020-11-02,2020,794.0,Y40-59,RO,Rumunia,C,Romania
2020-11-02,2020,177.0,Y40-59,RS,Serbia,C,Serbia
2020-11-02,2020,70.0,Y40-59,SE,Szwecja,C,Sweden
2020-11-02,2020,26.0,Y40-59,SI,Słowenia,C,Slovenia
2020-11-02,2020,1507.0,Y60-79,HU,Węgry,C,Hungary
2020-11-02,2020,457.0,Y60-79,HR,Chorwacja,C,Croatia
2020-11-02,2020,4197.0,Y60-79,FR,Francja,C,France
2020-11-02,2020,399.0,Y60-79,FI,Finlandia,C,Finland
2020-11-02,2020,2904.0,Y60-79,ES,Hiszpania,C,Spain
2020-11-02,2020,725.0,Y60-79,EL,Grecja,C,Greece
2020-11-02,2020,102.0,Y60-79,EE,Estonia,C,Estonia
2020-11-02,2020,390.0,Y60-79,DK,Dania,C,Denmark
2020-11-02,2020,171.0,Y40-59,EL,Grecja,C,Greece
2020-11-02,2020,6039.0,Y60-79,GE,Niemcy,C,Germany
2020-11-02,2020,28.0,Y60-79,CY,Cypr,C,Cyprus
2020-11-02,2020,469.0,Y60-79,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,1245.0,Y60-79,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,1049.0,Y60-79,BE,Belgia,C,Belgium
2020-11-02,2020,592.0,Y60-79,AT,Austria,C,Austria
2020-11-02,2020,284.0,Y60-79,AL,Albania,C,Albania
2020-11-02,2020,1092.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,149.0,Y40-59,SK,Słowacja,C,Slovakia
2020-11-02,2020,1851.0,Y60-79,CZ,Czechy,C,Czech Republic
2020-11-02,2020,17.0,Y60-79,IS,Islandia,C,Iceland
2020-11-02,2020,28.0,Y40-59,EE,Estonia,C,Estonia
2020-11-02,2020,1297.0,Y40-59,GE,Niemcy,C,Germany
2020-11-02,2020,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,106.0,Y20-39,IT,Włochy,C,Italy
2020-11-02,2020,1.0,Y20-39,IS,Islandia,C,Iceland
2020-11-02,2020,30.0,Y20-39,HU,Węgry,C,Hungary
2020-11-02,2020,7.0,Y20-39,HR,Chorwacja,C,Croatia
2020-11-02,2020,162.0,Y20-39,FR,Francja,C,France
2020-11-02,2020,19.0,Y20-39,FI,Finlandia,C,Finland
2020-11-02,2020,81.0,Y20-39,ES,Hiszpania,C,Spain
2020-11-02,2020,23.0,Y20-39,EL,Grecja,C,Greece
2020-11-02,2020,7.0,Y20-39,EE,Estonia,C,Estonia
2020-11-02,2020,12.0,Y20-39,DK,Dania,C,Denmark
2020-11-02,2020,188.0,Y20-39,GE,Niemcy,C,Germany
2020-11-02,2020,30.0,Y20-39,CZ,Czechy,C,Czech Republic
2020-11-02,2020,2.0,Y20-39,CY,Cypr,C,Cyprus
2020-11-02,2020,11.0,Y20-39,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,31.0,Y20-39,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,31.0,Y20-39,BE,Belgia,C,Belgium
2020-11-02,2020,15.0,Y20-39,LT,Litwa,C,Lithuania
2020-11-02,2020,1.0,Y20-39,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,9.0,Y20-39,LV,Łotwa,C,Latvia
2020-11-02,2020,2.0,Y20-39,ME,Montegegro,C,Montegegro
2020-11-02,2020,275.0,Y40-59,CZ,Czechy,C,Czech Republic
2020-11-02,2020,12.0,Y40-59,CY,Cypr,C,Cyprus
2020-11-02,2020,88.0,Y40-59,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,311.0,Y40-59,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,202.0,Y40-59,BE,Belgia,C,Belgium
2020-11-02,2020,127.0,Y40-59,AT,Austria,C,Austria
2020-11-02,2020,62.0,Y40-59,AL,Albania,C,Albania
2020-11-02,2020,235.0,Y20-39,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,69.0,Y40-59,DK,Dania,C,Denmark
2020-11-02,2020,22.0,Y20-39,SK,Słowacja,C,Slovakia
2020-11-02,2020,14.0,Y20-39,SE,Szwecja,C,Sweden
2020-11-02,2020,16.0,Y20-39,RS,Serbia,C,Serbia
2020-11-02,2020,100.0,Y20-39,RO,Rumunia,C,Romania
2020-11-02,2020,30.0,Y20-39,PT,Portugalia,C,Portugal
2020-11-02,2020,257.0,Y20-39,PL,Polska,C,Poland
2020-11-02,2020,18.0,Y20-39,NO,Norwegia,C,Norway
2020-11-02,2020,39.0,Y20-39,NL,Holandia,C,Netherlands
2020-11-02,2020,1.0,Y20-39,MT,Malta,C,Malta
2020-11-02,2020,2.0,Y20-39,SI,Słowenia,C,Slovenia
2020-11-02,2020,31.0,Y20-39,AT,Austria,C,Austria
2020-11-02,2020,4383.0,Y60-79,IT,Włochy,C,Italy
2020-11-02,2020,314.0,Y60-79,LT,Litwa,C,Lithuania
2020-11-02,2020,23.0,Y_LT20,ES,Hiszpania,C,Spain
2020-11-02,2020,18.0,Y_LT20,EL,Grecja,C,Greece
2020-11-02,2020,1.0,Y_LT20,EE,Estonia,C,Estonia
2020-11-02,2020,4.0,Y_LT20,DK,Dania,C,Denmark
2020-11-02,2020,79.0,Y_LT20,GE,Niemcy,C,Germany
2020-11-02,2020,11.0,Y_LT20,CZ,Czechy,C,Czech Republic
2020-11-02,2020,0.0,Y_LT20,CY,Cypr,C,Cyprus
2020-11-02,2020,15.0,Y_LT20,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,9.0,Y_LT20,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,10.0,Y_LT20,BE,Belgia,C,Belgium
2020-11-02,2020,10.0,Y_LT20,AT,Austria,C,Austria
2020-11-02,2020,12.0,Y_LT20,AL,Albania,C,Albania
2020-11-02,2020,6728.0,Y_GE80,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,578.0,Y_GE80,SK,Słowacja,C,Slovakia
2020-11-02,2020,360.0,Y_GE80,SI,Słowenia,C,Slovenia
2020-11-02,2020,1032.0,Y_GE80,SE,Szwecja,C,Sweden
2020-11-02,2020,857.0,Y_GE80,RS,Serbia,C,Serbia
2020-11-02,2020,4.0,Y_LT20,FI,Finlandia,C,Finland
2020-11-02,2020,69.0,Y_LT20,FR,Francja,C,France
2020-11-02,2020,2.0,Y_LT20,HR,Chorwacja,C,Croatia
2020-11-02,2020,13.0,Y_LT20,HU,Węgry,C,Hungary
2020-11-02,2020,70.0,Y_LT20,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,9.0,Y_LT20,SK,Słowacja,C,Slovakia
2020-11-02,2020,3.0,Y_LT20,SI,Słowenia,C,Slovenia
2020-11-02,2020,8.0,Y_LT20,SE,Szwecja,C,Sweden
2020-11-02,2020,7.0,Y_LT20,RS,Serbia,C,Serbia
2020-11-02,2020,35.0,Y_LT20,RO,Rumunia,C,Romania
2020-11-02,2020,6.0,Y_LT20,PT,Portugalia,C,Portugal
2020-11-02,2020,70.0,Y_LT20,PL,Polska,C,Poland
2020-11-02,2020,2968.0,Y_GE80,RO,Rumunia,C,Romania
2020-11-02,2020,4.0,Y_LT20,NO,Norwegia,C,Norway
2020-11-02,2020,0.0,Y_LT20,MT,Malta,C,Malta
2020-11-02,2020,0.0,Y_LT20,ME,Montegegro,C,Montegegro
2020-11-02,2020,4.0,Y_LT20,LV,Łotwa,C,Latvia
2020-11-02,2020,2.0,Y_LT20,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,3.0,Y_LT20,LT,Litwa,C,Lithuania
2020-11-02,2020,0.0,Y_LT20,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,35.0,Y_LT20,IT,Włochy,C,Italy
2020-11-02,2020,0.0,Y_LT20,IS,Islandia,C,Iceland
2020-11-02,2020,19.0,Y_LT20,NL,Holandia,C,Netherlands
2020-11-02,2020,3.0,Y60-79,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,1460.0,Y_GE80,PT,Portugalia,C,Portugal
2020-11-02,2020,435.0,Y_GE80,NO,Norwegia,C,Norway
2020-11-02,2020,1990.0,Y_GE80,BE,Belgia,C,Belgium
2020-11-02,2020,1136.0,Y_GE80,AT,Austria,C,Austria
2020-11-02,2020,297.0,Y_GE80,AL,Albania,C,Albania
2020-11-02,2020,4376.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,604.0,Y60-79,SK,Słowacja,C,Slovakia
2020-11-02,2020,204.0,Y60-79,SI,Słowenia,C,Slovenia
2020-11-02,2020,567.0,Y60-79,SE,Szwecja,C,Sweden
2020-11-02,2020,967.0,Y60-79,RS,Serbia,C,Serbia
2020-11-02,2020,3113.0,Y60-79,RO,Rumunia,C,Romania
2020-11-02,2020,786.0,Y60-79,PT,Portugalia,C,Portugal
2020-11-02,2020,6284.0,Y60-79,PL,Polska,C,Poland
2020-11-02,2020,264.0,Y60-79,NO,Norwegia,C,Norway
2020-11-02,2020,1317.0,Y60-79,NL,Holandia,C,Netherlands
2020-11-02,2020,39.0,Y60-79,MT,Malta,C,Malta
2020-11-02,2020,75.0,Y60-79,ME,Montegegro,C,Montegegro
2020-11-02,2020,215.0,Y60-79,LV,Łotwa,C,Latvia
2020-11-02,2020,40.0,Y60-79,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,1136.0,Y_GE80,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,1111.0,Y_GE80,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,68.0,Y_GE80,CY,Cypr,C,Cyprus
2020-11-02,2020,2059.0,Y_GE80,CZ,Czechy,C,Czech Republic
2020-11-02,2020,2112.0,Y_GE80,NL,Holandia,C,Netherlands
2020-11-02,2020,41.0,Y_GE80,MT,Malta,C,Malta
2020-11-02,2020,75.0,Y_GE80,ME,Montegegro,C,Montegegro
2020-11-02,2020,274.0,Y_GE80,LV,Łotwa,C,Latvia
2020-11-02,2020,48.0,Y_GE80,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,417.0,Y_GE80,LT,Litwa,C,Lithuania
2020-11-02,2020,4.0,Y_GE80,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,10299.0,Y_GE80,IT,Włochy,C,Italy
2020-11-02,2020,6767.0,Y_GE80,PL,Polska,C,Poland
2020-11-02,2020,34.0,Y_GE80,IS,Islandia,C,Iceland
2020-11-02,2020,618.0,Y_GE80,HR,Chorwacja,C,Croatia
2020-11-02,2020,9333.0,Y_GE80,FR,Francja,C,France
2020-11-02,2020,627.0,Y_GE80,FI,Finlandia,C,Finland
2020-11-02,2020,5893.0,Y_GE80,ES,Hiszpania,C,Spain
2020-11-02,2020,1476.0,Y_GE80,EL,Grecja,C,Greece
2020-11-02,2020,133.0,Y_GE80,EE,Estonia,C,Estonia
2020-11-02,2020,504.0,Y_GE80,DK,Dania,C,Denmark
2020-11-02,2020,10974.0,Y_GE80,GE,Niemcy,C,Germany
2020-11-02,2020,1326.0,Y_GE80,HU,Węgry,C,Hungary
2020-11-02,2020,18577.0,TOTAL,GE,Niemcy,C,Germany
2020-11-02,2020,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,0.0,UNK,SI,Słowenia,C,Slovenia
2020-11-02,2020,12501.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2020-11-02,2020,1362.0,TOTAL,SK,Słowacja,C,Slovakia
2020-11-02,2020,595.0,TOTAL,SI,Słowenia,C,Slovenia
2020-11-02,2020,1691.0,TOTAL,SE,Szwecja,C,Sweden
2020-11-02,2020,2026.0,TOTAL,RS,Serbia,C,Serbia
2020-11-02,2020,7010.0,TOTAL,RO,Rumunia,C,Romania
2020-11-02,2020,2467.0,TOTAL,PT,Portugalia,C,Portugal
2020-11-02,2020,14743.0,TOTAL,PL,Polska,C,Poland
2020-11-02,2020,790.0,TOTAL,NO,Norwegia,C,Norway
2020-11-02,2020,3687.0,TOTAL,NL,Holandia,C,Netherlands
2020-11-02,2020,89.0,TOTAL,MT,Malta,C,Malta
2020-11-02,2020,176.0,TOTAL,ME,Montegegro,C,Montegegro
2020-11-02,2020,0.0,UNK,AL,Albania,C,Albania
2020-11-02,2020,559.0,TOTAL,LV,Łotwa,C,Latvia
2020-11-02,2020,853.0,TOTAL,LT,Litwa,C,Lithuania
2020-11-02,2020,8.0,TOTAL,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,15659.0,TOTAL,IT,Włochy,C,Italy
2020-11-02,2020,55.0,TOTAL,IS,Islandia,C,Iceland
2020-11-02,2020,637.0,TOTAL,IE,Irlandia,C,Ireland
2020-11-02,2020,3184.0,TOTAL,HU,Węgry,C,Hungary
2020-11-02,2020,271.0,TOTAL,EE,Estonia,C,Estonia
2020-11-02,2020,2413.0,TOTAL,EL,Grecja,C,Greece
2020-11-02,2020,9571.0,TOTAL,ES,Hiszpania,C,Spain
2020-11-02,2020,14881.0,TOTAL,FR,Francja,C,France
2020-11-02,2020,1158.0,TOTAL,HR,Chorwacja,C,Croatia
2020-11-02,2020,0.0,UNK,SK,Słowacja,C,Slovakia
2020-11-02,2020,98.0,TOTAL,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,0.0,UNK,AT,Austria,C,Austria
2020-11-02,2020,1132.0,TOTAL,FI,Finlandia,C,Finland
2020-11-02,2020,0.0,UNK,BG,Bułgaria,C,Bulgaria
2020-11-02,2020,2.0,UNK,RS,Serbia,C,Serbia
2020-11-02,2020,0.0,UNK,BE,Belgia,C,Belgium
2020-11-02,2020,0.0,UNK,SE,Szwecja,C,Sweden
2020-11-02,2020,1.0,UNK,PT,Portugalia,C,Portugal
2020-11-02,2020,0.0,UNK,PL,Polska,C,Poland
2020-11-02,2020,0.0,UNK,NO,Norwegia,C,Norway
2020-11-02,2020,0.0,UNK,NL,Holandia,C,Netherlands
2020-11-02,2020,0.0,UNK,MT,Malta,C,Malta
2020-11-02,2020,0.0,UNK,ME,Montegegro,C,Montegegro
2020-11-02,2020,0.0,UNK,LV,Łotwa,C,Latvia
2020-11-02,2020,0.0,UNK,LU,Luksemburg,C,Luxembourg
2020-11-02,2020,0.0,UNK,LT,Litwa,C,Lithuania
2020-11-02,2020,0.0,UNK,LI,Liechenstein,C,Liechenstein
2020-11-02,2020,0.0,UNK,RO,Rumunia,C,Romania
2020-11-02,2020,0.0,UNK,IS,Islandia,C,Iceland
2020-11-02,2020,0.0,UNK,IT,Włochy,C,Italy
2020-11-02,2020,0.0,UNK,CH,Szwajcaria,C,Switzerland
2020-11-02,2020,0.0,UNK,CY,Cypr,C,Cyprus
2020-11-02,2020,0.0,UNK,GE,Niemcy,C,Germany
2020-11-02,2020,0.0,UNK,DK,Dania,C,Denmark
2020-11-02,2020,0.0,UNK,EE,Estonia,C,Estonia
2020-11-02,2020,0.0,UNK,CZ,Czechy,C,Czech Republic
2020-11-02,2020,3.0,UNK,ES,Hiszpania,C,Spain
2020-11-02,2020,0.0,UNK,FI,Finlandia,C,Finland
2020-11-02,2020,149.0,UNK,FR,Francja,C,France
2020-11-02,2020,0.0,UNK,HR,Chorwacja,C,Croatia
2020-11-02,2020,0.0,UNK,HU,Węgry,C,Hungary
2020-11-02,2020,0.0,UNK,EL,Grecja,C,Greece
2020-11-09,2020,0.0,UNK,PL81,lubelskie,W,
2020-11-09,2020,0.0,UNK,PL82,podkarpackie,W,
2020-11-09,2020,0.0,UNK,PL84,podlaskie,W,
2020-11-09,2020,0.0,UNK,PL9,mazowieckie,W,
2020-11-09,2020,11.0,Y20-39,PL21,małopolskie,W,
2020-11-09,2020,27.0,Y20-39,PL22,śląskie,W,
2020-11-09,2020,12.0,Y20-39,PL41,wielkopolskie,W,
2020-11-09,2020,6.0,Y20-39,PL42,zachodniopomorskie,W,
2020-11-09,2020,8.0,Y20-39,PL43,lubuskie,W,
2020-11-09,2020,21.0,Y20-39,PL51,dolnośląskie,W,
2020-11-09,2020,10.0,Y20-39,PL72,świętokrzyskie,W,
2020-11-09,2020,13.0,Y20-39,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,10.0,Y20-39,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,10.0,Y20-39,PL63,pomorskie,W,
2020-11-09,2020,28.0,Y20-39,PL71,łódzkie,W,
2020-11-09,2020,18.0,Y20-39,PL81,lubelskie,W,
2020-11-09,2020,8.0,Y20-39,PL82,podkarpackie,W,
2020-11-09,2020,8.0,Y20-39,PL84,podlaskie,W,
2020-11-09,2020,39.0,Y20-39,PL9,mazowieckie,W,
2020-11-09,2020,116.0,Y40-59,PL21,małopolskie,W,
2020-11-09,2020,182.0,Y40-59,PL22,śląskie,W,
2020-11-09,2020,122.0,Y40-59,PL41,wielkopolskie,W,
2020-11-09,2020,10.0,Y20-39,PL52,opolskie,W,
2020-11-09,2020,0.0,UNK,PL72,świętokrzyskie,W,
2020-11-09,2020,1015.0,TOTAL,PL82,podkarpackie,W,
2020-11-09,2020,0.0,UNK,PL63,pomorskie,W,
2020-11-09,2020,66.0,Y40-59,PL42,zachodniopomorskie,W,
2020-11-09,2020,1539.0,TOTAL,PL21,małopolskie,W,
2020-11-09,2020,2038.0,TOTAL,PL22,śląskie,W,
2020-11-09,2020,1268.0,TOTAL,PL41,wielkopolskie,W,
2020-11-09,2020,571.0,TOTAL,PL42,zachodniopomorskie,W,
2020-11-09,2020,452.0,TOTAL,PL43,lubuskie,W,
2020-11-09,2020,1285.0,TOTAL,PL51,dolnośląskie,W,
2020-11-09,2020,457.0,TOTAL,PL52,opolskie,W,
2020-11-09,2020,709.0,TOTAL,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,497.0,TOTAL,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,763.0,TOTAL,PL63,pomorskie,W,
2020-11-09,2020,0.0,UNK,PL71,łódzkie,W,
2020-11-09,2020,1237.0,TOTAL,PL71,łódzkie,W,
2020-11-09,2020,1039.0,TOTAL,PL81,lubelskie,W,
2020-11-09,2020,510.0,TOTAL,PL84,podlaskie,W,
2020-11-09,2020,2223.0,TOTAL,PL9,mazowieckie,W,
2020-11-09,2020,0.0,UNK,PL21,małopolskie,W,
2020-11-09,2020,0.0,UNK,PL22,śląskie,W,
2020-11-09,2020,0.0,UNK,PL42,zachodniopomorskie,W,
2020-11-09,2020,0.0,UNK,PL43,lubuskie,W,
2020-11-09,2020,0.0,UNK,PL51,dolnośląskie,W,
2020-11-09,2020,0.0,UNK,PL52,opolskie,W,
2020-11-09,2020,0.0,UNK,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,0.0,UNK,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,641.0,TOTAL,PL72,świętokrzyskie,W,
2020-11-09,2020,38.0,Y40-59,PL43,lubuskie,W,
2020-11-09,2020,201.0,Y60-79,PL84,podlaskie,W,
2020-11-09,2020,38.0,Y40-59,PL52,opolskie,W,
2020-11-09,2020,214.0,Y_GE80,PL52,opolskie,W,
2020-11-09,2020,324.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,204.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,376.0,Y_GE80,PL63,pomorskie,W,
2020-11-09,2020,555.0,Y_GE80,PL71,łódzkie,W,
2020-11-09,2020,326.0,Y_GE80,PL72,świętokrzyskie,W,
2020-11-09,2020,515.0,Y_GE80,PL81,lubelskie,W,
2020-11-09,2020,500.0,Y_GE80,PL82,podkarpackie,W,
2020-11-09,2020,257.0,Y_GE80,PL84,podlaskie,W,
2020-11-09,2020,1087.0,Y_GE80,PL9,mazowieckie,W,
2020-11-09,2020,2.0,Y_LT20,PL21,małopolskie,W,
2020-11-09,2020,0.0,Y_LT20,PL22,śląskie,W,
2020-11-09,2020,583.0,Y_GE80,PL51,dolnośląskie,W,
2020-11-09,2020,2.0,Y_LT20,PL41,wielkopolskie,W,
2020-11-09,2020,0.0,Y_LT20,PL43,lubuskie,W,
2020-11-09,2020,6.0,Y_LT20,PL51,dolnośląskie,W,
2020-11-09,2020,0.0,Y_LT20,PL52,opolskie,W,
2020-11-09,2020,0.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,1.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,1.0,Y_LT20,PL63,pomorskie,W,
2020-11-09,2020,1.0,Y_LT20,PL71,łódzkie,W,
2020-11-09,2020,2.0,Y_LT20,PL72,świętokrzyskie,W,
2020-11-09,2020,2.0,Y_LT20,PL81,lubelskie,W,
2020-11-09,2020,4.0,Y_LT20,PL82,podkarpackie,W,
2020-11-09,2020,1.0,Y_LT20,PL84,podlaskie,W,
2020-11-09,2020,6.0,Y_LT20,PL9,mazowieckie,W,
2020-11-09,2020,2.0,Y_LT20,PL42,zachodniopomorskie,W,
2020-11-09,2020,130.0,Y40-59,PL51,dolnośląskie,W,
2020-11-09,2020,179.0,Y_GE80,PL43,lubuskie,W,
2020-11-09,2020,510.0,Y_GE80,PL41,wielkopolskie,W,
2020-11-09,2020,56.0,Y40-59,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,55.0,Y40-59,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,59.0,Y40-59,PL63,pomorskie,W,
2020-11-09,2020,118.0,Y40-59,PL71,łódzkie,W,
2020-11-09,2020,52.0,Y40-59,PL72,świętokrzyskie,W,
2020-11-09,2020,77.0,Y40-59,PL81,lubelskie,W,
2020-11-09,2020,97.0,Y40-59,PL82,podkarpackie,W,
2020-11-09,2020,43.0,Y40-59,PL84,podlaskie,W,
2020-11-09,2020,202.0,Y40-59,PL9,mazowieckie,W,
2020-11-09,2020,586.0,Y60-79,PL21,małopolskie,W,
2020-11-09,2020,919.0,Y60-79,PL22,śląskie,W,
2020-11-09,2020,622.0,Y60-79,PL41,wielkopolskie,W,
2020-11-09,2020,239.0,Y_GE80,PL42,zachodniopomorskie,W,
2020-11-09,2020,258.0,Y60-79,PL42,zachodniopomorskie,W,
2020-11-09,2020,545.0,Y60-79,PL51,dolnośląskie,W,
2020-11-09,2020,195.0,Y60-79,PL52,opolskie,W,
2020-11-09,2020,316.0,Y60-79,PL61,kujawsko-pomorskie,W,
2020-11-09,2020,227.0,Y60-79,PL62,warmińsko-mazurskie,W,
2020-11-09,2020,317.0,Y60-79,PL63,pomorskie,W,
2020-11-09,2020,535.0,Y60-79,PL71,łódzkie,W,
2020-11-09,2020,251.0,Y60-79,PL72,świętokrzyskie,W,
2020-11-09,2020,427.0,Y60-79,PL81,lubelskie,W,
2020-11-09,2020,406.0,Y60-79,PL82,podkarpackie,W,
2020-11-09,2020,889.0,Y60-79,PL9,mazowieckie,W,
2020-11-09,2020,824.0,Y_GE80,PL21,małopolskie,W,
2020-11-09,2020,910.0,Y_GE80,PL22,śląskie,W,
2020-11-09,2020,227.0,Y60-79,PL43,lubuskie,W,
2020-11-09,2020,0.0,UNK,PL41,wielkopolskie,W,
2020-11-09,2020,561.0,Y60-79,SE,Szwecja,C,Sweden
2020-11-09,2020,2006.0,TOTAL,AT,Austria,C,Austria
2020-11-09,2020,1630.0,Y60-79,HU,Węgry,C,Hungary
2020-11-09,2020,15.0,Y60-79,IS,Islandia,C,Iceland
2020-11-09,2020,4891.0,Y60-79,IT,Włochy,C,Italy
2020-11-09,2020,5.0,Y60-79,LI,Liechenstein,C,Liechenstein
2020-11-09,2020,323.0,Y60-79,LT,Litwa,C,Lithuania
2020-11-09,2020,41.0,Y60-79,LU,Luksemburg,C,Luxembourg
2020-11-09,2020,212.0,Y60-79,LV,Łotwa,C,Latvia
2020-11-09,2020,78.0,Y60-79,ME,Montegegro,C,Montegegro
2020-11-09,2020,33.0,Y60-79,MT,Malta,C,Malta
2020-11-09,2020,1270.0,Y60-79,NL,Holandia,C,Netherlands
2020-11-09,2020,286.0,Y60-79,NO,Norwegia,C,Norway
2020-11-09,2020,6921.0,Y60-79,PL,Polska,C,Poland
2020-11-09,2020,532.0,Y60-79,HR,Chorwacja,C,Croatia
2020-11-09,2020,789.0,Y60-79,PT,Portugalia,C,Portugal
2020-11-09,2020,1010.0,Y60-79,RS,Serbia,C,Serbia
2020-11-09,2020,210.0,Y60-79,SI,Słowenia,C,Slovenia
2020-11-09,2020,668.0,Y60-79,SK,Słowacja,C,Slovakia
2020-11-09,2020,4633.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2020-11-09,2020,351.0,Y_GE80,AL,Albania,C,Albania
2020-11-09,2020,1189.0,Y_GE80,AT,Austria,C,Austria
2020-11-09,2020,2334.0,Y_GE80,BE,Belgia,C,Belgium
2020-11-09,2020,1205.0,Y_GE80,BG,Bułgaria,C,Bulgaria
2020-11-09,2020,1377.0,Y_GE80,CH,Szwajcaria,C,Switzerland
2020-11-09,2020,66.0,Y_GE80,CY,Cypr,C,Cyprus
2020-11-09,2020,2173.0,Y_GE80,CZ,Czechy,C,Czech Republic
2020-11-09,2020,11237.0,Y_GE80,GE,Niemcy,C,Germany
2020-11-09,2020,3453.0,Y60-79,RO,Rumunia,C,Romania
2020-11-09,2020,548.0,Y_GE80,DK,Dania,C,Denmark
2020-11-09,2020,4419.0,Y60-79,FR,Francja,C,France
2020-11-09,2020,2924.0,Y60-79,ES,Hiszpania,C,Spain
2020-11-09,2020,100.0,Y40-59,LT,Litwa,C,Lithuania
2020-11-09,2020,6.0,Y40-59,LU,Luksemburg,C,Luxembourg
2020-11-09,2020,68.0,Y40-59,LV,Łotwa,C,Latvia
2020-11-09,2020,27.0,Y40-59,ME,Montegegro,C,Montegegro
2020-11-09,2020,9.0,Y40-59,MT,Malta,C,Malta
2020-11-09,2020,226.0,Y40-59,NL,Holandia,C,Netherlands
2020-11-09,2020,52.0,Y40-59,NO,Norwegia,C,Norway
2020-11-09,2020,1451.0,Y40-59,PL,Polska,C,Poland
2020-11-09,2020,213.0,Y40-59,PT,Portugalia,C,Portugal
2020-11-09,2020,841.0,Y40-59,RO,Rumunia,C,Romania
2020-11-09,2020,190.0,Y40-59,RS,Serbia,C,Serbia
2020-11-09,2020,77.0,Y40-59,SE,Szwecja,C,Sweden
2020-11-09,2020,363.0,Y60-79,FI,Finlandia,C,Finland
2020-11-09,2020,32.0,Y40-59,SI,Słowenia,C,Slovenia
2020-11-09,2020,1109.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2020-11-09,2020,368.0,Y60-79,AL,Albania,C,Albania
2020-11-09,2020,658.0,Y60-79,AT,Austria,C,Austria
