date,year,total,age,short,location,typ,country
2019-09-09,2019,57.0,Y_GE80,CY,Cypr,C,Cyprus
2019-09-09,2019,8930.0,Y_GE80,GE,Niemcy,C,Germany
2019-09-09,2019,406.0,Y_GE80,HR,Chorwacja,C,Croatia
2019-09-09,2019,121.0,Y_GE80,EE,Estonia,C,Estonia
2019-09-09,2019,1315.0,Y_GE80,EL,Grecja,C,Greece
2019-09-09,2019,4117.0,Y_GE80,ES,Hiszpania,C,Spain
2019-09-09,2019,532.0,Y_GE80,FI,Finlandia,C,Finland
2019-09-09,2019,6081.0,Y_GE80,FR,Francja,C,France
2019-09-09,2019,172.0,Y_GE80,AL,Albania,C,Albania
2019-09-09,2019,880.0,Y_GE80,HU,Węgry,C,Hungary
2019-09-09,2019,17.0,Y_GE80,IS,Islandia,C,Iceland
2019-09-09,2019,489.0,Y_GE80,DK,Dania,C,Denmark
2019-09-09,2019,3741.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,3026.0,Y60-79,PL,Polska,C,Poland
2019-09-09,2019,131.0,Y60-79,SI,Słowenia,C,Slovenia
2019-09-09,2019,12.0,Y_LT20,PT,Portugalia,C,Portugal
2019-09-09,2019,44.0,Y_LT20,PL,Polska,C,Poland
2019-09-09,2019,13.0,Y60-79,IS,Islandia,C,Iceland
2019-09-09,2019,3001.0,Y60-79,IT,Włochy,C,Italy
2019-09-09,2019,2.0,Y60-79,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,277.0,Y60-79,LT,Litwa,C,Lithuania
2019-09-09,2019,30.0,Y60-79,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,177.0,Y60-79,LV,Łotwa,C,Latvia
2019-09-09,2019,53.0,Y60-79,ME,Montegegro,C,Montegegro
2019-09-09,2019,27.0,Y60-79,MT,Malta,C,Malta
2019-09-09,2019,920.0,Y60-79,NL,Holandia,C,Netherlands
2019-09-09,2019,236.0,Y60-79,NO,Norwegia,C,Norway
2019-09-09,2019,6609.0,Y_GE80,IT,Włochy,C,Italy
2019-09-09,2019,619.0,Y60-79,PT,Portugalia,C,Portugal
2019-09-09,2019,1832.0,Y60-79,RO,Rumunia,C,Romania
2019-09-09,2019,710.0,Y60-79,RS,Serbia,C,Serbia
2019-09-09,2019,506.0,Y60-79,SE,Szwecja,C,Sweden
2019-09-09,2019,394.0,Y60-79,SK,Słowacja,C,Slovakia
2019-09-09,2019,1.0,Y_GE80,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,2879.0,Y_GE80,PL,Polska,C,Poland
2019-09-09,2019,35.0,Y_GE80,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,1.0,Y_LT20,EE,Estonia,C,Estonia
2019-09-09,2019,0.0,UNK,PL9,mazowieckie,W,
2019-09-09,2019,34.0,Y_LT20,ES,Hiszpania,C,Spain
2019-09-09,2019,8.0,Y_LT20,FI,Finlandia,C,Finland
2019-09-09,2019,100.0,Y_LT20,FR,Francja,C,France
2019-09-09,2019,5.0,Y_LT20,HR,Chorwacja,C,Croatia
2019-09-09,2019,10.0,Y_LT20,HU,Węgry,C,Hungary
2019-09-09,2019,0.0,Y_LT20,IS,Islandia,C,Iceland
2019-09-09,2019,53.0,Y_LT20,IT,Włochy,C,Italy
2019-09-09,2019,0.0,Y_LT20,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,5.0,Y_LT20,LT,Litwa,C,Lithuania
2019-09-09,2019,2.0,Y_LT20,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,1.0,Y_LT20,LV,Łotwa,C,Latvia
2019-09-09,2019,3.0,Y_LT20,ME,Montegegro,C,Montegegro
2019-09-09,2019,2.0,Y_LT20,MT,Malta,C,Malta
2019-09-09,2019,13.0,Y_LT20,NL,Holandia,C,Netherlands
2019-09-09,2019,32.0,Y_LT20,RO,Rumunia,C,Romania
2019-09-09,2019,6.0,Y_LT20,DK,Dania,C,Denmark
2019-09-09,2019,80.0,Y_LT20,GE,Niemcy,C,Germany
2019-09-09,2019,8.0,Y_LT20,CZ,Czechy,C,Czech Republic
2019-09-09,2019,3.0,Y_LT20,CY,Cypr,C,Cyprus
2019-09-09,2019,200.0,Y_GE80,LV,Łotwa,C,Latvia
2019-09-09,2019,55.0,Y_GE80,ME,Montegegro,C,Montegegro
2019-09-09,2019,38.0,Y_GE80,MT,Malta,C,Malta
2019-09-09,2019,1394.0,Y_GE80,NL,Holandia,C,Netherlands
2019-09-09,2019,415.0,Y_GE80,NO,Norwegia,C,Norway
2019-09-09,2019,1120.0,Y_GE80,PT,Portugalia,C,Portugal
2019-09-09,2019,1708.0,Y_GE80,RO,Rumunia,C,Romania
2019-09-09,2019,651.0,Y_GE80,RS,Serbia,C,Serbia
2019-09-09,2019,280.0,Y_GE80,LT,Litwa,C,Lithuania
2019-09-09,2019,830.0,Y_GE80,SE,Szwecja,C,Sweden
2019-09-09,2019,173.0,Y_GE80,SI,Słowenia,C,Slovenia
2019-09-09,2019,347.0,Y_GE80,SK,Słowacja,C,Slovakia
2019-09-09,2019,5924.0,Y_GE80,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,4.0,Y_LT20,AL,Albania,C,Albania
2019-09-09,2019,9.0,Y_LT20,AT,Austria,C,Austria
2019-09-09,2019,15.0,Y_LT20,BE,Belgia,C,Belgium
2019-09-09,2019,16.0,Y_LT20,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,4.0,Y_LT20,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,2.0,Y_LT20,NO,Norwegia,C,Norway
2019-09-09,2019,10.0,Y_LT20,RS,Serbia,C,Serbia
2019-09-09,2019,11.0,Y_LT20,EL,Grecja,C,Greece
2019-09-09,2019,3.0,Y_LT20,SI,Słowenia,C,Slovenia
2019-09-09,2019,41.0,Y40-59,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,29.0,Y40-59,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,38.0,Y40-59,PL63,pomorskie,W,
2019-09-09,2019,68.0,Y40-59,PL71,łódzkie,W,
2019-09-09,2019,33.0,Y40-59,PL72,świętokrzyskie,W,
2019-09-09,2019,56.0,Y40-59,PL81,lubelskie,W,
2019-09-09,2019,32.0,Y40-59,PL82,podkarpackie,W,
2019-09-09,2019,19.0,Y40-59,PL84,podlaskie,W,
2019-09-09,2019,117.0,Y40-59,PL9,mazowieckie,W,
2019-09-09,2019,237.0,Y60-79,PL21,małopolskie,W,
2019-09-09,2019,411.0,Y60-79,PL22,śląskie,W,
2019-09-09,2019,256.0,Y60-79,PL41,wielkopolskie,W,
2019-09-09,2019,148.0,Y60-79,PL42,zachodniopomorskie,W,
2019-09-09,2019,92.0,Y60-79,PL43,lubuskie,W,
2019-09-09,2019,235.0,Y60-79,PL51,dolnośląskie,W,
2019-09-09,2019,82.0,Y60-79,PL52,opolskie,W,
2019-09-09,2019,179.0,Y60-79,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,22.0,Y40-59,PL52,opolskie,W,
2019-09-09,2019,122.0,Y60-79,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,48.0,Y40-59,PL51,dolnośląskie,W,
2019-09-09,2019,40.0,Y40-59,PL42,zachodniopomorskie,W,
2019-09-09,2019,19.0,Y20-39,PL41,wielkopolskie,W,
2019-09-09,2019,9.0,Y20-39,PL42,zachodniopomorskie,W,
2019-09-09,2019,8.0,Y20-39,PL43,lubuskie,W,
2019-09-09,2019,9.0,Y20-39,PL51,dolnośląskie,W,
2019-09-09,2019,2.0,Y20-39,PL52,opolskie,W,
2019-09-09,2019,11.0,Y20-39,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,8.0,Y20-39,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,9.0,Y20-39,PL63,pomorskie,W,
2019-09-09,2019,13.0,Y20-39,PL71,łódzkie,W,
2019-09-09,2019,5.0,Y20-39,PL72,świętokrzyskie,W,
2019-09-09,2019,10.0,Y20-39,PL81,lubelskie,W,
2019-09-09,2019,12.0,Y20-39,PL82,podkarpackie,W,
2019-09-09,2019,4.0,Y20-39,PL84,podlaskie,W,
2019-09-09,2019,24.0,Y20-39,PL9,mazowieckie,W,
2019-09-09,2019,77.0,Y40-59,PL21,małopolskie,W,
2019-09-09,2019,108.0,Y40-59,PL22,śląskie,W,
2019-09-09,2019,76.0,Y40-59,PL41,wielkopolskie,W,
2019-09-09,2019,21.0,Y40-59,PL43,lubuskie,W,
2019-09-09,2019,183.0,Y60-79,PL63,pomorskie,W,
2019-09-09,2019,242.0,Y60-79,PL71,łódzkie,W,
2019-09-09,2019,105.0,Y60-79,PL72,świętokrzyskie,W,
2019-09-09,2019,1.0,Y_LT20,PL41,wielkopolskie,W,
2019-09-09,2019,2.0,Y_LT20,PL42,zachodniopomorskie,W,
2019-09-09,2019,2.0,Y_LT20,PL43,lubuskie,W,
2019-09-09,2019,3.0,Y_LT20,PL51,dolnośląskie,W,
2019-09-09,2019,1.0,Y_LT20,PL52,opolskie,W,
2019-09-09,2019,2.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,1.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,3.0,Y_LT20,PL63,pomorskie,W,
2019-09-09,2019,7.0,Y_LT20,PL71,łódzkie,W,
2019-09-09,2019,1.0,Y_LT20,PL72,świętokrzyskie,W,
2019-09-09,2019,5.0,Y_LT20,PL81,lubelskie,W,
2019-09-09,2019,2.0,Y_LT20,PL82,podkarpackie,W,
2019-09-09,2019,0.0,Y_LT20,PL84,podlaskie,W,
2019-09-09,2019,6.0,Y_LT20,PL9,mazowieckie,W,
2019-09-09,2019,1018.0,Y60-79,HU,Węgry,C,Hungary
2019-09-09,2019,99.0,Y_LT20,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,8.0,Y_LT20,SK,Słowacja,C,Slovakia
2019-09-09,2019,5.0,Y_LT20,PL22,śląskie,W,
2019-09-09,2019,3.0,Y_LT20,PL21,małopolskie,W,
2019-09-09,2019,429.0,Y_GE80,PL9,mazowieckie,W,
2019-09-09,2019,116.0,Y_GE80,PL84,podlaskie,W,
2019-09-09,2019,134.0,Y60-79,PL81,lubelskie,W,
2019-09-09,2019,122.0,Y60-79,PL82,podkarpackie,W,
2019-09-09,2019,80.0,Y60-79,PL84,podlaskie,W,
2019-09-09,2019,398.0,Y60-79,PL9,mazowieckie,W,
2019-09-09,2019,260.0,Y_GE80,PL21,małopolskie,W,
2019-09-09,2019,344.0,Y_GE80,PL22,śląskie,W,
2019-09-09,2019,249.0,Y_GE80,PL41,wielkopolskie,W,
2019-09-09,2019,119.0,Y_GE80,PL42,zachodniopomorskie,W,
2019-09-09,2019,14.0,Y_LT20,SE,Szwecja,C,Sweden
2019-09-09,2019,80.0,Y_GE80,PL43,lubuskie,W,
2019-09-09,2019,66.0,Y_GE80,PL52,opolskie,W,
2019-09-09,2019,146.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,98.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,150.0,Y_GE80,PL63,pomorskie,W,
2019-09-09,2019,194.0,Y_GE80,PL71,łódzkie,W,
2019-09-09,2019,135.0,Y_GE80,PL72,świętokrzyskie,W,
2019-09-09,2019,146.0,Y_GE80,PL81,lubelskie,W,
2019-09-09,2019,148.0,Y_GE80,PL82,podkarpackie,W,
2019-09-09,2019,199.0,Y_GE80,PL51,dolnośląskie,W,
2019-09-09,2019,315.0,Y60-79,HR,Chorwacja,C,Croatia
2019-09-09,2019,3084.0,Y60-79,FR,Francja,C,France
2019-09-09,2019,359.0,Y60-79,FI,Finlandia,C,Finland
2019-09-09,2019,894.0,TOTAL,SK,Słowacja,C,Slovakia
2019-09-09,2019,333.0,TOTAL,SI,Słowenia,C,Slovenia
2019-09-09,2019,1441.0,TOTAL,SE,Szwecja,C,Sweden
2019-09-09,2019,1580.0,TOTAL,RS,Serbia,C,Serbia
2019-09-09,2019,4227.0,TOTAL,RO,Rumunia,C,Romania
2019-09-09,2019,1933.0,TOTAL,PT,Portugalia,C,Portugal
2019-09-09,2019,6957.0,TOTAL,PL,Polska,C,Poland
2019-09-09,2019,714.0,TOTAL,NO,Norwegia,C,Norway
2019-09-09,2019,2553.0,TOTAL,NL,Holandia,C,Netherlands
2019-09-09,2019,74.0,TOTAL,MT,Malta,C,Malta
2019-09-09,2019,124.0,TOTAL,ME,Montegegro,C,Montegegro
2019-09-09,2019,456.0,TOTAL,LV,Łotwa,C,Latvia
2019-09-09,2019,73.0,TOTAL,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,662.0,TOTAL,LT,Litwa,C,Lithuania
2019-09-09,2019,4.0,TOTAL,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,10448.0,TOTAL,IT,Włochy,C,Italy
2019-09-09,2019,34.0,TOTAL,IS,Islandia,C,Iceland
2019-09-09,2019,0.0,TOTAL,IE,Irlandia,C,Ireland
2019-09-09,2019,2199.0,TOTAL,HU,Węgry,C,Hungary
2019-09-09,2019,10894.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,831.0,TOTAL,HR,Chorwacja,C,Croatia
2019-09-09,2019,0.0,UNK,AL,Albania,C,Albania
2019-09-09,2019,0.0,UNK,BE,Belgia,C,Belgium
2019-09-09,2019,0.0,UNK,LV,Łotwa,C,Latvia
2019-09-09,2019,0.0,UNK,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,0.0,UNK,LT,Litwa,C,Lithuania
2019-09-09,2019,0.0,UNK,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,0.0,UNK,IT,Włochy,C,Italy
2019-09-09,2019,0.0,UNK,IS,Islandia,C,Iceland
2019-09-09,2019,0.0,UNK,HU,Węgry,C,Hungary
2019-09-09,2019,0.0,UNK,HR,Chorwacja,C,Croatia
2019-09-09,2019,57.0,UNK,FR,Francja,C,France
2019-09-09,2019,0.0,UNK,FI,Finlandia,C,Finland
2019-09-09,2019,0.0,UNK,ES,Hiszpania,C,Spain
2019-09-09,2019,0.0,UNK,EL,Grecja,C,Greece
2019-09-09,2019,0.0,UNK,EE,Estonia,C,Estonia
2019-09-09,2019,0.0,UNK,DK,Dania,C,Denmark
2019-09-09,2019,0.0,UNK,GE,Niemcy,C,Germany
2019-09-09,2019,0.0,UNK,CZ,Czechy,C,Czech Republic
2019-09-09,2019,0.0,UNK,CY,Cypr,C,Cyprus
2019-09-09,2019,0.0,UNK,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,0.0,UNK,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,0.0,UNK,AT,Austria,C,Austria
2019-09-09,2019,0.0,UNK,ME,Montegegro,C,Montegegro
2019-09-09,2019,10365.0,TOTAL,FR,Francja,C,France
2019-09-09,2019,21.0,Y20-39,PL22,śląskie,W,
2019-09-09,2019,0.0,UNK,PL41,wielkopolskie,W,
2019-09-09,2019,0.0,UNK,PL22,śląskie,W,
2019-09-09,2019,0.0,UNK,PL21,małopolskie,W,
2019-09-09,2019,974.0,TOTAL,PL9,mazowieckie,W,
2019-09-09,2019,219.0,TOTAL,PL84,podlaskie,W,
2019-09-09,2019,316.0,TOTAL,PL82,podkarpackie,W,
2019-09-09,2019,351.0,TOTAL,PL81,lubelskie,W,
2019-09-09,2019,279.0,TOTAL,PL72,świętokrzyskie,W,
2019-09-09,2019,524.0,TOTAL,PL71,łódzkie,W,
2019-09-09,2019,383.0,TOTAL,PL63,pomorskie,W,
2019-09-09,2019,258.0,TOTAL,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,379.0,TOTAL,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,173.0,TOTAL,PL52,opolskie,W,
2019-09-09,2019,494.0,TOTAL,PL51,dolnośląskie,W,
2019-09-09,2019,203.0,TOTAL,PL43,lubuskie,W,
2019-09-09,2019,318.0,TOTAL,PL42,zachodniopomorskie,W,
2019-09-09,2019,601.0,TOTAL,PL41,wielkopolskie,W,
2019-09-09,2019,889.0,TOTAL,PL22,śląskie,W,
2019-09-09,2019,596.0,TOTAL,PL21,małopolskie,W,
2019-09-09,2019,0.0,UNK,PL42,zachodniopomorskie,W,
2019-09-09,2019,985.0,TOTAL,FI,Finlandia,C,Finland
2019-09-09,2019,0.0,UNK,PL43,lubuskie,W,
2019-09-09,2019,0.0,UNK,PL52,opolskie,W,
2019-09-09,2019,2122.0,TOTAL,EL,Grecja,C,Greece
2019-09-09,2019,261.0,TOTAL,EE,Estonia,C,Estonia
2019-09-09,2019,983.0,TOTAL,DK,Dania,C,Denmark
2019-09-09,2019,15988.0,TOTAL,GE,Niemcy,C,Germany
2019-09-09,2019,1922.0,TOTAL,CZ,Czechy,C,Czech Republic
2019-09-09,2019,108.0,TOTAL,CY,Cypr,C,Cyprus
2019-09-09,2019,1172.0,TOTAL,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,1737.0,TOTAL,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,1838.0,TOTAL,BE,Belgia,C,Belgium
2019-09-09,2019,1426.0,TOTAL,AT,Austria,C,Austria
2019-09-09,2019,379.0,TOTAL,AL,Albania,C,Albania
2019-09-09,2019,0.0,UNK,PL84,podlaskie,W,
2019-09-09,2019,0.0,UNK,PL82,podkarpackie,W,
2019-09-09,2019,0.0,UNK,PL81,lubelskie,W,
2019-09-09,2019,0.0,UNK,PL72,świętokrzyskie,W,
2019-09-09,2019,0.0,UNK,PL71,łódzkie,W,
2019-09-09,2019,0.0,UNK,PL63,pomorskie,W,
2019-09-09,2019,0.0,UNK,PL62,warmińsko-mazurskie,W,
2019-09-09,2019,0.0,UNK,PL61,kujawsko-pomorskie,W,
2019-09-09,2019,0.0,UNK,PL51,dolnośląskie,W,
2019-09-09,2019,0.0,UNK,MT,Malta,C,Malta
2019-09-09,2019,6904.0,TOTAL,ES,Hiszpania,C,Spain
2019-09-09,2019,0.0,UNK,NO,Norwegia,C,Norway
2019-09-09,2019,5.0,Y40-59,MT,Malta,C,Malta
2019-09-09,2019,11.0,Y40-59,ME,Montegegro,C,Montegegro
2019-09-09,2019,61.0,Y40-59,LV,Łotwa,C,Latvia
2019-09-09,2019,5.0,Y40-59,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,87.0,Y40-59,LT,Litwa,C,Lithuania
2019-09-09,2019,1.0,Y40-59,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,698.0,Y40-59,IT,Włochy,C,Italy
2019-09-09,2019,3.0,Y40-59,IS,Islandia,C,Iceland
2019-09-09,2019,259.0,Y40-59,HU,Węgry,C,Hungary
2019-09-09,2019,84.0,Y40-59,HR,Chorwacja,C,Croatia
2019-09-09,2019,865.0,Y40-59,FR,Francja,C,France
2019-09-09,2019,65.0,Y40-59,FI,Finlandia,C,Finland
2019-09-09,2019,646.0,Y40-59,ES,Hiszpania,C,Spain
2019-09-09,2019,168.0,Y40-59,EL,Grecja,C,Greece
2019-09-09,2019,28.0,Y40-59,EE,Estonia,C,Estonia
2019-09-09,2019,78.0,Y40-59,DK,Dania,C,Denmark
2019-09-09,2019,1317.0,Y40-59,GE,Niemcy,C,Germany
2019-09-09,2019,166.0,Y40-59,CZ,Czechy,C,Czech Republic
2019-09-09,2019,5.0,Y40-59,CY,Cypr,C,Cyprus
2019-09-09,2019,192.0,Y40-59,NL,Holandia,C,Netherlands
2019-09-09,2019,70.0,Y40-59,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,47.0,Y40-59,NO,Norwegia,C,Norway
2019-09-09,2019,154.0,Y40-59,PT,Portugalia,C,Portugal
2019-09-09,2019,0.0,UNK,NL,Holandia,C,Netherlands
2019-09-09,2019,2031.0,Y60-79,ES,Hiszpania,C,Spain
2019-09-09,2019,606.0,Y60-79,EL,Grecja,C,Greece
2019-09-09,2019,103.0,Y60-79,EE,Estonia,C,Estonia
2019-09-09,2019,401.0,Y60-79,DK,Dania,C,Denmark
2019-09-09,2019,5470.0,Y60-79,GE,Niemcy,C,Germany
2019-09-09,2019,827.0,Y60-79,CZ,Czechy,C,Czech Republic
2019-09-09,2019,43.0,Y60-79,CY,Cypr,C,Cyprus
2019-09-09,2019,387.0,Y60-79,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,791.0,Y60-79,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,624.0,Y60-79,BE,Belgia,C,Belgium
2019-09-09,2019,492.0,Y60-79,AT,Austria,C,Austria
2019-09-09,2019,159.0,Y60-79,AL,Albania,C,Albania
2019-09-09,2019,932.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,119.0,Y40-59,SK,Słowacja,C,Slovakia
2019-09-09,2019,20.0,Y40-59,SI,Słowenia,C,Slovenia
2019-09-09,2019,76.0,Y40-59,SE,Szwecja,C,Sweden
2019-09-09,2019,187.0,Y40-59,RS,Serbia,C,Serbia
2019-09-09,2019,567.0,Y40-59,RO,Rumunia,C,Romania
2019-09-09,2019,825.0,Y40-59,PL,Polska,C,Poland
2019-09-09,2019,194.0,Y40-59,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,19.0,Y20-39,PL21,małopolskie,W,
2019-09-09,2019,118.0,Y40-59,AT,Austria,C,Austria
2019-09-09,2019,22.0,Y20-39,EL,Grecja,C,Greece
2019-09-09,2019,8.0,Y20-39,EE,Estonia,C,Estonia
2019-09-09,2019,9.0,Y20-39,DK,Dania,C,Denmark
2019-09-09,2019,191.0,Y20-39,GE,Niemcy,C,Germany
2019-09-09,2019,30.0,Y20-39,CZ,Czechy,C,Czech Republic
2019-09-09,2019,0.0,Y20-39,CY,Cypr,C,Cyprus
2019-09-09,2019,14.0,Y20-39,CH,Szwajcaria,C,Switzerland
2019-09-09,2019,26.0,Y20-39,BE,Belgia,C,Belgium
2019-09-09,2019,16.0,Y20-39,AT,Austria,C,Austria
2019-09-09,2019,5.0,Y20-39,AL,Albania,C,Albania
2019-09-09,2019,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,0.0,UNK,SK,Słowacja,C,Slovakia
2019-09-09,2019,0.0,UNK,SI,Słowenia,C,Slovenia
2019-09-09,2019,0.0,UNK,SE,Szwecja,C,Sweden
2019-09-09,2019,0.0,UNK,RS,Serbia,C,Serbia
2019-09-09,2019,0.0,UNK,RO,Rumunia,C,Romania
2019-09-09,2019,0.0,UNK,PT,Portugalia,C,Portugal
2019-09-09,2019,0.0,UNK,PL,Polska,C,Poland
2019-09-09,2019,160.0,Y40-59,BE,Belgia,C,Belgium
2019-09-09,2019,76.0,Y20-39,ES,Hiszpania,C,Spain
2019-09-09,2019,21.0,Y20-39,FI,Finlandia,C,Finland
2019-09-09,2019,31.0,Y20-39,BG,Bułgaria,C,Bulgaria
2019-09-09,2019,21.0,Y20-39,HR,Chorwacja,C,Croatia
2019-09-09,2019,198.0,Y20-39,UK,Wielka Brytania,C,United Kingdom
2019-09-09,2019,178.0,Y20-39,FR,Francja,C,France
2019-09-09,2019,26.0,Y20-39,SK,Słowacja,C,Slovakia
2019-09-09,2019,6.0,Y20-39,SI,Słowenia,C,Slovenia
2019-09-09,2019,15.0,Y20-39,SE,Szwecja,C,Sweden
2019-09-09,2019,22.0,Y20-39,RS,Serbia,C,Serbia
2019-09-09,2019,28.0,Y20-39,PT,Portugalia,C,Portugal
2019-09-09,2019,183.0,Y20-39,PL,Polska,C,Poland
2019-09-09,2019,14.0,Y20-39,NO,Norwegia,C,Norway
2019-09-09,2019,34.0,Y20-39,NL,Holandia,C,Netherlands
2019-09-09,2019,88.0,Y20-39,RO,Rumunia,C,Romania
2019-09-09,2019,39.0,Y40-59,AL,Albania,C,Albania
2019-09-09,2019,32.0,Y20-39,HU,Węgry,C,Hungary
2019-09-09,2019,2.0,Y20-39,MT,Malta,C,Malta
2019-09-09,2019,87.0,Y20-39,IT,Włochy,C,Italy
2019-09-09,2019,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2019-09-09,2019,1.0,Y20-39,IS,Islandia,C,Iceland
2019-09-09,2019,1.0,Y20-39,LU,Luksemburg,C,Luxembourg
2019-09-09,2019,17.0,Y20-39,LV,Łotwa,C,Latvia
2019-09-09,2019,2.0,Y20-39,ME,Montegegro,C,Montegegro
2019-09-09,2019,13.0,Y20-39,LT,Litwa,C,Lithuania
2019-09-16,2019,124.0,Y40-59,PL22,śląskie,W,
2019-09-16,2019,14.0,Y20-39,PL71,łódzkie,W,
2019-09-16,2019,7.0,Y20-39,PL72,świętokrzyskie,W,
2019-09-16,2019,6.0,Y20-39,PL81,lubelskie,W,
2019-09-16,2019,11.0,Y20-39,PL82,podkarpackie,W,
2019-09-16,2019,7.0,Y20-39,PL84,podlaskie,W,
2019-09-16,2019,23.0,Y20-39,PL9,mazowieckie,W,
2019-09-16,2019,74.0,Y40-59,PL21,małopolskie,W,
2019-09-16,2019,76.0,Y40-59,PL41,wielkopolskie,W,
2019-09-16,2019,39.0,Y40-59,PL72,świętokrzyskie,W,
2019-09-16,2019,32.0,Y40-59,PL43,lubuskie,W,
2019-09-16,2019,71.0,Y40-59,PL51,dolnośląskie,W,
2019-09-16,2019,13.0,Y40-59,PL52,opolskie,W,
2019-09-16,2019,43.0,Y40-59,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,45.0,Y40-59,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,49.0,Y40-59,PL63,pomorskie,W,
2019-09-16,2019,69.0,Y40-59,PL71,łódzkie,W,
2019-09-16,2019,46.0,Y40-59,PL81,lubelskie,W,
2019-09-16,2019,9.0,Y20-39,PL63,pomorskie,W,
2019-09-16,2019,35.0,Y40-59,PL42,zachodniopomorskie,W,
2019-09-16,2019,10.0,Y20-39,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,0.0,UNK,PL42,zachodniopomorskie,W,
2019-09-16,2019,2.0,Y20-39,PL52,opolskie,W,
2019-09-16,2019,0.0,UNK,PL22,śląskie,W,
2019-09-16,2019,0.0,UNK,PL41,wielkopolskie,W,
2019-09-16,2019,53.0,Y40-59,PL82,podkarpackie,W,
2019-09-16,2019,0.0,UNK,PL43,lubuskie,W,
2019-09-16,2019,0.0,UNK,PL51,dolnośląskie,W,
2019-09-16,2019,0.0,UNK,PL52,opolskie,W,
2019-09-16,2019,0.0,UNK,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,0.0,UNK,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,0.0,UNK,PL63,pomorskie,W,
2019-09-16,2019,0.0,UNK,PL71,łódzkie,W,
2019-09-16,2019,0.0,UNK,PL72,świętokrzyskie,W,
2019-09-16,2019,0.0,UNK,PL81,lubelskie,W,
2019-09-16,2019,0.0,UNK,PL82,podkarpackie,W,
2019-09-16,2019,0.0,UNK,PL84,podlaskie,W,
2019-09-16,2019,0.0,UNK,PL9,mazowieckie,W,
2019-09-16,2019,9.0,Y20-39,PL21,małopolskie,W,
2019-09-16,2019,21.0,Y20-39,PL22,śląskie,W,
2019-09-16,2019,16.0,Y20-39,PL41,wielkopolskie,W,
2019-09-16,2019,7.0,Y20-39,PL42,zachodniopomorskie,W,
2019-09-16,2019,9.0,Y20-39,PL43,lubuskie,W,
2019-09-16,2019,18.0,Y20-39,PL51,dolnośląskie,W,
2019-09-16,2019,7.0,Y20-39,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,29.0,Y40-59,PL84,podlaskie,W,
2019-09-16,2019,238.0,Y_GE80,PL51,dolnośląskie,W,
2019-09-16,2019,195.0,Y60-79,PL21,małopolskie,W,
2019-09-16,2019,94.0,Y_GE80,PL72,świętokrzyskie,W,
2019-09-16,2019,179.0,Y_GE80,PL81,lubelskie,W,
2019-09-16,2019,154.0,Y_GE80,PL82,podkarpackie,W,
