location,geo_type,transportation_type,country,date,mobility
Katowice,city,walking,Polska,2020-05-22,72.25
Katowice,city,driving,Polska,2020-05-23,67.51
Katowice,city,walking,Polska,2020-05-23,69.47
Katowice,city,driving,Polska,2020-05-24,67.53
Katowice,city,walking,Polska,2020-05-24,64.0
Katowice,city,driving,Polska,2020-05-25,84.61
Katowice,city,walking,Polska,2020-05-25,57.25
Katowice,city,driving,Polska,2020-05-26,92.01
Katowice,city,walking,Polska,2020-05-26,70.59
Katowice,city,driving,Polska,2020-05-27,95.91
Katowice,city,walking,Polska,2020-05-27,82.9
Katowice,city,driving,Polska,2020-05-28,94.69
Katowice,city,walking,Polska,2020-05-28,75.23
Katowice,city,driving,Polska,2020-05-29,95.56
Katowice,city,walking,Polska,2020-05-29,78.21
Katowice,city,driving,Polska,2020-05-30,70.74
Katowice,city,walking,Polska,2020-05-30,64.24
Katowice,city,driving,Polska,2020-05-31,68.83
Katowice,city,walking,Polska,2020-05-31,50.51
Katowice,city,driving,Polska,2020-06-01,97.59
Katowice,city,walking,Polska,2020-06-01,88.96
Katowice,city,driving,Polska,2020-06-02,91.44
Katowice,city,walking,Polska,2020-06-02,77.14
Katowice,city,driving,Polska,2020-06-03,99.12
Katowice,city,walking,Polska,2020-06-03,89.94
Katowice,city,driving,Polska,2020-06-04,100.75
Katowice,city,walking,Polska,2020-06-04,96.68
Katowice,city,driving,Polska,2020-06-05,106.96
Katowice,city,walking,Polska,2020-06-05,79.53
Katowice,city,driving,Polska,2020-06-06,88.0
Katowice,city,walking,Polska,2020-06-06,85.34
Katowice,city,driving,Polska,2020-06-07,81.71
Katowice,city,walking,Polska,2020-06-07,67.27
Katowice,city,driving,Polska,2020-06-08,94.7
Katowice,city,walking,Polska,2020-06-08,78.16
Katowice,city,driving,Polska,2020-06-09,102.28
Katowice,city,walking,Polska,2020-06-09,92.28
Katowice,city,driving,Polska,2020-06-10,119.18
Katowice,city,walking,Polska,2020-06-10,90.96
Katowice,city,driving,Polska,2020-06-11,92.18
Katowice,city,walking,Polska,2020-06-11,74.89
Katowice,city,driving,Polska,2020-06-12,101.72
Katowice,city,walking,Polska,2020-06-12,89.25
Katowice,city,driving,Polska,2020-06-13,88.0
Katowice,city,walking,Polska,2020-06-13,78.21
Katowice,city,driving,Polska,2020-06-14,108.08
Katowice,city,walking,Polska,2020-06-14,81.09
Katowice,city,driving,Polska,2020-06-15,109.73
Katowice,city,walking,Polska,2020-06-15,97.51
Katowice,city,driving,Polska,2020-06-16,108.19
Katowice,city,walking,Polska,2020-06-16,98.63
Katowice,city,driving,Polska,2020-06-17,109.24
Katowice,city,walking,Polska,2020-06-17,86.03
Katowice,city,driving,Polska,2020-06-18,112.34
Katowice,city,walking,Polska,2020-06-18,90.18
Katowice,city,driving,Polska,2020-06-19,121.34
Katowice,city,walking,Polska,2020-06-19,97.9
Katowice,city,driving,Polska,2020-06-20,90.26
Katowice,city,walking,Polska,2020-06-20,74.16
Katowice,city,driving,Polska,2020-06-21,87.61
Katowice,city,walking,Polska,2020-06-21,74.26
Katowice,city,driving,Polska,2020-06-22,110.88
Katowice,city,walking,Polska,2020-06-22,95.21
Katowice,city,driving,Polska,2020-06-23,111.09
Katowice,city,walking,Polska,2020-06-23,110.55
Katowice,city,driving,Polska,2020-06-24,113.22
Katowice,city,walking,Polska,2020-06-24,103.18
Katowice,city,driving,Polska,2020-06-25,121.02
Katowice,city,walking,Polska,2020-06-25,116.81
Katowice,city,driving,Polska,2020-06-26,123.65
Katowice,city,walking,Polska,2020-06-26,105.67
Katowice,city,driving,Polska,2020-06-27,107.25
Katowice,city,walking,Polska,2020-06-27,107.38
Katowice,city,driving,Polska,2020-06-28,113.6
Katowice,city,walking,Polska,2020-06-28,95.02
Katowice,city,driving,Polska,2020-06-29,126.38
Katowice,city,walking,Polska,2020-06-29,97.61
Katowice,city,driving,Polska,2020-06-30,135.17
Katowice,city,walking,Polska,2020-06-30,136.25
Katowice,city,driving,Polska,2020-07-01,129.99
Katowice,city,walking,Polska,2020-07-01,124.43
Katowice,city,driving,Polska,2020-07-02,131.81
Katowice,city,walking,Polska,2020-07-02,112.07
Katowice,city,driving,Polska,2020-07-03,134.99
Katowice,city,walking,Polska,2020-07-03,111.24
Katowice,city,driving,Polska,2020-07-04,113.52
Katowice,city,walking,Polska,2020-07-04,112.7
Katowice,city,driving,Polska,2020-07-05,117.62
Katowice,city,walking,Polska,2020-07-05,102.88
Katowice,city,driving,Polska,2020-07-06,125.78
Katowice,city,walking,Polska,2020-07-06,112.46
Katowice,city,driving,Polska,2020-07-07,123.69
Katowice,city,walking,Polska,2020-07-07,111.68
Katowice,city,driving,Polska,2020-07-08,124.2
Katowice,city,walking,Polska,2020-07-08,117.98
Katowice,city,driving,Polska,2020-07-09,130.07
Katowice,city,walking,Polska,2020-07-09,125.11
Katowice,city,driving,Polska,2020-07-10,141.03
Katowice,city,walking,Polska,2020-07-10,128.38
Katowice,city,driving,Polska,2020-07-11,110.62
Katowice,city,walking,Polska,2020-07-11,77.53
Katowice,city,driving,Polska,2020-07-12,115.02
Katowice,city,walking,Polska,2020-07-12,101.51
Katowice,city,driving,Polska,2020-07-13,122.56
Katowice,city,walking,Polska,2020-07-13,120.52
Katowice,city,driving,Polska,2020-07-14,130.51
Katowice,city,walking,Polska,2020-07-14,124.23
Katowice,city,driving,Polska,2020-07-15,133.72
Katowice,city,walking,Polska,2020-07-15,127.94
Katowice,city,driving,Polska,2020-07-16,132.44
Katowice,city,walking,Polska,2020-07-16,117.39
Katowice,city,driving,Polska,2020-07-17,133.72
Katowice,city,walking,Polska,2020-07-17,115.29
Katowice,city,driving,Polska,2020-07-18,120.17
Katowice,city,walking,Polska,2020-07-18,98.05
Katowice,city,driving,Polska,2020-07-19,120.07
Katowice,city,walking,Polska,2020-07-19,91.06
Katowice,city,driving,Polska,2020-07-20,133.99
Katowice,city,walking,Polska,2020-07-20,115.88
Katowice,city,driving,Polska,2020-07-21,132.22
Katowice,city,walking,Polska,2020-07-21,117.88
Katowice,city,driving,Polska,2020-07-22,136.8
Katowice,city,walking,Polska,2020-07-22,125.74
Katowice,city,driving,Polska,2020-07-23,136.09
Katowice,city,walking,Polska,2020-07-23,120.71
Katowice,city,driving,Polska,2020-07-24,143.32
Katowice,city,walking,Polska,2020-07-24,124.08
Katowice,city,driving,Polska,2020-07-25,124.09
Katowice,city,walking,Polska,2020-07-25,118.56
Katowice,city,driving,Polska,2020-07-26,133.91
Katowice,city,walking,Polska,2020-07-26,104.49
Katowice,city,driving,Polska,2020-07-27,138.86
Katowice,city,walking,Polska,2020-07-27,135.42
Katowice,city,driving,Polska,2020-07-28,133.42
Katowice,city,walking,Polska,2020-07-28,124.43
Katowice,city,driving,Polska,2020-07-29,135.03
Katowice,city,walking,Polska,2020-07-29,118.76
Katowice,city,driving,Polska,2020-07-30,142.37
Katowice,city,walking,Polska,2020-07-30,133.66
Katowice,city,driving,Polska,2020-07-31,151.65
Katowice,city,walking,Polska,2020-07-31,127.45
Katowice,city,driving,Polska,2020-08-01,124.96
Katowice,city,walking,Polska,2020-08-01,107.47
Katowice,city,driving,Polska,2020-08-02,124.7
Katowice,city,walking,Polska,2020-08-02,100.93
Katowice,city,driving,Polska,2020-08-03,137.97
Katowice,city,walking,Polska,2020-08-03,116.12
Katowice,city,driving,Polska,2020-08-04,130.67
Katowice,city,walking,Polska,2020-08-04,116.81
Katowice,city,driving,Polska,2020-08-05,141.96
Katowice,city,walking,Polska,2020-08-05,159.26
Katowice,city,driving,Polska,2020-08-06,137.4
Katowice,city,walking,Polska,2020-08-06,136.98
Katowice,city,driving,Polska,2020-08-07,139.8
Katowice,city,walking,Polska,2020-08-07,124.91
Katowice,city,driving,Polska,2020-08-08,117.93
Katowice,city,walking,Polska,2020-08-08,103.47
Katowice,city,driving,Polska,2020-08-09,119.19
Katowice,city,walking,Polska,2020-08-09,97.41
Katowice,city,driving,Polska,2020-08-10,134.1
Katowice,city,walking,Polska,2020-08-10,118.81
Katowice,city,driving,Polska,2020-08-11,133.17
Katowice,city,walking,Polska,2020-08-11,119.44
Katowice,city,driving,Polska,2020-08-12,138.17
Katowice,city,walking,Polska,2020-08-12,133.76
Katowice,city,driving,Polska,2020-08-13,135.33
Katowice,city,walking,Polska,2020-08-13,142.26
Katowice,city,driving,Polska,2020-08-14,135.59
Katowice,city,walking,Polska,2020-08-14,132.1
Katowice,city,driving,Polska,2020-08-15,107.63
Katowice,city,walking,Polska,2020-08-15,102.74
Katowice,city,driving,Polska,2020-08-16,120.09
Katowice,city,walking,Polska,2020-08-16,110.65
Katowice,city,driving,Polska,2020-08-17,130.96
Katowice,city,walking,Polska,2020-08-17,115.44
Katowice,city,driving,Polska,2020-08-18,125.67
Katowice,city,walking,Polska,2020-08-18,121.89
Katowice,city,driving,Polska,2020-08-19,130.67
Katowice,city,walking,Polska,2020-08-19,125.26
Katowice,city,driving,Polska,2020-08-20,133.04
Katowice,city,walking,Polska,2020-08-20,127.55
Katowice,city,driving,Polska,2020-08-21,139.64
Katowice,city,walking,Polska,2020-08-21,147.48
Katowice,city,driving,Polska,2020-08-22,110.28
Katowice,city,walking,Polska,2020-08-22,102.1
Katowice,city,driving,Polska,2020-08-23,112.18
Katowice,city,walking,Polska,2020-08-23,111.04
Katowice,city,driving,Polska,2020-08-24,128.09
Katowice,city,walking,Polska,2020-08-24,137.76
Katowice,city,driving,Polska,2020-08-25,134.57
Katowice,city,walking,Polska,2020-08-25,157.65
Katowice,city,driving,Polska,2020-08-26,139.5
Katowice,city,walking,Polska,2020-08-26,161.02
Katowice,city,driving,Polska,2020-08-27,136.04
Katowice,city,walking,Polska,2020-08-27,158.33
Katowice,city,driving,Polska,2020-08-28,140.34
Katowice,city,walking,Polska,2020-08-28,154.62
Katowice,city,driving,Polska,2020-08-29,111.34
Katowice,city,walking,Polska,2020-08-29,123.6
Katowice,city,driving,Polska,2020-08-30,119.72
Katowice,city,walking,Polska,2020-08-30,121.35
Katowice,city,driving,Polska,2020-08-31,129.62
Katowice,city,walking,Polska,2020-08-31,142.75
Katowice,city,driving,Polska,2020-09-01,129.28
Katowice,city,walking,Polska,2020-09-01,133.81
Katowice,city,driving,Polska,2020-09-02,126.47
Katowice,city,walking,Polska,2020-09-02,148.8
Katowice,city,driving,Polska,2020-09-03,130.12
Katowice,city,walking,Polska,2020-09-03,145.14
Katowice,city,driving,Polska,2020-09-04,133.44
Katowice,city,walking,Polska,2020-09-04,155.59
Katowice,city,driving,Polska,2020-09-05,110.36
Katowice,city,walking,Polska,2020-09-05,132.73
Katowice,city,driving,Polska,2020-09-06,108.5
Katowice,city,walking,Polska,2020-09-06,109.53
Katowice,city,driving,Polska,2020-09-07,126.65
Katowice,city,walking,Polska,2020-09-07,136.1
Katowice,city,driving,Polska,2020-09-08,127.72
Katowice,city,walking,Polska,2020-09-08,136.79
Katowice,city,driving,Polska,2020-09-09,128.55
Katowice,city,walking,Polska,2020-09-09,135.91
Katowice,city,driving,Polska,2020-09-10,131.69
Katowice,city,walking,Polska,2020-09-10,142.75
Katowice,city,driving,Polska,2020-09-11,145.68
Katowice,city,walking,Polska,2020-09-11,151.59
Katowice,city,driving,Polska,2020-09-12,119.34
Katowice,city,walking,Polska,2020-09-12,140.11
Katowice,city,driving,Polska,2020-09-13,115.17
Katowice,city,walking,Polska,2020-09-13,118.47
Katowice,city,driving,Polska,2020-09-14,121.88
Katowice,city,walking,Polska,2020-09-14,129.9
Katowice,city,driving,Polska,2020-09-15,120.99
Katowice,city,walking,Polska,2020-09-15,136.15
Katowice,city,driving,Polska,2020-09-16,131.07
Katowice,city,walking,Polska,2020-09-16,139.18
Katowice,city,driving,Polska,2020-09-17,133.07
Katowice,city,walking,Polska,2020-09-17,145.48
Katowice,city,driving,Polska,2020-09-18,147.58
Katowice,city,walking,Polska,2020-09-18,156.47
Katowice,city,driving,Polska,2020-09-19,112.43
Katowice,city,walking,Polska,2020-09-19,123.99
Katowice,city,driving,Polska,2020-09-20,104.43
Katowice,city,walking,Polska,2020-09-20,108.4
Katowice,city,driving,Polska,2020-09-21,119.28
Katowice,city,walking,Polska,2020-09-21,134.49
Katowice,city,driving,Polska,2020-09-22,121.19
Katowice,city,walking,Polska,2020-09-22,131.46
Katowice,city,driving,Polska,2020-09-23,117.94
Katowice,city,walking,Polska,2020-09-23,133.9
Katowice,city,driving,Polska,2020-09-24,115.47
Katowice,city,walking,Polska,2020-09-24,130.53
Katowice,city,driving,Polska,2020-09-25,128.44
Katowice,city,walking,Polska,2020-09-25,165.71
Katowice,city,driving,Polska,2020-09-26,107.0
Katowice,city,walking,Polska,2020-09-26,157.5
Katowice,city,driving,Polska,2020-09-27,96.43
Katowice,city,walking,Polska,2020-09-27,107.57
Katowice,city,driving,Polska,2020-09-28,115.42
Katowice,city,walking,Polska,2020-09-28,126.38
Katowice,city,driving,Polska,2020-09-29,111.27
Katowice,city,walking,Polska,2020-09-29,137.08
Katowice,city,driving,Polska,2020-09-30,117.91
Katowice,city,walking,Polska,2020-09-30,139.08
Katowice,city,driving,Polska,2020-10-01,118.4
Katowice,city,walking,Polska,2020-10-01,139.42
Katowice,city,driving,Polska,2020-10-02,126.12
Katowice,city,walking,Polska,2020-10-02,148.85
Katowice,city,driving,Polska,2020-10-03,102.57
Katowice,city,walking,Polska,2020-10-03,149.93
Katowice,city,driving,Polska,2020-10-04,98.82
Katowice,city,walking,Polska,2020-10-04,112.41
Katowice,city,driving,Polska,2020-10-05,109.92
Katowice,city,walking,Polska,2020-10-05,135.37
Katowice,city,driving,Polska,2020-10-06,114.51
Katowice,city,walking,Polska,2020-10-06,145.92
Katowice,city,driving,Polska,2020-10-07,105.95
Katowice,city,walking,Polska,2020-10-07,137.91
Katowice,city,driving,Polska,2020-10-08,106.31
Katowice,city,walking,Polska,2020-10-08,125.84
Katowice,city,driving,Polska,2020-10-09,113.27
Katowice,city,walking,Polska,2020-10-09,140.45
Katowice,city,driving,Polska,2020-10-10,88.16
Katowice,city,walking,Polska,2020-10-10,117.34
Katowice,city,driving,Polska,2020-10-11,81.1
Katowice,city,walking,Polska,2020-10-11,81.78
Katowice,city,driving,Polska,2020-10-12,99.73
Katowice,city,walking,Polska,2020-10-12,106.25
Katowice,city,driving,Polska,2020-10-13,99.89
Katowice,city,walking,Polska,2020-10-13,112.8
Katowice,city,driving,Polska,2020-10-14,100.83
Katowice,city,walking,Polska,2020-10-14,115.93
Katowice,city,driving,Polska,2020-10-15,95.05
Katowice,city,walking,Polska,2020-10-15,109.04
Katowice,city,driving,Polska,2020-10-16,100.94
Katowice,city,walking,Polska,2020-10-16,115.93
Katowice,city,driving,Polska,2020-10-17,76.12
Katowice,city,walking,Polska,2020-10-17,83.54
Katowice,city,driving,Polska,2020-10-18,69.06
Katowice,city,walking,Polska,2020-10-18,72.45
Katowice,city,driving,Polska,2020-10-19,86.49
Katowice,city,walking,Polska,2020-10-19,92.57
Katowice,city,driving,Polska,2020-10-20,90.97
Katowice,city,walking,Polska,2020-10-20,109.28
Katowice,city,driving,Polska,2020-10-21,85.44
Katowice,city,walking,Polska,2020-10-21,92.23
Katowice,city,driving,Polska,2020-10-22,90.86
Katowice,city,walking,Polska,2020-10-22,102.54
Katowice,city,driving,Polska,2020-10-23,91.91
Katowice,city,walking,Polska,2020-10-23,115.73
Katowice,city,driving,Polska,2020-10-24,67.52
Katowice,city,walking,Polska,2020-10-24,89.45
Katowice,city,driving,Polska,2020-10-25,67.3
Katowice,city,walking,Polska,2020-10-25,78.31
Katowice,city,driving,Polska,2020-10-26,82.34
Katowice,city,walking,Polska,2020-10-26,95.95
Katowice,city,driving,Polska,2020-10-27,79.37
Katowice,city,walking,Polska,2020-10-27,98.97
Katowice,city,driving,Polska,2020-10-28,82.7
Katowice,city,walking,Polska,2020-10-28,99.51
Katowice,city,driving,Polska,2020-10-29,78.66
Katowice,city,walking,Polska,2020-10-29,74.74
Katowice,city,driving,Polska,2020-10-30,87.56
Katowice,city,walking,Polska,2020-10-30,82.76
Katowice,city,driving,Polska,2020-10-31,63.3
Katowice,city,walking,Polska,2020-10-31,81.05
Katowice,city,driving,Polska,2020-11-01,52.84
Katowice,city,walking,Polska,2020-11-01,60.28
Katowice,city,driving,Polska,2020-11-02,76.9
Katowice,city,walking,Polska,2020-11-02,76.11
Katowice,city,driving,Polska,2020-11-03,77.0
Katowice,city,walking,Polska,2020-11-03,78.99
Katowice,city,driving,Polska,2020-11-04,76.74
Katowice,city,walking,Polska,2020-11-04,79.53
Katowice,city,driving,Polska,2020-11-05,77.43
Katowice,city,walking,Polska,2020-11-05,74.35
Katowice,city,driving,Polska,2020-11-06,85.93
Katowice,city,walking,Polska,2020-11-06,90.23
Katowice,city,driving,Polska,2020-11-07,65.21
Katowice,city,walking,Polska,2020-11-07,81.29
Katowice,city,driving,Polska,2020-11-08,58.86
Katowice,city,walking,Polska,2020-11-08,57.79
Katowice,city,driving,Polska,2020-11-09,70.4
Katowice,city,walking,Polska,2020-11-09,77.43
Katowice,city,driving,Polska,2020-11-10,76.61
Katowice,city,walking,Polska,2020-11-10,87.74
Katowice,city,driving,Polska,2020-11-11,57.54
Katowice,city,walking,Polska,2020-11-11,56.52
Katowice,city,driving,Polska,2020-11-12,74.32
Katowice,city,walking,Polska,2020-11-12,74.5
Katowice,city,driving,Polska,2020-11-13,78.61
Katowice,city,walking,Polska,2020-11-13,83.34
Katowice,city,driving,Polska,2020-11-14,65.61
Katowice,city,walking,Polska,2020-11-14,68.25
Katowice,city,driving,Polska,2020-11-15,63.23
Katowice,city,walking,Polska,2020-11-15,61.16
Katowice,city,driving,Polska,2020-11-16,73.14
Katowice,city,walking,Polska,2020-11-16,83.59
Katowice,city,driving,Polska,2020-11-17,75.72
Katowice,city,walking,Polska,2020-11-17,85.69
Katowice,city,driving,Polska,2020-11-18,77.31
Katowice,city,walking,Polska,2020-11-18,78.99
Katowice,city,driving,Polska,2020-11-19,79.01
Katowice,city,walking,Polska,2020-11-19,82.32
Katowice,city,driving,Polska,2020-11-20,81.76
Katowice,city,walking,Polska,2020-11-20,78.99
Katowice,city,driving,Polska,2020-11-21,66.69
Katowice,city,walking,Polska,2020-11-21,73.23
Katowice,city,driving,Polska,2020-11-22,57.07
Katowice,city,walking,Polska,2020-11-22,50.07
Katowice,city,driving,Polska,2020-11-23,74.29
Katowice,city,walking,Polska,2020-11-23,76.16
Katowice,city,driving,Polska,2020-11-24,75.28
Katowice,city,walking,Polska,2020-11-24,74.26
Katowice,city,driving,Polska,2020-11-25,78.51
Katowice,city,walking,Polska,2020-11-25,74.45
Katowice,city,driving,Polska,2020-11-26,77.45
Katowice,city,walking,Polska,2020-11-26,72.89
Katowice,city,driving,Polska,2020-11-27,81.77
Katowice,city,walking,Polska,2020-11-27,82.41
Katowice,city,driving,Polska,2020-11-28,69.64
Katowice,city,walking,Polska,2020-11-28,75.92
Katowice,city,driving,Polska,2020-11-29,55.26
Katowice,city,walking,Polska,2020-11-29,53.1
Katowice,city,driving,Polska,2020-11-30,78.98
Katowice,city,walking,Polska,2020-11-30,76.99
Katowice,city,driving,Polska,2020-12-01,77.9
Katowice,city,walking,Polska,2020-12-01,81.39
Katowice,city,driving,Polska,2020-12-02,78.29
Katowice,city,walking,Polska,2020-12-02,71.62
Katowice,city,driving,Polska,2020-12-03,81.48
Katowice,city,walking,Polska,2020-12-03,76.6
Katowice,city,driving,Polska,2020-12-04,89.99
Katowice,city,walking,Polska,2020-12-04,89.15
Katowice,city,driving,Polska,2020-12-05,72.22
Katowice,city,walking,Polska,2020-12-05,79.38
Katowice,city,driving,Polska,2020-12-06,64.41
Katowice,city,walking,Polska,2020-12-06,60.87
Katowice,city,driving,Polska,2020-12-07,79.83
Katowice,city,walking,Polska,2020-12-07,72.89
Katowice,city,driving,Polska,2020-12-08,80.4
Katowice,city,walking,Polska,2020-12-08,81.73
Katowice,city,driving,Polska,2020-12-09,82.17
Katowice,city,walking,Polska,2020-12-09,76.55
Katowice,city,driving,Polska,2020-12-10,86.6
Katowice,city,walking,Polska,2020-12-10,82.85
Katowice,city,driving,Polska,2020-12-11,90.55
Katowice,city,walking,Polska,2020-12-11,86.37
Katowice,city,driving,Polska,2020-12-12,73.45
Katowice,city,walking,Polska,2020-12-12,80.46
Katowice,city,driving,Polska,2020-12-13,63.58
Katowice,city,walking,Polska,2020-12-13,56.28
Katowice,city,driving,Polska,2020-12-14,84.08
Katowice,city,walking,Polska,2020-12-14,89.84
Katowice,city,driving,Polska,2020-12-15,85.37
Katowice,city,walking,Polska,2020-12-15,87.45
Katowice,city,driving,Polska,2020-12-16,85.11
Katowice,city,walking,Polska,2020-12-16,92.57
Katowice,city,driving,Polska,2020-12-17,89.01
Katowice,city,walking,Polska,2020-12-17,92.18
Katowice,city,driving,Polska,2020-12-18,95.59
Katowice,city,walking,Polska,2020-12-18,85.0
Katowice,city,driving,Polska,2020-12-19,75.93
Katowice,city,walking,Polska,2020-12-19,73.82
Katowice,city,driving,Polska,2020-12-20,66.5
Katowice,city,walking,Polska,2020-12-20,59.65
Katowice,city,driving,Polska,2020-12-21,93.89
Katowice,city,walking,Polska,2020-12-21,86.66
Katowice,city,driving,Polska,2020-12-22,93.99
Katowice,city,walking,Polska,2020-12-22,82.8
Katowice,city,driving,Polska,2020-12-23,91.02
Katowice,city,walking,Polska,2020-12-23,82.02
Katowice,city,driving,Polska,2020-12-24,39.17
Katowice,city,walking,Polska,2020-12-24,39.08
Katowice,city,driving,Polska,2020-12-25,36.57
Katowice,city,walking,Polska,2020-12-25,32.29
Katowice,city,driving,Polska,2020-12-26,47.92
Katowice,city,walking,Polska,2020-12-26,43.77
Katowice,city,driving,Polska,2020-12-27,62.99
Katowice,city,walking,Polska,2020-12-27,53.88
Katowice,city,driving,Polska,2020-12-28,79.59
Katowice,city,walking,Polska,2020-12-28,78.6
Katowice,city,driving,Polska,2020-12-29,79.46
Katowice,city,walking,Polska,2020-12-29,86.96
Katowice,city,driving,Polska,2020-12-30,79.71
Katowice,city,walking,Polska,2020-12-30,73.62
Katowice,city,driving,Polska,2020-12-31,58.42
Katowice,city,walking,Polska,2020-12-31,75.04
Katowice,city,driving,Polska,2021-01-01,36.65
Katowice,city,walking,Polska,2021-01-01,41.23
Katowice,city,driving,Polska,2021-01-02,58.12
Katowice,city,walking,Polska,2021-01-02,59.26
Katowice,city,driving,Polska,2021-01-03,60.34
Katowice,city,walking,Polska,2021-01-03,61.21
Katowice,city,driving,Polska,2021-01-04,76.95
Katowice,city,walking,Polska,2021-01-04,78.7
Katowice,city,driving,Polska,2021-01-05,75.63
Katowice,city,walking,Polska,2021-01-05,73.67
Katowice,city,driving,Polska,2021-01-06,57.94
Katowice,city,walking,Polska,2021-01-06,55.11
Katowice,city,driving,Polska,2021-01-07,79.95
Katowice,city,walking,Polska,2021-01-07,83.24
Katowice,city,driving,Polska,2021-01-08,84.22
Katowice,city,walking,Polska,2021-01-08,90.28
Katowice,city,driving,Polska,2021-01-09,71.32
Katowice,city,walking,Polska,2021-01-09,74.35
Katowice,city,driving,Polska,2021-01-10,66.32
Katowice,city,walking,Polska,2021-01-10,61.85
Katowice,city,driving,Polska,2021-01-11,84.76
Katowice,city,walking,Polska,2021-01-11,87.79
Katowice,city,driving,Polska,2021-01-12,81.97
Katowice,city,walking,Polska,2021-01-12,84.12
Katowice,city,driving,Polska,2021-01-13,80.14
Katowice,city,walking,Polska,2021-01-13,82.12
Katowice,city,driving,Polska,2021-01-14,80.81
Katowice,city,walking,Polska,2021-01-14,86.96
Katowice,city,driving,Polska,2021-01-15,80.19
Katowice,city,walking,Polska,2021-01-15,83.0
Katowice,city,driving,Polska,2021-01-16,68.4
Katowice,city,walking,Polska,2021-01-16,74.21
Katowice,city,driving,Polska,2021-01-17,57.27
Katowice,city,walking,Polska,2021-01-17,51.93
Katowice,city,driving,Polska,2021-01-18,78.26
Katowice,city,walking,Polska,2021-01-18,73.52
Katowice,city,driving,Polska,2021-01-19,76.66
Katowice,city,walking,Polska,2021-01-19,86.81
Katowice,city,driving,Polska,2021-01-20,76.71
Katowice,city,walking,Polska,2021-01-20,84.71
Katowice,city,driving,Polska,2021-01-21,77.97
Katowice,city,walking,Polska,2021-01-21,92.28
Katowice,city,driving,Polska,2021-01-22,86.05
Katowice,city,walking,Polska,2021-01-22,89.25
Katowice,city,driving,Polska,2021-01-23,72.12
Katowice,city,walking,Polska,2021-01-23,77.28
Katowice,city,driving,Polska,2021-01-24,60.36
Katowice,city,walking,Polska,2021-01-24,57.74
Katowice,city,driving,Polska,2021-01-25,80.99
Katowice,city,walking,Polska,2021-01-25,80.51
Katowice,city,driving,Polska,2021-01-26,79.89
Katowice,city,walking,Polska,2021-01-26,74.5
Katowice,city,driving,Polska,2021-01-27,80.76
Katowice,city,walking,Polska,2021-01-27,83.39
Katowice,city,driving,Polska,2021-01-28,79.19
Katowice,city,walking,Polska,2021-01-28,86.08
Katowice,city,driving,Polska,2021-01-29,84.68
Katowice,city,walking,Polska,2021-01-29,97.02
Katowice,city,driving,Polska,2021-01-30,68.64
Katowice,city,walking,Polska,2021-01-30,74.45
Katowice,city,driving,Polska,2021-01-31,62.88
Katowice,city,walking,Polska,2021-01-31,66.1
Katowice,city,driving,Polska,2021-02-01,76.4
Katowice,city,walking,Polska,2021-02-01,79.34
Katowice,city,driving,Polska,2021-02-02,80.39
Katowice,city,walking,Polska,2021-02-02,83.34
Katowice,city,driving,Polska,2021-02-03,81.73
Katowice,city,walking,Polska,2021-02-03,80.65
Katowice,city,driving,Polska,2021-02-04,85.38
Katowice,city,walking,Polska,2021-02-04,85.39
Katowice,city,driving,Polska,2021-02-05,90.38
Katowice,city,walking,Polska,2021-02-05,95.31
Katowice,city,driving,Polska,2021-02-06,74.19
Katowice,city,walking,Polska,2021-02-06,77.77
Katowice,city,driving,Polska,2021-02-07,66.32
Katowice,city,walking,Polska,2021-02-07,53.83
Katowice,city,driving,Polska,2021-02-08,85.63
Katowice,city,walking,Polska,2021-02-08,81.39
Katowice,city,driving,Polska,2021-02-09,79.62
Katowice,city,walking,Polska,2021-02-09,78.16
Katowice,city,driving,Polska,2021-02-10,80.07
Katowice,city,walking,Polska,2021-02-10,74.21
Katowice,city,driving,Polska,2021-02-11,80.45
Katowice,city,walking,Polska,2021-02-11,71.57
Katowice,city,driving,Polska,2021-02-12,98.27
Katowice,city,walking,Polska,2021-02-12,86.17
Katowice,city,driving,Polska,2021-02-13,75.32
Katowice,city,walking,Polska,2021-02-13,81.92
Katowice,city,driving,Polska,2021-02-14,70.21
Katowice,city,walking,Polska,2021-02-14,66.19
Katowice,city,driving,Polska,2021-02-15,86.89
Katowice,city,walking,Polska,2021-02-15,74.79
Katowice,city,driving,Polska,2021-02-16,84.19
Katowice,city,walking,Polska,2021-02-16,89.94
Katowice,city,driving,Polska,2021-02-17,85.19
Katowice,city,walking,Polska,2021-02-17,81.97
Katowice,city,driving,Polska,2021-02-18,94.78
Katowice,city,walking,Polska,2021-02-18,86.61
Katowice,city,driving,Polska,2021-02-19,95.14
Katowice,city,walking,Polska,2021-02-19,99.8
Katowice,city,driving,Polska,2021-02-20,81.02
Katowice,city,walking,Polska,2021-02-20,94.82
Katowice,city,driving,Polska,2021-02-21,75.24
Katowice,city,walking,Polska,2021-02-21,81.34
Katowice,city,driving,Polska,2021-02-22,87.96
Katowice,city,walking,Polska,2021-02-22,97.17
Katowice,city,driving,Polska,2021-02-23,90.71
Katowice,city,walking,Polska,2021-02-23,90.18
Katowice,city,driving,Polska,2021-02-24,93.85
Katowice,city,walking,Polska,2021-02-24,106.35
Katowice,city,driving,Polska,2021-02-25,96.22
Katowice,city,walking,Polska,2021-02-25,107.91
