date,reproduction_rate,location
2021-02-07,1.0168,lubuskie
2021-02-08,1.0138,lubuskie
2021-02-09,1.0039,lubuskie
2021-02-10,1.0637,lubuskie
2021-02-11,1.0411,lubuskie
2021-02-12,1.0678,lubuskie
2021-02-13,1.1023,lubuskie
2021-02-14,1.1022,lubuskie
2021-02-15,1.088,lubuskie
2021-02-16,1.1525,lubuskie
2021-02-17,1.1097,lubuskie
2021-02-18,1.213,lubuskie
2021-02-19,1.2335,lubuskie
2021-02-20,1.219,lubuskie
2021-02-21,1.2384,lubuskie
2021-02-22,1.3028,lubuskie
2021-02-23,1.2629,lubuskie
2021-02-24,1.2834,lubuskie
2021-02-25,1.2479,lubuskie
2021-02-26,1.2923,lubuskie
2021-02-27,1.3075,lubuskie
2021-02-28,1.3364,lubuskie
2021-03-01,1.2656,lubuskie
2021-03-02,1.2619,lubuskie
2021-03-03,1.2362,lubuskie
2021-03-04,1.2092,lubuskie
2021-03-05,1.2215,lubuskie
2021-03-06,1.2902,lubuskie
2021-03-07,1.2487,lubuskie
2021-03-08,1.3047,lubuskie
2021-03-09,1.3064,lubuskie
2021-03-10,1.2674,lubuskie
2021-03-11,1.2688,lubuskie
2021-03-12,1.2687,lubuskie
2021-03-13,1.216,lubuskie
2021-03-14,1.1971,lubuskie
2021-03-15,1.2047,lubuskie
2021-03-16,1.204,lubuskie
2021-03-17,1.2666,lubuskie
2021-03-18,1.2259,lubuskie
2021-03-19,1.1756,lubuskie
2021-03-20,1.1762,lubuskie
2021-03-21,1.1985,lubuskie
2021-03-22,1.2026,lubuskie
2021-03-23,1.222,lubuskie
2021-03-24,1.1928,lubuskie
2021-03-25,1.2238,lubuskie
2021-03-26,1.2123,lubuskie
2021-03-27,1.1894,lubuskie
2021-03-28,1.1474,lubuskie
2021-03-29,1.1515,lubuskie
2021-03-30,1.1309,lubuskie
2021-03-31,1.1053,lubuskie
2021-04-01,1.0574,lubuskie
2021-04-02,1.023,lubuskie
2021-04-03,0.9889,lubuskie
2021-04-04,0.9959,lubuskie
2021-04-05,0.9294,lubuskie
2021-04-06,0.8921,lubuskie
2021-04-07,0.7905,lubuskie
2021-04-08,0.7645,lubuskie
2021-04-09,0.7982,lubuskie
2021-04-10,0.8029,lubuskie
2021-04-11,0.7974,lubuskie
2021-04-12,0.8182,lubuskie
2021-04-13,0.8533,lubuskie
2021-04-14,0.9195,lubuskie
2021-04-15,0.9174,lubuskie
2021-04-16,0.8536,lubuskie
2021-04-17,0.802,lubuskie
2021-04-18,0.7669,lubuskie
2021-04-19,0.7556,lubuskie
2021-04-20,0.7358,lubuskie
2021-04-21,0.7154,lubuskie
2021-04-22,0.7052,lubuskie
2021-04-23,0.6752,lubuskie
2021-04-24,0.6724,lubuskie
2021-04-25,0.6664,lubuskie
2021-04-26,0.6415,lubuskie
2021-04-27,0.6384,lubuskie
2021-04-28,0.644,lubuskie
2021-04-29,0.6022,lubuskie
2021-04-30,0.5771,lubuskie
2021-05-01,0.5772,lubuskie
2021-05-02,0.5601,lubuskie
2021-05-03,0.5453,lubuskie
2021-05-04,0.5303,lubuskie
2021-05-05,0.4809,lubuskie
2021-05-06,0.5025,lubuskie
2021-05-07,0.6056,lubuskie
2021-05-08,0.619,lubuskie
2021-05-09,0.6443,lubuskie
2021-05-10,0.6677,lubuskie
2021-05-11,0.6944,lubuskie
2021-05-12,0.6936,lubuskie
2021-05-13,0.7075,lubuskie
2021-05-14,0.6213,lubuskie
2021-05-15,0.637,lubuskie
2021-05-16,0.6242,lubuskie
2021-05-17,0.605,lubuskie
2021-05-18,0.5858,lubuskie
2021-05-19,0.5953,lubuskie
2021-05-20,0.5421,lubuskie
2021-05-21,0.5274,lubuskie
2021-05-22,0.4724,lubuskie
2021-05-23,0.4299,lubuskie
2020-03-22,1.377,mazowieckie
2020-03-23,1.6031,mazowieckie
2020-03-24,1.7891,mazowieckie
2020-03-25,1.8303,mazowieckie
2020-03-26,1.817,mazowieckie
2020-03-27,1.693,mazowieckie
2020-03-28,2.0301,mazowieckie
2020-03-29,1.9899,mazowieckie
2020-03-30,1.829,mazowieckie
2020-03-31,1.7501,mazowieckie
2020-04-01,1.7232,mazowieckie
2020-04-02,1.9461,mazowieckie
2020-04-03,1.9283,mazowieckie
2020-04-04,1.3494,mazowieckie
2020-04-05,1.6619,mazowieckie
2020-04-06,1.7796,mazowieckie
2020-04-07,1.9263,mazowieckie
2020-04-08,1.7864,mazowieckie
2020-04-09,1.5019,mazowieckie
2020-04-10,1.4935,mazowieckie
2020-04-11,1.7083,mazowieckie
2020-04-12,1.2939,mazowieckie
2020-04-13,1.1171,mazowieckie
2020-04-14,0.7922,mazowieckie
2020-04-15,0.8417,mazowieckie
2020-04-16,0.7628,mazowieckie
2020-04-17,0.7145,mazowieckie
2020-04-18,0.6203,mazowieckie
2020-04-19,0.6959,mazowieckie
2020-04-20,0.7443,mazowieckie
2020-04-21,0.7649,mazowieckie
2020-04-22,0.7075,mazowieckie
2020-04-23,0.7855,mazowieckie
2020-04-24,0.8132,mazowieckie
2020-04-25,0.9578,mazowieckie
2020-04-26,0.9406,mazowieckie
2020-04-27,0.9221,mazowieckie
2020-04-28,0.8909,mazowieckie
2020-04-29,0.8959,mazowieckie
2020-04-30,0.7852,mazowieckie
2020-05-01,0.6787,mazowieckie
2020-05-02,0.5116,mazowieckie
2020-05-03,0.5257,mazowieckie
2020-05-04,0.6424,mazowieckie
2020-05-05,0.9129,mazowieckie
2020-05-06,0.9469,mazowieckie
2020-05-07,0.9912,mazowieckie
2020-05-08,1.0678,mazowieckie
2020-05-09,1.0966,mazowieckie
2020-05-10,1.0678,mazowieckie
2020-05-11,0.9475,mazowieckie
2020-05-12,0.7261,mazowieckie
2020-05-13,0.8136,mazowieckie
2020-05-14,0.7823,mazowieckie
2020-05-15,0.8285,mazowieckie
2020-05-16,0.7867,mazowieckie
2020-05-17,0.7879,mazowieckie
2020-05-18,0.8843,mazowieckie
2020-05-19,0.9742,mazowieckie
2020-05-20,0.9401,mazowieckie
2020-05-21,1.0532,mazowieckie
2020-05-22,1.0518,mazowieckie
2020-05-23,1.138,mazowieckie
2020-05-24,1.1215,mazowieckie
2020-05-25,1.2498,mazowieckie
2020-05-26,1.3626,mazowieckie
2020-05-27,1.2896,mazowieckie
2020-05-28,1.3068,mazowieckie
2020-05-29,1.2897,mazowieckie
2020-05-30,1.2896,mazowieckie
2020-05-31,1.3183,mazowieckie
2020-06-01,1.1814,mazowieckie
2020-06-02,0.993,mazowieckie
2020-06-03,0.964,mazowieckie
2020-06-04,0.9202,mazowieckie
2020-06-05,1.0154,mazowieckie
2020-06-06,0.9974,mazowieckie
2020-06-07,1.0014,mazowieckie
2020-06-08,1.0914,mazowieckie
2020-06-09,1.2274,mazowieckie
2020-06-10,1.3652,mazowieckie
2020-06-11,1.3227,mazowieckie
2020-06-12,1.2951,mazowieckie
2020-06-13,1.3043,mazowieckie
2020-06-14,1.3137,mazowieckie
2020-06-15,1.206,mazowieckie
2020-06-16,1.0545,mazowieckie
2020-06-17,0.9704,mazowieckie
2020-06-18,0.9489,mazowieckie
2020-06-19,1.0011,mazowieckie
2020-06-20,0.9673,mazowieckie
2020-06-21,0.9396,mazowieckie
2020-06-22,0.8887,mazowieckie
2020-06-23,0.9111,mazowieckie
2020-06-24,0.8571,mazowieckie
2020-06-25,0.8184,mazowieckie
2020-06-26,0.7396,mazowieckie
2020-06-27,0.7435,mazowieckie
2020-06-28,0.7501,mazowieckie
2020-06-29,0.7551,mazowieckie
2020-06-30,0.7189,mazowieckie
2020-07-01,0.7009,mazowieckie
2020-07-02,0.8102,mazowieckie
2020-07-03,0.8065,mazowieckie
2020-07-04,0.7847,mazowieckie
2020-07-05,0.7497,mazowieckie
2020-07-06,0.8298,mazowieckie
2020-07-07,0.7804,mazowieckie
2020-07-08,0.883,mazowieckie
2020-07-09,0.9319,mazowieckie
2020-07-10,0.8886,mazowieckie
2020-07-11,0.98,mazowieckie
2020-07-12,0.9445,mazowieckie
2020-07-13,1.1151,mazowieckie
2020-07-14,1.2004,mazowieckie
2020-07-15,1.1112,mazowieckie
2020-07-16,1.0373,mazowieckie
2020-07-17,1.0917,mazowieckie
2020-07-18,1.0203,mazowieckie
2020-07-19,1.1866,mazowieckie
2020-07-20,1.062,mazowieckie
2020-07-21,1.1722,mazowieckie
2020-07-22,1.2421,mazowieckie
2020-07-23,1.4377,mazowieckie
2020-07-24,1.3749,mazowieckie
2020-07-25,1.429,mazowieckie
2020-07-26,1.383,mazowieckie
2020-07-27,1.3293,mazowieckie
2020-07-28,1.2796,mazowieckie
2020-07-29,1.2354,mazowieckie
2020-07-30,1.1425,mazowieckie
2020-07-31,1.3091,mazowieckie
2020-08-01,1.2576,mazowieckie
2020-08-02,1.2623,mazowieckie
2020-08-03,1.2791,mazowieckie
2020-08-04,1.2116,mazowieckie
2020-08-05,1.2859,mazowieckie
2020-08-06,1.249,mazowieckie
2020-08-07,1.1948,mazowieckie
2020-08-08,1.3026,mazowieckie
2020-08-09,1.2793,mazowieckie
2020-08-10,1.188,mazowieckie
2020-08-11,1.1731,mazowieckie
2020-08-12,1.1263,mazowieckie
2020-08-13,1.1792,mazowieckie
2020-08-14,1.2136,mazowieckie
2020-08-15,1.1182,mazowieckie
2020-08-16,1.0929,mazowieckie
2020-08-17,1.2378,mazowieckie
2020-08-18,1.2374,mazowieckie
2020-08-19,1.285,mazowieckie
2020-08-20,1.145,mazowieckie
2020-08-21,1.1197,mazowieckie
2020-08-22,1.1777,mazowieckie
2020-08-23,1.1301,mazowieckie
2020-08-24,0.9709,mazowieckie
2020-08-25,1.0299,mazowieckie
2020-08-26,0.9966,mazowieckie
2020-08-27,1.0146,mazowieckie
2020-08-28,0.9905,mazowieckie
2020-08-29,0.9805,mazowieckie
2020-08-30,0.9796,mazowieckie
2020-08-31,1.0118,mazowieckie
2020-09-01,0.9962,mazowieckie
2020-09-02,1.0384,mazowieckie
2020-09-03,1.0138,mazowieckie
2020-09-04,0.9998,mazowieckie
2020-09-05,0.901,mazowieckie
2020-09-06,0.9255,mazowieckie
2020-09-07,0.857,mazowieckie
2020-09-08,0.8149,mazowieckie
2020-09-09,0.7269,mazowieckie
2020-09-10,0.7231,mazowieckie
2020-09-11,0.6988,mazowieckie
2020-09-12,0.7258,mazowieckie
2020-09-13,0.8047,mazowieckie
2020-09-14,0.8819,mazowieckie
2020-09-15,0.9833,mazowieckie
2020-09-16,1.0022,mazowieckie
2020-09-17,1.1909,mazowieckie
2020-09-18,1.1829,mazowieckie
2020-09-19,1.2028,mazowieckie
2020-09-20,1.3019,mazowieckie
2020-09-21,1.3583,mazowieckie
2020-09-22,1.3176,mazowieckie
2020-09-23,1.4143,mazowieckie
2020-09-24,1.2877,mazowieckie
2020-09-25,1.506,mazowieckie
2020-09-26,1.5107,mazowieckie
2020-09-27,1.4392,mazowieckie
2020-09-28,1.4113,mazowieckie
2020-09-29,1.404,mazowieckie
2020-09-30,1.3278,mazowieckie
2020-10-01,1.3898,mazowieckie
2020-10-02,1.2389,mazowieckie
2020-10-03,1.3131,mazowieckie
2020-10-04,1.2416,mazowieckie
2020-10-05,1.3507,mazowieckie
2020-10-06,1.4235,mazowieckie
2020-10-07,1.6064,mazowieckie
2020-10-08,1.6721,mazowieckie
2020-10-09,1.6991,mazowieckie
2020-10-10,1.8165,mazowieckie
2020-10-11,1.8454,mazowieckie
2020-10-12,1.7434,mazowieckie
2020-10-13,1.7154,mazowieckie
2020-10-14,1.7692,mazowieckie
2020-10-15,1.7934,mazowieckie
2020-10-16,1.7567,mazowieckie
2020-10-17,1.7261,mazowieckie
2020-10-18,1.8145,mazowieckie
2020-10-19,1.8004,mazowieckie
2020-10-20,1.8212,mazowieckie
2020-10-21,1.6113,mazowieckie
2020-10-22,1.5024,mazowieckie
2020-10-23,1.5845,mazowieckie
2020-10-24,1.5184,mazowieckie
2020-10-25,1.4805,mazowieckie
2020-10-26,1.5123,mazowieckie
2020-10-27,1.6556,mazowieckie
2020-10-28,1.6961,mazowieckie
2020-10-29,1.6359,mazowieckie
2020-10-30,1.6092,mazowieckie
2020-10-31,1.5783,mazowieckie
2020-11-01,1.5273,mazowieckie
2020-11-02,1.4961,mazowieckie
2020-11-03,1.3293,mazowieckie
2020-11-04,1.2791,mazowieckie
2020-11-05,1.2779,mazowieckie
2020-11-06,1.1916,mazowieckie
2020-11-07,1.1478,mazowieckie
2020-11-08,1.1123,mazowieckie
2020-11-09,1.0651,mazowieckie
2020-11-10,0.9965,mazowieckie
2020-11-11,0.948,mazowieckie
2020-11-12,0.8843,mazowieckie
2020-11-13,0.8067,mazowieckie
2020-11-14,0.804,mazowieckie
2020-11-15,0.799,mazowieckie
2020-11-16,0.8752,mazowieckie
2020-11-17,0.9106,mazowieckie
2020-11-18,1.0128,mazowieckie
2020-11-19,1.0918,mazowieckie
2020-11-20,1.1592,mazowieckie
2020-11-21,1.1745,mazowieckie
2020-11-22,1.2117,mazowieckie
2020-11-23,1.1726,mazowieckie
2020-11-24,1.0864,mazowieckie
2020-11-25,0.9614,mazowieckie
2020-11-26,0.8891,mazowieckie
2020-11-27,0.8674,mazowieckie
2020-11-28,0.8206,mazowieckie
2020-11-29,0.7697,mazowieckie
2020-11-30,0.6881,mazowieckie
2020-12-01,0.6819,mazowieckie
2020-12-02,0.7239,mazowieckie
2020-12-03,0.7615,mazowieckie
2020-12-04,0.7648,mazowieckie
2020-12-05,0.7665,mazowieckie
2020-12-06,0.7718,mazowieckie
2020-12-07,0.7799,mazowieckie
2020-12-08,0.8144,mazowieckie
2020-12-09,0.8304,mazowieckie
2020-12-10,0.8517,mazowieckie
2020-12-11,0.8829,mazowieckie
2020-12-12,0.8956,mazowieckie
2020-12-13,0.9181,mazowieckie
2020-12-14,0.9335,mazowieckie
2020-12-15,0.9202,mazowieckie
2020-12-16,0.9301,mazowieckie
2020-12-17,0.9016,mazowieckie
2020-12-18,0.8873,mazowieckie
2020-12-19,0.8906,mazowieckie
2020-12-20,0.8867,mazowieckie
2020-12-21,0.8862,mazowieckie
2020-12-22,0.9103,mazowieckie
2020-12-23,0.9324,mazowieckie
2020-12-24,1.0033,mazowieckie
2020-12-25,0.9757,mazowieckie
2020-12-26,0.9086,mazowieckie
2020-12-27,0.853,mazowieckie
2020-12-28,0.8364,mazowieckie
2020-12-29,0.8672,mazowieckie
2020-12-30,0.9096,mazowieckie
2020-12-31,0.9226,mazowieckie
2021-01-01,0.9701,mazowieckie
2021-01-02,1.0099,mazowieckie
2021-01-03,1.0547,mazowieckie
2021-01-04,1.0944,mazowieckie
2021-01-05,1.0659,mazowieckie
2021-01-06,1.0652,mazowieckie
2021-01-07,1.0193,mazowieckie
2021-01-08,0.9888,mazowieckie
2021-01-09,1.0254,mazowieckie
2021-01-10,1.0707,mazowieckie
2021-01-11,1.0511,mazowieckie
2021-01-12,1.0303,mazowieckie
2021-01-13,0.9437,mazowieckie
2021-01-14,0.9237,mazowieckie
2021-01-15,0.9009,mazowieckie
2021-01-16,0.8795,mazowieckie
2021-01-17,0.8347,mazowieckie
2021-01-18,0.828,mazowieckie
2021-01-19,0.8431,mazowieckie
2021-01-20,0.8401,mazowieckie
2021-01-21,0.8135,mazowieckie
2021-01-22,0.8253,mazowieckie
2021-01-23,0.8359,mazowieckie
2021-01-24,0.8355,mazowieckie
2021-01-25,0.8299,mazowieckie
2021-01-26,0.8293,mazowieckie
2021-01-27,0.8642,mazowieckie
2021-01-28,0.9159,mazowieckie
2021-01-29,0.9487,mazowieckie
2021-01-30,0.96,mazowieckie
2021-01-31,0.9781,mazowieckie
2021-02-01,0.9914,mazowieckie
2021-02-02,0.9958,mazowieckie
2021-02-03,1.034,mazowieckie
2021-02-04,1.0139,mazowieckie
2021-02-05,1.0107,mazowieckie
2021-02-06,1.0161,mazowieckie
2021-02-07,1.0114,mazowieckie
2021-02-08,1.0107,mazowieckie
2021-02-09,1.0131,mazowieckie
2021-02-10,1.0015,mazowieckie
2021-02-11,1.0246,mazowieckie
2021-02-12,1.0299,mazowieckie
2021-02-13,1.0431,mazowieckie
2021-02-14,1.0794,mazowieckie
2021-02-15,1.0797,mazowieckie
2021-02-16,1.1093,mazowieckie
2021-02-17,1.1445,mazowieckie
2021-02-18,1.2042,mazowieckie
2021-02-19,1.2325,mazowieckie
2021-02-20,1.2374,mazowieckie
2021-02-21,1.2485,mazowieckie
2021-02-22,1.261,mazowieckie
2021-02-23,1.2575,mazowieckie
2021-02-24,1.2805,mazowieckie
2021-02-25,1.2636,mazowieckie
2021-02-26,1.2925,mazowieckie
2021-02-27,1.336,mazowieckie
2021-02-28,1.3572,mazowieckie
2021-03-01,1.3635,mazowieckie
2021-03-02,1.3476,mazowieckie
2021-03-03,1.3502,mazowieckie
2021-03-04,1.3334,mazowieckie
2021-03-05,1.3362,mazowieckie
2021-03-06,1.2914,mazowieckie
2021-03-07,1.2972,mazowieckie
2021-03-08,1.2904,mazowieckie
2021-03-09,1.2967,mazowieckie
2021-03-10,1.222,mazowieckie
2021-03-11,1.2626,mazowieckie
2021-03-12,1.2222,mazowieckie
2021-03-13,1.2694,mazowieckie
2021-03-14,1.2591,mazowieckie
2021-03-15,1.2936,mazowieckie
2021-03-16,1.2937,mazowieckie
2021-03-17,1.3318,mazowieckie
2021-03-18,1.2944,mazowieckie
2021-03-19,1.3011,mazowieckie
2021-03-20,1.2557,mazowieckie
2021-03-21,1.233,mazowieckie
2021-03-22,1.2333,mazowieckie
2021-03-23,1.2404,mazowieckie
2021-03-24,1.2012,mazowieckie
2021-03-25,1.1908,mazowieckie
2021-03-26,1.198,mazowieckie
2021-03-27,1.2038,mazowieckie
2021-03-28,1.2024,mazowieckie
2021-03-29,1.1787,mazowieckie
2021-03-30,1.1746,mazowieckie
2021-03-31,1.1645,mazowieckie
2021-04-01,1.1233,mazowieckie
2021-04-02,1.0732,mazowieckie
2021-04-03,1.0234,mazowieckie
2021-04-04,0.983,mazowieckie
2021-04-05,0.9181,mazowieckie
2021-04-06,0.8604,mazowieckie
2021-04-07,0.7766,mazowieckie
2021-04-08,0.7815,mazowieckie
2021-04-09,0.7871,mazowieckie
2021-04-10,0.7849,mazowieckie
2021-04-11,0.7978,mazowieckie
2021-04-12,0.8439,mazowieckie
2021-04-13,0.8551,mazowieckie
2021-04-14,0.9077,mazowieckie
2021-04-15,0.859,mazowieckie
2021-04-16,0.8174,mazowieckie
2021-04-17,0.7823,mazowieckie
2021-04-18,0.7449,mazowieckie
2021-04-19,0.7286,mazowieckie
2021-04-20,0.7232,mazowieckie
2021-04-21,0.685,mazowieckie
2021-04-22,0.6544,mazowieckie
2021-04-23,0.6332,mazowieckie
2021-04-24,0.6232,mazowieckie
2021-04-25,0.6045,mazowieckie
2021-04-26,0.5855,mazowieckie
2021-04-27,0.5749,mazowieckie
2021-04-28,0.5797,mazowieckie
2021-04-29,0.5924,mazowieckie
2021-04-30,0.5838,mazowieckie
2021-05-01,0.5807,mazowieckie
2021-05-02,0.575,mazowieckie
2021-05-03,0.5802,mazowieckie
2021-05-04,0.5549,mazowieckie
2021-05-05,0.5191,mazowieckie
2021-05-06,0.5487,mazowieckie
2021-05-07,0.5826,mazowieckie
2021-05-08,0.5968,mazowieckie
2021-05-09,0.6222,mazowieckie
2021-05-10,0.6363,mazowieckie
2021-05-11,0.6782,mazowieckie
2021-05-12,0.7166,mazowieckie
2021-05-13,0.6869,mazowieckie
2021-05-14,0.6616,mazowieckie
2021-05-15,0.6539,mazowieckie
2021-05-16,0.6273,mazowieckie
2021-05-17,0.6066,mazowieckie
2021-05-18,0.5892,mazowieckie
2021-05-19,0.5704,mazowieckie
2021-05-20,0.5483,mazowieckie
2021-05-21,0.537,mazowieckie
2021-05-22,0.5172,mazowieckie
2021-05-23,0.5078,mazowieckie
2020-03-30,1.3702,małopolskie
2020-03-31,1.1731,małopolskie
2020-04-01,1.0904,małopolskie
2020-04-02,1.1065,małopolskie
2020-04-03,1.2296,małopolskie
2020-04-04,1.3986,małopolskie
2020-04-05,1.3112,małopolskie
2020-04-06,1.2498,małopolskie
2020-04-07,1.2458,małopolskie
2020-04-08,1.2873,małopolskie
2020-04-09,1.3268,małopolskie
2020-04-10,1.1942,małopolskie
2020-04-11,1.0663,małopolskie
2020-04-12,1.0596,małopolskie
2020-04-13,1.0004,małopolskie
2020-04-14,0.9827,małopolskie
2020-04-15,0.9617,małopolskie
2020-04-16,0.8452,małopolskie
2020-04-17,0.8717,małopolskie
2020-04-18,0.9062,małopolskie
2020-04-19,0.8991,małopolskie
2020-04-20,1.0367,małopolskie
2020-04-21,1.0877,małopolskie
2020-04-22,1.0937,małopolskie
2020-04-23,1.1906,małopolskie
2020-04-24,1.1728,małopolskie
2020-04-25,1.0817,małopolskie
2020-04-26,1.0345,małopolskie
2020-04-27,0.9473,małopolskie
2020-04-28,0.8489,małopolskie
2020-04-29,0.8557,małopolskie
2020-04-30,0.8122,małopolskie
2020-05-01,0.7981,małopolskie
2020-05-02,0.8089,małopolskie
2020-05-03,0.8272,małopolskie
2020-05-04,0.9421,małopolskie
2020-05-05,1.0155,małopolskie
2020-05-06,0.9322,małopolskie
2020-05-07,0.8636,małopolskie
2020-05-08,0.8652,małopolskie
2020-05-09,0.7994,małopolskie
2020-05-10,0.7643,małopolskie
2020-05-11,0.7562,małopolskie
2020-05-12,0.6391,małopolskie
2020-05-13,0.6576,małopolskie
2020-05-14,0.8368,małopolskie
2020-05-15,0.8123,małopolskie
2020-05-16,0.8017,małopolskie
2020-05-17,0.8105,małopolskie
2020-05-18,0.6382,małopolskie
2020-05-19,0.8082,małopolskie
2020-05-20,0.7326,małopolskie
2020-05-21,0.6922,małopolskie
2020-05-22,0.6334,małopolskie
2020-05-23,0.6228,małopolskie
2020-05-24,0.661,małopolskie
2020-05-25,0.6008,małopolskie
2020-05-26,0.4649,małopolskie
2020-05-27,0.4841,małopolskie
2020-05-28,0.4928,małopolskie
2020-05-29,0.6482,małopolskie
2020-05-30,0.9384,małopolskie
2020-05-31,1.0381,małopolskie
2020-06-01,1.1602,małopolskie
2020-06-02,1.2777,małopolskie
2020-06-03,1.5089,małopolskie
2020-06-04,1.6077,małopolskie
2020-06-05,1.7748,małopolskie
2020-06-06,1.6605,małopolskie
2020-06-07,1.793,małopolskie
2020-06-08,1.9221,małopolskie
2020-06-09,2.0687,małopolskie
2020-06-10,1.9212,małopolskie
2020-06-11,1.6604,małopolskie
2020-06-12,1.4038,małopolskie
2020-06-13,1.3025,małopolskie
2020-06-14,1.1092,małopolskie
2020-06-15,0.9274,małopolskie
2020-06-16,0.7023,małopolskie
2020-06-17,0.7743,małopolskie
2020-06-18,0.8145,małopolskie
2020-06-19,0.8342,małopolskie
2020-06-20,0.904,małopolskie
2020-06-21,0.9173,małopolskie
2020-06-22,0.8986,małopolskie
2020-06-23,0.8174,małopolskie
2020-06-24,0.6707,małopolskie
2020-06-25,0.7004,małopolskie
2020-06-26,0.7898,małopolskie
2020-06-27,0.6974,małopolskie
2020-06-28,0.7714,małopolskie
2020-06-29,0.8941,małopolskie
2020-06-30,1.3383,małopolskie
2020-07-01,1.4286,małopolskie
2020-07-02,1.5313,małopolskie
2020-07-03,1.4252,małopolskie
2020-07-04,1.5363,małopolskie
2020-07-05,1.4495,małopolskie
2020-07-06,1.3634,małopolskie
2020-07-07,1.0624,małopolskie
2020-07-08,1.1307,małopolskie
2020-07-09,1.1473,małopolskie
2020-07-10,1.1738,małopolskie
2020-07-11,1.2977,małopolskie
2020-07-12,1.3343,małopolskie
2020-07-13,1.4505,małopolskie
2020-07-14,1.5108,małopolskie
2020-07-15,1.5003,małopolskie
2020-07-16,1.518,małopolskie
2020-07-17,1.672,małopolskie
2020-07-18,1.5895,małopolskie
2020-07-19,1.7885,małopolskie
2020-07-20,1.6871,małopolskie
2020-07-21,1.6301,małopolskie
2020-07-22,1.5592,małopolskie
2020-07-23,1.4918,małopolskie
2020-07-24,1.4637,małopolskie
2020-07-25,1.5209,małopolskie
2020-07-26,1.3737,małopolskie
2020-07-27,1.3814,małopolskie
2020-07-28,1.3858,małopolskie
2020-07-29,1.4406,małopolskie
2020-07-30,1.4742,małopolskie
2020-07-31,1.3498,małopolskie
2020-08-01,1.2844,małopolskie
2020-08-02,1.1864,małopolskie
2020-08-03,1.1946,małopolskie
2020-08-04,1.1616,małopolskie
2020-08-05,1.1171,małopolskie
2020-08-06,1.0703,małopolskie
2020-08-07,1.1635,małopolskie
2020-08-08,1.0809,małopolskie
2020-08-09,1.1162,małopolskie
2020-08-10,1.2349,małopolskie
2020-08-11,1.1862,małopolskie
2020-08-12,1.272,małopolskie
2020-08-13,1.2516,małopolskie
2020-08-14,1.2529,małopolskie
2020-08-15,1.2444,małopolskie
2020-08-16,1.1806,małopolskie
2020-08-17,1.0401,małopolskie
2020-08-18,1.1085,małopolskie
2020-08-19,1.048,małopolskie
2020-08-20,1.0587,małopolskie
2020-08-21,1.0163,małopolskie
2020-08-22,1.0611,małopolskie
2020-08-23,1.0781,małopolskie
2020-08-24,1.0469,małopolskie
2020-08-25,1.0536,małopolskie
2020-08-26,1.0212,małopolskie
2020-08-27,1.1126,małopolskie
2020-08-28,1.0789,małopolskie
2020-08-29,0.9994,małopolskie
2020-08-30,1.0573,małopolskie
2020-08-31,1.0727,małopolskie
2020-09-01,1.0573,małopolskie
2020-09-02,1.0467,małopolskie
2020-09-03,0.8905,małopolskie
2020-09-04,0.8857,małopolskie
2020-09-05,0.8928,małopolskie
2020-09-06,0.8386,małopolskie
2020-09-07,0.8638,małopolskie
2020-09-08,0.8371,małopolskie
2020-09-09,0.7994,małopolskie
2020-09-10,0.8231,małopolskie
2020-09-11,0.8446,małopolskie
2020-09-12,0.8321,małopolskie
2020-09-13,0.8187,małopolskie
2020-09-14,0.7882,małopolskie
2020-09-15,0.8533,małopolskie
2020-09-16,0.9327,małopolskie
2020-09-17,0.9791,małopolskie
2020-09-18,0.9498,małopolskie
2020-09-19,1.0366,małopolskie
2020-09-20,1.0832,małopolskie
2020-09-21,1.1191,małopolskie
2020-09-22,1.088,małopolskie
2020-09-23,1.1074,małopolskie
2020-09-24,1.1671,małopolskie
2020-09-25,1.3262,małopolskie
2020-09-26,1.3848,małopolskie
2020-09-27,1.3886,małopolskie
2020-09-28,1.4019,małopolskie
2020-09-29,1.4051,małopolskie
2020-09-30,1.4117,małopolskie
2020-10-01,1.4251,małopolskie
2020-10-02,1.3628,małopolskie
2020-10-03,1.3068,małopolskie
2020-10-04,1.2938,małopolskie
2020-10-05,1.3215,małopolskie
2020-10-06,1.3496,małopolskie
2020-10-07,1.3963,małopolskie
2020-10-08,1.4761,małopolskie
2020-10-09,1.6202,małopolskie
2020-10-10,1.6686,małopolskie
2020-10-11,1.7956,małopolskie
2020-10-12,1.8743,małopolskie
2020-10-13,1.9643,małopolskie
2020-10-14,2.0352,małopolskie
2020-10-15,2.0053,małopolskie
2020-10-16,1.8572,małopolskie
2020-10-17,1.8277,małopolskie
2020-10-18,1.7323,małopolskie
2020-10-19,1.7031,małopolskie
2020-10-20,1.6626,małopolskie
2020-10-21,1.5449,małopolskie
2020-10-22,1.4259,małopolskie
2020-10-23,1.4109,małopolskie
2020-10-24,1.3629,małopolskie
2020-10-25,1.3378,małopolskie
2020-10-26,1.2747,małopolskie
2020-10-27,1.2681,małopolskie
2020-10-28,1.3195,małopolskie
2020-10-29,1.3314,małopolskie
2020-10-30,1.3097,małopolskie
2020-10-31,1.2828,małopolskie
2020-11-01,1.2838,małopolskie
2020-11-02,1.3061,małopolskie
2020-11-03,1.2676,małopolskie
2020-11-04,1.2192,małopolskie
2020-11-05,1.2155,małopolskie
2020-11-06,1.2508,małopolskie
