date,reproduction_rate,location
2020-03-25,1.0191,dolnośląskie
2020-03-26,0.986,dolnośląskie
2020-03-27,1.2542,dolnośląskie
2020-03-28,1.2423,dolnośląskie
2020-03-29,1.2171,dolnośląskie
2020-03-30,1.2339,dolnośląskie
2020-03-31,1.1777,dolnośląskie
2020-04-01,1.4313,dolnośląskie
2020-04-02,1.3685,dolnośląskie
2020-04-03,1.5199,dolnośląskie
2020-04-04,1.3839,dolnośląskie
2020-04-05,1.579,dolnośląskie
2020-04-06,1.4868,dolnośląskie
2020-04-07,1.563,dolnośląskie
2020-04-08,1.2211,dolnośląskie
2020-04-09,1.2993,dolnośląskie
2020-04-10,1.2496,dolnośląskie
2020-04-11,1.3113,dolnośląskie
2020-04-12,1.1219,dolnośląskie
2020-04-13,1.0783,dolnośląskie
2020-04-14,0.9492,dolnośląskie
2020-04-15,1.1049,dolnośląskie
2020-04-16,1.2203,dolnośląskie
2020-04-17,1.1824,dolnośląskie
2020-04-18,1.2898,dolnośląskie
2020-04-19,1.4527,dolnośląskie
2020-04-20,1.4965,dolnośląskie
2020-04-21,1.5545,dolnośląskie
2020-04-22,1.4225,dolnośląskie
2020-04-23,1.381,dolnośląskie
2020-04-24,1.1319,dolnośląskie
2020-04-25,1.0684,dolnośląskie
2020-04-26,0.9486,dolnośląskie
2020-04-27,1.0727,dolnośląskie
2020-04-28,1.0885,dolnośląskie
2020-04-29,1.1778,dolnośląskie
2020-04-30,1.073,dolnośląskie
2020-05-01,1.0513,dolnośląskie
2020-05-02,1.0361,dolnośląskie
2020-05-03,0.9084,dolnośląskie
2020-05-04,0.9561,dolnośląskie
2020-05-05,0.9555,dolnośląskie
2020-05-06,0.8465,dolnośląskie
2020-05-07,0.8457,dolnośląskie
2020-05-08,0.9504,dolnośląskie
2020-05-09,0.935,dolnośląskie
2020-05-10,1.1995,dolnośląskie
2020-05-11,0.9953,dolnośląskie
2020-05-12,0.9555,dolnośląskie
2020-05-13,1.0389,dolnośląskie
2020-05-14,1.0009,dolnośląskie
2020-05-15,0.9033,dolnośląskie
2020-05-16,0.8647,dolnośląskie
2020-05-17,0.5444,dolnośląskie
2020-05-18,0.7605,dolnośląskie
2020-05-19,0.787,dolnośląskie
2020-05-20,0.7216,dolnośląskie
2020-05-21,0.7242,dolnośląskie
2020-05-22,1.004,dolnośląskie
2020-05-23,1.0621,dolnośląskie
2020-05-24,1.1136,dolnośląskie
2020-05-25,0.9927,dolnośląskie
2020-05-26,0.9331,dolnośląskie
2020-05-27,1.0415,dolnośląskie
2020-05-28,1.0357,dolnośląskie
2020-05-29,0.8217,dolnośląskie
2020-05-30,0.8103,dolnośląskie
2020-05-31,0.7977,dolnośląskie
2020-06-01,0.83,dolnośląskie
2020-06-02,0.808,dolnośląskie
2020-06-03,0.6766,dolnośląskie
2020-06-04,0.6654,dolnośląskie
2020-06-05,0.6768,dolnośląskie
2020-06-06,0.6916,dolnośląskie
2020-06-07,0.6822,dolnośląskie
2020-06-08,0.6097,dolnośląskie
2020-06-09,0.6555,dolnośląskie
2020-06-10,0.6234,dolnośląskie
2020-06-11,0.6469,dolnośląskie
2020-06-12,0.5235,dolnośląskie
2020-06-13,0.5777,dolnośląskie
2020-06-14,0.5235,dolnośląskie
2020-06-15,0.4046,dolnośląskie
2020-06-16,0.4719,dolnośląskie
2020-06-17,0.9591,dolnośląskie
2020-06-18,0.9822,dolnośląskie
2020-06-19,1.1115,dolnośląskie
2020-06-20,1.0626,dolnośląskie
2020-06-21,1.0841,dolnośląskie
2020-06-22,1.1331,dolnośląskie
2020-06-23,1.1096,dolnośląskie
2020-06-24,0.7481,dolnośląskie
2020-06-25,0.7151,dolnośląskie
2020-06-26,0.8358,dolnośląskie
2020-06-27,0.7738,dolnośląskie
2020-06-28,0.7799,dolnośląskie
2020-06-29,0.7777,dolnośląskie
2020-06-30,0.7462,dolnośląskie
2020-07-01,0.6862,dolnośląskie
2020-07-02,0.7189,dolnośląskie
2020-07-03,0.518,dolnośląskie
2020-07-04,0.5046,dolnośląskie
2020-07-05,0.477,dolnośląskie
2020-07-06,0.5653,dolnośląskie
2020-07-07,0.7069,dolnośląskie
2020-07-08,0.6664,dolnośląskie
2020-07-09,0.6888,dolnośląskie
2020-07-10,0.9869,dolnośląskie
2020-07-11,0.9681,dolnośląskie
2020-07-12,1.0182,dolnośląskie
2020-07-13,0.9106,dolnośląskie
2020-07-14,0.9151,dolnośląskie
2020-07-15,1.0913,dolnośląskie
2020-07-16,1.6321,dolnośląskie
2020-07-17,1.4112,dolnośląskie
2020-07-18,1.6566,dolnośląskie
2020-07-19,1.7405,dolnośląskie
2020-07-20,2.0435,dolnośląskie
2020-07-21,1.8317,dolnośląskie
2020-07-22,1.8606,dolnośląskie
2020-07-23,1.2724,dolnośląskie
2020-07-24,1.5264,dolnośląskie
2020-07-25,1.4621,dolnośląskie
2020-07-26,1.4275,dolnośląskie
2020-07-27,1.1905,dolnośląskie
2020-07-28,1.4917,dolnośląskie
2020-07-29,1.3927,dolnośląskie
2020-07-30,1.3488,dolnośląskie
2020-07-31,1.3094,dolnośląskie
2020-08-01,1.2073,dolnośląskie
2020-08-02,1.243,dolnośląskie
2020-08-03,1.2941,dolnośląskie
2020-08-04,1.3543,dolnośląskie
2020-08-05,1.3476,dolnośląskie
2020-08-06,1.5646,dolnośląskie
2020-08-07,1.3465,dolnośląskie
2020-08-08,1.4346,dolnośląskie
2020-08-09,1.3676,dolnośląskie
2020-08-10,1.3333,dolnośląskie
2020-08-11,1.1052,dolnośląskie
2020-08-12,1.1476,dolnośląskie
2020-08-13,1.0207,dolnośląskie
2020-08-14,1.013,dolnośląskie
2020-08-15,1.1447,dolnośląskie
2020-08-16,1.1318,dolnośląskie
2020-08-17,1.1151,dolnośląskie
2020-08-18,1.1351,dolnośląskie
2020-08-19,1.1153,dolnośląskie
2020-08-20,1.0928,dolnośląskie
2020-08-21,1.1346,dolnośląskie
2020-08-22,0.9583,dolnośląskie
2020-08-23,1.0297,dolnośląskie
2020-08-24,1.0435,dolnośląskie
2020-08-25,1.0972,dolnośląskie
2020-08-26,1.0016,dolnośląskie
2020-08-27,1.0403,dolnośląskie
2020-08-28,1.0351,dolnośląskie
2020-08-29,1.0993,dolnośląskie
2020-08-30,1.0209,dolnośląskie
2020-08-31,0.967,dolnośląskie
2020-09-01,0.9275,dolnośląskie
2020-09-02,0.9236,dolnośląskie
2020-09-03,0.9147,dolnośląskie
2020-09-04,0.9143,dolnośląskie
2020-09-05,0.8168,dolnośląskie
2020-09-06,0.8155,dolnośląskie
2020-09-07,0.8012,dolnośląskie
2020-09-08,0.9521,dolnośląskie
2020-09-09,1.084,dolnośląskie
2020-09-10,1.0543,dolnośląskie
2020-09-11,1.1674,dolnośląskie
2020-09-12,1.0896,dolnośląskie
2020-09-13,1.1326,dolnośląskie
2020-09-14,1.147,dolnośląskie
2020-09-15,1.1826,dolnośląskie
2020-09-16,1.2247,dolnośląskie
2020-09-17,1.2302,dolnośląskie
2020-09-18,1.1364,dolnośląskie
2020-09-19,1.4687,dolnośląskie
2020-09-20,1.5478,dolnośląskie
2020-09-21,1.5272,dolnośląskie
2020-09-22,1.3288,dolnośląskie
2020-09-23,1.2632,dolnośląskie
2020-09-24,1.3638,dolnośląskie
2020-09-25,1.3665,dolnośląskie
2020-09-26,1.1902,dolnośląskie
2020-09-27,1.1755,dolnośląskie
2020-09-28,1.2299,dolnośląskie
2020-09-29,1.2477,dolnośląskie
2020-09-30,1.2808,dolnośląskie
2020-10-01,1.3389,dolnośląskie
2020-10-02,1.4135,dolnośląskie
2020-10-03,1.3447,dolnośląskie
2020-10-04,1.3316,dolnośląskie
2020-10-05,1.4431,dolnośląskie
2020-10-06,1.5347,dolnośląskie
2020-10-07,1.6647,dolnośląskie
2020-10-08,1.7884,dolnośląskie
2020-10-09,1.8402,dolnośląskie
2020-10-10,1.9526,dolnośląskie
2020-10-11,1.9881,dolnośląskie
2020-10-12,1.9724,dolnośląskie
2020-10-13,1.9719,dolnośląskie
2020-10-14,1.8689,dolnośląskie
2020-10-15,1.7335,dolnośląskie
2020-10-16,1.6977,dolnośląskie
2020-10-17,1.7283,dolnośląskie
2020-10-18,1.728,dolnośląskie
2020-10-19,1.733,dolnośląskie
2020-10-20,1.6817,dolnośląskie
2020-10-21,1.6262,dolnośląskie
2020-10-22,1.5947,dolnośląskie
2020-10-23,1.5563,dolnośląskie
2020-10-24,1.477,dolnośląskie
2020-10-25,1.4773,dolnośląskie
2020-10-26,1.4244,dolnośląskie
2020-10-27,1.4435,dolnośląskie
2020-10-28,1.5568,dolnośląskie
2020-10-29,1.5167,dolnośląskie
2020-10-30,1.4973,dolnośląskie
2020-10-31,1.5363,dolnośląskie
2020-11-01,1.4547,dolnośląskie
2020-11-02,1.4603,dolnośląskie
2020-11-03,1.5659,dolnośląskie
2020-11-04,1.6286,dolnośląskie
2020-11-05,1.747,dolnośląskie
2020-11-06,1.8056,dolnośląskie
2020-11-07,1.7559,dolnośląskie
2020-11-08,1.825,dolnośląskie
2020-11-09,1.8381,dolnośląskie
2020-11-10,1.6871,dolnośląskie
2020-11-11,1.544,dolnośląskie
2020-11-12,1.3722,dolnośląskie
2020-11-13,1.3138,dolnośląskie
2020-11-14,1.3154,dolnośląskie
2020-11-15,1.2868,dolnośląskie
2020-11-16,1.254,dolnośląskie
2020-11-17,1.1968,dolnośląskie
2020-11-18,1.1206,dolnośląskie
2020-11-19,1.1026,dolnośląskie
2020-11-20,0.9997,dolnośląskie
2020-11-21,0.9289,dolnośląskie
2020-11-22,0.8658,dolnośląskie
2020-11-23,0.8254,dolnośląskie
2020-11-24,0.7437,dolnośląskie
2020-11-25,0.6748,dolnośląskie
2020-11-26,0.6576,dolnośląskie
2020-11-27,0.6749,dolnośląskie
2020-11-28,0.6947,dolnośląskie
2020-11-29,0.6994,dolnośląskie
2020-11-30,0.6661,dolnośląskie
2020-12-01,0.6643,dolnośląskie
2020-12-02,0.6969,dolnośląskie
2020-12-03,0.701,dolnośląskie
2020-12-04,0.6823,dolnośląskie
2020-12-05,0.662,dolnośląskie
2020-12-06,0.6515,dolnośląskie
2020-12-07,0.6479,dolnośląskie
2020-12-08,0.6594,dolnośląskie
2020-12-09,0.6983,dolnośląskie
2020-12-10,0.7634,dolnośląskie
2020-12-11,0.7892,dolnośląskie
2020-12-12,0.7823,dolnośląskie
2020-12-13,0.8034,dolnośląskie
2020-12-14,0.8079,dolnośląskie
2020-12-15,0.8194,dolnośląskie
2020-12-16,0.8099,dolnośląskie
2020-12-17,0.7824,dolnośląskie
2020-12-18,0.7942,dolnośląskie
2020-12-19,0.8004,dolnośląskie
2020-12-20,0.818,dolnośląskie
2020-12-21,0.8162,dolnośląskie
2020-12-22,0.8112,dolnośląskie
2020-12-23,0.8296,dolnośląskie
2020-12-24,0.8738,dolnośląskie
2020-12-25,0.8418,dolnośląskie
2020-12-26,0.7703,dolnośląskie
2020-12-27,0.7071,dolnośląskie
2020-12-28,0.6941,dolnośląskie
2020-12-29,0.7318,dolnośląskie
2020-12-30,0.8122,dolnośląskie
2020-12-31,0.8764,dolnośląskie
2021-01-01,0.9446,dolnośląskie
2021-01-02,0.9836,dolnośląskie
2021-01-03,1.0121,dolnośląskie
2021-01-04,1.0143,dolnośląskie
2021-01-05,1.0416,dolnośląskie
2021-01-06,1.0114,dolnośląskie
2021-01-07,0.9567,dolnośląskie
2021-01-08,0.9114,dolnośląskie
2021-01-09,0.9732,dolnośląskie
2021-01-10,1.0399,dolnośląskie
2021-01-11,1.0726,dolnośląskie
2021-01-12,1.0157,dolnośląskie
2021-01-13,0.9645,dolnośląskie
2021-01-14,0.9181,dolnośląskie
2021-01-15,0.9359,dolnośląskie
2021-01-16,0.9026,dolnośląskie
2021-01-17,0.8652,dolnośląskie
2021-01-18,0.8509,dolnośląskie
2021-01-19,0.8588,dolnośląskie
2021-01-20,0.8377,dolnośląskie
2021-01-21,0.907,dolnośląskie
2021-01-22,0.8833,dolnośląskie
2021-01-23,0.913,dolnośląskie
2021-01-24,0.9045,dolnośląskie
2021-01-25,0.9193,dolnośląskie
2021-01-26,0.9306,dolnośląskie
2021-01-27,0.944,dolnośląskie
2021-01-28,0.9419,dolnośląskie
2021-01-29,0.9587,dolnośląskie
2021-01-30,0.9369,dolnośląskie
2021-01-31,0.964,dolnośląskie
2021-02-01,0.9762,dolnośląskie
2021-02-02,0.9475,dolnośląskie
2021-02-03,0.9781,dolnośląskie
2021-02-04,0.9244,dolnośląskie
2021-02-05,0.9061,dolnośląskie
2021-02-06,0.9157,dolnośląskie
2021-02-07,0.9015,dolnośląskie
2021-02-08,0.8698,dolnośląskie
2021-02-09,0.8699,dolnośląskie
2021-02-10,0.8337,dolnośląskie
2021-02-11,0.8695,dolnośląskie
2021-02-12,0.9308,dolnośląskie
2021-02-13,0.9769,dolnośląskie
2021-02-14,0.9897,dolnośląskie
2021-02-15,1.0161,dolnośląskie
2021-02-16,1.0406,dolnośląskie
2021-02-17,1.1157,dolnośląskie
2021-02-18,1.1635,dolnośląskie
2021-02-19,1.2011,dolnośląskie
2021-02-20,1.2243,dolnośląskie
2021-02-21,1.258,dolnośląskie
2021-02-22,1.2727,dolnośląskie
2021-02-23,1.2781,dolnośląskie
2021-02-24,1.3086,dolnośląskie
2021-02-25,1.3522,dolnośląskie
2021-02-26,1.3758,dolnośląskie
2021-02-27,1.3818,dolnośląskie
2021-02-28,1.3974,dolnośląskie
2021-03-01,1.3933,dolnośląskie
2021-03-02,1.3755,dolnośląskie
2021-03-03,1.341,dolnośląskie
2021-03-04,1.3412,dolnośląskie
2021-03-05,1.3251,dolnośląskie
2021-03-06,1.3552,dolnośląskie
2021-03-07,1.3529,dolnośląskie
2021-03-08,1.3459,dolnośląskie
2021-03-09,1.3615,dolnośląskie
2021-03-10,1.3522,dolnośląskie
2021-03-11,1.3289,dolnośląskie
2021-03-12,1.3161,dolnośląskie
2021-03-13,1.3204,dolnośląskie
2021-03-14,1.3252,dolnośląskie
2021-03-15,1.3682,dolnośląskie
2021-03-16,1.3642,dolnośląskie
2021-03-17,1.3903,dolnośląskie
2021-03-18,1.4149,dolnośląskie
2021-03-19,1.4217,dolnośląskie
2021-03-20,1.3933,dolnośląskie
2021-03-21,1.3805,dolnośląskie
2021-03-22,1.3687,dolnośląskie
2021-03-23,1.3671,dolnośląskie
2021-03-24,1.3638,dolnośląskie
2021-03-25,1.3053,dolnośląskie
2021-03-26,1.306,dolnośląskie
2021-03-27,1.286,dolnośląskie
2021-03-28,1.2849,dolnośląskie
2021-03-29,1.3053,dolnośląskie
2021-03-30,1.3305,dolnośląskie
2021-03-31,1.3045,dolnośląskie
2021-04-01,1.2857,dolnośląskie
2021-04-02,1.2417,dolnośląskie
2021-04-03,1.1987,dolnośląskie
2021-04-04,1.178,dolnośląskie
2021-04-05,1.1046,dolnośląskie
2021-04-06,0.9942,dolnośląskie
2021-04-07,0.899,dolnośląskie
2021-04-08,0.8508,dolnośląskie
2021-04-09,0.8693,dolnośląskie
2021-04-10,0.8778,dolnośląskie
2021-04-11,0.8643,dolnośląskie
2021-04-12,0.889,dolnośląskie
2021-04-13,0.9434,dolnośląskie
2021-04-14,0.9711,dolnośląskie
2021-04-15,0.9755,dolnośląskie
2021-04-16,0.8982,dolnośląskie
2021-04-17,0.8463,dolnośląskie
2021-04-18,0.8046,dolnośląskie
2021-04-19,0.7843,dolnośląskie
2021-04-20,0.7702,dolnośląskie
2021-04-21,0.7572,dolnośląskie
2021-04-22,0.7182,dolnośląskie
2021-04-23,0.7054,dolnośląskie
2021-04-24,0.684,dolnośląskie
2021-04-25,0.6894,dolnośląskie
2021-04-26,0.6651,dolnośląskie
2021-04-27,0.657,dolnośląskie
2021-04-28,0.6582,dolnośląskie
2021-04-29,0.6537,dolnośląskie
2021-04-30,0.6238,dolnośląskie
2021-05-01,0.6442,dolnośląskie
2021-05-02,0.6338,dolnośląskie
2021-05-03,0.6333,dolnośląskie
2021-05-04,0.5975,dolnośląskie
2021-05-05,0.5634,dolnośląskie
2021-05-06,0.5747,dolnośląskie
2021-05-07,0.6143,dolnośląskie
2021-05-08,0.614,dolnośląskie
2021-05-09,0.6152,dolnośląskie
2021-05-10,0.6279,dolnośląskie
2021-05-11,0.6677,dolnośląskie
2021-05-12,0.691,dolnośląskie
2021-05-13,0.6637,dolnośląskie
2021-05-14,0.6331,dolnośląskie
2021-05-15,0.6145,dolnośląskie
2021-05-16,0.6209,dolnośląskie
2021-05-17,0.6127,dolnośląskie
2021-05-18,0.6001,dolnośląskie
2021-05-19,0.5927,dolnośląskie
2021-05-20,0.5731,dolnośląskie
2021-05-21,0.5563,dolnośląskie
2021-05-22,0.5433,dolnośląskie
2021-05-23,0.5027,dolnośląskie
2020-04-04,1.0524,kujawsko-pomorskie
2020-04-05,0.8814,kujawsko-pomorskie
2020-04-06,0.6457,kujawsko-pomorskie
2020-04-07,0.719,kujawsko-pomorskie
2020-04-08,0.7048,kujawsko-pomorskie
2020-04-09,0.6136,kujawsko-pomorskie
2020-04-10,0.6112,kujawsko-pomorskie
2020-04-11,0.6689,kujawsko-pomorskie
2020-04-12,0.7627,kujawsko-pomorskie
2020-04-13,0.8104,kujawsko-pomorskie
2020-04-14,0.7371,kujawsko-pomorskie
2020-04-15,0.7107,kujawsko-pomorskie
2020-04-16,0.7701,kujawsko-pomorskie
2020-04-17,0.9029,kujawsko-pomorskie
2020-04-18,0.8064,kujawsko-pomorskie
2020-04-19,0.6949,kujawsko-pomorskie
2020-04-20,0.7891,kujawsko-pomorskie
2020-04-21,0.9131,kujawsko-pomorskie
2020-04-22,0.9929,kujawsko-pomorskie
2020-04-23,0.9942,kujawsko-pomorskie
2020-04-24,0.8977,kujawsko-pomorskie
2020-04-25,0.82,kujawsko-pomorskie
2020-04-26,0.787,kujawsko-pomorskie
2020-04-27,0.6899,kujawsko-pomorskie
2020-04-28,1.0325,kujawsko-pomorskie
2020-04-29,1.0932,kujawsko-pomorskie
2020-04-30,1.0816,kujawsko-pomorskie
2020-05-01,1.0261,kujawsko-pomorskie
2020-05-02,1.0399,kujawsko-pomorskie
2020-05-03,1.0288,kujawsko-pomorskie
2020-05-04,0.9589,kujawsko-pomorskie
2020-05-05,0.5003,kujawsko-pomorskie
2020-05-06,0.2935,kujawsko-pomorskie
2020-05-07,0.33,kujawsko-pomorskie
2020-05-08,0.3759,kujawsko-pomorskie
2020-05-09,0.3513,kujawsko-pomorskie
2020-05-10,0.3643,kujawsko-pomorskie
2020-05-11,0.4509,kujawsko-pomorskie
2020-05-12,0.3822,kujawsko-pomorskie
2020-05-13,0.3822,kujawsko-pomorskie
2020-05-14,0.3158,kujawsko-pomorskie
2020-05-15,0.3427,kujawsko-pomorskie
2020-05-16,0.3661,kujawsko-pomorskie
2020-05-17,0.3136,kujawsko-pomorskie
2020-05-18,0.2271,kujawsko-pomorskie
2020-05-19,0.2971,kujawsko-pomorskie
2020-05-20,0.3726,kujawsko-pomorskie
2020-05-21,0.574,kujawsko-pomorskie
2020-05-22,0.5822,kujawsko-pomorskie
2020-05-23,0.609,kujawsko-pomorskie
2020-05-24,0.6878,kujawsko-pomorskie
2020-05-25,0.772,kujawsko-pomorskie
2020-05-26,0.702,kujawsko-pomorskie
2020-05-27,0.7307,kujawsko-pomorskie
2020-05-28,0.4878,kujawsko-pomorskie
2020-05-29,0.3406,kujawsko-pomorskie
2020-05-30,0.2673,kujawsko-pomorskie
2020-05-31,0.1885,kujawsko-pomorskie
2020-06-01,0.1043,kujawsko-pomorskie
2020-06-02,0.3388,kujawsko-pomorskie
2020-06-03,0.4493,kujawsko-pomorskie
2020-06-04,1.2509,kujawsko-pomorskie
2020-06-05,1.4926,kujawsko-pomorskie
2020-06-06,1.4926,kujawsko-pomorskie
2020-06-07,1.4926,kujawsko-pomorskie
2020-06-08,1.6422,kujawsko-pomorskie
2020-06-09,1.5564,kujawsko-pomorskie
2020-06-10,1.7849,kujawsko-pomorskie
2020-06-11,1.2106,kujawsko-pomorskie
2020-06-12,1.1786,kujawsko-pomorskie
2020-06-13,1.5715,kujawsko-pomorskie
2020-06-14,2.5145,kujawsko-pomorskie
2020-06-15,2.3649,kujawsko-pomorskie
2020-06-16,2.2671,kujawsko-pomorskie
2020-06-17,1.992,kujawsko-pomorskie
2020-06-18,2.3664,kujawsko-pomorskie
2020-06-19,2.2693,kujawsko-pomorskie
2020-06-20,2.0697,kujawsko-pomorskie
2020-06-21,1.2371,kujawsko-pomorskie
2020-06-22,1.2371,kujawsko-pomorskie
2020-06-23,1.1862,kujawsko-pomorskie
2020-06-24,1.0697,kujawsko-pomorskie
2020-06-25,0.9238,kujawsko-pomorskie
2020-06-26,0.8113,kujawsko-pomorskie
2020-06-27,0.8711,kujawsko-pomorskie
2020-06-28,0.8975,kujawsko-pomorskie
2020-06-29,0.8975,kujawsko-pomorskie
2020-06-30,1.058,kujawsko-pomorskie
2020-07-01,1.2166,kujawsko-pomorskie
2020-07-02,0.8594,kujawsko-pomorskie
2020-07-03,0.9109,kujawsko-pomorskie
2020-07-04,0.6578,kujawsko-pomorskie
2020-07-05,0.6534,kujawsko-pomorskie
2020-07-06,0.854,kujawsko-pomorskie
2020-07-07,0.7567,kujawsko-pomorskie
2020-07-08,0.8898,kujawsko-pomorskie
2020-07-09,0.963,kujawsko-pomorskie
2020-07-10,0.967,kujawsko-pomorskie
2020-07-11,1.0889,kujawsko-pomorskie
2020-07-12,0.9565,kujawsko-pomorskie
2020-07-13,0.7559,kujawsko-pomorskie
2020-07-14,1.201,kujawsko-pomorskie
2020-07-15,1.1677,kujawsko-pomorskie
2020-07-16,1.3149,kujawsko-pomorskie
2020-07-17,1.2593,kujawsko-pomorskie
2020-07-18,1.3483,kujawsko-pomorskie
2020-07-19,1.4964,kujawsko-pomorskie
2020-07-20,1.6928,kujawsko-pomorskie
2020-07-21,1.1845,kujawsko-pomorskie
2020-07-22,0.9831,kujawsko-pomorskie
2020-07-23,0.7205,kujawsko-pomorskie
2020-07-24,1.2752,kujawsko-pomorskie
2020-07-25,1.1953,kujawsko-pomorskie
2020-07-26,1.489,kujawsko-pomorskie
2020-07-27,1.3266,kujawsko-pomorskie
2020-07-28,1.4792,kujawsko-pomorskie
2020-07-29,1.7484,kujawsko-pomorskie
2020-07-30,1.9675,kujawsko-pomorskie
2020-07-31,1.8722,kujawsko-pomorskie
2020-08-01,1.967,kujawsko-pomorskie
2020-08-02,1.6957,kujawsko-pomorskie
2020-08-03,1.8277,kujawsko-pomorskie
2020-08-04,1.7291,kujawsko-pomorskie
2020-08-05,1.4501,kujawsko-pomorskie
2020-08-06,1.4022,kujawsko-pomorskie
2020-08-07,1.0955,kujawsko-pomorskie
2020-08-08,1.3231,kujawsko-pomorskie
2020-08-09,1.2246,kujawsko-pomorskie
2020-08-10,1.2448,kujawsko-pomorskie
2020-08-11,1.6962,kujawsko-pomorskie
2020-08-12,1.6737,kujawsko-pomorskie
2020-08-13,1.6097,kujawsko-pomorskie
2020-08-14,1.7091,kujawsko-pomorskie
2020-08-15,1.3693,kujawsko-pomorskie
2020-08-16,1.4355,kujawsko-pomorskie
2020-08-17,1.5485,kujawsko-pomorskie
2020-08-18,1.2,kujawsko-pomorskie
2020-08-19,1.2785,kujawsko-pomorskie
2020-08-20,1.304,kujawsko-pomorskie
2020-08-21,1.3188,kujawsko-pomorskie
2020-08-22,1.3431,kujawsko-pomorskie
2020-08-23,1.251,kujawsko-pomorskie
2020-08-24,1.1818,kujawsko-pomorskie
2020-08-25,1.2598,kujawsko-pomorskie
2020-08-26,1.2699,kujawsko-pomorskie
2020-08-27,1.2493,kujawsko-pomorskie
2020-08-28,1.2426,kujawsko-pomorskie
2020-08-29,1.2457,kujawsko-pomorskie
2020-08-30,1.3345,kujawsko-pomorskie
2020-08-31,1.2282,kujawsko-pomorskie
2020-09-01,1.2139,kujawsko-pomorskie
2020-09-02,1.1425,kujawsko-pomorskie
2020-09-03,1.1772,kujawsko-pomorskie
2020-09-04,0.9809,kujawsko-pomorskie
2020-09-05,0.922,kujawsko-pomorskie
2020-09-06,0.9145,kujawsko-pomorskie
2020-09-07,0.893,kujawsko-pomorskie
2020-09-08,0.7291,kujawsko-pomorskie
2020-09-09,0.7443,kujawsko-pomorskie
2020-09-10,0.7021,kujawsko-pomorskie
2020-09-11,0.7569,kujawsko-pomorskie
2020-09-12,1.1124,kujawsko-pomorskie
2020-09-13,1.1163,kujawsko-pomorskie
2020-09-14,1.1659,kujawsko-pomorskie
2020-09-15,1.2471,kujawsko-pomorskie
2020-09-16,1.3589,kujawsko-pomorskie
2020-09-17,1.2857,kujawsko-pomorskie
2020-09-18,1.4271,kujawsko-pomorskie
2020-09-19,1.1836,kujawsko-pomorskie
2020-09-20,1.1893,kujawsko-pomorskie
2020-09-21,1.1487,kujawsko-pomorskie
2020-09-22,1.0819,kujawsko-pomorskie
2020-09-23,1.1797,kujawsko-pomorskie
2020-09-24,1.2977,kujawsko-pomorskie
2020-09-25,1.8024,kujawsko-pomorskie
2020-09-26,2.0915,kujawsko-pomorskie
2020-09-27,2.1108,kujawsko-pomorskie
2020-09-28,2.3252,kujawsko-pomorskie
2020-09-29,2.4714,kujawsko-pomorskie
2020-09-30,2.2844,kujawsko-pomorskie
2020-10-01,2.3839,kujawsko-pomorskie
2020-10-02,1.9391,kujawsko-pomorskie
2020-10-03,1.593,kujawsko-pomorskie
2020-10-04,1.7238,kujawsko-pomorskie
2020-10-05,1.5175,kujawsko-pomorskie
2020-10-06,1.4718,kujawsko-pomorskie
2020-10-07,1.541,kujawsko-pomorskie
2020-10-08,1.5563,kujawsko-pomorskie
2020-10-09,1.5202,kujawsko-pomorskie
2020-10-10,1.8081,kujawsko-pomorskie
2020-10-11,1.6024,kujawsko-pomorskie
2020-10-12,1.6475,kujawsko-pomorskie
2020-10-13,1.6887,kujawsko-pomorskie
2020-10-14,1.6957,kujawsko-pomorskie
2020-10-15,1.5493,kujawsko-pomorskie
2020-10-16,1.5153,kujawsko-pomorskie
2020-10-17,1.3158,kujawsko-pomorskie
2020-10-18,1.4662,kujawsko-pomorskie
2020-10-19,1.4942,kujawsko-pomorskie
2020-10-20,1.4544,kujawsko-pomorskie
2020-10-21,1.5369,kujawsko-pomorskie
2020-10-22,1.6597,kujawsko-pomorskie
2020-10-23,1.7532,kujawsko-pomorskie
2020-10-24,1.7116,kujawsko-pomorskie
2020-10-25,1.7414,kujawsko-pomorskie
2020-10-26,1.6557,kujawsko-pomorskie
2020-10-27,1.7989,kujawsko-pomorskie
2020-10-28,1.7271,kujawsko-pomorskie
2020-10-29,1.6647,kujawsko-pomorskie
2020-10-30,1.6208,kujawsko-pomorskie
2020-10-31,1.6302,kujawsko-pomorskie
2020-11-01,1.5871,kujawsko-pomorskie
2020-11-02,1.642,kujawsko-pomorskie
2020-11-03,1.3891,kujawsko-pomorskie
2020-11-04,1.3492,kujawsko-pomorskie
2020-11-05,1.3153,kujawsko-pomorskie
2020-11-06,1.2388,kujawsko-pomorskie
2020-11-07,1.2364,kujawsko-pomorskie
2020-11-08,1.1628,kujawsko-pomorskie
2020-11-09,1.1036,kujawsko-pomorskie
2020-11-10,1.1564,kujawsko-pomorskie
2020-11-11,1.0631,kujawsko-pomorskie
2020-11-12,0.9862,kujawsko-pomorskie
2020-11-13,0.9126,kujawsko-pomorskie
2020-11-14,0.832,kujawsko-pomorskie
2020-11-15,0.8932,kujawsko-pomorskie
2020-11-16,0.8916,kujawsko-pomorskie
2020-11-17,0.8622,kujawsko-pomorskie
2020-11-18,0.8832,kujawsko-pomorskie
2020-11-19,0.8809,kujawsko-pomorskie
2020-11-20,0.9208,kujawsko-pomorskie
