JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_0811043,żarski,605,98,559,910,689,6962,2230,32,2861,Jasień,lubuskie,<20k
JPT_2008022,moniecki,227,31,152,308,194,2711,736,"27,1",912,Jasionówka,podlaskie,<20k
JPT_2211023,pucki,333,57,308,603,347,3626,1212,"33,4",1648,Jastarnia,pomorskie,<20k
JPT_0609072,lubelski,1027,285,1295,2290,1209,14351,5127,"35,7",6106,Jastków,lubelskie,<20k
JPT_3031023,złotowski,978,152,784,1394,1120,11415,3222,"28,2",4428,Jastrowie,wielkopolskie,<20k
JPT_1430022,szydłowiecki,308,48,319,551,378,5158,1079,"20,9",1604,Jastrząb,mazowieckie,<20k
JPT_1425042,radomski,379,58,534,727,524,7016,1670,"23,8",2222,Jastrzębia,mazowieckie,<20k
JPT_2467000,Jastrzębie-Zdrój,9444,1411,6956,12236,6522,88038,29255,"33,2",36569,Jastrzębie-Zdrój,śląskie,50k-100k
JPT_1805011,jasielski,3244,385,2301,4173,3039,34542,11362,"32,9",13142,Jasło,podkarpackie,20k-50k
JPT_0205011,jaworski,2251,323,1799,2904,2679,22462,8263,"36,8",9956,Jawor,dolnośląskie,20k-50k
JPT_1814042,przeworski,417,38,314,527,368,4406,1404,"31,9",1664,Jawornik Polski,podkarpackie,<20k
JPT_2402062,bielski (śląskie),777,170,784,1216,669,7443,2829,38,3616,Jaworze,śląskie,<20k
JPT_2468000,Jaworzno,8411,1607,8987,14143,9033,90368,34664,"38,4",42181,Jaworzno,śląskie,50k-100k
JPT_0219043,świdnicki (dolnośląskie),756,117,851,1282,961,10222,3076,"30,1",3967,Jaworzyna Śląska,dolnośląskie,<20k
JPT_1807102,krośnieński (podkarpackie),148,25,117,203,123,2170,486,"22,4",616,Jaśliska,podkarpackie,<20k
JPT_2008032,moniecki,358,26,264,417,311,4801,1082,"22,5",1376,Jaświły,podlaskie,<20k
JPT_1807043,krośnieński (podkarpackie),1080,93,887,1552,1126,15335,3973,"25,9",4738,Jedlicze,podkarpackie,<20k
JPT_0221021,wałbrzyski,517,73,396,648,515,4789,1809,"37,8",2149,Jedlina-Zdrój,dolnośląskie,<20k
JPT_1425052,radomski,807,153,1085,1637,1002,14623,3525,"24,1",4684,Jedlińsk,mazowieckie,<20k
JPT_1425062,radomski,803,193,1024,1593,957,12882,3486,"27,1",4570,Jedlnia-Letnisko,mazowieckie,<20k
JPT_1422042,przasnyski,420,64,450,725,437,7023,1571,"22,4",2096,Jednorożec,mazowieckie,<20k
JPT_2007013,łomżyński,345,33,243,444,315,5234,1130,"21,6",1380,Jedwabne,podlaskie,<20k
JPT_2817032,szczycieński,280,53,290,492,294,3611,1031,"28,6",1409,Jedwabno,warmińsko-mazurskie,<20k
JPT_2412032,rybnicki,260,77,436,654,326,4185,1428,"34,1",1753,Jejkowice,śląskie,<20k
JPT_0215033,oławski,1747,381,2520,3413,2579,23296,8150,35,10640,Jelcz-Laskowice,dolnośląskie,20k-50k
JPT_0261000,Jelenia Góra,9985,1394,7042,10852,9037,78335,30970,"39,5",38310,Jelenia Góra,dolnośląskie,50k-100k
JPT_2012032,suwalski,210,33,185,318,211,3156,796,"25,2",957,Jeleniewo,podlaskie,<20k
JPT_2417042,żywiecki,903,180,1050,1675,932,13210,3136,"23,7",4740,Jeleśnia,śląskie,<20k
JPT_1611022,strzelecki,494,83,573,758,477,7224,1901,"26,3",2385,Jemielnica,opolskie,<20k
JPT_0204022,górowski,232,28,178,282,250,2967,721,"24,3",970,Jemielno,dolnośląskie,<20k
JPT_0203032,głogowski,280,134,510,987,383,5347,1932,"36,1",2294,Jerzmanowa,dolnośląskie,<20k
JPT_1206042,krakowski,965,196,1171,1775,975,10955,3845,"35,1",5082,Jerzmanowice-Przeginia,małopolskie,<20k
JPT_0409022,mogileński,432,50,414,689,471,4833,1519,"31,4",2056,Jeziora Wielkie,kujawsko-pomorskie,<20k
JPT_2814063,olsztyński,548,101,551,924,709,7601,2101,"27,6",2833,Jeziorany,warmińsko-mazurskie,<20k
JPT_0608042,lubartowski,250,15,157,271,243,2722,786,"28,9",936,Jeziorzany,lubelskie,<20k
JPT_0414042,świecki,543,136,586,1003,715,8055,2071,"25,7",2983,Jeżewo,kujawsko-pomorskie,<20k
JPT_1812032,niżański,419,38,407,639,345,10100,1555,"15,4",1848,Jeżowe,podkarpackie,<20k
JPT_1021042,brzeziński,301,42,263,454,276,3328,1032,31,1336,Jeżów,łódzkie,<20k
JPT_0206062,karkonoski,477,159,598,1138,648,7548,2473,"32,8",3020,Jeżów Sudecki,dolnośląskie,<20k
JPT_1803052,dębicki,322,41,289,449,305,5310,1152,"21,7",1406,Jodłowa,podkarpackie,<20k
JPT_1207042,limanowski,543,92,640,899,524,8717,1975,"22,7",2698,Jodłownik,małopolskie,<20k
JPT_1420062,płoński,249,28,247,356,235,2650,819,"30,9",1115,Joniec,mazowieckie,<20k
JPT_2814072,olsztyński,445,180,737,1330,675,7495,2576,"34,4",3367,Jonkowo,warmińsko-mazurskie,<20k
JPT_1215011,suski,524,58,505,785,510,5152,1961,"38,1",2382,Jordanów,małopolskie,<20k
JPT_0223032,wrocławski,235,53,299,460,313,3197,1054,33,1360,Jordanów Śląski,dolnośląskie,<20k
JPT_2002052,białostocki,985,231,1425,2472,1242,16932,5617,"33,2",6355,Juchnowiec Kościelny,podlaskie,<20k
JPT_3022023,rawicki,527,95,494,823,491,7044,1746,"24,8",2430,Jutrosin,wielkopolskie,<20k
JPT_0602073,biłgorajski,619,28,358,652,522,6706,1781,"26,6",2179,Józefów,lubelskie,<20k
JPT_1417011,otwocki,2096,754,2442,3932,1973,20741,8838,"42,6",11197,Józefów,mazowieckie,20k-50k
JPT_0612023,opolski (lubelskie),580,62,340,613,525,6466,1671,"25,8",2120,Józefów nad Wisłą,lubelskie,<20k
JPT_2602023,jędrzejowski,2919,456,2771,4578,2962,27715,11018,"39,8",13686,Jędrzejów,świętokrzyskie,20k-50k
JPT_3019032,pilski,572,126,803,1190,655,7883,2247,"28,5",3346,Kaczory,wielkopolskie,<20k
JPT_1415052,ostrołęcki,525,83,619,996,658,11307,2263,20,2881,Kadzidło,mazowieckie,<20k
JPT_2413011,tarnogórski,813,145,813,1302,747,8548,3118,"36,5",3820,Kalety,śląskie,<20k
JPT_2805032,ełcki,438,45,306,590,487,6670,1524,"22,8",1866,Kalinowo,warmińsko-mazurskie,<20k
JPT_2213052,starogardzki,334,48,435,631,427,5436,1348,"24,8",1875,Kaliska,pomorskie,<20k
JPT_3061000,Kalisz,11458,1675,8768,14592,9553,99106,35790,"36,1",46046,Kalisz,wielkopolskie,50k-100k
JPT_3203033,drawski,582,152,650,992,719,7330,2161,"29,5",3095,Kalisz Pomorski,zachodniopomorskie,<20k
JPT_1218033,wadowicki,1486,311,2165,2958,1565,20022,6354,"31,7",8485,Kalwaria Zebrzydowska,małopolskie,20k-50k
JPT_1207052,limanowski,287,113,531,791,373,7883,1553,"19,7",2095,Kamienica,małopolskie,<20k
JPT_2404042,częstochowski,605,94,483,921,633,5514,2074,"37,6",2736,Kamienica Polska,śląskie,<20k
JPT_3005032,grodziski (wielkopolskie),483,111,691,836,592,6621,1748,"26,4",2713,Kamieniec,wielkopolskie,<20k
JPT_0224032,ząbkowicki,643,88,596,955,796,8003,2371,"29,6",3078,Kamieniec Ząbkowicki,dolnośląskie,<20k
JPT_0207011,kamiennogórski,2147,340,1586,2673,1941,18585,7125,"38,3",8687,Kamienna Góra,dolnośląskie,<20k
JPT_1607022,nyski,242,40,234,400,302,3407,1024,"30,1",1218,Kamiennik,opolskie,<20k
JPT_0603062,chełmski,265,53,248,514,304,4162,1021,"24,5",1384,Kamień,lubelskie,<20k
JPT_1816082,rzeszowski,300,19,275,468,280,6848,1135,"16,6",1342,Kamień,podkarpackie,<20k
JPT_0413013,sępoleński,528,98,620,870,657,6834,2261,"33,1",2773,Kamień Krajeński,kujawsko-pomorskie,<20k
JPT_3207033,kamieński,1540,211,1223,1973,1623,14217,5481,"38,6",6570,Kamień Pomorski,zachodniopomorskie,<20k
JPT_1012053,radomszczański,508,78,489,837,504,5839,1871,32,2416,Kamieńsk,łódzkie,<20k
JPT_0608052,lubartowski,435,58,393,677,437,6491,1564,"24,1",2000,Kamionka,lubelskie,<20k
JPT_1210052,nowosądecki,473,123,825,1167,558,10485,2413,23,3146,Kamionka Wielka,małopolskie,<20k
JPT_1432032,warszawski zachodni,415,88,446,752,359,4348,1518,"34,9",2060,Kampinos,mazowieckie,<20k
JPT_1417043,otwocki,1575,312,1856,2741,1772,15930,5919,"37,2",8256,Karczew,mazowieckie,<20k
JPT_0612032,opolski (lubelskie),430,41,391,598,439,5487,1414,"25,8",1899,Karczmiska,lubelskie,<20k
JPT_0809043,zielonogórski,510,70,515,798,518,5815,1850,"31,8",2411,Kargowa,lubuskie,<20k
JPT_3201033,białogardzki,650,135,624,1037,824,9093,2641,29,3270,Karlino,zachodniopomorskie,<20k
JPT_3205032,gryficki,309,47,315,534,384,3965,1281,"32,3",1589,Karnice,zachodniopomorskie,<20k
JPT_1411032,makowski,355,81,481,637,440,5117,1367,"26,7",1994,Karniewo,mazowieckie,<20k
JPT_0206011,karkonoski,455,104,454,659,564,4487,1770,"39,4",2236,Karpacz,dolnośląskie,<20k
JPT_2206032,kościerski,474,81,542,803,553,6260,2017,"32,2",2453,Karsin,pomorskie,<20k
JPT_2205023,kartuski,2425,696,3435,4609,2585,34037,10478,"30,8",13750,Kartuzy,pomorskie,20k-50k
JPT_2469000,Katowice,36356,6093,39827,47660,30435,290553,132850,"45,7",160371,Katowice,śląskie,>100k
JPT_3027042,turecki,382,33,311,569,380,5187,1146,"22,1",1675,Kawęczyn,wielkopolskie,<20k
JPT_1436012,zwoleński,346,37,273,427,299,4475,1011,"22,6",1382,Kazanów,mazowieckie,<20k
JPT_3010032,koniński,831,219,1137,1974,1019,11496,3670,"31,9",5180,Kazimierz Biskupi,wielkopolskie,<20k
JPT_0614043,puławski,686,89,431,823,549,6630,1961,"29,6",2578,Kazimierz Dolny,lubelskie,<20k
JPT_2603033,kazimierski,1499,199,1295,2078,1423,16019,5058,"31,6",6494,Kazimierza Wielka,świętokrzyskie,<20k
JPT_1412093,miński,508,57,539,728,522,5749,1962,"34,1",2354,Kałuszyn,mazowieckie,<20k
JPT_1814053,przeworski,907,99,802,1347,835,12285,3494,"28,4",3990,Kańczuga,podkarpackie,<20k
JPT_3024032,szamotulski,615,242,1213,1637,786,8840,3255,"36,8",4493,Kaźmierz,wielkopolskie,<20k
JPT_0410013,nakielski,1037,238,1172,1742,1175,13204,3976,"30,1",5364,Kcynia,kujawsko-pomorskie,<20k
JPT_2661000,Kielce,23749,3850,19904,29776,19887,193415,81442,"42,1",97166,Kielce,świętokrzyskie,>100k
JPT_1005052,łowicki,292,50,261,416,301,3339,1027,"30,8",1320,Kiernozia,łódzkie,<20k
JPT_1602043,głubczycki,953,141,852,1342,959,10722,3547,"33,1",4247,Kietrz,opolskie,<20k
JPT_1009022,pajęczański,432,39,256,455,348,3950,1151,"29,1",1530,Kiełczygłów,łódzkie,<20k
JPT_2608022,pińczowski,410,54,357,580,426,4320,1416,"32,8",1827,Kije,świętokrzyskie,<20k
JPT_0404032,chełmiński,321,113,514,689,417,4521,1412,"31,2",2054,Kijewo Królewskie,kujawsko-pomorskie,<20k
JPT_0408052,lipnowski,482,86,581,896,517,7050,1821,"25,8",2562,Kikół,kujawsko-pomorskie,<20k
JPT_2807043,iławski,399,62,384,630,455,5941,1294,"21,8",1930,Kisielice,warmińsko-mazurskie,<20k
JPT_3003042,gnieźnieński,414,90,508,818,540,5470,1621,"29,6",2371,Kiszkowo,wielkopolskie,<20k
JPT_2809022,lidzbarski,240,52,242,377,253,3252,866,"26,6",1164,Kiwity,warmińsko-mazurskie,<20k
JPT_3010043,koniński,736,128,881,1493,844,9908,2896,"29,2",4082,Kleczew,wielkopolskie,<20k
JPT_1434072,wołomiński,632,182,906,1565,756,10108,2816,"27,9",4041,Klembów,mazowieckie,<20k
JPT_2005073,hajnowski,275,18,93,190,174,2408,645,"26,8",750,Kleszczele,podlaskie,<20k
JPT_3021062,poznański,479,347,1527,1927,587,9343,3699,"39,6",4867,Kleszczewo,wielkopolskie,<20k
JPT_1001042,bełchatowski,299,91,500,777,374,6418,1504,"23,4",2041,Kleszczów,łódzkie,<20k
JPT_2609033,sandomierski,673,75,580,934,568,7987,2154,27,2830,Klimontów,świętokrzyskie,<20k
JPT_1014072,sieradzki,258,30,191,333,182,2888,700,"24,2",994,Klonowa,łódzkie,<20k
JPT_1604023,kluczborski,3733,573,3175,4850,3347,35724,12710,"35,6",15678,Kluczbork,opolskie,20k-50k
JPT_1212042,olkuski,1640,275,1487,2556,1499,14909,5965,40,7457,Klucze,małopolskie,<20k
JPT_2613012,włoszczowski,425,61,408,669,442,5157,1566,"30,4",2005,Kluczewsko,świętokrzyskie,<20k
JPT_1001052,bełchatowski,270,38,273,501,309,4418,1120,"25,4",1391,Kluki,łódzkie,<20k
JPT_2013042,wysokomazowiecki,484,36,272,463,298,4255,1255,"29,5",1553,Klukowo,podlaskie,<20k
JPT_1423032,przysuski,283,31,251,384,299,3364,826,"24,6",1248,Klwów,mazowieckie,<20k
JPT_2405011,gliwicki,3902,899,4044,6262,3671,37801,15769,"41,7",18778,Knurów,śląskie,20k-50k
JPT_2008043,moniecki,338,32,304,444,345,4713,1312,"27,8",1463,Knyszyn,podlaskie,<20k
JPT_1012062,radomszczański,302,54,327,526,347,4388,1097,25,1556,Kobiele Wielkie,łódzkie,<20k
JPT_0223052,wrocławski,1333,765,3478,4717,1648,22154,9623,"43,4",11941,Kobierzyce,dolnośląskie,20k-50k
JPT_2410022,pszczyński,447,112,486,774,431,4971,1770,"35,6",2250,Kobiór,śląskie,<20k
JPT_3018042,ostrzeszowski,421,88,521,823,546,6135,1828,"29,8",2399,Kobyla Góra,wielkopolskie,<20k
JPT_3214062,stargardzki,415,134,535,1019,555,5845,2264,"38,7",2658,Kobylanka,zachodniopomorskie,<20k
JPT_3012023,krotoszyński,647,88,558,983,679,8049,2035,"25,3",2955,Kobylin,wielkopolskie,<20k
JPT_2013052,wysokomazowiecki,243,13,106,209,175,3148,659,"20,9",746,Kobylin-Borzymy,podlaskie,<20k
JPT_2212062,słupski,708,237,1368,2035,1102,13211,4173,"31,6",5450,Kobylnica,pomorskie,<20k
JPT_1434011,wołomiński,1718,641,3356,4428,1905,25149,9445,"37,6",12048,Kobyłka,mazowieckie,20k-50k
JPT_2407052,lubliniecki,433,92,524,757,436,6959,1687,"24,2",2242,Kochanowice,śląskie,<20k
JPT_1005062,łowicki,427,67,390,591,363,4179,1415,"33,9",1838,Kocierzew Południowy,łódzkie,<20k
JPT_0608063,lubartowski,380,38,295,467,365,6311,1259,"19,9",1545,Kock,lubelskie,<20k
JPT_1206052,krakowski,1150,341,1999,2862,1341,16020,5547,"34,6",7693,Kocmyrzów-Luborzyca,małopolskie,<20k
JPT_2203052,człuchowski,227,26,194,312,375,3327,936,"28,1",1134,Koczała,pomorskie,<20k
JPT_0601062,bialski,298,40,272,419,316,3432,1129,"32,9",1345,Kodeń,lubelskie,<20k
JPT_1012072,radomszczański,402,75,384,595,373,4486,1411,"31,5",1829,Kodrąb,łódzkie,<20k
JPT_2204032,gdański,1166,578,2519,3507,1418,18165,7466,"41,1",9188,Kolbudy,pomorskie,<20k
JPT_1806023,kolbuszowski,1501,164,1415,2103,1379,24638,5810,"23,6",6562,Kolbuszowa,podkarpackie,20k-50k
JPT_2006011,kolneński,719,64,674,1057,899,10143,2945,29,3413,Kolno,podlaskie,<20k
JPT_2814082,olsztyński,225,27,198,407,289,3085,831,"26,9",1146,Kolno,warmińsko-mazurskie,<20k
JPT_1611033,strzelecki,496,67,404,588,406,5863,1555,"26,5",1961,Kolonowskie,opolskie,<20k
JPT_0804032,nowosolski,276,32,194,330,294,3307,901,"27,2",1126,Kolsko,lubuskie,<20k
JPT_1006073,łódzki wschodni,2292,415,2164,3581,2237,23293,8786,"37,7",10689,Koluszki,łódzkie,20k-50k
JPT_0620032,zamojski,484,38,301,488,383,4880,1414,29,1694,Komarów-Osada,lubelskie,<20k
JPT_0615052,radzyński,342,25,183,337,279,4133,940,"22,7",1166,Komarówka Podlaska,lubelskie,<20k
JPT_1817042,sanocki,351,31,229,423,339,4466,1213,"27,2",1373,Komańcza,podkarpackie,<20k
JPT_3021072,poznański,1593,1178,5494,6716,1851,31474,12656,"40,2",16832,Komorniki,wielkopolskie,20k-50k
JPT_1609042,opolski (opolskie),644,151,741,1175,670,9111,2864,"31,4",3381,Komprachcice,opolskie,<20k
JPT_2202052,chojnicki,145,40,214,315,155,2285,672,"29,4",869,Konarzyny,pomorskie,<20k
JPT_0217022,strzeliński,375,70,315,553,431,4199,1275,"30,4",1744,Kondratowice,dolnośląskie,<20k
JPT_0401062,aleksandrowski,299,66,321,464,299,3103,1043,"33,6",1449,Koneck,kujawsko-pomorskie,<20k
JPT_2404063,częstochowski,947,109,696,1214,872,9283,2959,"31,9",3838,Koniecpol,śląskie,<20k
JPT_3062000,Konin,9210,1191,6427,11016,7746,72539,26690,"36,8",35590,Konin,wielkopolskie,50k-100k
JPT_1214012,proszowicki,663,119,840,1163,739,8987,2573,"28,6",3524,Koniusza,małopolskie,<20k
JPT_2404072,częstochowski,929,163,1034,1745,1029,10728,3866,36,4900,Konopiska,śląskie,<20k
JPT_0609082,lubelski,1063,313,1437,2441,1207,14267,5524,"38,7",6461,Konopnica,lubelskie,<20k
JPT_1017032,wieluński,421,73,285,523,357,3759,1365,"36,3",1659,Konopnica,łódzkie,<20k
JPT_1418023,piaseczyński,2879,914,3087,5111,2723,24621,11892,"48,3",14714,Konstancin-Jeziorna,mazowieckie,20k-50k
JPT_0601072,bialski,278,36,292,460,331,4060,1040,"25,6",1397,Konstantynów,lubelskie,<20k
JPT_1008011,pabianicki,1985,360,1938,3002,1903,18335,7128,"38,9",9188,Konstantynów Łódzki,łódzkie,<20k
JPT_2609043,sandomierski,585,57,470,755,610,6537,1878,"28,7",2477,Koprzywnica,świętokrzyskie,<20k
JPT_1426022,siedlecki,322,19,149,298,225,2554,891,"34,9",1013,Korczew,mazowieckie,<20k
JPT_1807052,krośnieński (podkarpackie),705,78,626,1038,648,11143,2619,"23,5",3095,Korczyna,podkarpackie,<20k
JPT_1607033,nyski,628,116,623,1016,757,8639,2540,"29,4",3140,Korfantów,opolskie,<20k
JPT_2411022,raciborski,409,91,476,732,390,5165,1688,"32,7",2098,Kornowac,śląskie,<20k
JPT_0403043,bydgoski,1975,494,2498,3921,2400,24109,8163,"33,9",11288,Koronowo,kujawsko-pomorskie,20k-50k
JPT_2808043,kętrzyński,645,85,539,952,796,9540,2205,"23,1",3017,Korsze,warmińsko-mazurskie,<20k
JPT_2011032,sokólski,264,29,180,316,219,3172,812,"25,6",1008,Korycin,podlaskie,<20k
JPT_1433032,węgrowski,532,76,435,675,456,6128,1516,"24,7",2174,Korytnica,mazowieckie,<20k
JPT_1210062,nowosądecki,762,167,1165,1625,832,14546,3235,"22,2",4551,Korzenna,małopolskie,<20k
JPT_2211052,pucki,887,477,2595,3171,1087,16419,6716,"40,9",8217,Kosakowo,pomorskie,<20k
JPT_0218012,średzki (dolnośląskie),503,119,639,999,650,7109,2228,"31,3",2910,Kostomłoty,dolnośląskie,<20k
JPT_3021083,poznański,1354,519,2453,3352,1723,18764,6591,"35,1",9401,Kostrzyn,wielkopolskie,<20k
JPT_0801011,gorzowski,1556,307,1738,2718,1711,17704,6444,"36,4",8030,Kostrzyn nad Odrą,lubuskie,<20k
JPT_3261000,Koszalin,13230,1922,10317,15745,11127,106235,43714,"41,1",52341,Koszalin,zachodniopomorskie,>100k
JPT_2417052,żywiecki,149,21,216,331,196,2346,691,"29,5",913,Koszarawa,śląskie,<20k
JPT_1214023,proszowicki,510,70,458,701,474,5400,1898,"35,1",2213,Koszyce,małopolskie,<20k
JPT_2407062,lubliniecki,1025,213,952,1616,903,11810,3686,"31,2",4709,Koszęcin,śląskie,<20k
JPT_1429053,sokołowski,493,52,409,626,445,5900,1377,"23,3",2025,Kosów Lacki,mazowieckie,<20k
JPT_0203042,głogowski,281,94,326,635,374,4456,1284,"28,8",1710,Kotla,dolnośląskie,<20k
JPT_3006032,jarociński,563,97,656,1004,646,7390,2149,"29,1",2966,Kotlin,wielkopolskie,<20k
JPT_1426032,siedlecki,539,77,467,804,535,8490,1797,"21,2",2422,Kotuń,mazowieckie,<20k
JPT_0418011,włocławski,319,63,381,621,382,3468,1456,42,1766,Kowal,kujawsko-pomorskie,<20k
JPT_1425072,radomski,670,168,828,1587,707,12273,2947,24,3960,Kowala,mazowieckie,<20k
JPT_2813032,olecki,356,75,360,526,409,4933,1105,"22,4",1726,Kowale Oleckie,warmińsko-mazurskie,<20k
JPT_0405043,golubsko-dobrzyński,899,160,1002,1569,982,11416,3180,"27,9",4612,Kowalewo Pomorskie,kujawsko-pomorskie,<20k
JPT_0206021,karkonoski,1082,152,684,1283,1151,10650,3651,"34,3",4352,Kowary,dolnośląskie,<20k
JPT_1015042,skierniewicki,244,25,213,323,245,2880,808,"28,1",1050,Kowiesy,łódzkie,<20k
JPT_2409023,myszkowski,1245,155,1204,1918,1274,14348,4593,32,5796,Koziegłowy,śląskie,<20k
JPT_3212022,pyrzycki,180,22,192,322,224,2481,816,"32,9",940,Kozielice,zachodniopomorskie,<20k
JPT_1407053,kozienicki,2742,384,2199,3716,3170,29187,9330,32,12211,Kozienice,mazowieckie,20k-50k
JPT_2402072,bielski (śląskie),1130,292,1478,2094,1310,13091,4949,"37,8",6304,Kozy,śląskie,<20k
JPT_2811032,nidzicki,364,98,390,745,461,5924,1463,"24,7",2058,Kozłowo,warmińsko-mazurskie,<20k
JPT_1208032,miechowski,496,78,407,751,420,4557,1512,"33,2",2152,Kozłów,małopolskie,<20k
JPT_3030012,wrzesiński,435,68,521,783,584,5988,1599,"26,7",2391,Kołaczkowo,wielkopolskie,<20k
JPT_1805053,jasielski,536,56,519,829,542,8920,2097,"23,5",2482,Kołaczyce,podkarpackie,<20k
JPT_2014022,zambrowski,172,11,121,205,169,2300,597,26,678,Kołaki Kościelne,podlaskie,<20k
JPT_3211022,policki,660,386,1759,2678,963,13782,5229,"37,9",6446,Kołbaskowo,zachodniopomorskie,<20k
JPT_1417052,otwocki,672,111,904,1270,777,8235,2605,"31,6",3734,Kołbiel,mazowieckie,<20k
JPT_2201042,bytowski,265,35,286,445,362,4232,960,"22,7",1393,Kołczygłowy,pomorskie,<20k
JPT_3009011,kolski,2313,316,1748,2891,2353,21247,7893,"37,1",9621,Koło,wielkopolskie,20k-50k
JPT_3208011,kołobrzeski,5630,765,4266,7292,5286,46198,19308,"41,8",23239,Kołobrzeg,zachodniopomorskie,20k-50k
JPT_2605033,konecki,3839,493,2800,4947,3444,34857,11583,"33,2",15523,Końskie,świętokrzyskie,20k-50k
JPT_0614052,puławski,823,138,762,1250,800,8719,2830,"32,5",3773,Końskowola,lubelskie,<20k
JPT_3011011,kościański,2598,568,3049,4342,2662,23716,9733,41,13219,Kościan,wielkopolskie,20k-50k
JPT_3009082,kolski,440,75,526,871,502,6873,1839,"26,8",2414,Kościelec,wielkopolskie,<20k
JPT_1217042,tatrzański,399,87,589,744,462,8867,1706,"19,2",2281,Kościelisko,małopolskie,<20k
JPT_2206011,kościerski,2175,592,2512,3564,2136,23778,8560,36,10979,Kościerzyna,pomorskie,20k-50k
JPT_3012033,krotoszyński,1208,179,1182,1872,1205,13140,3995,"30,4",5646,Koźmin Wielkopolski,wielkopolskie,<20k
JPT_3007052,kaliski,538,65,505,875,521,7548,1699,"22,5",2504,Koźminek,wielkopolskie,<20k
JPT_0804043,nowosolski,1420,250,1329,2112,1408,15901,5260,"33,1",6519,Kożuchów,lubuskie,<20k
JPT_3031033,złotowski,478,139,616,959,666,7524,1878,25,2858,Krajenka,wielkopolskie,<20k
JPT_1261000,Kraków,87958,19068,149063,134475,69742,779966,364006,"46,7",460307,Kraków,małopolskie,>100k
JPT_3010052,koniński,842,158,921,1545,818,11337,2727,"24,1",4284,Kramsk,wielkopolskie,<20k
JPT_1605023,krapkowicki,2216,456,2078,2904,1982,22337,8418,"37,7",9636,Krapkowice,opolskie,20k-50k
JPT_1813042,przemyski,263,55,346,522,322,5172,1302,"25,2",1508,Krasiczyn,podkarpackie,<20k
JPT_1422052,przasnyski,328,42,333,504,407,3560,1180,"33,1",1614,Krasne,mazowieckie,<20k
JPT_1816092,rzeszowski,814,177,1027,1624,812,11809,3943,"33,4",4454,Krasne,podkarpackie,<20k
JPT_0620043,zamojski,567,63,459,827,567,7022,1968,28,2483,Krasnobród,lubelskie,<20k
JPT_2009032,sejneński,275,23,203,388,281,3756,967,"25,7",1170,Krasnopol,podlaskie,<20k
JPT_1411042,makowski,492,70,431,698,461,6283,1575,"25,1",2152,Krasnosielc,mazowieckie,<20k
JPT_0606011,krasnostawski,1992,226,1469,2420,1959,18383,6789,"36,9",8066,Krasnystaw,lubelskie,<20k
JPT_2613022,włoszczowski,912,117,774,1318,861,10610,2945,"27,8",3982,Krasocin,świętokrzyskie,<20k
JPT_3018052,ostrzeszowski,290,33,268,427,264,3640,972,"26,7",1282,Kraszewice,wielkopolskie,<20k
JPT_0606062,krasnostawski,337,17,211,351,350,3573,1073,30,1266,Kraśniczyn,lubelskie,<20k
JPT_0607011,kraśnicki,3770,346,2187,3792,3154,33917,11537,34,13249,Kraśnik,lubelskie,20k-50k
JPT_1805062,jasielski,98,6,77,119,120,1848,368,"19,9",420,Krempna,podkarpackie,<20k
JPT_3004033,gostyński,920,131,972,1485,945,12918,3267,"25,3",4453,Krobia,wielkopolskie,<20k
JPT_2416042,zawierciański,625,115,656,1048,578,6239,2498,40,3022,Kroczyce,śląskie,<20k
JPT_2211062,pucki,663,158,1027,1492,869,10810,2861,"26,5",4209,Krokowa,pomorskie,<20k
JPT_1861000,Krosno,4616,524,3342,5362,4208,45944,15913,"34,6",18052,Krosno,podkarpackie,20k-50k
JPT_0802063,krośnieński (lubuskie),1704,286,1715,2667,1916,17589,6640,"37,8",8288,Krosno Odrzańskie,lubuskie,<20k
JPT_0209032,legnicki,211,60,288,492,291,3301,1051,"31,8",1342,Krotoszyce,dolnośląskie,<20k
JPT_3012043,krotoszyński,3563,647,3551,5622,3788,40269,13051,"32,4",17171,Krotoszyn,wielkopolskie,20k-50k
JPT_1807062,krośnieński (podkarpackie),342,54,352,614,353,5601,1481,"26,4",1715,Krościenko Wyżne,podkarpackie,<20k
JPT_1211062,nowotarski,570,84,567,896,497,6749,2031,"30,1",2614,Krościenko nad Dunajcem,małopolskie,<20k
JPT_0213022,milicki,638,137,645,1128,757,8093,2538,"31,4",3305,Krośnice,dolnośląskie,<20k
JPT_1002043,kutnowski,724,70,604,1119,754,8239,2370,"28,8",3271,Krośniewice,łódzkie,<20k
JPT_2806052,giżycki,234,42,273,445,299,3115,1001,"32,1",1293,Kruklanki,warmińsko-mazurskie,<20k
JPT_2413052,tarnogórski,348,39,256,439,302,3177,1155,"36,4",1384,Krupski Młyn,śląskie,<20k
JPT_0407063,inowrocławski,1835,425,1979,3196,2054,19012,7206,"37,9",9489,Kruszwica,kujawsko-pomorskie,<20k
JPT_2404082,częstochowski,329,70,378,729,356,4802,1409,"29,3",1862,Kruszyna,śląskie,<20k
JPT_2210011,nowodworski (pomorskie),120,40,154,254,171,1290,607,"47,1",739,Krynica Morska,pomorskie,<20k
JPT_1210073,nowosądecki,1507,218,1505,2113,1392,16596,5440,"32,8",6735,Krynica-Zdrój,małopolskie,<20k
