JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_1412123,miński,756,126,761,1231,729,8699,2631,"30,2",3603,Mrozy,mazowieckie,<20k
JPT_2810011,mrągowski,2125,253,1754,2851,2289,21302,7065,"33,2",9272,Mrągowo,warmińsko-mazurskie,20k-50k
JPT_2404102,częstochowski,837,165,984,1621,970,10846,3595,"33,1",4577,Mstów,śląskie,<20k
JPT_2415092,wodzisławski,593,113,716,1067,616,7684,2354,"30,6",3105,Mszana,śląskie,<20k
JPT_1207021,limanowski,664,140,705,1027,529,7899,2408,"30,5",3065,Mszana Dolna,małopolskie,<20k
JPT_1438023,żyrardowski,956,166,975,1626,944,11440,3340,"29,2",4667,Mszczonów,mazowieckie,<20k
JPT_1218052,wadowicki,297,59,380,596,338,4137,1212,"29,3",1670,Mucharz,małopolskie,<20k
JPT_3021113,poznański,1109,398,2173,3016,1846,16942,6181,"36,5",8542,Murowana Goślina,wielkopolskie,<20k
JPT_1609062,opolski (opolskie),458,69,336,591,367,5277,1411,"26,7",1821,Murów,opolskie,<20k
JPT_1210113,nowosądecki,906,228,1041,1553,940,11535,3627,"31,4",4668,Muszyna,małopolskie,<20k
JPT_3007072,kaliski,394,57,349,629,396,4862,1167,24,1825,Mycielin,wielkopolskie,<20k
JPT_2404112,częstochowski,1144,279,1365,2297,1309,15164,4650,"30,7",6394,Mykanów,śląskie,<20k
JPT_2409011,myszkowski,3101,479,2673,4710,3295,31261,11365,"36,4",14258,Myszków,śląskie,20k-50k
JPT_1415083,ostrołęcki,632,72,557,1049,636,10396,2312,"22,2",2946,Myszyniec,mazowieckie,<20k
JPT_0206072,karkonoski,768,227,772,1336,982,10104,3204,"31,7",4085,Mysłakowice,dolnośląskie,<20k
JPT_2470000,Mysłowice,6772,1629,8534,11916,7192,74559,28803,"38,6",36043,Mysłowice,śląskie,50k-100k
JPT_1209033,myślenicki,3097,844,4503,6296,3261,44519,13161,"29,6",18001,Myślenice,małopolskie,20k-50k
JPT_3210043,myśliborski,1880,277,1367,2572,2089,19567,6566,"33,6",8185,Myślibórz,zachodniopomorskie,<20k
JPT_0205032,jaworski,355,80,409,698,436,5007,1604,32,1978,Męcinka,dolnośląskie,<20k
JPT_1204042,dąbrowski,317,36,199,399,217,3404,871,"25,6",1168,Mędrzechów,małopolskie,<20k
JPT_1413011,mławski,2662,430,3299,4508,3106,31129,9716,"31,2",14005,Mława,mazowieckie,20k-50k
JPT_1428042,sochaczewski,427,94,525,741,490,5559,1646,"29,6",2277,Młodzieszyn,mazowieckie,<20k
JPT_2804063,elbląski,345,97,387,624,401,4411,1451,"32,9",1854,Młynary,warmińsko-mazurskie,<20k
JPT_1411052,makowski,142,27,162,248,137,1734,529,"30,5",716,Młynarze,mazowieckie,<20k
JPT_0205042,jaworski,343,56,292,508,405,4029,1343,"33,3",1604,Mściwojów,dolnośląskie,<20k
JPT_1421052,pruszkowski,986,489,2011,2977,1232,14353,5910,"41,2",7695,Nadarzyn,mazowieckie,<20k
JPT_2602042,jędrzejowski,487,68,446,636,466,4867,1634,"33,6",2103,Nagłowice,świętokrzyskie,<20k
JPT_0410033,nakielski,2760,665,3126,4858,3073,31552,10630,"33,7",14482,Nakło nad Notecią,kujawsko-pomorskie,20k-50k
JPT_1606023,namysłowski,2567,401,2343,3604,2486,26210,9546,"36,4",11401,Namysłów,opolskie,20k-50k
JPT_2005082,hajnowski,383,18,154,305,273,3417,1033,"30,2",1133,Narew,podlaskie,<20k
JPT_2005092,hajnowski,342,21,132,305,306,3530,953,27,1106,Narewka,podlaskie,<20k
JPT_1809053,lubaczowski,712,64,467,906,633,7871,2345,"29,8",2782,Narol,podkarpackie,<20k
JPT_1420072,płoński,486,56,492,795,496,6298,1708,"27,1",2325,Naruszewo,mazowieckie,<20k
JPT_1414043,nowodworski (mazowieckie),1426,335,2113,3049,1761,19943,6525,"32,7",8685,Nasielsk,mazowieckie,<20k
JPT_1210122,nowosądecki,357,82,585,844,420,8788,1749,"19,9",2288,Nawojowa,małopolskie,<20k
JPT_0614083,puławski,901,109,733,1166,832,8881,3182,"35,8",3741,Nałęczów,lubelskie,<20k
JPT_3030033,wrzesiński,486,200,934,1319,647,7617,2434,32,3586,Nekla,wielkopolskie,<20k
JPT_2811043,nidzicki,1782,310,1637,2890,1948,20888,6741,"32,3",8567,Nidzica,warmińsko-mazurskie,20k-50k
JPT_1005092,łowicki,909,168,937,1597,999,9357,3675,"39,3",4610,Nieborów,łódzkie,<20k
JPT_1819032,strzyżowski,636,62,519,1007,580,10537,2506,"23,8",2804,Niebylec,podkarpackie,<20k
JPT_3003082,gnieźnieński,374,95,616,807,434,6036,1495,"24,8",2326,Niechanowo,wielkopolskie,<20k
JPT_0204032,górowski,351,52,268,466,407,4801,1200,25,1544,Niechlów,dolnośląskie,<20k
JPT_0609102,lubelski,847,173,998,1596,906,11893,3860,"32,5",4520,Niedrzwica Duża,lubelskie,<20k
JPT_0608092,lubartowski,394,55,269,610,316,6139,1254,"20,4",1644,Niedźwiada,lubelskie,<20k
JPT_1207102,limanowski,302,58,379,527,347,7379,1132,"15,3",1613,Niedźwiedź,małopolskie,<20k
JPT_0810062,żagański,320,50,295,463,400,4341,1235,"28,4",1528,Niegosławice,lubuskie,<20k
JPT_2409032,myszkowski,460,57,434,683,446,5604,1508,"26,9",2080,Niegowa,śląskie,<20k
JPT_0620072,zamojski,559,45,333,619,460,5387,1547,"28,7",2016,Nielisz,lubelskie,<20k
JPT_0609112,lubelski,1255,317,1750,3072,1516,20042,6708,"33,5",7910,Niemce,lubelskie,20k-50k
JPT_0202073,dzierżoniowski,515,52,330,614,507,5411,1505,"27,8",2018,Niemcza,dolnośląskie,<20k
JPT_1609073,opolski (opolskie),1154,192,1011,1687,1265,13117,4580,"34,9",5309,Niemodlin,opolskie,<20k
JPT_1408032,legionowski,1188,505,1839,3061,1380,14841,6343,"42,7",7973,Nieporęt,mazowieckie,<20k
JPT_1219043,wielicki,1874,549,3624,4796,2358,29638,9988,"33,7",13201,Niepołomice,małopolskie,20k-50k
JPT_0401031,aleksandrowski,169,34,131,271,186,1834,644,"35,1",791,Nieszawa,kujawsko-pomorskie,<20k
JPT_1812053,niżański,1390,171,1394,2130,1472,22186,5814,"26,2",6557,Nisko,podkarpackie,20k-50k
JPT_1806042,kolbuszowski,324,24,259,434,249,6066,1146,"18,9",1290,Niwiska,podkarpackie,<20k
JPT_1009032,pajęczański,394,45,338,564,384,4535,1421,"31,3",1725,Nowa Brzeźnica,łódzkie,<20k
JPT_1820043,tarnobrzeski,1372,158,1003,1734,1272,17890,4843,"27,1",5539,Nowa Dęba,podkarpackie,<20k
JPT_2206072,kościerski,421,126,594,886,511,7057,1807,"25,6",2538,Nowa Karczma,pomorskie,<20k
JPT_0208041,kłodzki,2507,299,1545,2679,2369,21643,7531,"34,8",9399,Nowa Ruda,dolnośląskie,20k-50k
JPT_1808053,leżajski,1218,137,1089,1637,1252,21489,4446,"20,7",5333,Nowa Sarzyna,podkarpackie,20k-50k
JPT_1428052,sochaczewski,493,131,658,980,509,6702,2031,"30,3",2771,Nowa Sucha,mazowieckie,<20k
JPT_0804011,nowosolski,4353,676,3585,5284,4154,38191,14986,"39,2",18052,Nowa Sól,lubuskie,20k-50k
JPT_2604133,kielecki,748,112,737,1096,832,9361,2620,28,3525,Nowa Słupia,świętokrzyskie,<20k
JPT_2208042,lęborski,839,231,1170,1864,1102,13786,3852,"27,9",5206,Nowa Wieś Lęborska,pomorskie,<20k
JPT_0403052,bydgoski,727,230,962,1757,887,10309,3397,33,4563,Nowa Wieś Wielka,kujawsko-pomorskie,<20k
JPT_0414063,świecki,843,132,622,1209,813,10103,2857,"28,3",3619,Nowe,kujawsko-pomorskie,<20k
JPT_1214033,proszowicki,498,93,495,694,483,5676,1726,"30,4",2263,Nowe Brzesko,małopolskie,<20k
JPT_0804063,nowosolski,411,28,367,574,477,5333,1466,"27,5",1857,Nowe Miasteczko,lubuskie,<20k
JPT_1420082,płoński,393,61,454,661,441,4665,1470,"31,5",2010,Nowe Miasto,mazowieckie,<20k
JPT_2812011,nowomiejski,1039,193,989,1567,1061,10709,3518,"32,9",4849,Nowe Miasto Lubawskie,warmińsko-mazurskie,<20k
JPT_1406083,grójecki,754,119,694,964,824,7615,2315,"30,4",3355,Nowe Miasto nad Pilicą,mazowieckie,<20k
JPT_3025032,średzki (wielkopolskie),645,123,844,1230,744,8984,2417,"26,9",3586,Nowe Miasto nad Wartą,wielkopolskie,<20k
JPT_1002082,kutnowski,293,32,254,489,291,3398,1002,"29,5",1359,Nowe Ostrowy,łódzkie,<20k
JPT_2013072,wysokomazowiecki,338,42,203,329,249,3816,947,"24,8",1161,Nowe Piekuty,podlaskie,<20k
JPT_3017023,ostrowski (wielkopolskie),1050,195,1437,2111,1272,15625,4690,30,6065,Nowe Skalmierzyce,wielkopolskie,<20k
JPT_3211033,policki,136,30,123,232,206,1624,608,"37,4",727,Nowe Warpno,zachodniopomorskie,<20k
JPT_2001052,augustowski,266,21,148,297,200,2942,791,"26,9",932,Nowinka,podlaskie,<20k
JPT_2604172,kielecki,675,159,759,1278,642,7919,2813,"35,5",3513,Nowiny,świętokrzyskie,<20k
JPT_0616032,rycki,306,25,277,442,289,4054,1034,"25,5",1339,Nowodwór,lubelskie,<20k
JPT_3204043,goleniowski,2116,353,2018,3378,2400,24515,7685,"31,3",10265,Nowogard,zachodniopomorskie,20k-50k
JPT_0201043,bolesławiecki,960,132,1032,1630,1178,15229,4047,"26,6",4932,Nowogrodziec,dolnośląskie,<20k
JPT_2007043,łomżyński,268,34,193,404,229,3995,946,"23,7",1128,Nowogród,podlaskie,<20k
JPT_0809053,zielonogórski,761,186,926,1436,900,9381,3504,"37,4",4209,Nowogród Bobrzański,lubuskie,<20k
JPT_3210052,myśliborski,186,41,250,385,294,3354,899,"26,8",1156,Nowogródek Pomorski,zachodniopomorskie,<20k
JPT_1006082,łódzki wschodni,349,176,515,997,464,5159,2058,"39,9",2502,Nowosolna,łódzkie,<20k
JPT_1419092,płocki,332,62,383,625,371,3979,1218,"30,6",1773,Nowy Duninów,mazowieckie,<20k
JPT_2011062,sokólski,261,13,137,256,195,2573,700,"27,2",862,Nowy Dwór,podlaskie,<20k
JPT_2210023,nowodworski (pomorskie),1338,324,1556,2447,1604,17607,5564,"31,6",7269,Nowy Dwór Gdański,pomorskie,<20k
JPT_1414011,nowodworski (mazowieckie),2763,700,3802,5128,2933,28691,12246,"42,7",15326,Nowy Dwór Mazowiecki,mazowieckie,20k-50k
JPT_1015072,skierniewicki,289,34,320,441,274,3373,1061,"31,5",1358,Nowy Kawęczyn,łódzkie,<20k
JPT_2601033,buski,624,48,408,714,524,5788,1719,"29,7",2318,Nowy Korczyn,świętokrzyskie,<20k
JPT_2209073,malborski,561,111,572,954,689,7580,2003,"26,4",2887,Nowy Staw,pomorskie,<20k
JPT_1262000,Nowy Sącz,7338,1233,7233,11011,6988,83558,28023,"33,5",33803,Nowy Sącz,małopolskie,50k-100k
JPT_1211011,nowotarski,2900,466,2675,4021,2422,33257,9911,"29,8",12484,Nowy Targ,małopolskie,20k-50k
JPT_3015043,nowotomyski,2138,525,3253,4193,2523,27194,8572,"31,5",12632,Nowy Tomyśl,wielkopolskie,20k-50k
JPT_1201063,bocheński,922,288,1322,2084,983,14250,3973,"27,9",5599,Nowy Wiśnicz,małopolskie,<20k
JPT_1805072,jasielski,505,50,384,635,501,8933,1730,"19,4",2075,Nowy Żmigród,podkarpackie,<20k
JPT_1802062,brzozowski,745,62,441,843,576,7912,2314,"29,2",2667,Nozdrzec,podkarpackie,<20k
JPT_1416062,ostrowski (mazowieckie),312,37,154,300,196,2623,725,"27,6",999,Nur,mazowieckie,<20k
JPT_2010072,siemiatycki,383,6,133,261,239,3688,924,"25,1",1022,Nurzec-Stacja,podlaskie,<20k
JPT_1607053,nyski,6443,934,5118,8144,5843,56573,23374,"41,3",26482,Nysa,opolskie,50k-100k
JPT_2411062,raciborski,508,104,639,916,562,7446,2200,"29,5",2729,Nędza,śląskie,<20k
JPT_3016013,obornicki,2745,815,4096,5611,3340,34185,11948,35,16607,Oborniki,wielkopolskie,20k-50k
JPT_0220013,trzebnicki,1958,479,2159,3495,2096,20287,8231,"40,6",10187,Oborniki Śląskie,dolnośląskie,20k-50k
JPT_2609062,sandomierski,608,55,479,807,563,6381,2150,"33,7",2512,Obrazów,świętokrzyskie,<20k
JPT_0415072,toruński,892,485,2036,3005,1324,18299,5565,"30,4",7742,Obrowo,kujawsko-pomorskie,<20k
JPT_1424022,pułtuski,427,51,407,641,413,4782,1379,"28,8",1939,Obryte,mazowieckie,<20k
JPT_3024011,szamotulski,212,61,327,460,228,2385,829,"34,8",1288,Obrzycko,wielkopolskie,<20k
JPT_0602102,biłgorajski,299,44,185,379,287,4214,1018,"24,2",1194,Obsza,lubelskie,<20k
JPT_1211102,nowotarski,394,78,536,849,453,8503,1842,"21,7",2310,Ochotnica Dolna,małopolskie,<20k
JPT_3017033,ostrowski (wielkopolskie),987,156,1057,1830,1112,14674,3910,"26,6",5142,Odolanów,wielkopolskie,<20k
JPT_1423042,przysuski,350,25,294,476,312,3695,907,"24,5",1457,Odrzywół,mazowieckie,<20k
JPT_2416063,zawierciański,946,140,793,1444,916,9018,3481,"38,6",4239,Ogrodzieniec,śląskie,<20k
JPT_1402062,ciechanowski,303,49,334,494,327,4279,1170,"27,3",1507,Ojrzeń,mazowieckie,<20k
JPT_3031053,złotowski,763,128,703,1218,770,8441,2508,"29,7",3582,Okonek,wielkopolskie,<20k
JPT_2602052,jędrzejowski,455,67,358,600,446,4533,1358,30,1926,Oksa,świętokrzyskie,<20k
JPT_2813043,olecki,1745,272,1600,2486,1924,21957,6286,"28,6",8027,Olecko,warmińsko-mazurskie,20k-50k
JPT_1204052,dąbrowski,441,52,459,668,427,7928,1623,"20,5",2047,Olesno,małopolskie,<20k
JPT_1608033,oleski,1439,185,1202,1847,1285,17640,5119,29,5958,Olesno,opolskie,<20k
JPT_1809063,lubaczowski,463,56,418,669,493,6296,1797,"28,5",2099,Oleszyce,podkarpackie,<20k
JPT_0214011,oleśnicki,4254,849,4209,5762,3367,36979,14687,"39,7",18441,Oleśnica,dolnośląskie,20k-50k
JPT_2612033,staszowski,372,39,309,566,321,3843,1218,"31,7",1607,Oleśnica,świętokrzyskie,<20k
JPT_1212053,olkuski,5027,979,4981,7496,5578,48206,19472,"40,4",24061,Olkusz,małopolskie,20k-50k
JPT_1821042,leski,322,23,268,407,290,4882,1104,"22,6",1310,Olszanica,podkarpackie,<20k
JPT_1601062,brzeski (opolskie),398,47,385,595,425,4874,1566,"32,1",1850,Olszanka,opolskie,<20k
JPT_1410032,łosicki,240,25,174,294,248,2914,769,"26,4",981,Olszanka,mazowieckie,<20k
JPT_1415092,ostrołęcki,584,171,888,1409,757,10789,3090,"28,6",3809,Olszewo-Borki,mazowieckie,<20k
JPT_2862000,Olsztyn,19049,3875,20118,27624,17743,171249,70905,"41,4",88409,Olsztyn,warmińsko-mazurskie,>100k
JPT_2404122,częstochowski,633,133,626,1239,714,7835,2507,32,3345,Olsztyn,śląskie,<20k
JPT_2814093,olsztyński,1109,217,1227,2034,1408,13630,4852,"35,6",5995,Olsztynek,warmińsko-mazurskie,<20k
JPT_0210053,lubański,556,82,402,757,573,6472,1882,"29,1",2370,Olszyna,dolnośląskie,<20k
JPT_3009092,kolski,339,22,238,418,304,4471,946,"21,2",1321,Olszówka,wielkopolskie,<20k
JPT_3015053,nowotomyski,1348,300,1812,2494,1500,16357,5005,"30,6",7454,Opalenica,wielkopolskie,<20k
JPT_2603043,kazimierski,347,34,252,402,319,3230,1042,"32,3",1354,Opatowiec,świętokrzyskie,<20k
JPT_2406052,kłobucki,514,79,534,839,490,6805,1957,"28,8",2456,Opatów,śląskie,<20k
JPT_2606043,opatowski,1157,117,836,1636,1258,11532,4109,"35,6",5004,Opatów,świętokrzyskie,<20k
JPT_3007083,kaliski,925,134,899,1508,836,10787,3243,"30,1",4302,Opatówek,wielkopolskie,<20k
JPT_1402072,ciechanowski,487,81,566,906,480,5937,1934,"32,6",2520,Opinogóra Górna,mazowieckie,<20k
JPT_1007043,opoczyński,2609,520,3215,4663,3277,33777,11117,"32,9",14284,Opoczno,łódzkie,20k-50k
JPT_1661000,Opole,15190,2640,15625,20200,12545,127839,57278,"44,8",66200,Opole,opolskie,>100k
JPT_0612053,opolski (lubelskie),1472,147,1191,2034,1429,16980,5157,"30,4",6273,Opole Lubelskie,lubelskie,<20k
JPT_1002092,kutnowski,242,28,235,348,213,2487,749,"30,1",1066,Oporów,łódzkie,<20k
JPT_3023032,słupecki,335,58,314,514,360,3800,1114,"29,3",1581,Orchowo,wielkopolskie,<20k
JPT_2003062,bielski (podlaskie),342,7,92,164,157,2638,658,"24,9",762,Orla,podlaskie,<20k
JPT_2809053,lidzbarski,1030,116,718,1337,1036,11816,3357,"28,4",4237,Orneta,warmińsko-mazurskie,<20k
JPT_2408042,mikołowski,448,133,672,1097,483,6179,2236,"36,2",2833,Ornontowice,śląskie,<20k
JPT_1430042,szydłowiecki,376,56,406,604,394,5953,1285,"21,6",1836,Orońsko,mazowieckie,<20k
JPT_2408031,mikołowski,1540,420,2184,3116,1660,21290,6984,"32,8",8920,Orzesze,śląskie,20k-50k
JPT_2816023,piski,713,70,708,1063,709,8830,2475,28,3263,Orzysz,warmińsko-mazurskie,<20k
JPT_1813072,przemyski,529,87,579,903,609,8873,2258,"25,4",2707,Orły,podkarpackie,<20k
JPT_0414072,świecki,396,73,428,680,476,5511,1624,"29,5",2053,Osie,kujawsko-pomorskie,<20k
JPT_1417062,otwocki,311,46,330,555,294,3673,1132,"30,8",1536,Osieck,mazowieckie,<20k
JPT_3013033,leszczyński,713,127,866,1293,716,9314,2710,"29,1",3715,Osieczna,wielkopolskie,<20k
JPT_2213072,starogardzki,165,27,227,350,213,2887,690,"23,9",982,Osieczna,pomorskie,<20k
JPT_0201052,bolesławiecki,403,99,613,887,505,7288,1974,"27,1",2507,Osiecznica,dolnośląskie,<20k
JPT_0402082,brodnicki,292,46,320,494,303,4022,1084,27,1455,Osiek,kujawsko-pomorskie,<20k
JPT_1213052,oświęcimski,692,116,753,1324,727,8271,2598,"31,4",3612,Osiek,małopolskie,<20k
JPT_2213082,starogardzki,223,50,222,359,231,2373,752,"31,7",1085,Osiek,pomorskie,<20k
JPT_2612043,staszowski,620,59,491,909,584,7622,2112,"27,7",2663,Osiek,świętokrzyskie,<20k
JPT_1805082,jasielski,238,11,191,360,255,5357,826,"15,4",1055,Osiek Jasielski,podkarpackie,<20k
JPT_3009102,kolski,333,70,427,731,417,6152,1432,"23,3",1978,Osiek Mały,wielkopolskie,<20k
JPT_0403062,bydgoski,914,611,2154,3440,1348,15347,6766,"44,1",8467,Osielsko,kujawsko-pomorskie,<20k
JPT_3204052,goleniowski,217,65,250,464,265,3024,883,"29,2",1261,Osina,zachodniopomorskie,<20k
JPT_0411042,radziejowski,714,131,721,1086,673,7529,2663,"35,4",3325,Osięciny,kujawsko-pomorskie,<20k
JPT_1017052,wieluński,436,65,434,637,420,4740,1627,"34,3",1992,Osjaków,łódzkie,<20k
JPT_2210032,nowodworski (pomorskie),231,51,275,421,298,3206,974,"30,4",1276,Ostaszewo,pomorskie,<20k
JPT_3024053,szamotulski,417,109,624,836,493,4931,1775,36,2479,Ostroróg,wielkopolskie,<20k
JPT_2607011,ostrowiecki,7832,817,4766,8703,7968,67404,23992,"35,6",30087,Ostrowiec Świętokrzyski,świętokrzyskie,50k-100k
JPT_3023042,słupecki,428,88,514,786,474,5054,1649,"32,6",2290,Ostrowite,wielkopolskie,<20k
JPT_1461000,Ostrołęka,4782,792,4353,6849,5613,51656,18766,"36,3",22389,Ostrołęka,mazowieckie,50k-100k
JPT_3018073,ostrzeszowski,2162,294,1928,3115,1990,23845,7428,"31,2",9489,Ostrzeszów,wielkopolskie,20k-50k
JPT_2815011,ostródzki,3458,534,2781,4894,3494,32714,11713,"35,8",15161,Ostróda,warmińsko-mazurskie,20k-50k
JPT_1815022,ropczycko-sędziszowski,398,37,416,690,373,7346,1642,"22,4",1914,Ostrów,podkarpackie,<20k
JPT_0608103,lubartowski,361,24,308,495,386,5226,1342,"25,7",1574,Ostrów Lubelski,lubelskie,<20k
JPT_1416011,ostrowski (mazowieckie),2034,268,1750,2935,2111,22216,7506,"33,8",9098,Ostrów Mazowiecka,mazowieckie,20k-50k
JPT_3017011,ostrowski (wielkopolskie),8049,1266,6905,10937,7410,71560,28122,"39,3",34567,Ostrów Wielkopolski,wielkopolskie,50k-100k
JPT_0608112,lubartowski,302,24,172,328,242,3794,816,"21,5",1068,Ostrówek,lubelskie,<20k
JPT_1017062,wieluński,410,56,319,628,414,4473,1448,"32,4",1827,Ostrówek,łódzkie,<20k
JPT_1607063,nyski,1198,197,1078,1820,1352,13355,4885,"36,6",5645,Otmuchów,opolskie,<20k
JPT_1417021,otwocki,4827,1126,5063,7860,4001,44317,17365,"39,2",22877,Otwock,mazowieckie,20k-50k
JPT_0804073,nowosolski,461,121,697,1069,559,7079,2281,"32,2",2907,Otyń,lubuskie,<20k
JPT_1609083,opolski (opolskie),1558,244,1438,2333,1562,19449,5780,"29,7",7135,Ozimek,opolskie,<20k
JPT_1020021,zgierski,1897,270,1559,2637,1745,19128,6063,"31,7",8108,Ozorków,łódzkie,<20k
JPT_0215011,oławski,3965,651,3662,5181,2951,33087,13145,"39,7",16410,Oława,dolnośląskie,20k-50k
JPT_0805033,słubicki,380,85,539,831,599,6358,1812,"28,5",2434,Ośno Lubuskie,lubuskie,<20k
JPT_1213011,oświęcimski,4891,743,3895,5896,3892,37569,14243,"37,9",19317,Oświęcim,małopolskie,20k-50k
JPT_2413062,tarnogórski,539,111,664,1016,555,5806,2393,"41,2",2885,Ożarowice,śląskie,<20k
JPT_2606053,opatowski,911,99,781,1271,1060,10559,3433,"32,5",4122,Ożarów,świętokrzyskie,<20k
JPT_1432063,warszawski zachodni,2044,692,3884,4816,2301,26151,10863,"41,5",13737,Ożarów Mazowiecki,mazowieckie,20k-50k
JPT_1008021,pabianicki,8071,1109,6149,9589,6519,63945,24913,39,31437,Pabianice,łódzkie,50k-100k
JPT_2601043,buski,776,65,517,922,628,7269,2313,"31,8",2908,Pacanów,świętokrzyskie,<20k
JPT_1404032,gostyniński,356,21,270,438,343,3458,1066,"30,8",1428,Pacyna,mazowieckie,<20k
JPT_1607073,nyski,1185,203,943,1590,1313,12429,4214,"33,9",5234,Paczków,opolskie,<20k
JPT_1811062,mielecki,384,49,343,547,357,5358,1419,"26,5",1680,Padew Narodowa,podkarpackie,<20k
JPT_1009043,pajęczański,1075,186,979,1571,1023,11491,4167,"36,3",4834,Pajęczno,łódzkie,<20k
JPT_3022042,rawicki,351,55,399,571,393,4902,1241,"25,3",1769,Pakosław,wielkopolskie,<20k
JPT_1607082,nyski,274,49,326,522,342,3496,1208,"34,6",1513,Pakosławice,opolskie,<20k
JPT_0407073,inowrocławski,848,181,821,1460,916,9697,3189,"32,9",4226,Pakość,kujawsko-pomorskie,<20k
JPT_2406062,kłobucki,439,69,442,740,409,5035,1695,"33,7",2099,Panki,śląskie,<20k
JPT_0404052,chełmiński,329,61,344,546,339,4300,1146,"26,7",1619,Papowo Biskupie,kujawsko-pomorskie,<20k
JPT_1426062,siedlecki,218,17,156,294,181,2501,572,"22,9",866,Paprotnia,mazowieckie,<20k
JPT_1007052,opoczyński,353,37,291,497,302,4327,1054,"24,4",1480,Paradyż,łódzkie,<20k
JPT_2201072,bytowski,253,64,329,512,293,3842,1047,"27,3",1451,Parchowo,pomorskie,<20k
JPT_0613043,parczewski,1307,181,1142,1832,1300,14329,5131,"35,8",5762,Parczew,lubelskie,<20k
JPT_1403092,garwoliński,265,41,332,500,295,4143,901,"21,7",1433,Parysów,mazowieckie,<20k
JPT_1020072,zgierski,388,56,477,704,444,5163,1703,33,2069,Parzęczew,łódzkie,<20k
JPT_2817043,szczycieński,363,76,357,638,477,5294,1432,27,1911,Pasym,warmińsko-mazurskie,<20k
JPT_0205052,jaworski,298,40,307,570,380,4037,1318,"32,6",1595,Paszowice,dolnośląskie,<20k
JPT_2804073,elbląski,1587,262,1765,2565,1951,19205,6338,33,8130,Pasłęk,warmińsko-mazurskie,<20k
JPT_2407072,lubliniecki,428,40,374,594,406,6615,1397,"21,1",1842,Pawonków,śląskie,<20k
JPT_1804062,jarosławski,521,60,583,932,582,8429,2374,"28,2",2678,Pawłosiów,podkarpackie,<20k
JPT_2410042,pszczyński,978,308,1729,2473,1570,18156,5454,30,7058,Pawłowice,śląskie,<20k
JPT_1603042,kędzierzyńsko-kozielski,538,88,468,762,522,7277,1945,"26,7",2378,Pawłowiczki,opolskie,<20k
JPT_2611042,starachowicki,1031,152,1048,1677,995,15187,3718,"24,5",4903,Pawłów,świętokrzyskie,<20k
JPT_1214042,proszowicki,342,55,392,485,313,3568,1133,"31,8",1587,Pałecznica,małopolskie,<20k
JPT_1209042,myślenicki,606,162,975,1339,778,11147,2497,"22,4",3860,Pcim,małopolskie,<20k
JPT_2214043,tczewski,1114,226,1454,2165,1344,16021,4420,"27,6",6303,Pelplin,pomorskie,<20k
JPT_2010082,siemiatycki,266,13,118,243,181,2726,670,"24,6",821,Perlejewo,podlaskie,<20k
JPT_3008052,kępiński,257,55,300,464,276,3765,1038,"27,6",1352,Perzów,wielkopolskie,<20k
JPT_3202053,choszczeński,560,121,560,894,636,7710,2133,"27,7",2771,Pełczyce,zachodniopomorskie,<20k
JPT_1418043,piaseczyński,7101,3717,13246,19314,7086,86217,39831,"46,2",50464,Piaseczno,mazowieckie,50k-100k
JPT_3004052,gostyński,657,130,736,1142,655,8613,2511,"29,2",3320,Piaski,wielkopolskie,<20k
JPT_0617033,świdnicki (lubelskie),928,132,815,1311,855,10467,3241,31,4041,Piaski,lubelskie,<20k
JPT_1421011,pruszkowski,2657,581,3072,4202,2403,22559,10284,"45,6",12915,Piastów,mazowieckie,20k-50k
JPT_0206031,karkonoski,653,115,452,803,647,6082,2047,"33,7",2670,Piechowice,dolnośląskie,<20k
JPT_2810042,mrągowski,459,65,398,662,578,7555,1560,"20,6",2162,Piecki,warmińsko-mazurskie,<20k
JPT_2471000,Piekary Śląskie,5574,1060,6078,8531,5781,54702,21492,"39,3",27024,Piekary Śląskie,śląskie,50k-100k
JPT_2604142,kielecki,976,219,1400,2332,1241,16433,4549,"27,7",6168,Piekoszów,świętokrzyskie,<20k
JPT_0226032,złotoryjski,310,81,415,629,474,4509,1474,"32,7",1909,Pielgrzymka,dolnośląskie,<20k
JPT_2802053,braniewski,489,65,420,813,620,6111,1899,"31,1",2407,Pieniężno,warmińsko-mazurskie,<20k
JPT_2604153,kielecki,363,47,358,546,386,4636,1283,"27,7",1700,Pierzchnica,świętokrzyskie,<20k
JPT_0202033,dzierżoniowski,795,116,575,1051,789,9318,2483,"26,6",3326,Pieszyce,dolnośląskie,<20k
JPT_2411072,raciborski,508,84,484,777,421,6888,1718,"24,9",2274,Pietrowice Wielkie,śląskie,<20k
JPT_0225043,zgorzelecki,701,68,479,902,737,9025,2243,"24,9",2887,Pieńsk,dolnośląskie,<20k
JPT_1403103,garwoliński,743,156,1067,1572,939,10959,2984,"27,2",4477,Pilawa,mazowieckie,<20k
JPT_2405042,gliwicki,916,347,1324,2161,1009,12138,4589,"37,8",5757,Pilchowice,śląskie,<20k
JPT_2416073,zawierciański,823,91,686,1146,796,8534,2583,"30,3",3542,Pilica,śląskie,<20k
