bin,date,type,count
3,2020-05-16,H,1
6,2020-05-16,H,1
7,2020-05-17,H,9
5,2020-05-17,H,2
2,2020-05-17,H,1
3,2020-05-17,H,1
6,2020-05-17,H,1
7,2020-05-18,H,6
3,2020-05-18,H,4
5,2020-05-18,H,4
6,2020-05-18,H,4
1,2020-05-18,H,2
2,2020-05-18,H,1
7,2020-05-19,H,10
5,2020-05-19,H,5
1,2020-05-19,H,2
4,2020-05-19,H,2
6,2020-05-19,H,2
3,2020-05-19,H,1
7,2020-05-20,H,12
4,2020-05-20,H,6
5,2020-05-20,H,4
1,2020-05-20,H,3
6,2020-05-20,H,3
2,2020-05-20,H,1
3,2020-05-20,H,1
7,2020-05-21,H,16
4,2020-05-21,H,8
1,2020-05-21,H,6
3,2020-05-21,H,5
5,2020-05-21,H,5
2,2020-05-21,H,4
6,2020-05-21,H,1
7,2020-05-22,H,19
5,2020-05-22,H,8
3,2020-05-22,H,6
4,2020-05-22,H,5
1,2020-05-22,H,4
2,2020-05-22,H,2
7,2020-05-23,H,20
5,2020-05-23,H,5
1,2020-05-23,H,4
4,2020-05-23,H,4
2,2020-05-23,H,3
3,2020-05-23,H,3
6,2020-05-23,H,3
7,2020-05-24,H,6
5,2020-05-24,H,4
6,2020-05-24,H,3
1,2020-05-24,H,2
3,2020-05-24,H,2
3,2020-05-25,H,9
4,2020-05-25,H,9
7,2020-05-25,H,6
2,2020-05-25,H,4
1,2020-05-25,H,3
6,2020-05-25,H,3
5,2020-05-25,H,2
7,2020-05-26,H,14
4,2020-05-26,H,8
3,2020-05-26,H,7
1,2020-05-26,H,4
2,2020-05-26,H,4
5,2020-05-26,H,3
6,2020-05-26,H,3
7,2020-05-27,H,14
4,2020-05-27,H,8
3,2020-05-27,H,7
5,2020-05-27,H,5
1,2020-05-27,H,4
2,2020-05-27,H,2
6,2020-05-27,H,2
7,2020-05-28,H,15
4,2020-05-28,H,6
5,2020-05-28,H,3
6,2020-05-28,H,3
3,2020-05-28,H,2
2,2020-05-28,H,1
7,2020-05-29,H,19
1,2020-05-29,H,8
4,2020-05-29,H,8
5,2020-05-29,H,8
6,2020-05-29,H,7
3,2020-05-29,H,5
2,2020-05-29,H,3
7,2020-05-30,H,10
3,2020-05-30,H,4
4,2020-05-30,H,3
6,2020-05-30,H,3
2,2020-05-30,H,2
5,2020-05-30,H,2
1,2020-05-30,H,1
7,2020-05-31,H,9
1,2020-05-31,H,5
4,2020-05-31,H,5
2,2020-05-31,H,3
5,2020-05-31,H,3
3,2020-05-31,H,2
6,2020-05-31,H,2
7,2020-06-01,H,16
4,2020-06-01,H,7
5,2020-06-01,H,5
6,2020-06-01,H,4
1,2020-06-01,H,2
2,2020-06-01,H,1
3,2020-06-01,H,1
7,2020-06-02,H,18
4,2020-06-02,H,8
2,2020-06-02,H,5
3,2020-06-02,H,5
5,2020-06-02,H,5
6,2020-06-02,H,3
1,2020-06-02,H,2
7,2020-06-03,H,18
5,2020-06-03,H,8
4,2020-06-03,H,7
2,2020-06-03,H,4
3,2020-06-03,H,4
6,2020-06-03,H,4
1,2020-06-03,H,2
7,2020-06-04,H,10
4,2020-06-04,H,6
3,2020-06-04,H,5
2,2020-06-04,H,4
5,2020-06-04,H,4
6,2020-06-04,H,4
1,2020-06-04,H,2
7,2020-06-05,H,14
6,2020-06-05,H,4
1,2020-06-05,H,3
4,2020-06-05,H,3
5,2020-06-05,H,3
3,2020-06-05,H,2
7,2020-06-06,H,9
4,2020-06-06,H,5
1,2020-06-06,H,4
5,2020-06-06,H,4
3,2020-06-06,H,3
2,2020-06-06,H,1
7,2020-06-07,H,11
3,2020-06-07,H,8
4,2020-06-07,H,7
5,2020-06-07,H,4
2,2020-06-07,H,3
1,2020-06-07,H,2
6,2020-06-07,H,2
7,2020-06-08,H,16
5,2020-06-08,H,6
6,2020-06-08,H,6
4,2020-06-08,H,4
2,2020-06-08,H,3
1,2020-06-08,H,2
3,2020-06-08,H,1
7,2020-06-09,H,19
4,2020-06-09,H,13
1,2020-06-09,H,9
6,2020-06-09,H,5
2,2020-06-09,H,4
3,2020-06-09,H,3
5,2020-06-09,H,2
7,2020-06-10,H,12
4,2020-06-10,H,9
2,2020-06-10,H,5
5,2020-06-10,H,5
1,2020-06-10,H,4
3,2020-06-10,H,4
6,2020-06-10,H,4
7,2020-06-11,H,11
2,2020-06-11,H,5
5,2020-06-11,H,5
1,2020-06-11,H,3
3,2020-06-11,H,3
4,2020-06-11,H,3
6,2020-06-11,H,2
7,2020-06-12,H,18
5,2020-06-12,H,12
1,2020-06-12,H,7
4,2020-06-12,H,7
3,2020-06-12,H,6
6,2020-06-12,H,6
2,2020-06-12,H,3
7,2020-06-13,H,21
3,2020-06-13,H,5
5,2020-06-13,H,5
6,2020-06-13,H,4
1,2020-06-13,H,3
4,2020-06-13,H,3
7,2020-06-14,H,14
4,2020-06-14,H,9
3,2020-06-14,H,4
6,2020-06-14,H,4
1,2020-06-14,H,3
2,2020-06-14,H,2
5,2020-06-14,H,2
7,2020-06-15,H,25
3,2020-06-15,H,11
1,2020-06-15,H,9
4,2020-06-15,H,8
5,2020-06-15,H,7
6,2020-06-15,H,5
2,2020-06-15,H,3
7,2020-06-16,H,20
5,2020-06-16,H,10
1,2020-06-16,H,7
3,2020-06-16,H,4
2,2020-06-16,H,3
4,2020-06-16,H,3
6,2020-06-16,H,1
7,2020-06-17,H,14
3,2020-06-17,H,9
4,2020-06-17,H,5
1,2020-06-17,H,4
5,2020-06-17,H,3
6,2020-06-17,H,3
2,2020-06-17,H,2
7,2020-06-18,H,20
5,2020-06-18,H,11
3,2020-06-18,H,10
1,2020-06-18,H,5
4,2020-06-18,H,5
2,2020-06-18,H,3
6,2020-06-18,H,2
3,2020-06-19,H,10
7,2020-06-19,H,8
5,2020-06-19,H,7
4,2020-06-19,H,5
6,2020-06-19,H,5
1,2020-06-19,H,4
2,2020-06-19,H,1
5,2020-06-20,H,8
7,2020-06-20,H,7
3,2020-06-20,H,3
4,2020-06-20,H,3
2,2020-06-20,H,2
6,2020-06-20,H,2
1,2020-06-20,H,1
7,2020-06-21,H,9
5,2020-06-21,H,4
2,2020-06-21,H,3
1,2020-06-21,H,2
3,2020-06-21,H,2
6,2020-06-21,H,2
4,2020-06-21,H,1
7,2020-06-22,H,18
5,2020-06-22,H,5
4,2020-06-22,H,4
3,2020-06-22,H,3
6,2020-06-22,H,3
2,2020-06-22,H,1
7,2020-06-23,H,13
3,2020-06-23,H,7
4,2020-06-23,H,5
1,2020-06-23,H,3
5,2020-06-23,H,3
2,2020-06-23,H,2
7,2020-06-24,H,14
3,2020-06-24,H,10
4,2020-06-24,H,8
5,2020-06-24,H,5
2,2020-06-24,H,4
1,2020-06-24,H,3
6,2020-06-24,H,3
7,2020-06-25,H,8
5,2020-06-25,H,7
3,2020-06-25,H,5
4,2020-06-25,H,4
1,2020-06-25,H,3
2,2020-06-25,H,2
6,2020-06-25,H,1
7,2020-06-26,H,13
1,2020-06-26,H,5
3,2020-06-26,H,5
5,2020-06-26,H,2
6,2020-06-26,H,2
2,2020-06-26,H,1
4,2020-06-26,H,1
7,2020-06-27,H,10
3,2020-06-27,H,3
4,2020-06-27,H,3
5,2020-06-27,H,3
1,2020-06-27,H,1
2,2020-06-27,H,1
7,2020-06-28,H,10
3,2020-06-28,H,5
1,2020-06-28,H,4
4,2020-06-28,H,4
5,2020-06-28,H,3
2,2020-06-28,H,2
6,2020-06-28,H,2
7,2020-06-29,H,12
3,2020-06-29,H,11
5,2020-06-29,H,6
1,2020-06-29,H,4
4,2020-06-29,H,4
2,2020-06-29,H,3
6,2020-06-29,H,3
7,2020-06-30,H,14
5,2020-06-30,H,7
4,2020-06-30,H,5
3,2020-06-30,H,4
6,2020-06-30,H,3
2,2020-06-30,H,2
1,2020-06-30,H,1
7,2020-07-01,H,10
4,2020-07-01,H,9
3,2020-07-01,H,6
5,2020-07-01,H,6
2,2020-07-01,H,5
1,2020-07-01,H,1
6,2020-07-01,H,1
3,2020-07-02,H,8
7,2020-07-02,H,7
5,2020-07-02,H,6
4,2020-07-02,H,5
1,2020-07-02,H,2
2,2020-07-02,H,2
6,2020-07-02,H,2
7,2020-07-03,H,8
5,2020-07-03,H,5
1,2020-07-03,H,3
2,2020-07-03,H,2
3,2020-07-03,H,2
4,2020-07-03,H,2
6,2020-07-03,H,2
7,2020-07-04,H,15
5,2020-07-04,H,6
2,2020-07-04,H,3
1,2020-07-04,H,1
4,2020-07-04,H,1
6,2020-07-04,H,1
7,2020-07-05,H,7
4,2020-07-05,H,4
1,2020-07-05,H,3
2,2020-07-05,H,3
3,2020-07-05,H,3
5,2020-07-05,H,3
6,2020-07-05,H,2
3,2020-07-06,H,7
4,2020-07-06,H,6
7,2020-07-06,H,6
2,2020-07-06,H,4
5,2020-07-06,H,4
1,2020-07-06,H,3
6,2020-07-06,H,3
7,2020-07-07,H,15
4,2020-07-07,H,7
2,2020-07-07,H,6
5,2020-07-07,H,6
3,2020-07-07,H,5
6,2020-07-07,H,2
7,2020-07-08,H,9
3,2020-07-08,H,3
5,2020-07-08,H,3
2,2020-07-08,H,2
4,2020-07-08,H,2
6,2020-07-08,H,2
1,2020-07-08,H,1
5,2020-07-09,H,8
7,2020-07-09,H,8
3,2020-07-09,H,7
2,2020-07-09,H,5
4,2020-07-09,H,5
1,2020-07-09,H,3
6,2020-07-09,H,2
7,2020-07-10,H,15
4,2020-07-10,H,10
3,2020-07-10,H,7
1,2020-07-10,H,4
5,2020-07-10,H,3
6,2020-07-10,H,3
7,2020-07-11,H,7
3,2020-07-11,H,6
5,2020-07-11,H,6
1,2020-07-11,H,2
4,2020-07-11,H,2
6,2020-07-11,H,2
2,2020-07-11,H,1
7,2020-07-12,H,10
4,2020-07-12,H,3
5,2020-07-12,H,3
6,2020-07-12,H,2
1,2020-07-12,H,1
2,2020-07-12,H,1
3,2020-07-12,H,1
3,2020-07-13,H,16
4,2020-07-13,H,7
7,2020-07-13,H,7
2,2020-07-13,H,4
5,2020-07-13,H,4
6,2020-07-13,H,3
1,2020-07-13,H,2
7,2020-07-14,H,12
4,2020-07-14,H,8
3,2020-07-14,H,5
2,2020-07-14,H,4
5,2020-07-14,H,4
1,2020-07-14,H,3
6,2020-07-14,H,3
7,2020-07-15,H,17
4,2020-07-15,H,10
3,2020-07-15,H,9
5,2020-07-15,H,7
2,2020-07-15,H,6
1,2020-07-15,H,5
6,2020-07-15,H,1
3,2020-07-16,H,14
7,2020-07-16,H,11
4,2020-07-16,H,8
5,2020-07-16,H,5
2,2020-07-16,H,4
1,2020-07-16,H,2
6,2020-07-16,H,2
7,2020-07-17,H,14
3,2020-07-17,H,13
1,2020-07-17,H,6
2,2020-07-17,H,5
4,2020-07-17,H,4
5,2020-07-17,H,4
6,2020-07-17,H,3
7,2020-07-18,H,19
5,2020-07-18,H,7
4,2020-07-18,H,6
1,2020-07-18,H,5
3,2020-07-18,H,5
2,2020-07-18,H,4
6,2020-07-18,H,2
7,2020-07-19,H,14
5,2020-07-19,H,11
4,2020-07-19,H,6
3,2020-07-19,H,4
6,2020-07-19,H,2
2,2020-07-19,H,1
7,2020-07-20,H,11
2,2020-07-20,H,6
5,2020-07-20,H,6
4,2020-07-20,H,4
1,2020-07-20,H,2
3,2020-07-20,H,2
6,2020-07-20,H,2
7,2020-07-21,H,12
2,2020-07-21,H,9
4,2020-07-21,H,9
5,2020-07-21,H,9
3,2020-07-21,H,8
1,2020-07-21,H,6
6,2020-07-21,H,4
4,2020-07-22,H,10
7,2020-07-22,H,10
2,2020-07-22,H,6
6,2020-07-22,H,6
1,2020-07-22,H,5
3,2020-07-22,H,5
5,2020-07-22,H,5
7,2020-07-23,H,20
2,2020-07-23,H,9
3,2020-07-23,H,9
5,2020-07-23,H,9
4,2020-07-23,H,7
1,2020-07-23,H,6
6,2020-07-23,H,3
7,2020-07-24,H,19
1,2020-07-24,H,15
3,2020-07-24,H,9
4,2020-07-24,H,8
2,2020-07-24,H,6
6,2020-07-24,H,4
5,2020-07-24,H,2
7,2020-07-25,H,20
3,2020-07-25,H,5
4,2020-07-25,H,5
5,2020-07-25,H,4
2,2020-07-25,H,3
6,2020-07-25,H,3
1,2020-07-25,H,1
7,2020-07-26,H,17
5,2020-07-26,H,7
4,2020-07-26,H,6
2,2020-07-26,H,5
6,2020-07-26,H,4
7,2020-07-27,H,16
3,2020-07-27,H,11
4,2020-07-27,H,9
6,2020-07-27,H,8
1,2020-07-27,H,7
5,2020-07-27,H,6
2,2020-07-27,H,5
7,2020-07-28,H,17
3,2020-07-28,H,13
1,2020-07-28,H,11
4,2020-07-28,H,8
5,2020-07-28,H,7
2,2020-07-28,H,6
6,2020-07-28,H,6
7,2020-07-29,H,23
3,2020-07-29,H,13
2,2020-07-29,H,12
4,2020-07-29,H,10
5,2020-07-29,H,9
1,2020-07-29,H,6
6,2020-07-29,H,5
7,2020-07-30,H,25
3,2020-07-30,H,12
4,2020-07-30,H,12
1,2020-07-30,H,9
5,2020-07-30,H,7
2,2020-07-30,H,6
6,2020-07-30,H,5
7,2020-07-31,H,18
4,2020-07-31,H,11
3,2020-07-31,H,10
5,2020-07-31,H,7
1,2020-07-31,H,4
2,2020-07-31,H,4
6,2020-07-31,H,2
7,2020-08-01,H,23
3,2020-08-01,H,8
2,2020-08-01,H,5
4,2020-08-01,H,5
5,2020-08-01,H,4
6,2020-08-01,H,4
1,2020-08-01,H,2
7,2020-08-02,H,21
3,2020-08-02,H,7
4,2020-08-02,H,4
1,2020-08-02,H,3
2,2020-08-02,H,3
5,2020-08-02,H,3
6,2020-08-02,H,3
7,2020-08-03,H,24
5,2020-08-03,H,11
2,2020-08-03,H,9
4,2020-08-03,H,7
3,2020-08-03,H,6
1,2020-08-03,H,5
6,2020-08-03,H,4
7,2020-08-04,H,21
4,2020-08-04,H,13
5,2020-08-04,H,9
6,2020-08-04,H,9
3,2020-08-04,H,6
2,2020-08-04,H,5
1,2020-08-04,H,1
7,2020-08-05,H,17
2,2020-08-05,H,15
3,2020-08-05,H,10
5,2020-08-05,H,10
4,2020-08-05,H,8
1,2020-08-05,H,6
6,2020-08-05,H,6
7,2020-08-06,H,29
3,2020-08-06,H,10
5,2020-08-06,H,7
1,2020-08-06,H,6
4,2020-08-06,H,6
2,2020-08-06,H,5
6,2020-08-06,H,5
7,2020-08-07,H,28
3,2020-08-07,H,19
4,2020-08-07,H,13
5,2020-08-07,H,13
1,2020-08-07,H,10
6,2020-08-07,H,7
2,2020-08-07,H,6
7,2020-08-08,H,24
2,2020-08-08,H,10
3,2020-08-08,H,8
6,2020-08-08,H,8
4,2020-08-08,H,5
5,2020-08-08,H,5
1,2020-08-08,H,4
5,2020-08-09,H,11
7,2020-08-09,H,8
3,2020-08-09,H,7
2,2020-08-09,H,5
4,2020-08-09,H,4
6,2020-08-09,H,2
1,2020-08-09,H,1
7,2020-08-10,H,22
1,2020-08-10,H,10
2,2020-08-10,H,9
5,2020-08-10,H,8
3,2020-08-10,H,7
4,2020-08-10,H,7
6,2020-08-10,H,3
7,2020-08-11,H,22
2,2020-08-11,H,11
5,2020-08-11,H,11
4,2020-08-11,H,8
3,2020-08-11,H,6
6,2020-08-11,H,5
1,2020-08-11,H,3
7,2020-08-12,H,24
4,2020-08-12,H,14
5,2020-08-12,H,13
6,2020-08-12,H,8
2,2020-08-12,H,7
3,2020-08-12,H,5
1,2020-08-12,H,3
7,2020-08-13,H,28
2,2020-08-13,H,7
3,2020-08-13,H,7
4,2020-08-13,H,7
1,2020-08-13,H,6
5,2020-08-13,H,5
6,2020-08-13,H,5
7,2020-08-14,H,35
4,2020-08-14,H,12
3,2020-08-14,H,11
5,2020-08-14,H,10
6,2020-08-14,H,8
1,2020-08-14,H,6
2,2020-08-14,H,5
7,2020-08-15,H,14
5,2020-08-15,H,10
4,2020-08-15,H,6
6,2020-08-15,H,6
2,2020-08-15,H,5
3,2020-08-15,H,4
1,2020-08-15,H,1
7,2020-08-16,H,25
5,2020-08-16,H,11
3,2020-08-16,H,7
1,2020-08-16,H,2
2,2020-08-16,H,2
4,2020-08-16,H,1
6,2020-08-16,H,1
7,2020-08-17,H,25
5,2020-08-17,H,18
4,2020-08-17,H,12
6,2020-08-17,H,9
2,2020-08-17,H,7
3,2020-08-17,H,6
1,2020-08-17,H,4
7,2020-08-18,H,23
3,2020-08-18,H,14
6,2020-08-18,H,12
5,2020-08-18,H,10
2,2020-08-18,H,8
1,2020-08-18,H,7
4,2020-08-18,H,6
7,2020-08-19,H,29
2,2020-08-19,H,15
6,2020-08-19,H,14
5,2020-08-19,H,13
4,2020-08-19,H,11
3,2020-08-19,H,10
1,2020-08-19,H,5
7,2020-08-20,H,25
4,2020-08-20,H,10
5,2020-08-20,H,9
2,2020-08-20,H,7
1,2020-08-20,H,6
3,2020-08-20,H,5
6,2020-08-20,H,3
7,2020-08-21,H,24
5,2020-08-21,H,15
3,2020-08-21,H,12
4,2020-08-21,H,11
2,2020-08-21,H,9
1,2020-08-21,H,5
6,2020-08-21,H,4
7,2020-08-22,H,25
4,2020-08-22,H,10
5,2020-08-22,H,9
3,2020-08-22,H,7
1,2020-08-22,H,5
2,2020-08-22,H,5
6,2020-08-22,H,4
7,2020-08-23,H,22
4,2020-08-23,H,13
3,2020-08-23,H,5
5,2020-08-23,H,5
6,2020-08-23,H,4
1,2020-08-23,H,3
2,2020-08-23,H,3
7,2020-08-24,H,19
5,2020-08-24,H,11
6,2020-08-24,H,11
4,2020-08-24,H,9
3,2020-08-24,H,7
1,2020-08-24,H,6
2,2020-08-24,H,6
7,2020-08-25,H,37
4,2020-08-25,H,14
6,2020-08-25,H,14
5,2020-08-25,H,11
2,2020-08-25,H,10
3,2020-08-25,H,9
1,2020-08-25,H,4
7,2020-08-26,H,25
4,2020-08-26,H,14
3,2020-08-26,H,12
2,2020-08-26,H,11
5,2020-08-26,H,7
1,2020-08-26,H,4
6,2020-08-26,H,2
7,2020-08-27,H,32
4,2020-08-27,H,14
2,2020-08-27,H,13
5,2020-08-27,H,9
3,2020-08-27,H,7
1,2020-08-27,H,6
6,2020-08-27,H,3
7,2020-08-28,H,32
4,2020-08-28,H,11
5,2020-08-28,H,11
1,2020-08-28,H,9
2,2020-08-28,H,6
6,2020-08-28,H,5
3,2020-08-28,H,4
7,2020-08-29,H,23
5,2020-08-29,H,13
4,2020-08-29,H,6
2,2020-08-29,H,4
3,2020-08-29,H,4
6,2020-08-29,H,4
1,2020-08-29,H,1
7,2020-08-30,H,22
5,2020-08-30,H,12
4,2020-08-30,H,9
3,2020-08-30,H,8
2,2020-08-30,H,6
6,2020-08-30,H,3
1,2020-08-30,H,1
7,2020-08-31,H,13
4,2020-08-31,H,11
3,2020-08-31,H,9
5,2020-08-31,H,9
1,2020-08-31,H,7
2,2020-08-31,H,7
6,2020-08-31,H,5
7,2020-09-01,H,33
4,2020-09-01,H,17
5,2020-09-01,H,12
2,2020-09-01,H,10
1,2020-09-01,H,8
6,2020-09-01,H,8
3,2020-09-01,H,6
7,2020-09-02,H,33
3,2020-09-02,H,15
5,2020-09-02,H,12
1,2020-09-02,H,7
4,2020-09-02,H,7
6,2020-09-02,H,7
2,2020-09-02,H,6
7,2020-09-03,H,29
3,2020-09-03,H,12
5,2020-09-03,H,9
4,2020-09-03,H,8
6,2020-09-03,H,8
2,2020-09-03,H,6
1,2020-09-03,H,5
7,2020-09-04,H,24
3,2020-09-04,H,15
5,2020-09-04,H,13
1,2020-09-04,H,12
4,2020-09-04,H,12
2,2020-09-04,H,8
6,2020-09-04,H,7
7,2020-09-05,H,23
2,2020-09-05,H,9
4,2020-09-05,H,9
3,2020-09-05,H,5
5,2020-09-05,H,3
1,2020-09-05,H,1
7,2020-09-06,H,24
4,2020-09-06,H,9
5,2020-09-06,H,9
3,2020-09-06,H,4
1,2020-09-06,H,2
6,2020-09-06,H,2
2,2020-09-06,H,1
7,2020-09-07,H,31
5,2020-09-07,H,14
4,2020-09-07,H,9
2,2020-09-07,H,7
3,2020-09-07,H,5
6,2020-09-07,H,5
1,2020-09-07,H,3
7,2020-09-08,H,23
5,2020-09-08,H,15
2,2020-09-08,H,8
3,2020-09-08,H,8
4,2020-09-08,H,6
6,2020-09-08,H,6
1,2020-09-08,H,5
7,2020-09-09,H,50
3,2020-09-09,H,11
4,2020-09-09,H,11
5,2020-09-09,H,10
2,2020-09-09,H,7
6,2020-09-09,H,7
1,2020-09-09,H,6
7,2020-09-10,H,43
5,2020-09-10,H,13
2,2020-09-10,H,10
4,2020-09-10,H,10
1,2020-09-10,H,9
6,2020-09-10,H,9
3,2020-09-10,H,2
7,2020-09-11,H,48
5,2020-09-11,H,18
6,2020-09-11,H,11
3,2020-09-11,H,10
4,2020-09-11,H,8
1,2020-09-11,H,6
2,2020-09-11,H,6
7,2020-09-12,H,38
4,2020-09-12,H,7
5,2020-09-12,H,7
6,2020-09-12,H,6
1,2020-09-12,H,4
2,2020-09-12,H,3
3,2020-09-12,H,3
7,2020-09-13,H,36
5,2020-09-13,H,9
1,2020-09-13,H,7
4,2020-09-13,H,7
2,2020-09-13,H,5
3,2020-09-13,H,3
6,2020-09-13,H,3
7,2020-09-14,H,36
5,2020-09-14,H,22
4,2020-09-14,H,20
3,2020-09-14,H,15
6,2020-09-14,H,13
2,2020-09-14,H,7
1,2020-09-14,H,5
7,2020-09-15,H,43
1,2020-09-15,H,17
3,2020-09-15,H,14
5,2020-09-15,H,10
2,2020-09-15,H,8
6,2020-09-15,H,8
4,2020-09-15,H,7
7,2020-09-16,H,57
5,2020-09-16,H,22
3,2020-09-16,H,17
4,2020-09-16,H,17
1,2020-09-16,H,11
2,2020-09-16,H,9
6,2020-09-16,H,8
7,2020-09-17,H,60
4,2020-09-17,H,22
5,2020-09-17,H,18
3,2020-09-17,H,13
6,2020-09-17,H,11
1,2020-09-17,H,9
2,2020-09-17,H,7
7,2020-09-18,H,51
5,2020-09-18,H,20
4,2020-09-18,H,14
6,2020-09-18,H,13
3,2020-09-18,H,10
1,2020-09-18,H,9
2,2020-09-18,H,9
7,2020-09-19,H,56
5,2020-09-19,H,19
6,2020-09-19,H,12
3,2020-09-19,H,8
2,2020-09-19,H,6
4,2020-09-19,H,6
1,2020-09-19,H,1
7,2020-09-20,H,52
6,2020-09-20,H,14
5,2020-09-20,H,12
4,2020-09-20,H,11
1,2020-09-20,H,9
3,2020-09-20,H,7
2,2020-09-20,H,6
7,2020-09-21,H,62
5,2020-09-21,H,17
6,2020-09-21,H,15
4,2020-09-21,H,10
1,2020-09-21,H,8
3,2020-09-21,H,7
2,2020-09-21,H,3
7,2020-09-22,H,81
4,2020-09-22,H,21
5,2020-09-22,H,20
6,2020-09-22,H,15
2,2020-09-22,H,9
3,2020-09-22,H,9
1,2020-09-22,H,8
7,2020-09-23,H,86
5,2020-09-23,H,25
4,2020-09-23,H,23
3,2020-09-23,H,13
6,2020-09-23,H,9
1,2020-09-23,H,8
2,2020-09-23,H,4
7,2020-09-24,H,87
5,2020-09-24,H,23
4,2020-09-24,H,21
6,2020-09-24,H,17
1,2020-09-24,H,16
3,2020-09-24,H,13
2,2020-09-24,H,7
7,2020-09-25,H,103
4,2020-09-25,H,30
5,2020-09-25,H,28
3,2020-09-25,H,19
6,2020-09-25,H,18
1,2020-09-25,H,11
2,2020-09-25,H,7
7,2020-09-26,H,87
5,2020-09-26,H,29
3,2020-09-26,H,16
4,2020-09-26,H,14
6,2020-09-26,H,11
1,2020-09-26,H,10
2,2020-09-26,H,10
7,2020-09-27,H,70
5,2020-09-27,H,19
3,2020-09-27,H,16
4,2020-09-27,H,14
6,2020-09-27,H,10
1,2020-09-27,H,5
2,2020-09-27,H,2
7,2020-09-28,H,109
5,2020-09-28,H,33
4,2020-09-28,H,29
6,2020-09-28,H,18
3,2020-09-28,H,17
2,2020-09-28,H,13
1,2020-09-28,H,9
7,2020-09-29,H,152
5,2020-09-29,H,38
4,2020-09-29,H,22
6,2020-09-29,H,20
3,2020-09-29,H,17
1,2020-09-29,H,13
2,2020-09-29,H,10
7,2020-09-30,H,131
5,2020-09-30,H,33
4,2020-09-30,H,32
6,2020-09-30,H,25
3,2020-09-30,H,22
1,2020-09-30,H,19
2,2020-09-30,H,6
7,2020-10-01,H,130
5,2020-10-01,H,31
4,2020-10-01,H,23
6,2020-10-01,H,22
3,2020-10-01,H,16
1,2020-10-01,H,13
2,2020-10-01,H,12
7,2020-10-02,H,153
5,2020-10-02,H,36
4,2020-10-02,H,30
6,2020-10-02,H,22
3,2020-10-02,H,18
2,2020-10-02,H,12
1,2020-10-02,H,9
7,2020-10-03,H,119
5,2020-10-03,H,30
4,2020-10-03,H,19
3,2020-10-03,H,17
6,2020-10-03,H,17
2,2020-10-03,H,10
1,2020-10-03,H,7
7,2020-10-04,H,114
5,2020-10-04,H,29
4,2020-10-04,H,22
1,2020-10-04,H,13
2,2020-10-04,H,12
3,2020-10-04,H,11
6,2020-10-04,H,11
7,2020-10-05,H,152
5,2020-10-05,H,43
4,2020-10-05,H,39
6,2020-10-05,H,34
3,2020-10-05,H,27
1,2020-10-05,H,16
2,2020-10-05,H,14
7,2020-10-06,H,160
5,2020-10-06,H,51
4,2020-10-06,H,38
6,2020-10-06,H,28
3,2020-10-06,H,26
1,2020-10-06,H,14
2,2020-10-06,H,13
7,2020-10-07,H,168
5,2020-10-07,H,57
4,2020-10-07,H,39
3,2020-10-07,H,33
6,2020-10-07,H,32
1,2020-10-07,H,21
2,2020-10-07,H,11
7,2020-10-08,H,179
5,2020-10-08,H,47
4,2020-10-08,H,35
6,2020-10-08,H,30
3,2020-10-08,H,24
2,2020-10-08,H,23
1,2020-10-08,H,22
7,2020-10-09,H,174
5,2020-10-09,H,45
4,2020-10-09,H,37
6,2020-10-09,H,35
3,2020-10-09,H,24
1,2020-10-09,H,20
2,2020-10-09,H,19
7,2020-10-10,H,174
5,2020-10-10,H,51
4,2020-10-10,H,39
6,2020-10-10,H,36
3,2020-10-10,H,25
2,2020-10-10,H,20
1,2020-10-10,H,9
7,2020-10-11,H,149
5,2020-10-11,H,51
6,2020-10-11,H,26
3,2020-10-11,H,25
4,2020-10-11,H,20
1,2020-10-11,H,19
2,2020-10-11,H,17
7,2020-10-12,H,192
5,2020-10-12,H,47
4,2020-10-12,H,41
6,2020-10-12,H,35
3,2020-10-12,H,34
2,2020-10-12,H,17
1,2020-10-12,H,16
7,2020-10-13,H,207
5,2020-10-13,H,53
4,2020-10-13,H,37
6,2020-10-13,H,37
3,2020-10-13,H,33
2,2020-10-13,H,23
1,2020-10-13,H,20
7,2020-10-14,H,216
4,2020-10-14,H,52
5,2020-10-14,H,52
3,2020-10-14,H,44
6,2020-10-14,H,41
1,2020-10-14,H,21
2,2020-10-14,H,20
7,2020-10-15,H,240
5,2020-10-15,H,61
4,2020-10-15,H,47
6,2020-10-15,H,39
3,2020-10-15,H,37
1,2020-10-15,H,23
2,2020-10-15,H,18
7,2020-10-16,H,222
5,2020-10-16,H,69
4,2020-10-16,H,49
3,2020-10-16,H,40
6,2020-10-16,H,38
2,2020-10-16,H,27
1,2020-10-16,H,22
7,2020-10-17,H,210
5,2020-10-17,H,60
4,2020-10-17,H,46
3,2020-10-17,H,39
6,2020-10-17,H,37
1,2020-10-17,H,22
2,2020-10-17,H,21
7,2020-10-18,H,175
5,2020-10-18,H,54
6,2020-10-18,H,36
3,2020-10-18,H,35
4,2020-10-18,H,34
1,2020-10-18,H,20
2,2020-10-18,H,11
7,2020-10-19,H,247
5,2020-10-19,H,69
4,2020-10-19,H,48
6,2020-10-19,H,46
3,2020-10-19,H,32
1,2020-10-19,H,25
2,2020-10-19,H,25
7,2020-10-20,H,270
5,2020-10-20,H,67
4,2020-10-20,H,58
