country_code,age_group,new_cases,population,rate_14_day_per_100k,location,date
SK,25-49yr,18,2069170,1.8,Słowacja,2020-05-11
SK,50-64yr,8,1064813,1.9,Słowacja,2020-05-11
SK,65-79yr,1,720495,0.8,Słowacja,2020-05-11
SK,80+yr,0,184680,0.0,Słowacja,2020-05-11
SK,<15yr,2,863720,0.8,Słowacja,2020-05-18
SK,15-24yr,1,554995,1.6,Słowacja,2020-05-18
SK,25-49yr,8,2069170,1.3,Słowacja,2020-05-18
SK,50-64yr,2,1064813,0.9,Słowacja,2020-05-18
SK,65-79yr,0,720495,0.1,Słowacja,2020-05-18
SK,80+yr,0,184680,0.0,Słowacja,2020-05-18
SK,<15yr,0,863720,0.2,Słowacja,2020-05-25
SK,15-24yr,2,554995,0.5,Słowacja,2020-05-25
SK,25-49yr,7,2069170,0.7,Słowacja,2020-05-25
SK,50-64yr,1,1064813,0.3,Słowacja,2020-05-25
SK,65-79yr,1,720495,0.1,Słowacja,2020-05-25
SK,80+yr,1,184680,0.5,Słowacja,2020-05-25
SK,<15yr,0,863720,0.0,Słowacja,2020-06-01
SK,15-24yr,0,554995,0.4,Słowacja,2020-06-01
SK,25-49yr,8,2069170,0.7,Słowacja,2020-06-01
SK,50-64yr,1,1064813,0.2,Słowacja,2020-06-01
SK,65-79yr,0,720495,0.1,Słowacja,2020-06-01
SK,80+yr,0,184680,0.5,Słowacja,2020-06-01
SK,<15yr,0,863720,0.0,Słowacja,2020-06-08
SK,15-24yr,3,554995,0.5,Słowacja,2020-06-08
SK,25-49yr,17,2069170,1.2,Słowacja,2020-06-08
SK,50-64yr,5,1064813,0.6,Słowacja,2020-06-08
SK,65-79yr,0,720495,0.0,Słowacja,2020-06-08
SK,80+yr,0,184680,0.0,Słowacja,2020-06-08
SK,<15yr,4,863720,0.5,Słowacja,2020-06-15
SK,15-24yr,5,554995,1.4,Słowacja,2020-06-15
SK,25-49yr,20,2069170,1.8,Słowacja,2020-06-15
SK,50-64yr,7,1064813,1.1,Słowacja,2020-06-15
SK,65-79yr,2,720495,0.3,Słowacja,2020-06-15
SK,80+yr,0,184680,0.0,Słowacja,2020-06-15
SK,<15yr,0,863720,0.5,Słowacja,2020-06-22
SK,15-24yr,6,554995,2.0,Słowacja,2020-06-22
SK,25-49yr,38,2069170,2.8,Słowacja,2020-06-22
SK,50-64yr,16,1064813,2.2,Słowacja,2020-06-22
SK,65-79yr,6,720495,1.1,Słowacja,2020-06-22
SK,80+yr,1,184680,0.5,Słowacja,2020-06-22
SK,<15yr,23,863720,2.7,Słowacja,2020-06-29
SK,15-24yr,20,554995,4.7,Słowacja,2020-06-29
SK,25-49yr,49,2069170,4.2,Słowacja,2020-06-29
SK,50-64yr,21,1064813,3.5,Słowacja,2020-06-29
SK,65-79yr,2,720495,1.1,Słowacja,2020-06-29
SK,80+yr,1,184680,1.1,Słowacja,2020-06-29
SK,<15yr,19,863720,4.9,Słowacja,2020-07-06
SK,15-24yr,11,554995,5.6,Słowacja,2020-07-06
SK,25-49yr,65,2069170,5.5,Słowacja,2020-07-06
SK,50-64yr,22,1064813,4.0,Słowacja,2020-07-06
SK,65-79yr,9,720495,1.5,Słowacja,2020-07-06
SK,80+yr,3,184680,2.2,Słowacja,2020-07-06
SK,<15yr,4,863720,2.7,Słowacja,2020-07-13
SK,15-24yr,7,554995,3.2,Słowacja,2020-07-13
SK,25-49yr,49,2069170,5.5,Słowacja,2020-07-13
SK,50-64yr,19,1064813,3.9,Słowacja,2020-07-13
SK,65-79yr,5,720495,1.9,Słowacja,2020-07-13
SK,80+yr,0,184680,1.6,Słowacja,2020-07-13
SK,<15yr,14,863720,2.1,Słowacja,2020-07-20
SK,15-24yr,25,554995,5.8,Słowacja,2020-07-20
SK,25-49yr,103,2069170,7.3,Słowacja,2020-07-20
SK,50-64yr,33,1064813,4.9,Słowacja,2020-07-20
SK,65-79yr,14,720495,2.6,Słowacja,2020-07-20
SK,80+yr,5,184680,2.7,Słowacja,2020-07-20
SK,<15yr,0,863720,1.6,Słowacja,2020-07-27
SK,15-24yr,24,554995,8.8,Słowacja,2020-07-27
SK,25-49yr,78,2069170,8.7,Słowacja,2020-07-27
SK,50-64yr,47,1064813,7.5,Słowacja,2020-07-27
SK,65-79yr,13,720495,3.7,Słowacja,2020-07-27
SK,80+yr,3,184680,4.3,Słowacja,2020-07-27
SK,<15yr,6,863720,0.7,Słowacja,2020-08-03
SK,15-24yr,35,554995,10.6,Słowacja,2020-08-03
SK,25-49yr,129,2069170,10.0,Słowacja,2020-08-03
SK,50-64yr,53,1064813,9.4,Słowacja,2020-08-03
SK,65-79yr,16,720495,4.0,Słowacja,2020-08-03
SK,80+yr,5,184680,4.3,Słowacja,2020-08-03
SK,<15yr,0,863720,0.7,Słowacja,2020-08-10
SK,15-24yr,48,554995,15.0,Słowacja,2020-08-10
SK,25-49yr,158,2069170,13.9,Słowacja,2020-08-10
SK,50-64yr,62,1064813,10.8,Słowacja,2020-08-10
SK,65-79yr,20,720495,5.0,Słowacja,2020-08-10
SK,80+yr,14,184680,10.3,Słowacja,2020-08-10
SK,<15yr,31,863720,3.6,Słowacja,2020-08-17
SK,15-24yr,72,554995,21.6,Słowacja,2020-08-17
SK,25-49yr,297,2069170,22.0,Słowacja,2020-08-17
SK,50-64yr,81,1064813,13.4,Słowacja,2020-08-17
SK,65-79yr,21,720495,5.7,Słowacja,2020-08-17
SK,80+yr,9,184680,12.5,Słowacja,2020-08-17
SK,<15yr,29,863720,6.9,Słowacja,2020-08-24
SK,15-24yr,83,554995,27.9,Słowacja,2020-08-24
SK,25-49yr,254,2069170,26.6,Słowacja,2020-08-24
SK,50-64yr,81,1064813,15.2,Słowacja,2020-08-24
SK,65-79yr,35,720495,7.8,Słowacja,2020-08-24
SK,80+yr,10,184680,10.3,Słowacja,2020-08-24
SK,<15yr,50,863720,9.1,Słowacja,2020-08-31
SK,15-24yr,130,554995,38.4,Słowacja,2020-08-31
SK,25-49yr,372,2069170,30.3,Słowacja,2020-08-31
SK,50-64yr,118,1064813,18.7,Słowacja,2020-08-31
SK,65-79yr,48,720495,11.5,Słowacja,2020-08-31
SK,80+yr,15,184680,13.5,Słowacja,2020-08-31
SK,<15yr,66,863720,13.4,Słowacja,2020-09-07
SK,15-24yr,206,554995,60.5,Słowacja,2020-09-07
SK,25-49yr,442,2069170,39.3,Słowacja,2020-09-07
SK,50-64yr,146,1064813,24.8,Słowacja,2020-09-07
SK,65-79yr,73,720495,16.8,Słowacja,2020-09-07
SK,80+yr,16,184680,16.8,Słowacja,2020-09-07
SK,<15yr,46,863720,13.0,Słowacja,2020-09-14
SK,15-24yr,288,554995,89.0,Słowacja,2020-09-14
SK,25-49yr,512,2069170,46.1,Słowacja,2020-09-14
SK,50-64yr,223,1064813,34.7,Słowacja,2020-09-14
SK,65-79yr,88,720495,22.3,Słowacja,2020-09-14
SK,80+yr,40,184680,30.3,Słowacja,2020-09-14
SK,<15yr,150,863720,22.7,Słowacja,2020-09-21
SK,15-24yr,428,554995,129.0,Słowacja,2020-09-21
SK,25-49yr,1178,2069170,81.7,Słowacja,2020-09-21
SK,50-64yr,515,1064813,69.3,Słowacja,2020-09-21
SK,65-79yr,232,720495,44.4,Słowacja,2020-09-21
SK,80+yr,77,184680,63.4,Słowacja,2020-09-21
SK,<15yr,319,863720,54.3,Słowacja,2020-09-28
SK,15-24yr,578,554995,181.3,Słowacja,2020-09-28
SK,25-49yr,1893,2069170,148.4,Słowacja,2020-09-28
SK,50-64yr,886,1064813,131.6,Słowacja,2020-09-28
SK,65-79yr,375,720495,84.2,Słowacja,2020-09-28
SK,80+yr,141,184680,118.0,Słowacja,2020-09-28
SK,<15yr,426,863720,86.3,Słowacja,2020-10-05
SK,15-24yr,978,554995,280.4,Słowacja,2020-10-05
SK,25-49yr,3234,2069170,247.8,Słowacja,2020-10-05
SK,50-64yr,1490,1064813,223.1,Słowacja,2020-10-05
SK,65-79yr,644,720495,141.4,Słowacja,2020-10-05
SK,80+yr,200,184680,184.6,Słowacja,2020-10-05
SK,<15yr,788,863720,140.6,Słowacja,2020-10-12
SK,15-24yr,1342,554995,418.0,Słowacja,2020-10-12
SK,25-49yr,4725,2069170,384.6,Słowacja,2020-10-12
SK,50-64yr,2268,1064813,352.9,Słowacja,2020-10-12
SK,65-79yr,877,720495,211.1,Słowacja,2020-10-12
SK,80+yr,349,184680,297.3,Słowacja,2020-10-12
SK,<15yr,967,863720,203.2,Słowacja,2020-10-19
SK,15-24yr,1539,554995,519.1,Słowacja,2020-10-19
SK,25-49yr,6788,2069170,556.4,Słowacja,2020-10-19
SK,50-64yr,3430,1064813,535.1,Słowacja,2020-10-19
SK,65-79yr,1270,720495,298.0,Słowacja,2020-10-19
SK,80+yr,514,184680,467.3,Słowacja,2020-10-19
SK,<15yr,1185,863720,249.2,Słowacja,2020-10-26
SK,15-24yr,1632,554995,571.4,Słowacja,2020-10-26
SK,25-49yr,8163,2069170,722.6,Słowacja,2020-10-26
SK,50-64yr,4234,1064813,719.8,Słowacja,2020-10-26
SK,65-79yr,1617,720495,400.7,Słowacja,2020-10-26
SK,80+yr,806,184680,714.7,Słowacja,2020-10-26
SK,<15yr,1093,863720,263.7,Słowacja,2020-11-02
SK,15-24yr,1402,554995,546.7,Słowacja,2020-11-02
SK,25-49yr,6184,2069170,693.4,Słowacja,2020-11-02
SK,50-64yr,3169,1064813,695.2,Słowacja,2020-11-02
SK,65-79yr,1370,720495,414.6,Słowacja,2020-11-02
SK,80+yr,549,184680,733.7,Słowacja,2020-11-02
SK,<15yr,668,863720,203.9,Słowacja,2020-11-09
SK,15-24yr,1176,554995,464.5,Słowacja,2020-11-09
SK,25-49yr,4939,2069170,537.6,Słowacja,2020-11-09
SK,50-64yr,2706,1064813,551.7,Słowacja,2020-11-09
SK,65-79yr,1191,720495,355.5,Słowacja,2020-11-09
SK,80+yr,564,184680,602.7,Słowacja,2020-11-09
SK,<15yr,548,863720,140.8,Słowacja,2020-11-16
SK,15-24yr,1004,554995,392.8,Słowacja,2020-11-16
SK,25-49yr,4834,2069170,472.3,Słowacja,2020-11-16
SK,50-64yr,2681,1064813,505.9,Słowacja,2020-11-16
SK,65-79yr,1193,720495,330.9,Słowacja,2020-11-16
SK,80+yr,611,184680,636.2,Słowacja,2020-11-16
SK,<15yr,758,863720,151.2,Słowacja,2020-11-23
SK,15-24yr,1210,554995,398.9,Słowacja,2020-11-23
SK,25-49yr,5596,2069170,504.1,Słowacja,2020-11-23
SK,50-64yr,3265,1064813,558.4,Słowacja,2020-11-23
SK,65-79yr,1536,720495,378.8,Słowacja,2020-11-23
SK,80+yr,719,184680,720.2,Słowacja,2020-11-23
SK,<15yr,977,863720,200.9,Słowacja,2020-11-30
SK,15-24yr,1615,554995,509.0,Słowacja,2020-11-30
SK,25-49yr,7380,2069170,627.1,Słowacja,2020-11-30
SK,50-64yr,4013,1064813,683.5,Słowacja,2020-11-30
SK,65-79yr,1691,720495,447.9,Słowacja,2020-11-30
SK,80+yr,635,184680,733.2,Słowacja,2020-11-30
SK,<15yr,1488,863720,285.4,Słowacja,2020-12-07
SK,15-24yr,2521,554995,745.2,Słowacja,2020-12-07
SK,25-49yr,11428,2069170,909.0,Słowacja,2020-12-07
SK,50-64yr,5952,1064813,935.8,Słowacja,2020-12-07
SK,65-79yr,2458,720495,575.9,Słowacja,2020-12-07
SK,80+yr,883,184680,822.0,Słowacja,2020-12-07
SK,<15yr,1667,863720,365.3,Słowacja,2020-12-14
SK,15-24yr,2889,554995,974.8,Słowacja,2020-12-14
SK,25-49yr,13708,2069170,1214.8,Słowacja,2020-12-14
SK,50-64yr,7419,1064813,1255.7,Słowacja,2020-12-14
SK,65-79yr,3101,720495,771.6,Słowacja,2020-12-14
SK,80+yr,924,184680,978.4,Słowacja,2020-12-14
SK,<15yr,1273,863720,340.4,Słowacja,2020-12-21
SK,15-24yr,2205,554995,917.8,Słowacja,2020-12-21
SK,25-49yr,9511,2069170,1122.1,Słowacja,2020-12-21
SK,50-64yr,4991,1064813,1165.5,Słowacja,2020-12-21
SK,65-79yr,2092,720495,720.8,Słowacja,2020-12-21
SK,80+yr,712,184680,885.9,Słowacja,2020-12-21
SK,<15yr,1268,863720,294.2,Słowacja,2020-12-28
SK,15-24yr,3099,554995,955.7,Słowacja,2020-12-28
SK,25-49yr,11672,2069170,1023.7,Słowacja,2020-12-28
SK,50-64yr,5783,1064813,1011.8,Słowacja,2020-12-28
SK,65-79yr,2353,720495,616.9,Słowacja,2020-12-28
SK,80+yr,643,184680,733.7,Słowacja,2020-12-28
SK,<15yr,1807,863720,356.0,Słowacja,2021-01-04
SK,15-24yr,5065,554995,1471.0,Słowacja,2021-01-04
SK,25-49yr,18625,2069170,1464.2,Słowacja,2021-01-04
SK,50-64yr,8630,1064813,1353.6,Słowacja,2021-01-04
SK,65-79yr,3815,720495,856.1,Słowacja,2021-01-04
SK,80+yr,1039,184680,910.8,Słowacja,2021-01-04
SK,<15yr,1266,863720,355.8,Słowacja,2021-01-11
SK,15-24yr,3218,554995,1492.4,Słowacja,2021-01-11
SK,25-49yr,12232,2069170,1491.3,Słowacja,2021-01-11
SK,50-64yr,6422,1064813,1413.6,Słowacja,2021-01-11
SK,65-79yr,2723,720495,907.4,Słowacja,2021-01-11
SK,80+yr,936,184680,1069.4,Słowacja,2021-01-11
SK,<15yr,1339,863720,301.6,Słowacja,2021-01-18
SK,15-24yr,4026,554995,1305.2,Słowacja,2021-01-18
SK,25-49yr,14627,2069170,1298.1,Słowacja,2021-01-18
SK,50-64yr,7601,1064813,1316.9,Słowacja,2021-01-18
SK,65-79yr,2945,720495,786.7,Słowacja,2021-01-18
SK,80+yr,744,184680,909.7,Słowacja,2021-01-18
SK,<15yr,1255,863720,300.3,Słowacja,2021-01-25
SK,15-24yr,2938,554995,1254.8,Słowacja,2021-01-25
SK,25-49yr,11327,2069170,1254.3,Słowacja,2021-01-25
SK,50-64yr,5832,1064813,1261.5,Słowacja,2021-01-25
SK,65-79yr,2335,720495,732.8,Słowacja,2021-01-25
SK,80+yr,793,184680,832.3,Słowacja,2021-01-25
SK,<15yr,1822,863720,356.2,Słowacja,2021-02-01
SK,15-24yr,4522,554995,1344.2,Słowacja,2021-02-01
SK,25-49yr,17399,2069170,1388.3,Słowacja,2021-02-01
SK,50-64yr,8628,1064813,1358.0,Słowacja,2021-02-01
SK,65-79yr,3122,720495,757.4,Słowacja,2021-02-01
SK,80+yr,760,184680,840.9,Słowacja,2021-02-01
SK,<15yr,1864,863720,426.8,Słowacja,2021-02-08
SK,15-24yr,4214,554995,1574.1,Słowacja,2021-02-08
SK,25-49yr,16160,2069170,1621.9,Słowacja,2021-02-08
SK,50-64yr,8103,1064813,1571.3,Słowacja,2021-02-08
SK,65-79yr,2869,720495,831.5,Słowacja,2021-02-08
SK,80+yr,719,184680,800.8,Słowacja,2021-02-08
SK,<15yr,2187,863720,469.0,Słowacja,2021-02-15
SK,15-24yr,4612,554995,1590.3,Słowacja,2021-02-15
SK,25-49yr,17137,2069170,1609.2,Słowacja,2021-02-15
SK,50-64yr,8380,1064813,1548.0,Słowacja,2021-02-15
SK,65-79yr,3134,720495,833.2,Słowacja,2021-02-15
SK,80+yr,659,184680,746.2,Słowacja,2021-02-15
SK,<15yr,2650,863720,560.0,Słowacja,2021-02-22
SK,15-24yr,4677,554995,1673.7,Słowacja,2021-02-22
SK,25-49yr,16261,2069170,1614.1,Słowacja,2021-02-22
SK,50-64yr,8034,1064813,1541.5,Słowacja,2021-02-22
SK,65-79yr,3083,720495,862.9,Słowacja,2021-02-22
SK,80+yr,682,184680,726.1,Słowacja,2021-02-22
SK,<15yr,2527,863720,599.4,Słowacja,2021-03-01
SK,15-24yr,4313,554995,1619.8,Słowacja,2021-03-01
SK,25-49yr,15257,2069170,1523.2,Słowacja,2021-03-01
SK,50-64yr,7410,1064813,1450.4,Słowacja,2021-03-01
SK,65-79yr,3095,720495,857.5,Słowacja,2021-03-01
SK,80+yr,635,184680,713.1,Słowacja,2021-03-01
SK,<15yr,2248,863720,552.8,Słowacja,2021-03-08
SK,15-24yr,3751,554995,1453.0,Słowacja,2021-03-08
SK,25-49yr,12687,2069170,1350.5,Słowacja,2021-03-08
SK,50-64yr,6337,1064813,1291.0,Słowacja,2021-03-08
SK,65-79yr,2717,720495,806.7,Słowacja,2021-03-08
SK,80+yr,519,184680,624.9,Słowacja,2021-03-08
SK,<15yr,2011,863720,493.1,Słowacja,2021-03-15
SK,15-24yr,2925,554995,1202.9,Słowacja,2021-03-15
SK,25-49yr,10541,2069170,1122.6,Słowacja,2021-03-15
SK,50-64yr,5202,1064813,1083.7,Słowacja,2021-03-15
SK,65-79yr,2102,720495,668.8,Słowacja,2021-03-15
SK,80+yr,449,184680,524.1,Słowacja,2021-03-15
SK,<15yr,1646,863720,423.4,Słowacja,2021-03-22
SK,15-24yr,2371,554995,954.2,Słowacja,2021-03-22
SK,25-49yr,8449,2069170,917.8,Słowacja,2021-03-22
SK,50-64yr,4109,1064813,874.4,Słowacja,2021-03-22
SK,65-79yr,1862,720495,550.2,Słowacja,2021-03-22
SK,80+yr,356,184680,435.9,Słowacja,2021-03-22
SI,<15yr,0,315802,,Słowenia,2020-03-02
SI,15-24yr,0,196818,,Słowenia,2020-03-02
SI,25-49yr,9,711365,,Słowenia,2020-03-02
SI,50-64yr,8,447872,,Słowenia,2020-03-02
SI,65-79yr,3,309837,,Słowenia,2020-03-02
SI,80+yr,0,114167,,Słowenia,2020-03-02
SI,<15yr,0,315802,0.0,Słowenia,2020-03-09
SI,15-24yr,21,196818,10.7,Słowenia,2020-03-09
SI,25-49yr,112,711365,17.0,Słowenia,2020-03-09
SI,50-64yr,57,447872,14.5,Słowenia,2020-03-09
SI,65-79yr,13,309837,5.2,Słowenia,2020-03-09
SI,80+yr,10,114167,8.8,Słowenia,2020-03-09
SI,<15yr,3,315802,0.9,Słowenia,2020-03-16
SI,15-24yr,9,196818,15.2,Słowenia,2020-03-16
SI,25-49yr,76,711365,26.4,Słowenia,2020-03-16
SI,50-64yr,56,447872,25.2,Słowenia,2020-03-16
SI,65-79yr,22,309837,11.3,Słowenia,2020-03-16
SI,80+yr,26,114167,31.5,Słowenia,2020-03-16
SI,<15yr,2,315802,1.6,Słowenia,2020-03-23
SI,15-24yr,15,196818,12.2,Słowenia,2020-03-23
SI,25-49yr,78,711365,21.6,Słowenia,2020-03-23
SI,50-64yr,94,447872,33.5,Słowenia,2020-03-23
SI,65-79yr,70,309837,29.7,Słowenia,2020-03-23
SI,80+yr,56,114167,71.8,Słowenia,2020-03-23
SI,<15yr,3,315802,1.6,Słowenia,2020-03-30
SI,15-24yr,16,196818,15.8,Słowenia,2020-03-30
SI,25-49yr,75,711365,21.5,Słowenia,2020-03-30
SI,50-64yr,58,447872,33.9,Słowenia,2020-03-30
SI,65-79yr,35,309837,33.9,Słowenia,2020-03-30
SI,80+yr,77,114167,116.5,Słowenia,2020-03-30
SI,<15yr,0,315802,0.9,Słowenia,2020-04-06
SI,15-24yr,20,196818,18.3,Słowenia,2020-04-06
SI,25-49yr,73,711365,20.8,Słowenia,2020-04-06
SI,50-64yr,42,447872,22.3,Słowenia,2020-04-06
SI,65-79yr,17,309837,16.8,Słowenia,2020-04-06
SI,80+yr,38,114167,100.7,Słowenia,2020-04-06
SI,<15yr,0,315802,0.0,Słowenia,2020-04-13
SI,15-24yr,10,196818,15.2,Słowenia,2020-04-13
SI,25-49yr,42,711365,16.2,Słowenia,2020-04-13
SI,50-64yr,22,447872,14.3,Słowenia,2020-04-13
SI,65-79yr,17,309837,11.0,Słowenia,2020-04-13
SI,80+yr,31,114167,60.4,Słowenia,2020-04-13
SI,<15yr,3,315802,0.9,Słowenia,2020-04-20
SI,15-24yr,8,196818,9.1,Słowenia,2020-04-20
SI,25-49yr,24,711365,9.3,Słowenia,2020-04-20
SI,50-64yr,9,447872,6.9,Słowenia,2020-04-20
SI,65-79yr,12,309837,9.4,Słowenia,2020-04-20
SI,80+yr,11,114167,36.8,Słowenia,2020-04-20
SI,<15yr,0,315802,0.9,Słowenia,2020-04-27
SI,15-24yr,0,196818,4.1,Słowenia,2020-04-27
SI,25-49yr,9,711365,4.6,Słowenia,2020-04-27
SI,50-64yr,10,447872,4.2,Słowenia,2020-04-27
SI,65-79yr,6,309837,5.8,Słowenia,2020-04-27
SI,80+yr,10,114167,18.4,Słowenia,2020-04-27
SI,<15yr,0,315802,0.0,Słowenia,2020-05-04
SI,15-24yr,2,196818,1.0,Słowenia,2020-05-04
SI,25-49yr,9,711365,2.5,Słowenia,2020-05-04
SI,50-64yr,1,447872,2.5,Słowenia,2020-05-04
SI,65-79yr,1,309837,2.3,Słowenia,2020-05-04
SI,80+yr,5,114167,13.1,Słowenia,2020-05-04
SI,<15yr,0,315802,0.0,Słowenia,2020-05-11
SI,15-24yr,1,196818,1.5,Słowenia,2020-05-11
SI,25-49yr,2,711365,1.5,Słowenia,2020-05-11
SI,50-64yr,2,447872,0.7,Słowenia,2020-05-11
SI,65-79yr,1,309837,0.6,Słowenia,2020-05-11
SI,80+yr,0,114167,4.4,Słowenia,2020-05-11
SI,<15yr,0,315802,0.0,Słowenia,2020-05-18
SI,15-24yr,1,196818,1.0,Słowenia,2020-05-18
SI,25-49yr,1,711365,0.4,Słowenia,2020-05-18
SI,50-64yr,0,447872,0.4,Słowenia,2020-05-18
SI,65-79yr,0,309837,0.3,Słowenia,2020-05-18
SI,80+yr,1,114167,0.9,Słowenia,2020-05-18
SI,<15yr,0,315802,0.0,Słowenia,2020-05-25
SI,15-24yr,1,196818,1.0,Słowenia,2020-05-25
SI,25-49yr,2,711365,0.4,Słowenia,2020-05-25
SI,50-64yr,0,447872,0.0,Słowenia,2020-05-25
SI,65-79yr,0,309837,0.0,Słowenia,2020-05-25
SI,80+yr,0,114167,0.9,Słowenia,2020-05-25
SI,<15yr,0,315802,0.0,Słowenia,2020-06-01
SI,15-24yr,0,196818,0.5,Słowenia,2020-06-01
SI,25-49yr,8,711365,1.4,Słowenia,2020-06-01
SI,50-64yr,1,447872,0.2,Słowenia,2020-06-01
SI,65-79yr,0,309837,0.0,Słowenia,2020-06-01
SI,80+yr,0,114167,0.0,Słowenia,2020-06-01
SI,<15yr,0,315802,0.0,Słowenia,2020-06-08
SI,15-24yr,1,196818,0.5,Słowenia,2020-06-08
SI,25-49yr,5,711365,1.8,Słowenia,2020-06-08
SI,50-64yr,4,447872,1.1,Słowenia,2020-06-08
SI,65-79yr,0,309837,0.0,Słowenia,2020-06-08
SI,80+yr,0,114167,0.0,Słowenia,2020-06-08
SI,<15yr,0,315802,0.0,Słowenia,2020-06-15
SI,15-24yr,0,196818,0.5,Słowenia,2020-06-15
SI,25-49yr,15,711365,2.8,Słowenia,2020-06-15
SI,50-64yr,7,447872,2.5,Słowenia,2020-06-15
SI,65-79yr,1,309837,0.3,Słowenia,2020-06-15
SI,80+yr,0,114167,0.0,Słowenia,2020-06-15
SI,<15yr,0,315802,0.0,Słowenia,2020-06-22
SI,15-24yr,16,196818,8.1,Słowenia,2020-06-22
SI,25-49yr,28,711365,6.0,Słowenia,2020-06-22
SI,50-64yr,13,447872,4.5,Słowenia,2020-06-22
SI,65-79yr,0,309837,0.3,Słowenia,2020-06-22
SI,80+yr,1,114167,0.9,Słowenia,2020-06-22
SI,<15yr,0,315802,0.0,Słowenia,2020-06-29
SI,15-24yr,26,196818,21.3,Słowenia,2020-06-29
SI,25-49yr,72,711365,14.1,Słowenia,2020-06-29
SI,50-64yr,21,447872,7.6,Słowenia,2020-06-29
SI,65-79yr,5,309837,1.6,Słowenia,2020-06-29
SI,80+yr,7,114167,7.0,Słowenia,2020-06-29
SI,<15yr,5,315802,1.6,Słowenia,2020-07-06
SI,15-24yr,20,196818,23.4,Słowenia,2020-07-06
SI,25-49yr,68,711365,19.7,Słowenia,2020-07-06
SI,50-64yr,28,447872,10.9,Słowenia,2020-07-06
SI,65-79yr,8,309837,4.2,Słowenia,2020-07-06
SI,80+yr,5,114167,10.5,Słowenia,2020-07-06
SI,<15yr,3,315802,2.5,Słowenia,2020-07-13
SI,15-24yr,8,196818,14.2,Słowenia,2020-07-13
SI,25-49yr,44,711365,15.7,Słowenia,2020-07-13
SI,50-64yr,27,447872,12.3,Słowenia,2020-07-13
SI,65-79yr,13,309837,6.8,Słowenia,2020-07-13
SI,80+yr,9,114167,12.3,Słowenia,2020-07-13
SI,<15yr,0,315802,0.9,Słowenia,2020-07-20
SI,15-24yr,10,196818,9.1,Słowenia,2020-07-20
SI,25-49yr,49,711365,13.1,Słowenia,2020-07-20
SI,50-64yr,27,447872,12.1,Słowenia,2020-07-20
SI,65-79yr,19,309837,10.3,Słowenia,2020-07-20
SI,80+yr,27,114167,31.5,Słowenia,2020-07-20
SI,<15yr,0,315802,0.0,Słowenia,2020-07-27
SI,15-24yr,13,196818,11.7,Słowenia,2020-07-27
SI,25-49yr,41,711365,12.7,Słowenia,2020-07-27
SI,50-64yr,27,447872,12.1,Słowenia,2020-07-27
SI,65-79yr,6,309837,8.1,Słowenia,2020-07-27
SI,80+yr,5,114167,28.0,Słowenia,2020-07-27
SI,<15yr,0,315802,0.0,Słowenia,2020-08-03
SI,15-24yr,19,196818,16.3,Słowenia,2020-08-03
SI,25-49yr,29,711365,9.8,Słowenia,2020-08-03
SI,50-64yr,12,447872,8.7,Słowenia,2020-08-03
SI,65-79yr,8,309837,4.5,Słowenia,2020-08-03
SI,80+yr,4,114167,7.9,Słowenia,2020-08-03
SI,<15yr,5,315802,1.6,Słowenia,2020-08-10
SI,15-24yr,58,196818,39.1,Słowenia,2020-08-10
SI,25-49yr,68,711365,13.6,Słowenia,2020-08-10
SI,50-64yr,29,447872,9.2,Słowenia,2020-08-10
SI,65-79yr,10,309837,5.8,Słowenia,2020-08-10
SI,80+yr,4,114167,7.0,Słowenia,2020-08-10
SI,<15yr,0,315802,1.6,Słowenia,2020-08-17
SI,15-24yr,76,196818,68.1,Słowenia,2020-08-17
SI,25-49yr,98,711365,23.3,Słowenia,2020-08-17
SI,50-64yr,35,447872,14.3,Słowenia,2020-08-17
SI,65-79yr,17,309837,8.7,Słowenia,2020-08-17
SI,80+yr,5,114167,7.9,Słowenia,2020-08-17
SI,<15yr,12,315802,3.8,Słowenia,2020-08-24
SI,15-24yr,21,196818,49.3,Słowenia,2020-08-24
SI,25-49yr,111,711365,29.4,Słowenia,2020-08-24
SI,50-64yr,42,447872,17.2,Słowenia,2020-08-24
SI,65-79yr,25,309837,13.6,Słowenia,2020-08-24
SI,80+yr,7,114167,10.5,Słowenia,2020-08-24
SI,<15yr,21,315802,10.4,Słowenia,2020-08-31
SI,15-24yr,33,196818,27.4,Słowenia,2020-08-31
SI,25-49yr,171,711365,39.6,Słowenia,2020-08-31
SI,50-64yr,53,447872,21.2,Słowenia,2020-08-31
SI,65-79yr,20,309837,14.5,Słowenia,2020-08-31
SI,80+yr,9,114167,14.0,Słowenia,2020-08-31
SI,<15yr,51,315802,22.8,Słowenia,2020-09-07
SI,15-24yr,64,196818,49.3,Słowenia,2020-09-07
SI,25-49yr,266,711365,61.4,Słowenia,2020-09-07
SI,50-64yr,114,447872,37.3,Słowenia,2020-09-07
SI,65-79yr,34,309837,17.4,Słowenia,2020-09-07
SI,80+yr,30,114167,34.2,Słowenia,2020-09-07
SI,<15yr,31,315802,26.0,Słowenia,2020-09-14
SI,15-24yr,72,196818,69.1,Słowenia,2020-09-14
SI,25-49yr,352,711365,86.9,Słowenia,2020-09-14
SI,50-64yr,167,447872,62.7,Słowenia,2020-09-14
SI,65-79yr,53,309837,28.1,Słowenia,2020-09-14
