,date,new_cases,total_cases,new_deaths,total_deaths,new_recoveries,total_recoveries,total_active,total_tests,new_tests,new_deaths_c,new_deaths_nc,new_tests_poz,new_quarantine,new_vaccinations,total_vaccinations,people_fully_vaccinated,people_vaccinated,wojew,area,population,Continent_Name,Lat,Long,mobility,icu_patients,hosp_patients,reproduction_rate,location,total_quarantine,total_nadzor,double_days,zapadalnosc,umieralnosc,smiertelnosc,wyzdrawialnosc,positive_rate,CFR,kwarantanna,mort,new_excess,total_excess,iso_code,icu_admissions,dynamikaI,hosp_admissions
1742,2021-01-03,169.0,31766.0,0.0,685.0,269.0,28292.0,2789.0,113992.0,773.0,0.0,0.0,7.0,4579.0,201.0,1531.0,0.0,1531.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.65,60.0,479.25,0.9939,Lubuskie,,,46.0,3131.0,67.5,2.2,89.1,21.9,2.3639438175104392,24.28,48.95918367346939,18.7201726844584,1516.582417582417,0,0.0,0.0,0.0
1743,2021-01-04,96.0,31862.0,1.0,686.0,149.0,28441.0,2735.0,114563.0,571.0,0.0,1.0,2.0,4326.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,100.15,60.0,483.0,1.0217,Lubuskie,,,47.0,3140.5,67.6,2.2,89.3,16.8,2.3552030761836096,24.94,49.42857142857143,19.18956043956044,1535.7719780219775,0,0.0,0.0,0.0
1744,2021-01-05,93.0,31955.0,13.0,699.0,120.0,28561.0,2695.0,115455.0,892.0,13.0,0.0,929.0,4673.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,92.41,61.0,496.8,0.9496,Lubuskie,,,48.0,3149.7,68.9,2.2,89.4,10.4,2.388926862611073,23.32,48.44897959183674,18.20996860282575,1553.9819466248032,0,0.0,0.0,0.0
1745,2021-01-06,368.0,32323.0,11.0,710.0,119.0,28680.0,2933.0,117146.0,1691.0,6.0,5.0,523.0,4773.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,86.56,52.0,494.5,0.9804,Lubuskie,,,49.0,3186.0,70.0,2.2,88.7,21.8,2.4157876828853353,23.59,47.46938775510204,17.23037676609105,1571.2123233908942,0,0.0,0.0,0.0
1746,2021-01-07,379.0,32702.0,4.0,714.0,173.0,28853.0,3135.0,118272.0,1126.0,2.0,2.0,4.0,4669.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,95.94,62.0,532.45,0.9245,Lubuskie,,,49.0,3223.3,70.4,2.2,88.2,33.7,2.414854398484797,21.98,46.48979591836735,16.25078492935636,1587.4631083202505,0,0.0,0.0,0.0
1747,2021-01-08,233.0,32935.0,11.0,725.0,436.0,29289.0,2921.0,119688.0,1416.0,6.0,5.0,606.0,5050.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.19,59.0,551.0,0.8804,Lubuskie,,,50.0,3246.3,71.5,2.2,88.9,16.5,2.4155394149396945,20.43,45.51020408163265,15.271193092621662,1602.7343014128721,0,0.0,0.0,0.0
1748,2021-01-09,293.0,33228.0,7.0,732.0,398.0,29687.0,2809.0,121366.0,1678.0,4.0,3.0,461.0,5060.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,102.97,43.0,493.696,0.9921,Lubuskie,,,51.0,3275.2,72.2,2.2,89.3,17.5,2.4063907426279627,22.97,44.53061224489796,14.29160125588697,1617.025902668759,0,0.0,0.0,0.0
1749,2021-01-10,261.0,33489.0,6.0,738.0,328.0,30015.0,2736.0,122631.0,1265.0,3.0,3.0,8.0,4682.0,390.0,4261.0,0.0,4261.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,102.8,45.0,524.552,1.046,Lubuskie,,,52.0,3300.9,72.7,2.2,89.6,20.6,2.399765876499854,24.26,43.55102040816327,13.312009419152279,1630.3379120879113,0,0.0,0.0,0.0
1750,2021-01-11,190.0,33679.0,5.0,743.0,124.0,30139.0,2797.0,123455.0,824.0,2.0,3.0,11.0,4409.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,96.82,59.0,528.96,1.0969,Lubuskie,,,53.0,3319.6,73.2,2.2,89.5,23.1,2.405932258273428,25.58,42.57142857142857,12.33241758241758,1642.6703296703288,0,0.0,0.0,0.0
1751,2021-01-12,89.0,33768.0,5.0,748.0,218.0,30357.0,2663.0,124820.0,1365.0,4.0,1.0,651.0,4971.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,95.64,55.0,523.45,1.0899,Lubuskie,,,54.0,3328.4,73.7,2.2,89.9,6.5,2.404758077479505,25.53,42.6530612244898,12.414050235478808,1655.0843799058075,0,0.0,0.0,0.0
1752,2021-01-13,243.0,34011.0,13.0,761.0,79.0,30436.0,2814.0,126914.0,2094.0,9.0,4.0,392.0,5422.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,100.02,64.0,511.32800000000003,0.9921,Lubuskie,,,54.0,3352.3,75.0,2.2,89.5,11.6,2.4393371157483092,23.77,42.734693877551024,12.495682888540035,1667.5800627943474,0,0.0,0.0,0.0
1753,2021-01-14,288.0,34299.0,8.0,769.0,144.0,30580.0,2950.0,128979.0,2065.0,5.0,3.0,345.0,5670.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,100.02,64.0,506.92,0.9390000000000001,Lubuskie,,,55.0,3380.7,75.8,2.2,89.2,13.9,2.453028804746563,22.49,42.816326530612244,12.577315541601255,1680.1573783359488,0,0.0,0.0,0.0
1754,2021-01-15,218.0,34517.0,26.0,795.0,315.0,30895.0,2827.0,130781.0,1802.0,9.0,17.0,323.0,5691.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,115.17,61.0,492.594,0.9391,Lubuskie,,,56.0,3402.2,78.4,2.3,89.5,12.1,2.5086778163458505,22.28,42.89795918367347,12.658948194662482,1692.8163265306114,0,0.0,0.0,0.0
1755,2021-01-16,178.0,34695.0,24.0,819.0,453.0,31348.0,2528.0,132895.0,2114.0,16.0,8.0,315.0,5499.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,97.1,61.0,493.37,0.8803,Lubuskie,,,57.0,3419.7,80.7,2.4,90.4,8.4,2.5460876053097894,20.66,42.97959183673469,12.740580847723702,1705.5569073783352,0,0.0,0.0,0.0
1756,2021-01-17,247.0,34942.0,5.0,824.0,197.0,31545.0,2573.0,134619.0,1724.0,3.0,2.0,5.0,5107.0,811.0,9937.0,8.0,9929.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,86.62,63.0,500.07600000000014,0.8911,Lubuskie,,,58.0,3444.1,81.2,2.4,90.3,14.3,2.5456455250393897,20.46,43.06122448979592,12.82221350078493,1718.3791208791201,0,0.0,0.0,0.0
1757,2021-01-18,99.0,35041.0,0.0,824.0,319.0,31864.0,2353.0,135338.0,719.0,0.0,0.0,9.0,5035.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,94.57,61.0,489.538,0.8452,Lubuskie,,,58.0,3453.9,81.2,2.4,90.9,13.8,2.520802741067058,19.18,43.142857142857146,12.903846153846157,1731.2829670329663,0,0.0,0.0,0.0
1758,2021-01-19,85.0,35126.0,9.0,833.0,240.0,32104.0,2189.0,136641.0,1303.0,6.0,3.0,522.0,5304.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,97.39,57.0,455.05,0.8517,Lubuskie,,,59.0,3462.2,82.1,2.4,91.4,6.5,2.5290706500288427,19.12,43.0,12.760989010989011,1744.0439560439554,0,0.0,0.0,0.0
1759,2021-01-20,201.0,35327.0,19.0,852.0,175.0,32279.0,2196.0,137920.0,1279.0,15.0,4.0,288.0,5301.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,101.18,58.0,456.214,0.8468,Lubuskie,,,60.0,3482.0,84.0,2.4,91.4,15.7,2.571609670701156,18.53,42.857142857142854,12.618131868131865,1756.6620879120874,0,0.0,0.0,0.0
1760,2021-01-21,217.0,35544.0,23.0,875.0,169.0,32448.0,2221.0,139118.0,1198.0,8.0,15.0,355.0,5384.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,104.08,52.0,437.806,0.8261,Lubuskie,,,61.0,3503.4,86.2,2.5,91.3,18.1,2.6258140023407255,17.53,42.714285714285715,12.475274725274726,1769.137362637362,0,0.0,0.0,0.0
1761,2021-01-22,208.0,35752.0,6.0,881.0,230.0,32678.0,2193.0,140464.0,1346.0,5.0,1.0,302.0,5425.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,113.47,48.0,453.134,0.8453,Lubuskie,,,62.0,3523.9,86.8,2.5,91.4,15.5,2.625227211776275,17.39,42.57142857142857,12.33241758241758,1781.4697802197795,0,0.0,0.0,0.0
1762,2021-01-23,166.0,35918.0,8.0,889.0,320.0,32998.0,2031.0,141462.0,998.0,7.0,1.0,324.0,5320.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,94.91,35.0,439.722,0.8559,Lubuskie,,,63.0,3540.3,87.6,2.5,91.9,16.6,2.6234249122082214,17.22,42.42857142857143,12.189560439560442,1793.65934065934,0,0.0,0.0,0.0
1763,2021-01-24,145.0,36063.0,4.0,893.0,235.0,33233.0,1937.0,142268.0,806.0,3.0,1.0,4.0,4909.0,978.0,16782.0,1506.0,15276.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,89.23,30.0,436.848,0.8064,Lubuskie,,,64.0,3554.6,88.0,2.5,92.2,18.0,2.616773134853191,15.78,42.285714285714285,12.046703296703296,1805.7060439560432,0,0.0,0.0,0.0
1764,2021-01-25,134.0,36197.0,0.0,893.0,232.0,33465.0,1839.0,142932.0,664.0,0.0,0.0,8.0,4810.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,99.33,42.0,450.26,0.8489,Lubuskie,,,65.0,3567.8,88.0,2.5,92.5,20.2,2.599103556668025,16.28,42.142857142857146,11.903846153846157,1817.6098901098894,0,0.0,0.0,0.0
1765,2021-01-26,93.0,36290.0,5.0,898.0,182.0,33647.0,1745.0,144001.0,1069.0,3.0,2.0,530.0,4971.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,101.96,41.0,433.97399999999993,0.8651,Lubuskie,,,65.0,3577.0,88.5,2.5,92.7,8.7,2.5995078882616878,16.39,42.06122448979592,11.82221350078493,1829.4321036106744,0,0.0,0.0,0.0
1766,2021-01-27,174.0,36464.0,9.0,907.0,75.0,33722.0,1835.0,145240.0,1239.0,9.0,0.0,297.0,4860.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,98.88,43.0,428.22600000000006,0.8644,Lubuskie,,,66.0,3594.1,89.4,2.5,92.5,14.0,2.619192006699587,16.01,41.97959183673469,11.740580847723702,1841.1726844583982,0,0.0,0.0,0.0
1767,2021-01-28,226.0,36690.0,32.0,939.0,126.0,33848.0,1903.0,146488.0,1248.0,19.0,13.0,298.0,4805.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,104.21,44.0,410.024,0.8962,Lubuskie,,,67.0,3616.4,92.6,2.6,92.3,18.1,2.69928421536781,16.14,41.89795918367347,11.658948194662482,1852.8316326530608,0,0.0,0.0,0.0
1768,2021-01-29,171.0,36861.0,12.0,951.0,208.0,34056.0,1854.0,147624.0,1136.0,6.0,6.0,322.0,4798.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,116.16,44.0,417.6880000000001,0.8837,Lubuskie,,,68.0,3633.2,93.7,2.6,92.4,15.1,2.71659953723541,15.62,41.816326530612244,11.577315541601255,1864.4089481946621,0,0.0,0.0,0.0
1769,2021-01-30,178.0,37039.0,6.0,957.0,252.0,34308.0,1774.0,148783.0,1159.0,4.0,2.0,304.0,4770.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,99.52,42.0,392.78,0.9089,Lubuskie,,,69.0,3650.8,94.3,2.6,92.6,15.4,2.713738834538494,15.78,41.734693877551024,11.495682888540035,1875.904631083202,0,0.0,0.0,0.0
1770,2021-01-31,170.0,37209.0,1.0,958.0,195.0,34503.0,1748.0,149741.0,958.0,0.0,1.0,2.0,4558.0,1793.0,29334.0,4233.0,25101.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,95.88,47.0,407.15,0.9401,Lubuskie,,,70.0,3667.5,94.4,2.6,92.7,17.7,2.701559459688108,16.14,41.6530612244898,11.414050235478808,1887.3186813186808,0,0.0,0.0,0.0
1771,2021-02-01,91.0,37300.0,0.0,958.0,162.0,34665.0,1677.0,150262.0,521.0,0.0,0.0,9.0,4302.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,94.23,51.0,405.23399999999987,0.9118,Lubuskie,,,71.0,3676.5,94.4,2.6,92.9,17.5,2.6892737837913705,15.53,41.57142857142857,11.33241758241758,1898.6510989010983,0,0.0,0.0,0.0
1772,2021-02-02,84.0,37384.0,2.0,960.0,149.0,34814.0,1610.0,151314.0,1052.0,2.0,0.0,570.0,4377.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,103.05,47.0,395.654,0.9112,Lubuskie,,,72.0,3684.8,94.6,2.6,93.1,8.0,2.683513165986471,15.4,41.59183673469388,11.352825745682889,1910.0039246467811,0,0.0,0.0,0.0
1773,2021-02-03,196.0,37580.0,13.0,973.0,122.0,34936.0,1671.0,152643.0,1329.0,12.0,1.0,334.0,4338.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,104.14,47.0,401.402,0.9468,Lubuskie,,,72.0,3704.1,95.9,2.6,93.0,14.7,2.7096271129800327,15.71,41.61224489795918,11.37323390894819,1921.3771585557292,0,0.0,0.0,0.0
1774,2021-02-04,241.0,37821.0,16.0,989.0,147.0,35083.0,1749.0,153883.0,1240.0,8.0,8.0,311.0,4301.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,107.72,44.0,396.612,0.9723,Lubuskie,,,73.0,3727.9,97.5,2.6,92.8,19.4,2.741738744732757,15.93,41.632653061224495,11.393642072213506,1932.7708006279427,0,0.0,0.0,0.0
1775,2021-02-05,183.0,38004.0,7.0,996.0,177.0,35260.0,1748.0,155050.0,1167.0,6.0,1.0,360.0,4536.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,112.43,44.0,393.73800000000006,0.9875,Lubuskie,,,74.0,3745.9,98.2,2.6,92.8,15.7,2.7471315092674318,16.09,41.6530612244898,11.414050235478808,1944.1848508634214,0,0.0,0.0,0.0
1776,2021-02-06,180.0,38184.0,9.0,1005.0,233.0,35493.0,1686.0,156188.0,1138.0,4.0,5.0,330.0,4546.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,99.5,45.0,371.704,0.9923,Lubuskie,,,75.0,3763.6,99.1,2.6,93.0,15.8,2.753575538385665,16.12,41.673469387755105,11.434458398744116,1955.6193092621654,0,0.0,0.0,0.0
1777,2021-02-07,197.0,38381.0,0.0,1005.0,158.0,35651.0,1725.0,157025.0,837.0,0.0,0.0,4.0,4352.0,1565.0,40287.0,9468.0,30819.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,97.45,31.0,358.292,1.0168,Lubuskie,,,75.0,3783.1,99.1,2.6,92.9,23.5,2.741706678306416,16.5,41.69387755102041,11.454866562009418,1967.0741758241747,0,0.0,0.0,0.0
1778,2021-02-08,88.0,38469.0,0.0,1005.0,192.0,35843.0,1621.0,157603.0,578.0,0.0,0.0,8.0,4197.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.67,41.0,366.91399999999993,1.0138,Lubuskie,,,76.0,3791.7,99.1,2.6,93.2,15.2,2.727420755536257,16.46,41.714285714285715,11.475274725274726,1978.5494505494494,0,0.0,0.0,0.0
1779,2021-02-09,73.0,38542.0,3.0,1008.0,172.0,36015.0,1519.0,158690.0,1087.0,3.0,0.0,606.0,4386.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,104.84,46.0,347.82,1.0039,Lubuskie,,,77.0,3798.9,99.4,2.6,93.4,6.7,2.7226318774815654,16.31,41.42857142857143,11.189560439560442,1989.7390109890098,0,0.0,0.0,0.0
1780,2021-02-10,258.0,38800.0,12.0,1020.0,86.0,36101.0,1679.0,160484.0,1794.0,11.0,1.0,375.0,4340.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,101.03,45.0,349.68,1.0637,Lubuskie,,,77.0,3824.4,100.5,2.6,93.0,14.4,2.7477708035882653,17.18,41.142857142857146,10.903846153846157,2000.642857142856,0,0.0,0.0,0.0
1781,2021-02-11,227.0,39027.0,19.0,1039.0,129.0,36230.0,1758.0,161824.0,1340.0,15.0,4.0,381.0,4532.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,105.85,48.0,334.8,1.0411,Lubuskie,,,78.0,3846.7,102.4,2.7,92.8,16.9,2.7878397595857147,16.98,40.857142857142854,10.618131868131865,2011.260989010988,0,0.0,0.0,0.0
1782,2021-02-12,221.0,39248.0,6.0,1045.0,187.0,36417.0,1786.0,163367.0,1543.0,2.0,4.0,409.0,4787.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,121.69,45.0,344.1,1.0678,Lubuskie,,,79.0,3868.5,103.0,2.7,92.8,14.3,2.7894933532646413,17.52,40.57142857142857,10.33241758241758,2021.5934065934055,0,0.0,0.0,0.0
1783,2021-02-13,234.0,39482.0,9.0,1054.0,272.0,36689.0,1739.0,164916.0,1549.0,4.0,5.0,370.0,4755.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,111.44,43.0,319.92,1.1023,Lubuskie,,,80.0,3891.6,103.9,2.7,92.9,15.1,2.7925708078319156,18.28,40.285714285714285,10.046703296703296,2031.6401098901088,0,0.0,0.0,0.0
1784,2021-02-14,215.0,39697.0,2.0,1056.0,179.0,36868.0,1773.0,165800.0,884.0,2.0,0.0,10.0,4388.0,1926.0,53769.0,15095.0,38674.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,108.35,36.0,319.92,1.1022,Lubuskie,,,81.0,3912.8,104.1,2.7,92.9,24.3,2.7845164012234997,18.53,40.0,9.760989010989011,2041.4010989010978,0,0.0,0.0,0.0
1785,2021-02-15,77.0,39774.0,0.0,1056.0,175.0,37043.0,1675.0,166421.0,621.0,0.0,0.0,4.0,4349.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,108.39,34.0,334.88,1.088,Lubuskie,,,81.0,3920.4,104.1,2.7,93.1,12.4,2.7717262920286623,18.38,39.714285714285715,9.475274725274726,2050.8763736263727,0,0.0,0.0,0.0
1786,2021-02-16,158.0,39932.0,7.0,1063.0,184.0,37227.0,1642.0,167963.0,1542.0,3.0,4.0,833.0,4625.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.29,34.0,334.88,1.1525,Lubuskie,,,82.0,3935.9,104.8,2.7,93.2,10.2,2.7761817706973098,19.57,39.87755102040817,9.63854003139718,2060.5149136577697,0,0.0,0.0,0.0
1787,2021-02-17,245.0,40177.0,18.0,1081.0,82.0,37309.0,1787.0,169591.0,1628.0,12.0,6.0,516.0,4716.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.69,37.0,352.17,1.1097,Lubuskie,,,83.0,3960.1,106.5,2.7,92.9,15.0,2.8158374576712686,19.39,40.04081632653061,9.801805337519621,2070.316718995289,0,0.0,0.0,0.0
1788,2021-02-18,384.0,40561.0,4.0,1085.0,140.0,37449.0,2027.0,171366.0,1775.0,4.0,0.0,444.0,5043.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,112.83,40.0,368.55,1.213,Lubuskie,,,84.0,3997.9,106.9,2.7,92.3,21.6,2.815695230186329,21.6,40.204081632653065,9.965070643642076,2080.281789638931,0,0.0,0.0,0.0
1789,2021-02-19,299.0,40860.0,11.0,1096.0,212.0,37661.0,2103.0,172890.0,1524.0,6.0,5.0,482.0,5277.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,124.38,37.0,382.2,1.2335,Lubuskie,,,84.0,4027.4,108.0,2.7,92.2,19.6,2.82787625461207,22.7,40.367346938775505,10.128335949764516,2090.410125588696,0,0.0,0.0,0.0
1790,2021-02-20,267.0,41127.0,9.0,1105.0,250.0,37911.0,2111.0,174290.0,1400.0,6.0,3.0,466.0,5479.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,119.97,41.0,381.29,1.219,Lubuskie,,,85.0,4053.7,108.9,2.7,92.2,19.1,2.832171416854624,23.16,40.53061224489796,10.29160125588697,2100.701726844583,0,0.0,0.0,0.0
1791,2021-02-21,294.0,41421.0,4.0,1109.0,230.0,38141.0,2171.0,175387.0,1097.0,2.0,2.0,9.0,5160.0,2428.0,70763.0,23950.0,46813.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,124.49,45.0,405.86,1.2384,Lubuskie,,,86.0,4082.7,109.3,2.7,92.1,26.8,2.8254777070063692,24.28,40.69387755102041,10.454866562009418,2111.1565934065925,0,0.0,0.0,0.0
1792,2021-02-22,204.0,41625.0,0.0,1109.0,250.0,38391.0,2125.0,176240.0,853.0,0.0,0.0,1.0,4862.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,114.37,42.0,431.34,1.3028,Lubuskie,,,87.0,4102.8,109.3,2.7,92.2,23.9,2.807594936708861,26.06,40.857142857142854,10.618131868131865,2121.7747252747245,0,0.0,0.0,0.0
1793,2021-02-23,145.0,41770.0,1.0,1110.0,189.0,38580.0,2080.0,177294.0,1054.0,1.0,0.0,930.0,5214.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,110.41,45.0,434.98,1.2629,Lubuskie,,,87.0,4117.1,109.4,2.7,92.4,13.8,2.7966742252456536,25.88,41.95918367346939,11.7201726844584,2133.4948979591827,0,0.0,0.0,0.0
1794,2021-02-24,345.0,42115.0,13.0,1123.0,105.0,38685.0,2307.0,179065.0,1771.0,9.0,4.0,578.0,5200.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,112.03,47.0,465.92,1.2834,Lubuskie,,,88.0,4151.1,110.7,2.7,91.9,19.5,2.821040996784566,27.29,43.06122448979592,12.82221350078493,2146.3171114599677,0,0.0,0.0,0.0
1795,2021-02-25,441.0,42556.0,4.0,1127.0,234.0,38919.0,2510.0,180803.0,1738.0,3.0,1.0,616.0,5712.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,113.84,46.0,491.4,1.2479,Lubuskie,,,89.0,4194.6,111.1,2.6,91.5,25.4,2.814263596863607,28.09,44.163265306122454,13.924254317111465,2160.241365777079,0,0.0,0.0,0.0
1796,2021-02-26,461.0,43017.0,13.0,1140.0,220.0,39139.0,2738.0,182577.0,1774.0,7.0,6.0,567.0,5977.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,128.36,52.0,523.25,1.2923,Lubuskie,,,89.0,4240.0,112.4,2.7,91.0,26.0,2.830258943866531,30.37,45.265306122448976,15.026295133437987,2175.267660910517,0,0.0,0.0,0.0
1797,2021-02-27,383.0,43400.0,8.0,1148.0,419.0,39558.0,2694.0,184248.0,1671.0,3.0,5.0,591.0,6185.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,111.19,57.0,529.62,1.3075,Lubuskie,,,89.0,4277.8,113.2,2.6,91.1,22.9,2.8202230629391245,32.01,46.367346938775505,16.128335949764516,2191.3959968602817,0,0.0,0.0,0.0
1798,2021-02-28,455.0,43855.0,6.0,1154.0,278.0,39836.0,2865.0,185751.0,1503.0,4.0,2.0,6.0,5752.0,2113.0,85553.0,30106.0,55447.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,116.28,52.0,552.37,1.3364,Lubuskie,,,89.0,4322.6,113.7,2.6,90.8,30.3,2.815320809953647,34.27,47.46938775510204,17.23037676609105,2208.6263736263727,0,0.0,0.0,0.0
1799,2021-03-01,117.0,43972.0,0.0,1154.0,268.0,40104.0,2714.0,186438.0,687.0,0.0,0.0,8.0,5617.0,2249.0,101294.0,36779.0,64515.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,106.9,46.0,519.995,1.2656,Lubuskie,,,90.0,4334.1,113.7,2.6,91.2,17.0,2.7970333026322165,33.05,48.57142857142857,18.33241758241758,2226.9587912087904,0,0.0,0.0,0.0
1800,2021-03-02,177.0,44149.0,7.0,1161.0,311.0,40415.0,2573.0,187808.0,1370.0,4.0,3.0,1121.0,5921.0,2249.0,101294.0,36779.0,64515.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,108.18,44.0,546.845,1.2619,Lubuskie,,,91.0,4351.6,114.4,2.6,91.5,12.9,2.7924764287088704,33.5,47.714285714285715,17.475274725274726,2244.434065934065,0,0.0,0.0,0.0
1801,2021-03-03,387.0,44536.0,3.0,1164.0,178.0,40593.0,2779.0,189494.0,1686.0,2.0,1.0,766.0,6045.0,2249.0,101294.0,36779.0,64515.0,lubuskie,13988.0,1014548.0,Polska,52.73194444444446,15.239444444444445,113.63,44.0,546.845,1.2362,Lubuskie,,,91.0,4389.7,114.7,2.6,91.1,23.0,2.787556577340326,34.09,46.857142857142854,16.618131868131865,2261.052197802197,0,0.0,0.0,0.0
