,date,new_cases,total_cases,new_deaths,total_deaths,new_recoveries,total_recoveries,total_active,total_tests,new_tests,new_deaths_c,new_deaths_nc,new_tests_poz,new_quarantine,new_vaccinations,total_vaccinations,people_fully_vaccinated,people_vaccinated,wojew,area,population,Continent_Name,Lat,Long,mobility,icu_patients,hosp_patients,reproduction_rate,location,total_quarantine,total_nadzor,double_days,zapadalnosc,umieralnosc,smiertelnosc,wyzdrawialnosc,positive_rate,CFR,kwarantanna,mort,new_excess,total_excess,iso_code,icu_admissions,dynamikaI,hosp_admissions
0,2020-03-10,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,94.685,,,,Dolnośląskie,,,0.0,0.1,0.0,0.0,0.0,,,0.02,87.34693877551021,-1.9470172684458333,-1.9470172684458333,0,0.0,0.0,0.0
1,2020-03-11,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,88.18,,,,Dolnośląskie,,,1.0,0.1,0.0,0.0,0.0,,,0.02,87.6938775510204,-1.600078492935637,-3.5470957613814704,0,0.0,0.0,0.0
2,2020-03-12,3.0,7.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,76.625,,,,Dolnośląskie,,,2.0,0.2,0.0,0.0,0.0,,,0.03,88.04081632653062,-1.2531397174254266,-4.800235478806897,0,0.0,0.0,0.0
3,2020-03-13,1.0,8.0,1.0,1.0,0.0,0.0,7.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,67.89,,,,Dolnośląskie,,,3.0,0.3,0.0,12.5,0.0,,100.0,0.03,88.38775510204081,-0.9062009419152304,-5.706436420722127,0,0.0,0.0,0.0
4,2020-03-14,5.0,13.0,0.0,1.0,0.0,0.0,12.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,55.31,,,,Dolnośląskie,,,2.0,0.4,0.0,7.7,0.0,,100.0,0.06,88.73469387755101,-0.5592621664050341,-6.2656985871271615,0,0.0,0.0,0.0
5,2020-03-15,2.0,15.0,0.0,1.0,0.0,0.0,14.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,42.995,,,,Dolnośląskie,,,2.0,0.5,0.0,6.7,0.0,,100.0,0.06,89.08163265306122,-0.21232339089482366,-6.478021978021985,0,0.0,0.0,0.0
6,2020-03-16,12.0,27.0,0.0,1.0,0.0,0.0,26.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,44.425,,,,Dolnośląskie,,,1.0,0.9,0.0,3.7,0.0,,100.0,0.12,89.42857142857143,0.1346153846153868,-6.343406593406598,0,0.0,0.0,0.0
7,2020-03-17,11.0,38.0,1.0,2.0,0.0,0.0,36.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,45.010000000000005,,,,Dolnośląskie,,,1.0,1.3,0.1,5.3,0.0,,100.0,0.17,90.34693877551021,1.0529827315541667,-5.290423861852432,0,0.0,0.0,0.0
8,2020-03-18,2.0,40.0,0.0,2.0,0.0,0.0,38.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,46.715,,,,Dolnośląskie,,,2.0,1.4,0.1,5.0,0.0,,100.0,0.18,91.26530612244899,1.9713500784929465,-3.319073783359485,0,0.0,0.0,0.0
9,2020-03-19,13.0,53.0,0.0,2.0,0.0,0.0,51.0,,,,,,,,,,,dolnośląskie,19947.0,2901225.0,Polska,51.11,17.031944444444445,42.715,,,,Dolnośląskie,,,3.0,1.8,0.1,3.8,0.0,,100.0,0.23,92.18367346938776,2.889717425431712,-0.42935635792777305,0,0.0,0.0,0.0
