population,total_vacc,new_vacc,total_vacc_2,new_vacc_2,slots_7,slots_30,date,powiat,wojew
51000,21919,0,8697,0,8,8,2022-10-01,łomżyński,podlaskie
31023,27910,0,10345,0,24,24,2022-10-01,łosicki,mazowieckie
78616,127755,0,48383,0,148,406,2022-10-01,łowicki,łódzkie
107449,87876,0,32012,0,211,289,2022-10-01,łukowski,lubelskie
71705,67533,19,20613,0,922,1110,2022-10-01,łódzki wschodni,łódzkie
50143,77912,0,27655,0,204,282,2022-10-01,łęczycki,łódzkie
57457,58665,0,22149,0,88,167,2022-10-01,łęczyński,lubelskie
40910,64136,0,21809,0,127,374,2022-10-01,Świnoujście,zachodniopomorskie
50012,61140,0,22079,0,145,405,2022-10-01,Świętochłowice,śląskie
54269,40752,0,12712,0,429,1496,2022-10-01,średzki (dolnośląskie),dolnośląskie
58456,96861,0,35623,0,1186,4774,2022-10-01,średzki (wielkopolskie),wielkopolskie
61325,60089,0,20156,0,62,310,2022-10-01,śremski,wielkopolskie
157615,175778,0,55732,0,667,1078,2022-10-01,świdnicki (dolnośląskie),dolnośląskie
72039,77769,0,26536,0,1025,2919,2022-10-01,świdnicki (lubelskie),lubelskie
47242,68282,1,21908,0,691,2692,2022-10-01,świdwiński,zachodniopomorskie
55840,82364,0,28935,0,2081,4758,2022-10-01,świebodziński,lubuskie
99281,126316,0,42637,0,329,625,2022-10-01,świecki,kujawsko-pomorskie
62456,94194,0,33899,0,201,366,2022-10-01,Żory,śląskie
79583,112942,0,36692,0,1671,2781,2022-10-01,żagański,lubuskie
96876,152450,0,53352,0,1896,5841,2022-10-01,żarski,lubuskie
70413,76081,0,28520,0,32,54,2022-10-01,żniński,kujawsko-pomorskie
38944,43490,0,16602,0,29,30,2022-10-01,żuromiński,mazowieckie
75848,92980,0,31740,0,507,829,2022-10-01,żyrardowski,mazowieckie
153226,160548,0,57399,0,1740,3414,2022-10-01,żywiecki,śląskie
